"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00040","","","","0.7","20","5","0","1","0","0.1","","","","","","","","","","","","","0.1","0.8","1","","0.1","0.1","0.2","0.05","0","0","0.02","0.005","0.14","0.035","0","12.5","25","","0","0","0.222222222","0.888888889","1.555555556","6.222222222","","","1.777777778","7.111111111"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00041","","","","1.2","20","7","3","4","0.2","0.1","30.21868787","4.778374","1.828839","1.17111","165.366","115.4442","31.06853","57.7743","4.848292","7.493955","10.15466","0.548505","0.3","1.5","7","0.066666667","0.025","0.042857143","1","0.35","0.428571429","0.15","0.042857143","0.015","0.171428571","0.06","42.85714286","20","35","0.090656064","0.444444444","1.26984127","0.666666667","1.904761905","2.666666667","7.619047619","0.201457919","0.575594055","3.333333333","9.523809524"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00042","","","","0.8","20","7","0","11","0","0.2","27.8","5.121349","1.973319","1.303838","104.6775","107.5332","32.18698","59.71045","3.05825","5.2654","11.43289","0.006661","0.2","1","11","","0.018181818","0.018181818","1.571428571","0.55","0","0","0.028571429","0.01","0.114285714","0.04","0","20","35","0.0556","0","0","0.444444444","1.26984127","1.777777778","5.079365079","0.123555556","0.353015873","2.222222222","6.349206349"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00043","","","","3.9","20","14","17","9","1.8","0.3","30.88803089","3.902729","1.630093","1.157648","128.783","105.9548","31.41107","63.79871","1.005304","2.561303","12.38803","0.174163","2.1","6","26","0.105882353","0.033333333","0.080769231","1.857142857","1.3","1.214285714","0.85","0.15","0.105","0.278571429","0.195","65.38461538","35","70","0.648648649","4","5.714285714","4.666666667","6.666666667","8.666666667","12.38095238","1.441441442","2.059202059","13.33333333","19.04761905"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00044","","","","2.5","20","14","16","9","1.7","0.3","31.23772102","3.283861","1.548106","0.999815","142.9187","107.4393","21.58061","58.30448","3.819556","5.852612","11.23791","0.498137","2","4.5","25","0.10625","0.033333333","0.08","1.785714286","1.25","1.142857143","0.8","0.142857143","0.1","0.178571429","0.125","64","44.44444444","70","0.62475442","3.777777778","5.396825397","4.444444444","6.349206349","5.555555556","7.936507937","1.388343156","1.983347366","10","14.28571429"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00045","","","","1.2","20","8","9","6","0.6","0.1","25.64612326","4.054081","1.683001","1.067432","197.1973","148.0961","35.27042","45.04636","9.833627","15.03541","14.61762","0.831974","0.7","1.9","15","0.066666667","0.016666667","0.046666667","1.875","0.75","1.125","0.45","0.0875","0.035","0.15","0.06","60","36.84210526","40","0.179522863","1.333333333","3.333333333","1.555555556","3.888888889","2.666666667","6.666666667","0.398939695","0.997349238","4.222222222","10.55555556"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00046","","","","1.3","20","12","9","13","0.7","0.3","25.2","4.028647","1.690363","1.093602","193.1601","134.4486","35.43409","49.37402","7.109654","11.11974","16.82651","0.509557","1","2.3","22","0.077777778","0.023076923","0.045454545","1.833333333","1.1","0.75","0.45","0.083333333","0.05","0.108333333","0.065","40.90909091","43.47826087","60","0.252","1.555555556","2.592592593","2.222222222","3.703703704","2.888888889","4.814814815","0.56","0.933333333","5.111111111","8.518518519"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00047","","","","0.26","20","4","4","1","0.2","0.1","32.93650794","6.693414","2.269588","1.507996","233.3118","160.4394","49.18266","59.74805","2.460141","4.899859","10.03116","0.167258","0.3","0.56","5","0.05","0.1","0.06","1.25","0.25","1","0.2","0.075","0.015","0.065","0.013","80","53.57142857","20","0.098809524","0.444444444","2.222222222","0.666666667","3.333333333","0.577777778","2.888888889","0.21957672","1.097883598","1.244444444","6.222222222"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00048","","","","1.6","20","8","8","7","0.9","0.2","31.61033797","5.424868","2.022653","1.371194","206.777","136.2123","47.56604","61.23716","2.216909","4.39269","11.23361","0.33301","1.1","2.7","15","0.1125","0.028571429","0.073333333","1.875","0.75","1","0.4","0.1375","0.055","0.2","0.08","53.33333333","40.74074074","40","0.347713718","2","5","2.444444444","6.111111111","3.555555556","8.888888889","0.77269715","1.931742876","6","15"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00049","","","","4.6","20","12","7","4","0.8","0.2","34.87475915","4.613203","1.613864","1.115983","121.7328","111.104","26.99916","56.8832","3.966342","6.837029","13.85745","0.788443","1","5.6","11","0.114285714","0.05","0.090909091","0.916666667","0.55","0.583333333","0.35","0.083333333","0.05","0.383333333","0.23","63.63636364","17.85714286","60","0.348747592","1.777777778","2.962962963","2.222222222","3.703703704","10.22222222","17.03703704","0.774994648","1.291657746","12.44444444","20.74074074"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00050","","","","1.6","20","6","0","4","0","0.2","31.8","6.689578","1.992801","1.259354","105.8234","121.4634","32.13428","59.61094","3.112345","5.857342","10.83891","0.364735","0.2","1.8","4","","0.05","0.05","0.666666667","0.2","0","0","0.033333333","0.01","0.266666667","0.08","0","11.11111111","30","0.0636","0","0","0.444444444","1.481481481","3.555555556","11.85185185","0.141333333","0.471111111","4","13.33333333"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00051","","","","4.8","20","13","4","5","0.4","0.2","27.23658052","4.679138","1.739952","1.162999","176.3591","149.6133","28.92097","48.80612","5.564574","9.347796","19.70723","0.983039","0.6","5.4","9","0.1","0.04","0.066666667","0.692307692","0.45","0.307692308","0.2","0.046153846","0.03","0.369230769","0.24","44.44444444","11.11111111","65","0.163419483","0.888888889","1.367521368","1.333333333","2.051282051","10.66666667","16.41025641","0.363154407","0.558699088","12","18.46153846"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00052","","","","1.5","20","8","0","9","0","0.3","27.68924303","7.409685","2.479763","1.636034","149.5424","167.4912","30.47156","50.00727","2.169014","4.395248","21.88796","0.70611","0.3","1.8","9","","0.033333333","0.033333333","1.125","0.45","0","0","0.0375","0.015","0.1875","0.075","0","16.66666667","40","0.083067729","0","0","0.666666667","1.666666667","3.333333333","8.333333333","0.184594954","0.461487384","4","10"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00053","","","","0.2","20","2","1","0","0.1","0","29.9009901","5.011147","1.849099","1.198443","217.288","115.0377","42.73498","54.50789","5.845191","8.76546","11.71771","0.63232","0.1","0.3","1","0.1","","0.1","0.5","0.05","0.5","0.05","0.05","0.005","0.1","0.01","100","33.33333333","10","0.02990099","0.222222222","2.222222222","0.222222222","2.222222222","0.444444444","4.444444444","0.066446645","0.664466447","0.666666667","6.666666667"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00054","","","","1.5","20","6","4","4","0.7","0.2","28.59960552","7.485296","2.2587","1.410645","140.7338","129.7741","48.53554","53.51627","3.446995","5.777739","17.2053","0.749294","0.9","2.4","8","0.175","0.05","0.1125","1.333333333","0.4","0.666666667","0.2","0.15","0.045","0.25","0.075","50","37.5","30","0.25739645","1.555555556","5.185185185","2","6.666666667","3.333333333","11.11111111","0.57199211","1.906640368","5.333333333","17.77777778"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00055","","","","10.2","20","14","8","4","1.3","0.1","33.99602386","3.863497","1.630551","1.156186","160.328","125.4621","46.50351","60.35273","2.993027","5.326676","12.41531","0.741786","1.4","11.6","12","0.1625","0.025","0.116666667","0.857142857","0.6","0.571428571","0.4","0.1","0.07","0.728571429","0.51","66.66666667","12.06896552","70","0.475944334","2.888888889","4.126984127","3.111111111","4.444444444","22.66666667","32.38095238","1.057654076","1.510934394","25.77777778","36.82539683"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00056","","","","3.2","20","11","4","8","0.4","0.2","30.89108911","5.60408","1.841216","1.202962","187.7513","126.6895","38.76758","55.2786","3.679799","6.062183","13.0329","0.750547","0.6","3.8","12","0.1","0.025","0.05","1.090909091","0.6","0.363636364","0.2","0.054545455","0.03","0.290909091","0.16","33.33333333","15.78947368","55","0.185346535","0.888888889","1.616161616","1.333333333","2.424242424","7.111111111","12.92929293","0.411881188","0.748874888","8.444444444","15.35353535"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00057","","","","3.2","20","16","24","21","2.2","0.6","26.37795276","5.765305","1.969308","1.244463","209.9634","132.906","49.46001","44.08559","6.026002","9.769939","20.71489","0.475491","2.8","6","45","0.091666667","0.028571429","0.062222222","2.8125","2.25","1.5","1.2","0.175","0.14","0.2","0.16","53.33333333","46.66666667","80","0.738582677","4.888888889","6.111111111","6.222222222","7.777777778","7.111111111","8.888888889","1.641294838","2.051618548","13.33333333","16.66666667"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00058","","","","3.5","20","15","28","27","3.4","1","25.49407115","6.715351","2.283052","1.388491","213.8157","145.2474","39.76676","40.80333","7.858584","12.57695","18.57153","0.508186","4.4","7.9","55","0.121428571","0.037037037","0.08","3.666666667","2.75","1.866666667","1.4","0.293333333","0.22","0.233333333","0.175","50.90909091","55.69620253","75","1.121739131","7.555555556","10.07407407","9.777777778","13.03703704","7.777777778","10.37037037","2.492753624","3.323671498","17.55555556","23.40740741"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00059","","","","3.5","20","13","14","17","1.9","0.5","26.04373757","8.643716","2.721416","1.794503","201.6941","177.8716","43.48116","40.58103","3.243403","5.710628","29.09217","0.779306","2.4","5.9","31","0.135714286","0.029411765","0.077419355","2.384615385","1.55","1.076923077","0.7","0.184615385","0.12","0.269230769","0.175","45.16129032","40.6779661","65","0.625049702","4.222222222","6.495726496","5.333333333","8.205128205","7.777777778","11.96581197","1.388999337","2.136922057","13.11111111","20.17094017"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00060","","","","1.6","20","11","8","16","0.6","0.3","23.5059761","5.663157","2.128501","1.442564","211.5303","154.6598","35.47787","43.14386","5.01225","8.363597","23.13561","0.848144","0.9","2.5","24","0.075","0.01875","0.0375","2.181818182","1.2","0.727272727","0.4","0.081818182","0.045","0.145454545","0.08","33.33333333","36","55","0.211553785","1.333333333","2.424242424","2","3.636363636","3.555555556","6.464646465","0.470119522","0.854762767","5.555555556","10.1010101"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00061","","","","1.2","20","12","9","6","1.1","0.2","29.56349206","5.108299","1.734132","1.143984","119.6722","123.6173","3.41301","53.26115","6.174808","10.18853","14.41766","0.457609","1.3","2.5","15","0.122222222","0.033333333","0.086666667","1.25","0.75","0.75","0.45","0.108333333","0.065","0.1","0.06","60","52","60","0.384325397","2.444444444","4.074074074","2.888888889","4.814814815","2.666666667","4.444444444","0.854056437","1.423427395","5.555555556","9.259259259"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00062","","","","0.1","20","3","0","0","0","0","","","","","","","","","","","","","0","0.1","0","","","","0","0","0","0","0","0","0.033333333","0.005","","0","15","","0","0","0","0","0.222222222","1.481481481","","","0.222222222","1.481481481"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00063","","","","6","20","15","8","12","0.7","0.3","33.8","3.343411","1.682705","1.285771","280.2945","162.4557","38.15483","49.97997","4.654244","8.031539","18.00668","0.610287","1","7","20","0.0875","0.025","0.05","1.333333333","1","0.533333333","0.4","0.066666667","0.05","0.4","0.3","40","14.28571429","75","0.338","1.555555556","2.074074074","2.222222222","2.962962963","13.33333333","17.77777778","0.751111111","1.001481481","15.55555556","20.74074074"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00064","","","","0.9","20","7","2","3","0.3","0.1","34.38113949","3.625027","1.473237","1.053336","225.0527","122.5667","37.69112","56.99294","3.224271","5.310253","15.87463","0.350884","0.4","1.3","5","0.15","0.033333333","0.08","0.714285714","0.25","0.285714286","0.1","0.057142857","0.02","0.128571429","0.045","40","30.76923077","35","0.137524558","0.666666667","1.904761905","0.888888889","2.53968254","2","5.714285714","0.305610129","0.873171797","2.888888889","8.253968254"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00065","","","","6.9","20","14","12","10","1.6","0.3","29.6812749","3.442263","1.377977","0.915412","147.8262","93.71936","39.8597","53.14839","5.680798","8.755595","14.99155","0.785889","1.9","8.8","22","0.133333333","0.03","0.086363636","1.571428571","1.1","0.857142857","0.6","0.135714286","0.095","0.492857143","0.345","54.54545455","21.59090909","70","0.563944223","3.555555556","5.079365079","4.222222222","6.031746032","15.33333333","21.9047619","1.253209385","1.790299121","19.55555556","27.93650794"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00066","","","","2.6","20","9","1","8","0.1","0.2","26.66666667","3.856419","1.720954","1.13986","72.1427","107.2852","26.84596","53.41749","3.789691","6.642686","18.58576","0.33937","0.3","2.9","9","0.1","0.025","0.033333333","1","0.45","0.111111111","0.05","0.033333333","0.015","0.288888889","0.13","11.11111111","10.34482759","45","0.08","0.222222222","0.49382716","0.666666667","1.481481481","5.777777778","12.83950617","0.177777778","0.395061728","6.444444444","14.32098765"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00067","","","","1","20","10","0","19","0","0.4","34.12698413","4.91526","1.696911","1.122966","120.4329","99.87537","35.17107","60.14301","2.256191","4.593005","14.39465","0.527897","0.4","1.4","19","","0.021052632","0.021052632","1.9","0.95","0","0","0.04","0.02","0.1","0.05","0","28.57142857","50","0.136507937","0","0","0.888888889","1.777777778","2.222222222","4.444444444","0.30335097","0.60670194","3.111111111","6.222222222"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00068","","","","0.7","20","9","4","8","0.2","0.2","34.33133733","4.449497","1.721207","1.164965","144.7715","121.1796","35.05927","61.42427","1.149495","3.156063","15.19202","0.270481","0.4","1.1","12","0.05","0.025","0.033333333","1.333333333","0.6","0.444444444","0.2","0.044444444","0.02","0.077777778","0.035","33.33333333","36.36363636","45","0.137325349","0.444444444","0.987654321","0.888888889","1.975308642","1.555555556","3.456790123","0.305167443","0.678149873","2.444444444","5.432098765"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00069","","","","10.6","20","13","7","2","1.3","0.1","39.29273084","4.270252","1.682388","1.178781","110.3738","100.8834","26.09683","64.7743","0.926477","2.355708","10.54589","0.169678","1.4","12","9","0.185714286","0.05","0.155555556","0.692307692","0.45","0.538461538","0.35","0.107692308","0.07","0.815384615","0.53","77.77777778","11.66666667","65","0.550098232","2.888888889","4.444444444","3.111111111","4.786324786","23.55555556","36.23931624","1.222440515","1.880677715","26.66666667","41.02564103"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00070","","","","11.1","20","16","1","2","0.2","0.2","34.52380952","5.374445","1.852888","1.313457","47.03955","89.3017","12.39497","65.49555","1.082365","2.591899","8.751138","0.03109","0.4","11.5","3","0.2","0.1","0.133333333","0.1875","0.15","0.0625","0.05","0.025","0.02","0.69375","0.555","33.33333333","3.47826087","80","0.138095238","0.444444444","0.555555556","0.888888889","1.111111111","24.66666667","30.83333333","0.306878307","0.383597884","25.55555556","31.94444444"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00071","","","","3.7","20","13","18","19","2","0.6","36.29191321","3.776928","1.590848","1.115552","165.7272","126.4551","33.3006","53.67661","2.964837","5.338603","20.98639","0.756775","2.6","6.3","37","0.111111111","0.031578947","0.07027027","2.846153846","1.85","1.384615385","0.9","0.2","0.13","0.284615385","0.185","48.64864865","41.26984127","65","0.943589743","4.444444444","6.837606838","5.777777778","8.888888889","8.222222222","12.64957265","2.096866097","3.225947841","14","21.53846154"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00072","","","","3.3","20","14","14","30","1.2","0.8","33.46613546","4.690579","1.81877","1.302209","117.9083","126.3989","38.33059","55.33723","2.835758","5.931531","17.50887","0.355366","2","5.3","44","0.085714286","0.026666667","0.045454545","3.142857143","2.2","1","0.7","0.142857143","0.1","0.235714286","0.165","31.81818182","37.73584906","70","0.669322709","2.666666667","3.80952381","4.444444444","6.349206349","7.333333333","10.47619048","1.487383798","2.124833997","11.77777778","16.82539683"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00073","","","","3","20","16","11","14","1.3","0.5","35.98409543","3.230364","1.257548","0.971885","139.9109","99.62721","21.46497","59.76974","2.818493","5.147296","16.54565","0.347138","1.8","4.8","25","0.118181818","0.035714286","0.072","1.5625","1.25","0.6875","0.55","0.1125","0.09","0.1875","0.15","44","37.5","80","0.647713718","2.888888889","3.611111111","4","5","6.666666667","8.333333333","1.439363817","1.799204772","10.66666667","13.33333333"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00074","","","","1.4","20","8","4","2","0.4","0.1","30.21868787","3.906977","1.460556","0.962465","138.061","121.139","19.54173","56.15331","4.412159","7.236497","14.87797","0.359482","0.5","1.9","6","0.1","0.05","0.083333333","0.75","0.3","0.5","0.2","0.0625","0.025","0.175","0.07","66.66666667","26.31578947","40","0.151093439","0.888888889","2.222222222","1.111111111","2.777777778","3.111111111","7.777777778","0.335763199","0.839407996","4.222222222","10.55555556"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00075","","","","4.9","20","14","8","23","1.2","0.7","33.13373253","3.9223","1.478374","1.132018","133.6404","101.6466","38.19569","54.98822","3.674495","6.296709","16.10795","0.513859","1.9","6.8","31","0.15","0.030434783","0.061290323","2.214285714","1.55","0.571428571","0.4","0.135714286","0.095","0.35","0.245","25.80645161","27.94117647","70","0.629540918","2.666666667","3.80952381","4.222222222","6.031746032","10.88888889","15.55555556","1.398979818","1.998542597","15.11111111","21.58730159"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00076","","","","3.3","20","10","8","19","0.8","0.5","32","4.713249","1.704634","1.163493","125.5475","108.9111","39.91062","54.43303","3.164937","5.6314","17.64917","0.575131","1.3","4.6","27","0.1","0.026315789","0.048148148","2.7","1.35","0.8","0.4","0.13","0.065","0.33","0.165","29.62962963","28.26086957","50","0.416","1.777777778","3.555555556","2.888888889","5.777777778","7.333333333","14.66666667","0.924444444","1.848888889","10.22222222","20.44444444"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00077","","","","1.8","20","13","13","10","1.9","0.3","27.97619048","3.905216","1.499005","1.04105","184.6747","121.1063","7.089737","49.11262","7.185773","11.20632","16.18224","0.647304","2.2","4","23","0.146153846","0.03","0.095652174","1.769230769","1.15","1","0.65","0.169230769","0.11","0.138461538","0.09","56.52173913","55","65","0.615476191","4.222222222","6.495726496","4.888888889","7.521367521","4","6.153846154","1.367724868","2.104192104","8.888888889","13.67521368"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00078","","","","2.1","20","10","7","6","0.7","0.2","26.81017613","6.600724","1.961089","1.314348","106.382","114.0458","7.701965","49.87959","5.281056","8.527411","17.3716","0.29754","0.9","3","13","0.1","0.033333333","0.069230769","1.3","0.65","0.7","0.35","0.09","0.045","0.21","0.105","53.84615385","30","50","0.241291585","1.555555556","3.111111111","2","4","4.666666667","9.333333333","0.536203523","1.072407045","6.666666667","13.33333333"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00079","","","","3.4","20","14","14","15","1.9","0.4","29.02584493","4.066694","1.546384","0.958667","155.4994","96.1275","54.18611","52.65996","5.717141","8.187373","14.77603","0.903648","2.3","5.7","29","0.135714286","0.026666667","0.079310345","2.071428571","1.45","1","0.7","0.164285714","0.115","0.242857143","0.17","48.27586207","40.35087719","70","0.667594433","4.222222222","6.031746032","5.111111111","7.301587302","7.555555556","10.79365079","1.483543185","2.119347408","12.66666667","18.0952381"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00080","","","","3.2","20","11","8","7","0.8","0.3","34.8","5.057089","1.819929","1.316879","149.2438","108.4245","60.52759","60.15513","1.987498","3.805856","14.27869","0.736752","1.1","4.3","15","0.1","0.042857143","0.073333333","1.363636364","0.75","0.727272727","0.4","0.1","0.055","0.290909091","0.16","53.33333333","25.58139535","55","0.3828","1.777777778","3.232323232","2.444444444","4.444444444","7.111111111","12.92929293","0.850666667","1.546666667","9.555555556","17.37373737"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00081","","","","6.4","20","16","16","11","2","0.2","29.46954813","2.328079","1.210155","0.700648","89.85828","74.577","31.45665","54.94585","6.889737","10.00978","11.39364","0.722734","2.2","8.6","27","0.125","0.018181818","0.081481481","1.6875","1.35","1","0.8","0.1375","0.11","0.4","0.32","59.25925926","25.58139535","80","0.648330059","4.444444444","5.555555556","4.888888889","6.111111111","14.22222222","17.77777778","1.440733464","1.80091683","19.11111111","23.88888889"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00082","","","","2.7","20","9","4","0","0.3","0","30.2970297","2.688196","1.132221","0.787863","125.5026","90.72549","24.47351","56.51359","5.627339","8.581463","12.5273","0.096131","0.3","3","4","0.075","","0.075","0.444444444","0.2","0.444444444","0.2","0.033333333","0.015","0.3","0.135","100","10","45","0.090891089","0.666666667","1.481481481","0.666666667","1.481481481","6","13.33333333","0.201980198","0.448844884","6.666666667","14.81481481"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00083","","","","1.9","20","13","0","2","0","0.1","43.04635762","5.329363","1.488208","1.069515","91.91785","113.1673","0","65.2471","1.820385","3.427269","9.152836","0.52954","0.1","2","2","","0.05","0.05","0.153846154","0.1","0","0","0.007692308","0.005","0.146153846","0.095","0","5","65","0.043046358","0","0","0.222222222","0.341880342","4.222222222","6.495726496","0.095658572","0.147167035","4.444444444","6.837606838"
"","","PEP2012BEU-AT01","","","","","","","","","PEP2012BEU-AT01-00084","","","","1.6","20","7","0","1","0","0.1","","","","","","","","","","","","","0.1","1.7","1","","0.1","0.1","0.142857143","0.05","0","0","0.014285714","0.005","0.228571429","0.08","0","5.882352941","35","","0","0","0.222222222","0.634920635","3.555555556","10.15873016","","","3.777777778","10.79365079"
