"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00034","","","","30","20","10.34","43","10.95","1.38","174.77","45.51","4","12.33","22.67","0.254651163","2.15","1.433333333","0.6165","0.411","0.517","0.344666667","54.38906043","66.66666667","26.0399382","3.210724381","16.22222222","24.33333333","18.26666667","27.4","15.31851852","22.97777778","4.756628712","7.134943068","33.58518519","50.37777778","14.37"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00035","","","","30","19","8.58","34","8.73","2.28","179.32","38.82","5","11.01","19.59","0.256764706","1.789473684","1.133333333","0.579473684","0.367","0.451578947","0.286","56.20214395","63.33333333","21.6484497","2.383494312","12.93333333","20.42105263","16.31111111","25.75438596","12.71111111","20.07017544","3.531102684","5.575425291","29.02222222","45.8245614","10.5"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00036","","","","30","15","2.41","3","0.53","0","183.78","53.52","7","0.53","2.94","0.176666667","0.2","0.1","0.035333333","0.017666667","0.160666667","0.080333333","18.02721088","50","29.12177604","0.154345413","0.785185185","1.57037037","0.785185185","1.57037037","3.57037037","7.140740741","0.228659871","0.457319742","4.355555556","8.711111111","0.02"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00037","","","","30","25","17.64","35","11.86","1.2","167.22","58.21","4","13.06","30.7","0.338857143","1.4","1.166666667","0.5224","0.435333333","0.7056","0.588","42.54071661","83.33333333","34.81042937","4.546242076","17.57037037","21.08444444","19.34814815","23.21777778","26.13333333","31.36","6.735173446","8.082208136","45.48148148","54.57777778","4.61"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00038","","","","30","29","21.48","48","15.95","1.18","191.23","58.44","6","17.13","38.61","0.332291667","1.655172414","1.6","0.590689655","0.571","0.740689655","0.716","44.36674437","96.66666667","30.56005857","5.234938033","23.62962963","24.44444444","25.37777778","26.25287356","31.82222222","32.91954023","7.755463752","8.022893537","57.2","59.17241379","0.03"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00039","","","","30","29","38.8","59","19","2.53","176.61","65.17","4","21.53","60.33","0.322033898","2.034482759","1.966666667","0.742413793","0.717666667","1.337931034","1.293333333","35.68705453","96.66666667","36.90051526","7.944680935","28.14814815","29.11877395","31.8962963","32.99616858","57.48148148","59.46360153","11.76989768","12.17575622","89.37777778","92.45977011","0.69"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00040","","","","30","26","22.84","78","19.74","2.27","181.68","44.65","5","22.01","44.85","0.253076923","3","2.6","0.846538462","0.733666667","0.878461538","0.761333333","49.07469342","86.66666667","24.5761779","5.409216755","29.24444444","33.74358974","32.60740741","37.62393162","33.83703704","39.04273504","8.013654451","9.246524367","66.44444444","76.66666667","11.03"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00041","","","","30","20","11.41","60","21.67","2.39","166.96","44.14","6","24.06","35.47","0.361166667","3","2","1.203","0.802","0.5705","0.380333333","67.83197068","66.66666667","26.43747005","6.360855295","32.1037037","48.15555556","35.64444444","53.46666667","16.9037037","25.35555556","9.423489325","14.13523399","52.54814815","78.82222222","4.41"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00042","","","","30","22","15.31","44","13.53","2.29","174.95","50","6","15.82","31.13","0.3075","2","1.466666667","0.719090909","0.527333333","0.695909091","0.510333333","50.81914552","73.33333333","28.57959417","4.521291798","20.04444444","27.33333333","23.43703704","31.95959596","22.68148148","30.92929293","6.698210071","9.133922824","46.11851852","62.88888889","0.69"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00043","","","","30","22","26.07","74","34.5","1.11","175.23","43.05","2","35.61","61.68","0.466216216","3.363636364","2.466666667","1.618636364","1.187","1.185","0.869","57.73346304","73.33333333","24.56771101","8.74856189","51.11111111","69.6969697","52.75555556","71.93939394","38.62222222","52.66666667","12.96083243","17.6738624","91.37777778","124.6060606","10.5"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00044","","","","30","29","26.56","62","19","2.76","172.69","46.7","4","21.76","48.32","0.306451613","2.137931034","2.066666667","0.750344828","0.725333333","0.915862069","0.885333333","45.03311258","96.66666667","27.04267763","5.884486652","28.14814815","29.11877395","32.23703704","33.348659","39.34814815","40.70498084","8.717758004","9.018370348","71.58518519","74.05363985","5.49"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00045","","","","30","24","29.78","34","8.61","2.14","179.49","45.03","6","10.75","40.53","0.253235294","1.416666667","1.133333333","0.447916667","0.358333333","1.240833333","0.992666667","26.52356279","80","25.08774862","2.696932977","12.75555556","15.94444444","15.92592593","19.90740741","44.11851852","55.14814815","3.995456262","4.994320327","60.04444444","75.05555556","7.76"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00046","","","","30","7","1.79","6","1.07","0.72","171.94","38.68","6","1.79","3.58","0.178333333","0.857142857","0.2","0.255714286","0.059666667","0.255714286","0.059666667","50","23.33333333","22.49621961","0.402682331","1.585185185","6.793650794","2.651851852","11.36507937","2.651851852","11.36507937","0.596566416","2.556713213","5.303703704","22.73015873","7.76"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00047","","","","30","24","22.82","69","16.49","1.49","188.03","46.3","5","17.98","40.8","0.238985507","2.875","2.3","0.749166667","0.599333333","0.950833333","0.760666667","44.06862745","80","24.62373026","4.4273467","24.42962963","30.53703704","26.63703704","33.2962963","33.80740741","42.25925926","6.559032148","8.198790185","60.44444444","75.55555556","14.37"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00048","","","","30","22","13.56","76","28.82","1.37","167.86","35.75","3","30.19","43.75","0.379210526","3.454545455","2.533333333","1.372272727","1.006333333","0.616363636","0.452","69.00571429","73.33333333","21.29750983","6.429718218","42.6962963","58.22222222","44.72592593","60.98989899","20.08888889","27.39393939","9.52550847","12.98932973","64.81481481","88.38383838","14.37"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00049","","","","30","22","10.37","91","23.94","1.7","172.39","42.05","2","25.64","36.01","0.263076923","4.136363636","3.033333333","1.165454545","0.854666667","0.471363636","0.345666667","71.20244377","73.33333333","24.39236615","6.25420268","35.46666667","48.36363636","37.98518519","51.7979798","15.36296296","20.94949495","9.265485452","12.63475289","53.34814815","72.74747475","11.03"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00050","","","","30","26","23.41","67","19.38","3.65","180.37","38.34","5","23.03","46.44","0.289253731","2.576923077","2.233333333","0.885769231","0.767666667","0.900384615","0.780333333","49.59086994","86.66666667","21.25630648","4.895327383","28.71111111","33.12820513","34.11851852","39.36752137","34.68148148","40.01709402","7.252336863","8.368080996","68.8","79.38461538","10.5"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00051","","","","30","20","19.11","68","21.87","1.62","175.97","45.38","4","23.49","42.6","0.321617647","3.4","2.266666667","1.1745","0.783","0.9555","0.637","55.14084507","66.66666667","25.78848667","6.05771552","32.4","48.6","34.8","52.2","28.31111111","42.46666667","8.974393363","13.46159004","63.11111111","94.66666667","11.03"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00052","","","","30","16","19.77","35","17.7","0.88","175.74","42.86","5","18.58","38.35","0.505714286","2.1875","1.166666667","1.16125","0.619333333","1.235625","0.659","48.44850065","53.33333333","24.3883009","4.531346307","26.22222222","49.16666667","27.52592593","51.61111111","29.28888889","54.91666667","6.71310564","12.58707308","56.81481481","106.5277778","4.61"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00053","","","","30","21","19.1","35","11.18","1.89","179.76","44.99","7","13.07","32.17","0.319428571","1.666666667","1.166666667","0.622380952","0.435666667","0.90952381","0.636666667","40.62791421","70","25.02781486","3.271135403","16.56296296","23.66137566","19.36296296","27.66137566","28.2962963","40.42328042","4.846126523","6.923037889","47.65925926","68.08465608","11.03"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00054","","","","30","15","15.38","27","8.32","0.78","189.96","44.79","5","9.1","24.48","0.308148148","1.8","0.9","0.606666667","0.303333333","1.025333333","0.512666667","37.17320261","50","23.57864814","2.14565698","12.32592593","24.65185185","13.48148148","26.96296296","22.78518519","45.57037037","3.178751082","6.357502164","36.26666667","72.53333333","4.61"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00055","","","","30","17","6.21","35","11.28","1.78","166.21","31.78","6","13.06","19.27","0.322285714","2.058823529","1.166666667","0.768235294","0.435333333","0.365294118","0.207","67.77374157","56.66666667","19.12038987","2.497122917","16.71111111","29.49019608","19.34814815","34.14379085","9.2","16.23529412","3.699441358","6.528425926","28.54814815","50.37908497","11.03"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00056","","","","30","29","23.4","56","14.76","1.89","180.76","48.9","5","16.65","40.05","0.263571429","1.931034483","1.866666667","0.574137931","0.555","0.806896552","0.78","41.57303371","96.66666667","27.05244523","4.504232131","21.86666667","22.62068966","24.66666667","25.51724138","34.66666667","35.86206897","6.67293649","6.903037749","59.33333333","61.37931034","14.37"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00057","","","","30","25","15.4","47","11.06","1.49","175.69","53.02","6","12.55","27.95","0.235319149","1.88","1.566666667","0.502","0.418333333","0.616","0.513333333","44.90161002","83.33333333","30.1781547","3.787358415","16.38518519","19.66222222","18.59259259","22.31111111","22.81481481","27.37777778","5.610901356","6.733081627","41.40740741","49.68888889","4.41"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00058","","","","30","28","17.77","71","13.09","2.36","188.19","51.86","4","15.45","33.22","0.184366197","2.535714286","2.366666667","0.551785714","0.515","0.634642857","0.592333333","46.50812763","93.33333333","27.55725596","4.257596047","19.39259259","20.77777778","22.88888889","24.52380952","26.32592593","28.20634921","6.307549699","6.758088963","49.21481481","52.73015873","10.5"
"","","PEP2019HUA-PT02","","","","","","","","","PEP2019HUA-PT02-00059","","","","30","28","9.13","18","3.27","0.49","167.07","39.95","6","3.76","12.89","0.181666667","0.642857143","0.6","0.134285714","0.125333333","0.326071429","0.304333333","29.16989915","93.33333333","23.91213264","0.899096187","4.844444444","5.19047619","5.57037037","5.968253968","13.52592593","14.49206349","1.331994351","1.427136805","19.0962963","20.46031746","7.23"
