"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00020","","","","20","13","3.16","19","12","1.68","0.3","27.97619048","4.7437892","32.0307846","2.0388808","1.3067876","182.6418152","131.3967438","48.7120705","5.0774722","8.043643","14.9813061","0.4296621","1.98","5.14","31","0.088421053","0.025","0.063870968","2.384615385","1.55","1.461538462","0.95","0.152307692","0.099","0.243076923","0.158","61.29032258","38.52140078","65","0.553928572","3.733333333","5.743589744","4.4","6.769230769","7.022222222","10.8034188","1.230952381","1.893772894","11.42222222","17.57264957"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00021","","","","20","20","1.83","21","43","1.81","0.86","28.73786408","6.2027831","35.6755371","2.1526611","1.5381659","107.8985977","110.3851624","52.9982796","1.5444322","3.2532096","20.5175476","0.4900978","2.67","4.5","64","0.086190476","0.02","0.04171875","3.2","3.2","1.05","1.05","0.1335","0.1335","0.0915","0.0915","32.8125","59.33333333","100","0.767300971","4.022222222","4.022222222","5.933333333","5.933333333","4.066666667","4.066666667","1.705113269","1.705113269","10","10"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00022","","","","20","18","0.77","33","15","3.62","0.37","27.49003984","6.4635701","36.1380768","2.1998391","1.547901","88.0502243","108.664566","51.3844528","1.3328031","2.8364351","22.0017071","0.4512893","3.99","4.76","48","0.10969697","0.024666667","0.083125","2.666666667","2.4","1.833333333","1.65","0.221666667","0.1995","0.042777778","0.0385","68.75","83.82352941","90","1.09685259","8.044444444","8.938271605","8.866666667","9.851851852","1.711111111","1.901234568","2.437450199","2.708277999","10.57777778","11.75308642"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00023","","","","20","14","3.54","11","35","0.62","0.5","28.76712329","5.6123495","26.7684841","2.1153429","1.4963686","172.85495","127.9016876","51.6462173","4.4225764","7.3878317","14.1573257","0.5921375","1.12","4.66","46","0.056363636","0.014285714","0.024347826","3.285714286","2.3","0.785714286","0.55","0.08","0.056","0.252857143","0.177","23.91304348","24.03433476","70","0.322191781","1.377777778","1.968253968","2.488888889","3.555555556","7.866666667","11.23809524","0.715981735","1.02283105","10.35555556","14.79365079"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00024","","","","20","15","1.96","7","41","0.41","0.6","30.89108911","6.0984178","20.9459476","2.0758333","1.5117353","208.030014","132.5420074","55.3740845","3.034164","5.289804","14.041748","0.38377","1.01","2.97","48","0.058571429","0.014634146","0.021041667","3.2","2.4","0.466666667","0.35","0.067333333","0.0505","0.130666667","0.098","14.58333333","34.00673401","75","0.312","0.911111111","1.214814815","2.244444444","2.992592593","4.355555556","5.807407407","0.693333333","0.924444444","6.6","8.8"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00025","","","","20","17","2.4","19","16","1.7","0.35","33.92504931","8.0595932","35.330452","2.6085978","1.7848985","185.7195892","134.0345306","53.5865936","1.32131","3.1338284","13.5192747","0.1129346","2.05","4.45","35","0.089473684","0.021875","0.058571429","2.058823529","1.75","1.117647059","0.95","0.120588235","0.1025","0.141176471","0.12","54.28571429","46.06741573","85","0.695463511","3.777777778","4.444444444","4.555555556","5.359477124","5.333333333","6.274509804","1.545474469","1.818205257","9.888888889","11.63398693"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00026","","","","20","20","1.58","15","18","1.75","0.82","31.67330677","5.4081111","40.8199539","2.0953107","1.4336958","128.1340637","99.6930466","55.3966179","2.1409473","3.787868","13.5009727","0.0308884","2.57","4.15","33","0.116666667","0.045555556","0.077878788","1.65","1.65","0.75","0.75","0.1285","0.1285","0.079","0.079","45.45454545","61.92771084","100","0.814003984","3.888888889","3.888888889","5.711111111","5.711111111","3.511111111","3.511111111","1.808897742","1.808897742","9.222222222","9.222222222"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00027","","","","20","19","1.6","14","9","1.09","0.27","31.37254902","7.3683491","28.1511707","2.3978467","1.6955084","217.5786438","123.74189","55.4832993","1.038087","3.1032612","16.1115742","0.6678473","1.36","2.96","23","0.077857143","0.03","0.059130435","1.210526316","1.15","0.736842105","0.7","0.071578947","0.068","0.084210526","0.08","60.86956522","45.94594595","95","0.426666667","2.422222222","2.549707602","3.022222222","3.18128655","3.555555556","3.742690058","0.948148148","0.998050682","6.577777778","6.923976608"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00028","","","","20","14","1.46","7","26","0.75","1.01","32.67716535","5.2542567","24.2651672","1.9324398","1.3540151","148.4450226","102.8120117","58.7179832","1.4294469","3.1833696","14.7399254","0.1050538","1.76","3.22","33","0.107142857","0.038846154","0.053333333","2.357142857","1.65","0.5","0.35","0.125714286","0.088","0.104285714","0.073","21.21212121","54.65838509","70","0.57511811","1.666666667","2.380952381","3.911111111","5.587301587","3.244444444","4.634920635","1.278040245","1.825771778","7.155555556","10.22222222"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00029","","","","20","19","2.05","9","22","0.61","0.4","26.8389662","5.6021991","32.7952042","2.0377624","1.3907071","98.0328217","101.9778595","54.1713753","1.6701865","3.2209477","18.1229191","0.4340017","1.01","3.06","31","0.067777778","0.018181818","0.032580645","1.631578947","1.55","0.473684211","0.45","0.053157895","0.0505","0.107894737","0.1025","29.03225806","33.00653595","95","0.271073559","1.355555556","1.426900585","2.244444444","2.362573099","4.555555556","4.795321637","0.602385686","0.634090196","6.8","7.157894737"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00030","","","","20","20","1.64","16","5","1.07","0.15","27.55905512","5.0279455","29.4324245","1.7838914","1.1720617","59.1176758","90.5069351","50.1029015","4.0248728","6.406631","18.2798748","0.3862487","1.22","2.86","21","0.066875","0.03","0.058095238","1.05","1.05","0.8","0.8","0.061","0.061","0.082","0.082","76.19047619","42.65734266","100","0.336220472","2.377777778","2.377777778","2.711111111","2.711111111","3.644444444","3.644444444","0.747156605","0.747156605","6.355555556","6.355555556"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00031","","","","20","18","2.68","11","21","1","0.45","29.38856016","6.9691005","29.5282688","2.3075416","1.6469502","225.6455688","125.5922775","56.8209686","1.0078204","2.7406118","16.9418221","0.8626407","1.45","4.13","32","0.090909091","0.021428571","0.0453125","1.777777778","1.6","0.611111111","0.55","0.080555556","0.0725","0.148888889","0.134","34.375","35.10895884","90","0.426134122","2.222222222","2.469135802","3.222222222","3.580246914","5.955555556","6.617283951","0.946964716","1.052183018","9.177777778","10.19753086"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00032","","","","20","20","3.3","16","24","1.5","0.62","30.21442495","5.4806046","20.516449","2.007673","1.4494481","125.3432007","100.5006409","57.7883644","1.5320734","3.0372512","15.2581844","0.441703","2.12","5.42","40","0.09375","0.025833333","0.053","2","2","0.8","0.8","0.106","0.106","0.165","0.165","40","39.11439114","100","0.640545809","3.333333333","3.333333333","4.711111111","4.711111111","7.333333333","7.333333333","1.423435131","1.423435131","12.04444444","12.04444444"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00033","","","","20","15","2.94","7","30","0.57","0.4","29.84189723","5.8169413","33.909214","2.083384","1.4094522","204.3692169","129.3739166","53.0460587","2.5650599","4.686676","17.6913452","1.2246355","0.97","3.91","37","0.081428571","0.013333333","0.026216216","2.466666667","1.85","0.466666667","0.35","0.064666667","0.0485","0.196","0.147","18.91891892","24.80818414","75","0.289466403","1.266666667","1.688888889","2.155555556","2.874074074","6.533333333","8.711111111","0.643258674","0.857678231","8.688888889","11.58518519"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00034","","","","20","14","2.71","5","17","0.35","0.22","27.74451098","5.0469174","26.9423962","1.9638582","1.2904204","185.9117584","118.4606628","49.4669456","3.5913007","5.9664574","20.2609673","0.8298523","0.57","3.28","22","0.07","0.012941176","0.025909091","1.571428571","1.1","0.357142857","0.25","0.040714286","0.0285","0.193571429","0.1355","22.72727273","17.37804878","70","0.158143713","0.777777778","1.111111111","1.266666667","1.80952381","6.022222222","8.603174603","0.351430472","0.502043532","7.288888889","10.41269841"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00035","","","","20","12","2.82","23","7","3.56","0.16","30.4518664","4.0594831","25.2848339","1.7063951","1.2049105","119.518631","106.7944412","58.617157","1.2231665","2.5129249","16.7524738","0.5408314","3.72","6.54","30","0.154782609","0.022857143","0.124","2.5","1.5","1.916666667","1.15","0.31","0.186","0.235","0.141","76.66666667","56.88073394","60","1.13280943","7.911111111","13.18518519","8.266666667","13.77777778","6.266666667","10.44444444","2.517354289","4.195590482","14.53333333","24.22222222"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00036","","","","20","20","2.94","27","8","4.52","0.22","30.0589391","4.373661","28.4768867","1.6618704","1.1540066","120.2690125","102.0526123","57.5232239","2.2579951","4.0791721","16.3956909","0.7120355","4.74","7.68","35","0.167407407","0.0275","0.135428571","1.75","1.75","1.35","1.35","0.237","0.237","0.147","0.147","77.14285714","61.71875","100","1.424793713","10.04444444","10.04444444","10.53333333","10.53333333","6.533333333","6.533333333","3.166208252","3.166208252","17.06666667","17.06666667"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00037","","","","20","15","4.92","18","23","1.93","0.36","28.06324111","6.0284777","14.9789753","2.1284678","1.6347275","141.5728455","109.8784103","58.0185089","1.5213916","3.3190274","13.9881535","0.5916302","2.29","7.21","41","0.107222222","0.015652174","0.055853659","2.733333333","2.05","1.2","0.9","0.152666667","0.1145","0.328","0.246","43.90243902","31.76144244","75","0.642648221","4.288888889","5.718518519","5.088888889","6.785185185","10.93333333","14.57777778","1.428107159","1.904142878","16.02222222","21.36296296"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00038","","","","20","14","3.39","6","34","0.78","0.77","32.421875","6.3566718","13.4893131","1.9971075","1.4972425","130.4945374","110.2391129","59.5274544","1.2540853","2.6609015","12.9266434","0.3162756","1.55","4.94","40","0.13","0.022647059","0.03875","2.857142857","2","0.428571429","0.3","0.110714286","0.0775","0.242142857","0.1695","15","31.37651822","70","0.502539063","1.733333333","2.476190476","3.444444444","4.920634921","7.533333333","10.76190476","1.116753472","1.595362103","10.97777778","15.68253968"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00039","","","","20","12","3.13","4","7","0.34","0.16","36.94390716","5.8947845","6.0709682","1.8250428","1.2768719","133.5817413","89.8520584","61.4568672","2.8912599","4.7807364","7.3554144","0.3141037","0.5","3.63","11","0.085","0.022857143","0.045454545","0.916666667","0.55","0.333333333","0.2","0.041666667","0.025","0.260833333","0.1565","36.36363636","13.77410468","60","0.184719536","0.755555556","1.259259259","1.111111111","1.851851852","6.955555556","11.59259259","0.410487857","0.684146429","8.066666667","13.44444444"
"","","PEP2011MAR-AT01","","","","","","","","","PEP2011MAR-AT01-00040","","","","20","14","4.2","18","13","1.35","0.26","33.06930693","5.8030515","11.7740774","1.9096665","1.3015554","132.4703979","92.8927994","57.9052391","3.0862825","4.8820863","10.2248602","0.2747414","1.61","5.81","31","0.075","0.02","0.051935484","2.214285714","1.55","1.285714286","0.9","0.115","0.0805","0.3","0.21","58.06451613","27.71084337","70","0.532415842","3","4.285714286","3.577777778","5.111111111","9.333333333","13.33333333","1.183146315","1.690209021","12.91111111","18.44444444"
