"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_dap90"
"","","PEP2016SAT-ST01","","","","","","","","","PEP2016SAT-ST01-00001","","","","120","109","122.37","239","207","49.49","8.21","28.22391764","6.9977112","15.8459015","1.9981046","1.2063422","82.8677979","101.1803894","62.8077011","2.9072418","5.1597476","9.945508","0.4198627","57.7","180.07","446","0.20707113","0.039661836","0.129372197","4.091743119","3.716666667","2.19266055","1.991666667","0.529357798","0.480833333","1.12266055","1.01975","53.58744395","32.04309435","90.83333333","16.28520048","18.32962963","20.17940877","21.37037037","23.52701325","45.32222222","49.89602446","6.031555733","6.640244843","66.69259259","73.42303772","1"
"","","PEP2016SAT-ST01","","","","","","","","","PEP2016SAT-ST01-00003","","","","120","94","55.21","120","78","26.93","3.16","26.70454545","6.269618","18.7863464","2.0097098","1.2594938","118.1802979","116.0470581","60.6108704","3.7810459","6.856504","11.4391546","0.7734146","30.09","85.3","198","0.224416667","0.040512821","0.151969697","2.106382979","1.65","1.276595745","1","0.320106383","0.25075","0.587340426","0.460083333","60.60606061","35.27549824","78.33333333","8.035397726","9.974074074","12.73286052","11.14444444","14.22695035","20.44814815","26.10401891","2.976073232","3.799242424","31.59259259","40.33096927","1"
"","","PEP2016SAT-ST01","","","","","","","","","PEP2016SAT-ST01-00005","","","","120","110","149.58","139","323","19.24","9.85","37.394061","6.1005993","0","1.393899","1.1482029","54.1749268","75.9658661","70.2776184","1.0822039","3.0032492","6.9224052","0.1887789","29.09","178.67","462","0.138417266","0.030495356","0.062965368","4.2","3.85","1.263636364","1.158333333","0.264454545","0.242416667","1.359818182","1.2465","30.08658009","16.28141266","91.66666667","10.87793234","7.125925926","7.773737374","10.77407407","11.75353535","55.4","60.43636364","4.028863831","4.39512418","66.17407407","72.18989899","1"
"","","PEP2016SAT-ST01","","","","","","","","","PEP2016SAT-ST01-00007","","","","120","111","145.37","151","247","22.77","10.12","35.52096052","6.2008753","0","1.5146747","1.193572","80.9884033","91.8109589","69.8444901","1.3818169","3.6389599","6.657423","0.3416519","32.89","178.26","398","0.150794702","0.04097166","0.082638191","3.585585586","3.316666667","1.36036036","1.258333333","0.296306306","0.274083333","1.30963964","1.211416667","37.93969849","18.45057781","92.5","11.68284392","8.433333333","9.117117117","12.18148148","13.16916917","53.84074074","58.20620621","4.326979228","4.677815381","66.02222222","71.37537538","1"
"","","PEP2016SAT-ST01","","","","","","","","","PEP2016SAT-ST01-00009","","","","120","106","161.98","135","150","40.56","6.43","30.44143357","5.8275585","0","1.725862","1.1980643","76.0240479","94.7761993","69.7449188","2.2023296","4.3541822","6.075531","0.6266003","46.99","208.97","285","0.300444444","0.042866667","0.164877193","2.688679245","2.375","1.273584906","1.125","0.443301887","0.391583333","1.528113208","1.349833333","47.36842105","22.48648131","88.33333333","14.30442963","15.02222222","17.00628931","17.4037037","19.70230608","59.99259259","67.91614256","5.297936902","5.997664417","77.3962963","87.61844864","1"
"","","PEP2016SAT-ST01","","","","","","","","","PEP2016SAT-ST01-00011","","","","120","107","163.71","133","117","30.17","4.97","29.67637284","7.196269","0","1.9984713","1.4107289","55.7059326","90.2691803","66.9909439","1.3697824","3.1598692","10.831543","0.7099113","35.14","198.85","250","0.226842105","0.042478632","0.14056","2.336448598","2.083333333","1.242990654","1.108333333","0.328411215","0.292833333","1.53","1.36425","53.2","17.67161177","89.16666667","10.42827742","11.17407407","12.53167186","13.01481481","14.596054","60.63333333","68","3.862324969","4.331579404","73.64814815","82.596054","1"
"","","PEP2016SAT-ST01","","","","","","","","","PEP2016SAT-ST01-00013","","","","120","101","114.64","106","102","33.64","4.43","20.2","8.1369295","30.9550934","2.6033502","1.6062284","155.2186279","145.7213135","52.9971542","5.6466904","9.3915806","11.4991131","1.1688948","38.07","152.71","208","0.317358491","0.043431373","0.183028846","2.059405941","1.733333333","1.04950495","0.883333333","0.376930693","0.31725","1.135049505","0.955333333","50.96153846","24.92960513","84.16666667","7.69014","12.45925926","14.80308031","14.1","16.75247525","42.45925926","50.44664466","2.8482","3.384","56.55925926","67.19911991","1"
"","","PEP2016SAT-ST01","","","","","","","","","PEP2016SAT-ST01-00015","","","","120","104","125.55","121","80","22.51","2.93","21.87981934","6.3905087","24.7436829","2.201004","1.3516283","111.7489014","127.514267","55.7505035","6.4729128","10.5853701","9.5593967","1.1221409","25.44","150.99","201","0.186033058","0.036625","0.126567164","1.932692308","1.675","1.163461538","1.008333333","0.244615385","0.212","1.207211538","1.04625","60.19900498","16.84879793","86.66666667","5.56622604","8.337037037","9.61965812","9.422222222","10.87179487","46.5","53.65384615","2.0615652","2.378729077","55.92222222","64.52564103","1"
"","","PEP2016SAT-ST01","","","","","","","","","PEP2016SAT-ST01-00017","","","","120","98","124.83","90","81","18.99","2.7","33.00350123","5.782917","0","1.5791893","1.1504698","37.1505127","79.4841003","71.2613297","1.6329508","3.3573895","6.3841152","0.4879541","21.69","146.52","171","0.211","0.033333333","0.126842105","1.744897959","1.425","0.918367347","0.75","0.221326531","0.18075","1.27377551","1.04025","52.63157895","14.8034398","81.66666667","7.158459417","7.033333333","8.612244898","8.033333333","9.836734694","46.23333333","56.6122449","2.651281265","3.246466856","54.26666667","66.44897959","1"
"","","PEP2016SAT-ST01","","","","","","","","","PEP2016SAT-ST01-00019","","","","120","97","96.13","91","58","18.3","2.57","32.95681887","6.5377941","0","1.7773113","1.2165918","48.0567627","89.6701813","70.2078857","1.2835007","2.831193","7.4971209","0.5025902","20.87","117","149","0.201098901","0.044310345","0.140067114","1.536082474","1.241666667","0.93814433","0.758333333","0.215154639","0.173916667","0.991030928","0.801083333","61.0738255","17.83760684","80.83333333","6.878088098","6.777777778","8.384879725","7.72962963","9.562428408","35.6037037","44.04581901","2.547440036","3.15147221","43.33333333","53.60824742","1"
