"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00172","","","","30","21","2.22","31","5.23","1.36","5","6.59","8.81","0.168709677","1.476190476","1.033333333","0.313809524","0.219666667","0.105714286","0.074","74.80136209","70","7.748148148","11.06878307","9.762962963","13.94708995","3.288888889","4.698412698","13.05185185","18.64550265","50.2","10.9","7.9803162","54.1543274","2.3962581","1.5930777","93.8037109","134.8452759","38.7734833","2.9375248","5.6991305","31.6292648","0.7495785","21.71314741","1.430896414","2.11984654","3.0283522"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00005","","","","30","12","8.88","29","4.88","2.76","6","7.64","16.52","0.168275862","2.416666667","0.966666667","0.636666667","0.254666667","0.74","0.296","46.24697337","40","7.22962963","18.07407407","11.31851852","28.2962963","13.15555556","32.88888889","24.47407407","61.18518519","50.3","12.1","10.4655113","66.4324646","2.9342539","1.80123","238.741394","164.512207","44.2707672","2.9167185","5.444241","19.4495602","0.9430475","24.055666","1.837852883","2.722745011","6.806862529"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00029","","","","30","20","5.36","30","9.96","0.89","5","10.85","16.21","0.332","1.5","1","0.5425","0.361666667","0.268","0.178666667","66.93399136","66.66666667","14.75555556","22.13333333","16.07407407","24.11111111","7.940740741","11.91111111","24.01481481","36.02222222","50.6","10.7","8.7433701","59.9120789","2.6845453","1.7245412","112.6213379","142.0140686","38.9796295","4.7315531","8.0474663","22.936964","0.9854088","21.14624506","2.294367589","3.399063095","5.098594642"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00053","","","","30","9","5.16","5","0.78","0.44","6","1.22","6.38","0.156","0.555555556","0.166666667","0.135555556","0.040666667","0.573333333","0.172","19.12225705","30","1.155555556","3.851851852","1.807407407","6.024691358","7.644444444","25.48148148","9.451851852","31.50617284","51.3","11.4","10.8322601","86.2152405","3.2831128","2.1739111","246.7557373","184.6251831","43.1992149","3.6353683","6.6224523","20.1361561","1.8281326","22.22222222","0.271111111","0.401646091","1.338820302"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00077","","","","30","20","3.62","31","6.45","1.35","5","7.8","11.42","0.208064516","1.55","1.033333333","0.39","0.26","0.181","0.120666667","68.30122592","66.66666667","9.555555556","14.33333333","11.55555556","17.33333333","5.362962963","8.044444444","16.91851852","25.37777778","51.1","13.3","8.0269022","59.0432129","2.3323555","1.5311885","103.5256348","119.0852509","53.2154007","2.7039709","5.2305536","14.9545374","0.7302628","26.02739726","2.030136986","3.00761035","4.511415525"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00101","","","","30","13","4.8","23","12.76","3.1","5","15.86","20.66","0.554782609","1.769230769","0.766666667","1.22","0.528666667","0.369230769","0.16","76.76669894","43.33333333","18.9037037","43.62393162","23.4962963","54.22222222","7.111111111","16.41025641","30.60740741","70.63247863","51.7","14.8","7.9177656","47.6359253","2.2521253","1.4779201","122.7060547","120.4434357","57.0537033","2.063818","4.2532024","15.5471554","0.7244463","28.62669246","4.540193424","6.726212479","15.5220288"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00125","","","","30","0","0","0","0","0","","0","0","","","0","","0","","0","","0","0","","0","","0","","0","","","","","","","","","","","","","","","","","",""
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00149","","","","30","20","4.78","29","4.84","2.68","4","7.52","12.3","0.166896552","1.45","0.966666667","0.376","0.250666667","0.239","0.159333333","61.13821138","66.66666667","7.17037037","10.75555556","11.14074074","16.71111111","7.081481481","10.62222222","18.22222222","27.33333333","50.1","11.1","8.4512501","62.1870117","2.5353725","1.5732927","151.3758545","136.750351","38.7021866","5.6453199","9.1813192","23.0878792","1.2369127","22.15568862","1.666107784","2.468307829","3.702461743"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00173","","","","30","22","5.13","9","1.08","0.93","5","2.01","7.14","0.12","0.409090909","0.3","0.091363636","0.067","0.233181818","0.171","28.1512605","73.33333333","1.6","2.181818182","2.977777778","4.060606061","7.6","10.36363636","10.57777778","14.42424242","52.5","12.3","7.5917778","72.8320618","2.3889236","1.5125198","160.4296875","158.422699","40.4764938","3.0506353","5.9117908","28.9828472","0.8127766","23.42857143","0.470914286","0.697650794","0.951341991"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00006","","","","30","12","1.9","3","0.63","0","5","0.63","2.53","0.21","0.25","0.1","0.0525","0.021","0.158333333","0.063333333","24.90118577","40","0.933333333","2.333333333","0.933333333","2.333333333","2.814814815","7.037037037","3.748148148","9.37037037","50.4","13.1","8.4171286","42.3135986","2.3393121","1.4037237","118.3121338","117.3262939","54.0163345","5.1665163","8.5699511","7.5794592","0.6340628","25.99206349","0.16375","0.242592593","0.606481481"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00030","","","","30","2","0.99","0","0","0.08","5","0.08","1.07","","0","0","0.04","0.002666667","0.495","0.033","7.476635514","6.666666667","0","0","0.118518519","1.777777778","1.466666667","22","1.585185185","23.77777778","51","9.2","8.2436943","77.7577515","2.8791885","1.7335005","175.4321289","162.749115","25.2603378","10.6473646","16.7767544","22.6237564","1.9008141","18.03921569","0.014431373","0.021379811","0.320697168"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00054","","","","30","12","7.71","15","8.95","3.97","5","12.92","20.63","0.596666667","1.25","0.5","1.076666667","0.430666667","0.6425","0.257","62.62724188","40","13.25925926","33.14814815","19.14074074","47.85185185","11.42222222","28.55555556","30.56296296","76.40740741","50.6","13.6","7.0376835","55.6218262","2.3147819","1.4746175","223.4855347","150.2092743","53.2445488","3.8685198","6.8312078","12.0027666","0.6567011","26.87747036","3.47256917","5.144546918","12.8613673"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00078","","","","30","8","5.51","9","1.19","0.75","6","1.94","7.45","0.132222222","1.125","0.3","0.2425","0.064666667","0.68875","0.183666667","26.04026846","26.66666667","1.762962963","6.611111111","2.874074074","10.77777778","8.162962963","30.61111111","11.03703704","41.38888889","49.4","11.6","9.10425","81.6598206","2.9723487","2.0004702","265.3567505","189.2508087","45.8701744","2.4759302","5.0893846","24.4056282","1.8306684","23.48178138","0.455546559","0.674883791","2.530814215"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00102","","","","30","23","3.39","15","2.08","1.96","6","4.04","7.43","0.138666667","0.652173913","0.5","0.175652174","0.134666667","0.147391304","0.113","54.37415882","76.66666667","3.081481481","4.019323671","5.985185185","7.806763285","5.022222222","6.550724638","11.00740741","14.35748792","51.9","11.7","10.4368811","86.7141418","3.0704162","1.9789782","194.9951172","181.1837463","46.8578644","2.7357464","5.6200976","20.9576511","1.8812008","22.5433526","0.910751445","1.3492614","1.759906174"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00126","","","","30","18","3.4","14","2.91","1.1","4","4.01","7.41","0.207857143","0.777777778","0.466666667","0.222777778","0.133666667","0.188888889","0.113333333","54.11605938","60","4.311111111","7.185185185","5.940740741","9.901234568","5.037037037","8.395061728","10.97777778","18.2962963","49.9","12.2","9.8651304","77.9290161","2.9369245","1.7969403","149.1221924","133.9806061","44.250267","3.4786072","6.2043796","20.593298","1.0919685","24.4488978","0.980400802","1.452445632","2.42074272"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00150","","","","30","15","3.3","27","6.97","0.25","4","7.22","10.52","0.258148148","1.8","0.9","0.481333333","0.240666667","0.22","0.11","68.63117871","50","10.32592593","20.65185185","10.6962963","21.39259259","4.888888889","9.777777778","15.58518519","31.17037037","51","14.4","10.0784912","64.7080078","2.7501943","1.6727386","150.53125","140.5247803","51.9096375","2.6303091","5.4008336","14.316123","0.546483","28.23529412","2.038588235","3.020130719","6.040261438"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00174","","","","30","15","5.18","12","1.62","1.21","5","2.83","8.01","0.135","0.8","0.4","0.188666667","0.094333333","0.345333333","0.172666667","35.33083645","50","2.4","4.8","4.192592593","8.385185185","7.674074074","15.34814815","11.86666667","23.73333333","51.5","13.6","7.4795313","46.1313171","2.4067147","1.4516001","188.1644287","133.9240112","52.945755","4.0225601","6.5727448","11.4852276","0.4007444","26.40776699","0.747339806","1.107170083","2.214340165"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00007","","","","30","18","5.49","19","3.31","1.16","5","4.47","9.96","0.174210526","1.055555556","0.633333333","0.248333333","0.149","0.305","0.183","44.87951807","60","4.903703704","8.172839506","6.622222222","11.03703704","8.133333333","13.55555556","14.75555556","24.59259259","51.2","12.9","10.1102104","62.7258301","2.8087778","1.7932401","136.3796387","135.62677","48.95364","2.9285545","5.7016153","16.2029209","0.9481096","25.1953125","1.126230469","1.668489583","2.780815972"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00031","","","","30","5","3.58","2","0.29","0.1","7","0.39","3.97","0.145","0.4","0.066666667","0.078","0.013","0.716","0.119333333","9.823677582","16.66666667","0.42962963","2.577777778","0.577777778","3.466666667","5.303703704","31.82222222","5.881481481","35.28888889","49.4","10.9","12.6424894","46.2284241","3.6317458","2.1747704","210.2129517","201.0440063","42.2220917","1.2579365","4.058917","23.1995258","0.6442146","22.06477733","0.086052632","0.12748538","0.764912281"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00055","","","","30","","1.38","0","0","0","","0","1.38","","","0","","0","","0.046","0","","0","","0","","2.044444444","","2.044444444","","","","","","","","","","","","","","","","","",""
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00079","","","","30","25","8.99","30","5.4","3.85","5","9.25","18.24","0.18","1.2","1","0.37","0.308333333","0.3596","0.299666667","50.7127193","83.33333333","8","9.6","13.7037037","16.44444444","13.31851852","15.98222222","27.02222222","32.42666667","50.4","13.3","7.6687193","57.4771729","2.2325902","1.5800195","78.0842285","103.562561","54.5022659","3.2596579","6.2635527","15.4564562","0.6209764","26.38888889","2.440972222","3.616255144","4.339506173"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00103","","","","30","21","11.36","16","3.97","3.29","6","7.26","18.62","0.248125","0.761904762","0.533333333","0.345714286","0.242","0.540952381","0.378666667","38.99033298","70","5.881481481","8.402116402","10.75555556","15.36507937","16.82962963","24.04232804","27.58518519","39.40740741","51.7","10.8","9.7885761","67.459137","3.0142012","1.8430758","236.3097534","181.211853","40.8111191","3.497613","6.8963523","22.2744446","1.4186878","20.88974855","1.516595745","2.246808511","3.209726444"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00127","","","","30","21","7.16","21","3.58","1.32","5","4.9","12.06","0.17047619","1","0.7","0.233333333","0.163333333","0.340952381","0.238666667","40.63018242","70","5.303703704","7.576719577","7.259259259","10.37037037","10.60740741","15.15343915","17.86666667","25.52380952","50.7","14.2","9.1257296","70.728302","2.5941093","1.6747742","205.8873291","154.0738831","44.331955","1.6507168","3.8895841","22.7105141","0.5909443","28.00788955","1.372386588","2.033165315","2.904521879"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00151","","","","30","25","4.05","46","13.26","2.21","3","15.47","19.52","0.28826087","1.84","1.533333333","0.6188","0.515666667","0.162","0.135","79.25204918","83.33333333","19.64444444","23.57333333","22.91851852","27.50222222","6","7.2","28.91851852","34.70222222","53.2","12.4","7.3545952","66.2181702","2.1237779","1.347064","96.2901611","114.8654785","44.9328079","4.8698006","7.9661031","20.5404778","0.6178989","23.30827068","3.605789474","5.341910331","6.410292398"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00175","","","","30","13","4.99","10","3.86","0.78","6","4.64","9.63","0.386","0.769230769","0.333333333","0.356923077","0.154666667","0.383846154","0.166333333","48.1827622","43.33333333","5.718518519","13.1965812","6.874074074","15.86324786","7.392592593","17.05982906","14.26666667","32.92307692","50.5","14.9","9.0296726","46.329071","2.3867135","1.5856538","133.5175781","136.756134","54.2320709","0.9596262","2.6111245","19.3565807","0.7245893","29.5049505","1.369029703","2.028192153","4.680443429"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00008","","","","30","17","3.94","5","0.8","1.43","6","2.23","6.17","0.16","0.294117647","0.166666667","0.131176471","0.074333333","0.231764706","0.131333333","36.14262561","56.66666667","1.185185185","2.091503268","3.303703704","5.830065359","5.837037037","10.30065359","9.140740741","16.13071895","","","","","","","","","","","","","","","","",""
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00032","","","","30","21","3.25","5","1.11","1.4","6","2.51","5.76","0.222","0.238095238","0.166666667","0.11952381","0.083666667","0.154761905","0.108333333","43.57638889","70","1.644444444","2.349206349","3.718518519","5.312169312","4.814814815","6.878306878","8.533333333","12.19047619","","","","","","","","","","","","","","","","",""
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00056","","","","30","10","4.73","31","12.41","1.31","3","13.72","18.45","0.400322581","3.1","1.033333333","1.372","0.457333333","0.473","0.157666667","74.36314363","33.33333333","18.38518519","55.15555556","20.32592593","60.97777778","7.007407407","21.02222222","27.33333333","82","50.4","11.1","9.2222633","62.6620483","2.7154934","1.552351","115.4420166","124.9309998","46.2544327","5.4629259","8.8985319","14.4577475","0.7311974","22.02380952","3.021666667","4.47654321","13.42962963"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00080","","","","30","12","2.63","20","4.51","0.8","5","5.31","7.94","0.2255","1.666666667","0.666666667","0.4425","0.177","0.219166667","0.087666667","66.87657431","40","6.681481481","16.7037037","7.866666667","19.66666667","3.896296296","9.740740741","11.76296296","29.40740741","49.5","9.5","10.5257883","52.2775269","3.0841238","2.0005603","240.9775391","176.2650757","35.6676064","7.9564962","13.2473049","20.9890404","1.3177061","19.19191919","1.019090909","1.50976431","3.774410774"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00104","","","","30","17","3.13","21","4.18","3","4","7.18","10.31","0.199047619","1.235294118","0.7","0.422352941","0.239333333","0.184117647","0.104333333","69.64112512","56.66666667","6.192592593","10.92810458","10.63703704","18.77124183","4.637037037","8.183006536","15.27407407","26.95424837","50.4","12.7","6.4042692","72.9666443","2.0142703","1.2454767","173.2973633","97.2353516","52.7131729","5.4710588","8.3902798","11.1635227","0.3419523","25.1984127","1.809246032","2.680364491","4.730054985"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00128","","","","30","23","7.28","33","6.79","2.28","4","9.07","16.35","0.205757576","1.434782609","1.1","0.394347826","0.302333333","0.316521739","0.242666667","55.47400612","76.66666667","10.05925926","13.12077295","13.43703704","17.52657005","10.78518519","14.06763285","24.22222222","31.5942029","50.5","14.3","6.5305347","42.9710388","1.8650484","1.359817","119.3520508","108.4359131","56.2953568","2.7862959","4.9947147","16.8546677","0.4359188","28.31683168","2.568336634","3.804943161","4.96296934"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00152","","","","30","18","7.54","23","6.32","1.79","6","8.11","15.65","0.274782609","1.277777778","0.766666667","0.450555556","0.270333333","0.418888889","0.251333333","51.82108626","60","9.362962963","15.60493827","12.01481481","20.02469136","11.17037037","18.61728395","23.18518519","38.64197531","50.5","12.5","6.4315748","59.5426636","2.0938802","1.1740499","171.0581055","124.3845978","47.2417297","6.3634634","9.9380636","14.5736609","0.8438892","24.75247525","2.007425743","2.973964063","4.956606772"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00176","","","","30","12","8.41","27","5.67","1.46","3","7.13","15.54","0.21","2.25","0.9","0.594166667","0.237666667","0.700833333","0.280333333","45.88159588","40","8.4","21","10.56296296","26.40740741","12.45925926","31.14814815","23.02222222","57.55555556","50.5","14.4","7.3061848","62.0804749","2.1342678","1.4796057","102.2922363","113.1632385","54.4431839","1.4694071","3.2809072","18.1711349","0.4577379","28.51485149","2.033108911","3.012013201","7.530033003"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00009","","","","30","16","2.52","18","3.66","0.8","5","4.46","6.98","0.203333333","1.125","0.6","0.27875","0.148666667","0.1575","0.084","63.89684814","53.33333333","5.422222222","10.16666667","6.607407407","12.38888889","3.733333333","7","10.34074074","19.38888889","51.7","18.4","9.1908951","21.3936768","2.1199112","1.4098382","65.6140137","98.0055847","66.1234665","1.4436741","3.356812","6.8691597","0.2379818","35.58994197","1.587311412","2.351572462","4.409198367"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00033","","","","30","16","2.87","22","4.16","1.35","5","5.51","8.38","0.189090909","1.375","0.733333333","0.344375","0.183666667","0.179375","0.095666667","65.75178998","53.33333333","6.162962963","11.55555556","8.162962963","15.30555556","4.251851852","7.972222222","12.41481481","23.27777778","51.9","12","10.7348957","67.3887024","2.9580278","1.9007797","129.9326172","144.2365723","47.8349228","1.6921434","3.9968004","20.3336487","0.6346989","23.12138728","1.273988439","1.88739028","3.538856776"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00057","","","","30","13","3.44","37","6.28","2.47","5","8.75","12.19","0.16972973","2.846153846","1.233333333","0.673076923","0.291666667","0.264615385","0.114666667","71.78014766","43.33333333","9.303703704","21.47008547","12.96296296","29.91452991","5.096296296","11.76068376","18.05925926","41.67521368","50.8","10.1","14.332098","36.6234436","3.6800079","2.2115622","232.1012573","196.6343689","34.6979065","3.6454544","7.4819541","23.4270344","1.1053839","19.88188976","1.739665354","2.577282006","5.947573861"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00081","","","","30","11","2.38","10","1.42","1.05","6","2.47","4.85","0.142","0.909090909","0.333333333","0.224545455","0.082333333","0.216363636","0.079333333","50.92783505","36.66666667","2.103703704","5.737373737","3.659259259","9.97979798","3.525925926","9.616161616","7.185185185","19.5959596","51.9","12.5","11.7933245","54.5417786","3.0287118","1.855104","187.821167","168.5424042","39.4263382","2.3879633","4.7728148","25.9930458","0.8503704","24.08477842","0.594894027","0.881324484","2.40361223"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00105","","","","30","25","4.83","34","6.14","3.01","4","9.15","13.98","0.180588235","1.36","1.133333333","0.366","0.305","0.1932","0.161","65.45064378","83.33333333","9.096296296","10.91555556","13.55555556","16.26666667","7.155555556","8.586666667","20.71111111","24.85333333","52.2","14.7","7.1278744","50.2766724","2.1841228","1.4677048","119.760498","117.9615173","52.124958","2.8166647","4.9527636","16.8216057","0.4766016","28.16091954","2.576724138","3.817369093","4.580842912"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00129","","","","30","17","3.29","20","4.07","0.49","5","4.56","7.85","0.2035","1.176470588","0.666666667","0.268235294","0.152","0.193529412","0.109666667","58.08917197","56.66666667","6.02962963","10.64052288","6.755555556","11.92156863","4.874074074","8.60130719","11.62962963","20.52287582","52.8","15.9","8.3234177","37.4165344","2.1631608","1.5494881","90.5791016","115.5470886","60.1726761","1.4928846","3.4948802","13.2291374","0.2729301","30.11363636","1.373181818","2.034343434","3.590017825"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00153","","","","30","7","2.5","2","0.49","0.53","6","1.02","3.52","0.245","0.285714286","0.066666667","0.145714286","0.034","0.357142857","0.083333333","28.97727273","23.33333333","0.725925926","3.111111111","1.511111111","6.476190476","3.703703704","15.87301587","5.214814815","22.34920635","50.4","11.8","5.8516769","54.6478577","2.2189424","1.2675848","189.1450806","132.1490479","50.2060432","5.5138178","8.2761173","15.3148479","0.8453922","23.41269841","0.238809524","0.353791887","1.516250945"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00177","","","","30","15","5.4","37","7.83","1.83","5","9.66","15.06","0.211621622","2.466666667","1.233333333","0.644","0.322","0.36","0.18","64.14342629","50","11.6","23.2","14.31111111","28.62222222","8","16","22.31111111","44.62222222","50.7","11.6","6.7261343","66.6410522","2.1780746","1.2814922","117.1551514","123.0242767","39.1408539","5.6939745","9.2646971","23.0589256","0.733346","22.87968442","2.210177515","3.274337059","6.548674118"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00010","","","","30","20","3.95","5","0.97","2.41","6","3.38","7.33","0.194","0.25","0.166666667","0.169","0.112666667","0.1975","0.131666667","46.11186903","66.66666667","1.437037037","2.155555556","5.007407407","7.511111111","5.851851852","8.777777778","10.85925926","16.28888889","50.5","12.2","12.6235609","78.0266418","3.7530389","2.3114018","232.4421387","206.7708588","36.700634","2.9414845","5.7663074","23.1466599","1.5650215","24.15841584","0.816554455","1.209710304","1.814565457"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00034","","","","30","13","5.87","29","8.06","1.36","5","9.42","15.29","0.277931034","2.230769231","0.966666667","0.724615385","0.314","0.451538462","0.195666667","61.6088947","43.33333333","11.94074074","27.55555556","13.95555556","32.20512821","8.696296296","20.06837607","22.65185185","52.27350427","50.9","14.5","7.4745731","32.0404968","2.1063824","1.4304228","115.9595947","123.6751556","56.1425705","2.0995588","4.5517139","16.5407562","0.7812624","28.48722986","2.683497053","3.97555119","9.174348899"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00058","","","","30","3","8.37","2","0.32","0.21","5","0.53","8.9","0.16","0.666666667","0.066666667","0.176666667","0.017666667","2.79","0.279","5.95505618","10","0.474074074","4.740740741","0.785185185","7.851851852","12.4","124","13.18518519","131.8518519","","","","","","","","","","","","","","","","",""
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00082","","","","30","22","7.43","14","2.5","1.92","6","4.42","11.85","0.178571429","0.636363636","0.466666667","0.200909091","0.147333333","0.337727273","0.247666667","37.29957806","73.33333333","3.703703704","5.050505051","6.548148148","8.929292929","11.00740741","15.01010101","17.55555556","23.93939394","52.1","14.1","10.8459387","47.7689209","2.724628","1.6669803","95.5045166","127.1842499","53.7125931","2.6500139","5.0931988","12.2686043","0.3164015","27.06333973","1.196199616","1.772147579","2.416564881"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00106","","","","30","26","4.28","47","11.75","6.65","3","18.4","22.68","0.25","1.807692308","1.566666667","0.707692308","0.613333333","0.164615385","0.142666667","81.1287478","86.66666667","17.40740741","20.08547009","27.25925926","31.45299145","6.340740741","7.316239316","33.6","38.76923077","51.8","12.2","8.2989998","48.0632324","2.3916938","1.5718203","121.0839844","126.3709869","53.7276611","3.857542","6.4926209","13.9287138","0.2817068","23.55212355","4.333590734","6.42013442","7.407847408"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00130","","","","30","11","5.55","19","11.76","0.57","5","12.33","17.88","0.618947368","1.727272727","0.633333333","1.120909091","0.411","0.504545455","0.185","68.95973154","36.66666667","17.42222222","47.51515152","18.26666667","49.81818182","8.222222222","22.42424242","26.48888889","72.24242424","51.7","14.4","6.5459347","37.2998962","1.8513379","1.1944423","98.7296143","112.7344208","56.5988617","4.4638548","7.1173091","10.8094511","0.4957695","27.85299807","3.434274662","5.087814313","13.87585722"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00154","","","","30","21","3.27","28","5.73","3.92","5","9.65","12.92","0.204642857","1.333333333","0.933333333","0.45952381","0.321666667","0.155714286","0.109","74.69040248","70","8.488888889","12.12698413","14.2962963","20.42328042","4.844444444","6.920634921","19.14074074","27.34391534","30.5","7","9.8755322","66.7175903","2.820457","1.8777304","119.8254395","132.7184143","38.6040421","2.330864","5.3776731","30.9505615","1.2695827","22.95081967","2.214754098","3.281117183","4.687310261"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00178","","","","30","24","2.02","18","2.51","4.09","5","6.6","8.62","0.139444444","0.75","0.6","0.275","0.22","0.084166667","0.067333333","76.56612529","80","3.718518519","4.648148148","9.777777778","12.22222222","2.992592593","3.740740741","12.77037037","15.96296296","51.5","11.9","8.7779284","54.5516663","2.8211865","1.6976037","163.8936768","147.9446106","38.3077011","4.4737482","8.1789417","23.7208309","1.073432","23.10679612","1.525048544","2.259331176","2.82416397"
"","","PEP2019SAT-PT01","","","","","","","","","PEP2019SAT-PT01-00011","","","","30","12","4.23","20","4.71","1.01","6","5.72","9.95","0.2355","1.666666667","0.666666667","0.476666667","0.190666667","0.3525","0.141","57.48743719","40","6.977777778","17.44444444","8.474074074","21.18518519","6.266666667","15.66666667","14.74074074","36.85185185","50.9","14.2","9.9806833","39.8856812","2.6623998","1.6278577","95.2005615","121.9679871","52.870739","4.3787565","7.4892831","10.387579","0.7318335","27.8978389","1.595756385","2.364083533","5.910208834"
