"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_dap120"
"","","PEP2016ICA-ST01","","","","","","","","","PEP2016ICA-ST01-00002","","","","120","106","78.67","249","228","61.73","5.29","26.69656537","6.0044231","39.3567047","1.8031521","1.3498821","150.9880371","110.0766449","55.7261734","3.9986763","7.1854367","15.4776754","0.9444838","67.02","145.69","477","0.247911647","0.023201754","0.140503145","4.5","3.975","2.349056604","2.075","0.632264151","0.5585","0.742169811","0.655583333","52.20125786","46.00178461","88.33333333","17.89203811","22.86296296","25.88259958","24.82222222","28.10062893","29.13703704","32.98532495","6.626680782","7.501902772","53.95925926","61.08595388","1"
"","","PEP2016ICA-ST01","","","","","","","","","PEP2016ICA-ST01-00004","","","","120","77","43.1","77","276","15.88","6.37","23.1970519","5.8579464","32.2090759","1.9263582","1.4963083","121.9868164","117.2446899","56.0631447","3.1643419","5.9800692","16.2066212","0.9449472","22.25","65.35","353","0.206233766","0.02307971","0.063031161","4.584415584","2.941666667","1","0.641666667","0.288961039","0.185416667","0.55974026","0.359166667","21.81303116","34.04743688","64.16666667","5.161344048","5.881481481","9.165945166","8.240740741","12.84271284","15.96296296","24.87734488","1.911608907","2.979130763","24.2037037","37.72005772","1"
"","","PEP2016ICA-ST01","","","","","","","","","PEP2016ICA-ST01-00006","","","","120","107","221.51","521","250","132.76","8.74","32.62949247","3.3185387","0","0.8617353","0.9051194","113.755127","81.3405304","70.9530029","4.0074663","6.4217782","4.8410034","0.6161575","141.5","363.01","771","0.254817658","0.03496","0.183527886","7.205607477","6.425","4.869158879","4.341666667","1.322429907","1.179166667","2.070186916","1.845916667","67.57457847","38.97964243","89.16666667","46.17073185","49.17037037","55.1443406","52.40740741","58.77466251","82.04074074","92.00830737","17.10027105","19.17787408","134.4481481","150.7829699","1"
"","","PEP2016ICA-ST01","","","","","","","","","PEP2016ICA-ST01-00008","","","","120","76","82.2","79","189","15.55","4.11","32.62711864","7.2186356","0","1.6572728","1.6308565","99.1834717","95.7555084","65.6845932","1.6967592","3.8476429","6.8077326","0.643858","19.66","101.86","268","0.196835443","0.021746032","0.073358209","3.526315789","2.233333333","1.039473684","0.658333333","0.258684211","0.163833333","1.081578947","0.685","29.47761194","19.30100137","63.33333333","6.414491525","5.759259259","9.093567251","7.281481481","11.49707602","30.44444444","48.07017544","2.375737602","3.751164634","37.72592593","59.56725146","1"
"","","PEP2016ICA-ST01","","","","","","","","","PEP2016ICA-ST01-00010","","","","120","108","73.17","292","151","92.85","5.87","33.04843305","2.0434818","0","0.7854743","0.9501901","71.543335","84.3150177","72.7585754","2.1376858","3.8512106","6.9694853","0.6562471","98.72","171.89","443","0.317979452","0.038874172","0.222844244","4.101851852","3.691666667","2.703703704","2.433333333","0.914074074","0.822666667","0.6775","0.60975","65.91422122","57.43207865","90","32.62541311","34.38888889","38.20987654","36.56296296","40.6255144","27.1","30.11111111","12.08348634","13.42609593","63.66296296","70.73662551","1"
"","","PEP2016ICA-ST01","","","","","","","","","PEP2016ICA-ST01-00012","","","","120","83","124.49","96","124","25.94","5.79","29.7607111","6.1055889","0","1.6447968","1.512053","109.5222168","108.3803101","68.8119736","1.5005159","3.4230003","7.3648434","1.0091105","31.73","156.22","220","0.270208333","0.046693548","0.144227273","2.65060241","1.833333333","1.156626506","0.8","0.382289157","0.264416667","1.499879518","1.037416667","43.63636364","20.31109973","69.16666667","9.443073632","9.607407407","13.89022758","11.75185185","16.99062918","46.10740741","66.66131191","3.497434679","5.056532065","57.85925926","83.6519411","1"
"","","PEP2016ICA-ST01","","","","","","","","","PEP2016ICA-ST01-00014","","","","120","105","111.79","416","191","77.27","4.67","20.90093634","7.6113138","37.4678421","2.2305295","1.5196323","130.30896","130.7285767","48.4441338","4.3379946","7.2718062","23.0817394","1.4679117","81.94","193.73","607","0.185745192","0.024450262","0.134991763","5.780952381","5.058333333","3.961904762","3.466666667","0.780380952","0.682833333","1.064666667","0.931583333","68.53377265","42.29597894","87.5","17.12622724","28.61851852","32.70687831","30.34814815","34.68359788","41.4037037","47.31851852","6.343047125","7.249196714","71.75185185","82.0021164","1"
"","","PEP2016ICA-ST01","","","","","","","","","PEP2016ICA-ST01-00016","","","","120","77","50.35","177","220","25.31","6.31","20.53370787","7.5729265","36.268898","2.2756274","1.5984192","174.7489014","140.4979858","46.1395073","5.1721792","8.4525719","21.7372646","1.497757","31.62","81.97","397","0.14299435","0.028681818","0.079647355","5.155844156","3.308333333","2.298701299","1.475","0.410649351","0.2635","0.653896104","0.419583333","44.58438287","38.57508845","64.16666667","6.492758428","9.374074074","14.60894661","11.71111111","18.25108225","18.64814815","29.06204906","2.404725344","3.747623913","30.35925926","47.31313131","1"
"","","PEP2016ICA-ST01","","","","","","","","","PEP2016ICA-ST01-00018","","","","120","107","113.2","133","115","32.12","4.76","31.6982973","3.1406631","0","0.9758406","0.8210406","66.7391357","61.7587433","73.2158661","2.0351944","3.6536598","7.1338844","0.5350132","36.88","150.08","248","0.241503759","0.041391304","0.148709677","2.317757009","2.066666667","1.242990654","1.108333333","0.344672897","0.307333333","1.057943925","0.943333333","53.62903226","24.57356077","89.16666667","11.69033204","11.8962963","13.34164071","13.65925926","15.31879543","41.92592593","47.01973001","4.329752609","4.855797318","55.58518519","62.33852544","1"
"","","PEP2016ICA-ST01","","","","","","","","","PEP2016ICA-ST01-00020","","","","120","64","86.88","20","36","4.45","0.72","26.83557435","6.1221638","0","1.7618613","1.4063416","6.9284668","75.8662262","65.8606339","2.1737299","4.1200266","8.7776976","0.9414024","5.17","92.05","56","0.2225","0.02","0.092321429","0.875","0.466666667","0.3125","0.166666667","0.08078125","0.043083333","1.3575","0.724","35.71428571","5.616512765","53.33333333","1.387399194","1.648148148","3.090277778","1.914814815","3.590277778","32.17777778","60.33333333","0.513851553","0.963471662","34.09259259","63.92361111","1"
