"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00011","","","","20","16","1.18","6","8","2.37","0.63","","","","","","","","","","","","","3","4.18","14","0.395","0.07875","0.214285714","0.875","0.7","0.375","0.3","0.1875","0.15","0.07375","0.059","42.85714286","71.77033493","80","","5.266666667","6.583333333","6.666666667","8.333333333","2.622222222","3.277777778","","","9.288888889","11.61111111"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00012","","","","20","14","1.09","32","43","5.6","2.19","27.23658052","5.6046786","32.4523888","1.794096","1.1702354","175.0050201","96.6477051","58.7854767","1.4842571","2.670795","16.4069176","0.1236859","7.79","8.88","75","0.175","0.050930233","0.103866667","5.357142857","3.75","2.285714286","1.6","0.556428571","0.3895","0.077857143","0.0545","42.66666667","87.72522523","70","2.121729623","12.44444444","17.77777778","17.31111111","24.73015873","2.422222222","3.46031746","4.714954717","6.735649595","19.73333333","28.19047619"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00013","","","","20","12","0.8","17","7","1.34","0.78","26.66666667","9.5027103","45.5350418","2.9470491","1.8119466","188.6307068","128.7457275","46.8102417","2.2889264","4.1467505","22.4159431","1.0399017","2.12","2.92","24","0.078823529","0.111428571","0.088333333","2","1.2","1.416666667","0.85","0.176666667","0.106","0.066666667","0.04","70.83333333","72.60273973","60","0.565333333","2.977777778","4.962962963","4.711111111","7.851851852","1.777777778","2.962962963","1.256296296","2.093827161","6.488888889","10.81481481"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00014","","","","20","8","1.87","5","0","1.82","0","30.78947368","8.126606","50.1705666","2.452136","1.5653924","151.901413","102.6740646","58.3015518","0.785113","2.0542433","15.8191833","0.551873","1.82","3.69","5","0.364","","0.364","0.625","0.25","0.625","0.25","0.2275","0.091","0.23375","0.0935","100","49.32249322","40","0.560368421","4.044444444","10.11111111","4.044444444","10.11111111","4.155555556","10.38888889","1.245263158","3.113157894","8.2","20.5"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00015","","","","20","9","2.4","9","17","0.89","1.76","33.92857143","6.3561254","10.6726732","1.904833","1.2707523","93.2961349","90.2571945","62.7866096","2.5599465","4.0850558","8.9733829","0.2037101","2.65","5.05","26","0.098888889","0.103529412","0.101923077","2.888888889","1.3","1","0.45","0.294444444","0.1325","0.266666667","0.12","34.61538462","52.47524752","45","0.899107143","1.977777778","4.395061728","5.888888889","13.08641975","5.333333333","11.85185185","1.998015873","4.440035274","11.22222222","24.9382716"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00016","","","","20","8","0.93","0","10","0","0.36","32.69961977","6.255096","16.7646523","1.9021696","1.1710789","110.7439957","97.6245041","66.3105545","2.5897062","3.7452757","5.9406605","0.3435934","0.36","1.29","10","","0.036","0.036","1.25","0.5","0","0","0.045","0.018","0.11625","0.0465","0","27.90697674","40","0.117718631","0","0","0.8","2","2.066666667","5.166666667","0.261596958","0.653992395","2.866666667","7.166666667"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00017","","","","20","20","2.55","15","42","2.16","1.45","29.22755741","8.470356","46.837513","2.531414","1.4498411","131.7599182","119.3286285","52.9853172","2.3580432","4.3092408","16.7681923","0.6597841","3.61","6.16","57","0.144","0.03452381","0.063333333","2.85","2.85","0.75","0.75","0.1805","0.1805","0.1275","0.1275","26.31578947","58.6038961","100","1.055114823","4.8","4.8","8.022222222","8.022222222","5.666666667","5.666666667","2.344699606","2.344699606","13.68888889","13.68888889"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00018","","","","20","8","1.55","11","43","1.2","1.38","28.62823062","9.5522747","54.1514778","2.7502058","1.5753384","146.7682953","125.6357651","53.9956551","1.5081935","2.8328848","15.698041","0.506134","2.58","4.13","54","0.109090909","0.032093023","0.047777778","6.75","2.7","1.375","0.55","0.3225","0.129","0.19375","0.0775","20.37037037","62.46973366","40","0.73860835","2.666666667","6.666666667","5.733333333","14.33333333","3.444444444","8.611111111","1.641351889","4.103379722","9.177777778","22.94444444"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00019","","","","20","16","2.37","11","34","1.61","1.03","26.74650699","6.6813512","39.4134865","2.2752202","1.3209869","112.49263","100.7891846","48.698101","4.6248479","7.1628366","14.8849545","0.4679603","2.64","5.01","45","0.146363636","0.030294118","0.058666667","2.8125","2.25","0.6875","0.55","0.165","0.132","0.148125","0.1185","24.44444444","52.69461078","80","0.706107785","3.577777778","4.472222222","5.866666667","7.333333333","5.266666667","6.583333333","1.56912841","1.961410513","11.13333333","13.91666667"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00020","","","","20","14","7.17","40","18","3.96","0.7","33.39960239","7.2185016","32.2421837","2.3237188","1.4486121","131.8625488","116.7948227","57.2739563","2.3102992","4.2626719","13.7554522","0.7792861","4.66","11.83","58","0.099","0.038888889","0.080344828","4.142857143","2.9","2.857142857","2","0.332857143","0.233","0.512142857","0.3585","68.96551724","39.39137785","70","1.556421471","8.8","12.57142857","10.35555556","14.79365079","15.93333333","22.76190476","3.458714381","4.941020544","26.28888889","37.55555556"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00021","","","","20","10","0.55","10","20","2.22","0.68","26.58730159","7.6539335","32.4749451","2.3319566","1.4409097","168.7289886","118.1634293","50.6574898","4.1674352","6.0377707","18.1313629","0.8329606","2.9","3.45","30","0.222","0.034","0.096666667","3","1.5","1","0.5","0.29","0.145","0.055","0.0275","33.33333333","84.05797101","50","0.771031746","4.933333333","9.866666667","6.444444444","12.88888889","1.222222222","2.444444444","1.71340388","3.42680776","7.666666667","15.33333333"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00022","","","","20","12","0.91","24","57","3.99","1.7","27.29083665","8.4811735","34.4879837","2.3832204","1.5683134","157.7616272","120.4908371","57.1333809","1.4507017","2.3778603","16.6019135","0.4326369","5.69","6.6","81","0.16625","0.029824561","0.070246914","6.75","4.05","2","1.2","0.474166667","0.2845","0.075833333","0.0455","29.62962963","86.21212121","60","1.552848605","8.866666667","14.77777778","12.64444444","21.07407407","2.022222222","3.37037037","3.450774679","5.751291131","14.66666667","24.44444444"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00023","","","","20","15","1.2","3","61","0.32","1.06","32.20675944","6.3332586","15.070797","2.154845","1.4137032","148.869751","108.7455215","56.2729607","3.8759344","5.7964282","10.6552296","0.5955933","1.38","2.58","64","0.106666667","0.017377049","0.0215625","4.266666667","3.2","0.2","0.15","0.092","0.069","0.08","0.06","4.6875","53.48837209","75","0.44445328","0.711111111","0.948148148","3.066666667","4.088888889","2.666666667","3.555555556","0.987673956","1.316898608","5.733333333","7.644444444"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00024","","","","20","9","4.88","25","30","2.53","1.53","30.53892216","3.994102","27.1243801","1.658468","1.2615068","152.8524628","85.9372253","64.122963","3.248441","5.1099963","7.2205033","0.2712507","4.06","8.94","55","0.1012","0.051","0.073818182","6.111111111","2.75","2.777777778","1.25","0.451111111","0.203","0.542222222","0.244","45.45454545","45.41387025","45","1.23988024","5.622222222","12.49382716","9.022222222","20.04938272","10.84444444","24.09876543","2.755289422","6.122865381","19.86666667","44.14814815"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00025","","","","20","11","0.82","6","42","1.35","0.72","32.53493014","6.2552528","31.4063148","2.2102172","1.3850249","194.2064362","126.9066391","54.2530708","3.9293685","6.1432829","10.1827297","0.5077731","2.07","2.89","48","0.225","0.017142857","0.043125","4.363636364","2.4","0.545454545","0.3","0.188181818","0.1035","0.074545455","0.041","12.5","71.62629758","55","0.673473054","3","5.454545455","4.6","8.363636364","1.822222222","3.313131313","1.496606786","2.721103248","6.422222222","11.67676768"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00026","","","","20","8","1.85","5","22","1.48","1.58","31.67330677","9.4854183","27.0439644","2.5611582","1.5286081","135.2585449","108.788681","57.0629234","1.2802883","2.5308149","12.8286123","0","3.06","4.91","27","0.296","0.071818182","0.113333333","3.375","1.35","0.625","0.25","0.3825","0.153","0.23125","0.0925","18.51851852","62.32179226","40","0.969203187","3.288888889","8.222222222","6.8","17","4.111111111","10.27777778","2.15378486","5.384462151","10.91111111","27.27777778"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00027","","","","20","9","0.46","4","10","0.38","0.36","31.53692615","6.3607831","29.6191807","2.1765015","1.3243214","108.5414352","101.7388535","57.757679","1.4456695","2.9825752","16.6832161","0.3822064","0.74","1.2","14","0.095","0.036","0.052857143","1.555555556","0.7","0.444444444","0.2","0.082222222","0.037","0.051111111","0.023","28.57142857","61.66666667","45","0.233373254","0.844444444","1.87654321","1.644444444","3.654320988","1.022222222","2.271604938","0.51860723","1.152460511","2.666666667","5.925925926"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00028","","","","20","11","0.84","15","31","2.41","1.14","29.28286853","5.8592353","32.0980759","1.9342402","1.2384357","134.383606","88.998024","56.4874001","1.3301018","2.6357079","18.4979305","0.4026445","3.55","4.39","46","0.160666667","0.036774194","0.077173913","4.181818182","2.3","1.363636364","0.75","0.322727273","0.1775","0.076363636","0.042","32.60869565","80.86560364","55","1.039541833","5.355555556","9.737373737","7.888888889","14.34343434","1.866666667","3.393939394","2.310092962","4.200169021","9.755555556","17.73737374"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00029","","","","20","4","0.24","0","2","0","0.04","38.05309735","5.4945755","20.9861622","1.9867166","1.2049422","148.2084198","127.1255341","59.4397774","2.3362708","3.941853","15.8259134","0.9543589","0.04","0.28","2","","0.02","0.02","0.5","0.1","0","0","0.01","0.002","0.06","0.012","0","14.28571429","20","0.015221239","0","0","0.088888889","0.444444444","0.533333333","2.666666667","0.033824975","0.169124877","0.622222222","3.111111111"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00030","","","","20","0","0","0","0","0","0","","","","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00031","","","","20","20","2.95","8","17","4.33","1.53","31.53692615","7.3870015","24.8999043","2.3510509","1.5163494","126.26371","102.6377792","56.9984818","1.6263762","3.0682092","15.4489651","0.3546034","5.86","8.81","25","0.54125","0.09","0.2344","1.25","1.25","0.4","0.4","0.293","0.293","0.1475","0.1475","32","66.5153235","100","1.848063872","9.622222222","9.622222222","13.02222222","13.02222222","6.555555556","6.555555556","4.106808605","4.106808605","19.57777778","19.57777778"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00032","","","","20","14","1.54","36","6","3.58","0.11","29.56349206","8.887269","25.3505497","2.5330877","1.6244079","138.4928741","107.865448","57.8537216","1.4346673","2.6583467","14.0576391","0.4042772","3.69","5.23","42","0.099444444","0.018333333","0.087857143","3","2.1","2.571428571","1.8","0.263571429","0.1845","0.11","0.077","85.71428571","70.55449331","70","1.090892857","7.955555556","11.36507937","8.2","11.71428571","3.422222222","4.888888889","2.424206349","3.463151927","11.62222222","16.6031746"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00033","","","","20","10","1","5","30","0.54","0.53","","","","","","","","","","","","","1.07","2.07","35","0.108","0.017666667","0.030571429","3.5","1.75","0.5","0.25","0.107","0.0535","0.1","0.05","14.28571429","51.69082126","50","","1.2","2.4","2.377777778","4.755555556","2.222222222","4.444444444","","","4.6","9.2"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00034","","","","20","16","2.31","19","34","1.86","0.97","28.23529412","6.9323454","36.5824051","2.1297283","1.3127142","134.5082855","103.1671143","52.2357597","2.4845371","4.1629186","19.8773022","0.720788","2.83","5.14","53","0.097894737","0.028529412","0.053396226","3.3125","2.65","1.1875","0.95","0.176875","0.1415","0.144375","0.1155","35.8490566","55.05836576","80","0.799058824","4.133333333","5.166666667","6.288888889","7.861111111","5.133333333","6.416666667","1.775686275","2.219607843","11.42222222","14.27777778"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00035","","","","20","11","2.07","21","33","3.74","1.67","35.17786561","5.7353315","17.1146469","1.930396","1.2271067","96.7178879","88.7993546","64.2047806","1.3649554","2.4608114","10.752882","0.624807","5.41","7.48","54","0.178095238","0.050606061","0.100185185","4.909090909","2.7","1.909090909","1.05","0.491818182","0.2705","0.188181818","0.1035","38.88888889","72.32620321","55","1.90312253","8.311111111","15.11111111","12.02222222","21.85858586","4.6","8.363636364","4.229161177","7.689383958","16.62222222","30.22222222"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00036","","","","20","7","1.34","16","17","2.55","0.77","31.68316832","6.8235111","14.9817457","2.1903381","1.3503274","131.1696625","101.4909668","63.4580803","1.0336492","2.1335545","12.0096569","0.4991961","3.32","4.66","33","0.159375","0.045294118","0.100606061","4.714285714","1.65","2.285714286","0.8","0.474285714","0.166","0.191428571","0.067","48.48484848","71.24463519","35","1.051881188","5.666666667","16.19047619","7.377777778","21.07936508","2.977777778","8.507936508","2.337513752","6.678610719","10.35555556","29.58730159"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00037","","","","20","17","2.62","8","51","0.76","1.24","33.20079523","5.505887","13.202487","1.8688589","1.2750986","119.4297562","85.9428482","63.3422813","1.5045377","3.0246553","11.4777536","0.1651242","2","4.62","59","0.095","0.024313725","0.033898305","3.470588235","2.95","0.470588235","0.4","0.117647059","0.1","0.154117647","0.131","13.55932203","43.29004329","85","0.664015905","1.688888889","1.986928105","4.444444444","5.22875817","5.822222222","6.849673203","1.475590899","1.735989293","10.26666667","12.07843137"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00038","","","","20","18","8.8","7","47","0.69","1.27","","","","","","","","","","","","","1.96","10.76","54","0.098571429","0.027021277","0.036296296","3","2.7","0.388888889","0.35","0.108888889","0.098","0.488888889","0.44","12.96296296","18.21561338","90","","1.533333333","1.703703704","4.355555556","4.839506173","19.55555556","21.72839506","","","23.91111111","26.56790123"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00039","","","","20","15","2.11","1","16","0.25","0.94","32.07920792","6.278779","16.7869816","2.1329238","1.3396271","159.2559814","106.5475082","56.9263916","4.0251789","5.8861737","8.9056339","0.3108501","1.19","3.3","17","0.25","0.05875","0.07","1.133333333","0.85","0.066666667","0.05","0.079333333","0.0595","0.140666667","0.1055","5.882352941","36.06060606","75","0.381742574","0.555555556","0.740740741","2.644444444","3.525925926","4.688888889","6.251851852","0.848316832","1.131089109","7.333333333","9.777777778"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00040","","","","20","6","6.61","3","0","0.56","0","33.203125","5.3460951","19.234499","2.0968547","1.1564388","145.0474701","107.4996948","59.1868248","2.7255487","4.3929324","8.7445202","0.3130152","0.56","7.17","3","0.186666667","","0.186666667","0.5","0.15","0.5","0.15","0.093333333","0.028","1.101666667","0.3305","100","7.810320781","30","0.1859375","1.244444444","4.148148148","1.244444444","4.148148148","14.68888889","48.96296296","0.413194444","1.377314815","15.93333333","53.11111111"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00041","","","","20","16","0.79","24","28","1.47","0.77","29.46954813","6.2332029","19.5684853","2.1088605","1.2787033","147.5331573","113.2781525","54.9137459","4.0258422","6.4129691","13.5514927","0.8080872","2.24","3.03","52","0.06125","0.0275","0.043076923","3.25","2.6","1.5","1.2","0.14","0.112","0.049375","0.0395","46.15384615","73.92739274","80","0.660117878","3.266666667","4.083333333","4.977777778","6.222222222","1.755555556","2.194444444","1.466928618","1.833660773","6.733333333","8.416666667"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00042","","","","20","13","0.49","6","44","0.99","0.98","29.14171657","7.6022549","32.8433762","2.2559333","1.3901521","138.0348206","93.0680084","57.6598549","2.3737824","3.5988624","12.493104","0.3629464","1.97","2.46","50","0.165","0.022272727","0.0394","3.846153846","2.5","0.461538462","0.3","0.151538462","0.0985","0.037692308","0.0245","12","80.08130081","65","0.574091816","2.2","3.384615385","4.377777778","6.735042735","1.088888889","1.675213675","1.275759592","1.962707065","5.466666667","8.41025641"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00043","","","","20","15","1.22","15","19","3.2","1.11","34.53093812","7.4667029","34.8507309","2.220896","1.4132907","163.2344971","117.4922333","59.3335533","0.8210614","2.368659","12.0580206","0.093949","4.31","5.53","34","0.213333333","0.058421053","0.126764706","2.266666667","1.7","1","0.75","0.287333333","0.2155","0.081333333","0.061","44.11764706","77.93851718","75","1.488283433","7.111111111","9.481481481","9.577777778","12.77037037","2.711111111","3.614814815","3.307296518","4.40972869","12.28888889","16.38518519"
"","","PEP2011PUC-AT01","","","","","","","","","PEP2011PUC-AT01-00044","","","","20","15","2.84","20","20","6.28","1.42","32.21343874","9.2973166","39.739315","2.5585594","1.5315703","159.473465","122.8753815","58.1813622","0.6204845","2.0639939","13.9648972","0.1302467","7.7","10.54","40","0.314","0.071","0.1925","2.666666667","2","1.333333333","1","0.513333333","0.385","0.189333333","0.142","50","73.05502846","75","2.480434783","13.95555556","18.60740741","17.11111111","22.81481481","6.311111111","8.414814815","5.512077296","7.349436394","23.42222222","31.22962963"
