"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00537","","","","3","0.62","5","5","0.76","0.11","0.87","1.49","10","0.152","0.022","0.087","3.333333333","1.666666667","0.29","0.206666667","50","58.38926174","11.25925926","12.88888889","9.185185185","22.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00538","","","","3","1.21","11","2","1.3","0.05","1.35","2.56","13","0.118181818","0.025","0.103846154","4.333333333","3.666666667","0.45","0.403333333","84.61538462","52.734375","19.25925926","20","17.92592593","37.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00539","","","","3","0.46","1","0","0.09","0","0.09","0.55","1","0.09","","0.09","0.333333333","0.333333333","0.03","0.153333333","100","16.36363636","1.333333333","1.333333333","6.814814815","8.148148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00540","","","","3","0.71","0","7","0","0.22","0.22","0.93","7","","0.031428571","0.031428571","2.333333333","0","0.073333333","0.236666667","0","23.65591398","0","3.259259259","10.51851852","13.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00541","","","","3","0.92","2","1","0.28","0.06","0.34","1.26","3","0.14","0.06","0.113333333","1","0.666666667","0.113333333","0.306666667","66.66666667","26.98412698","4.148148148","5.037037037","13.62962963","18.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00542","","","","3","0.18","2","0","0.17","0","0.17","0.35","2","0.085","","0.085","0.666666667","0.666666667","0.056666667","0.06","100","48.57142857","2.518518519","2.518518519","2.666666667","5.185185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00543","","","","3","1.93","6","2","1.19","0.06","1.25","3.18","8","0.198333333","0.03","0.15625","2.666666667","2","0.416666667","0.643333333","75","39.3081761","17.62962963","18.51851852","28.59259259","47.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00544","","","","3","1.02","5","0","0.35","0","0.35","1.37","5","0.07","","0.07","1.666666667","1.666666667","0.116666667","0.34","100","25.54744526","5.185185185","5.185185185","15.11111111","20.2962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00545","","","","3","0.74","3","3","0.82","0.09","0.91","1.65","6","0.273333333","0.03","0.151666667","2","1","0.303333333","0.246666667","50","55.15151515","12.14814815","13.48148148","10.96296296","24.44444444"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00546","","","","3","1.28","2","0","0.18","0","0.18","1.46","2","0.09","","0.09","0.666666667","0.666666667","0.06","0.426666667","100","12.32876712","2.666666667","2.666666667","18.96296296","21.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00547","","","","3","0.53","9","2","1.24","0.09","1.33","1.86","11","0.137777778","0.045","0.120909091","3.666666667","3","0.443333333","0.176666667","81.81818182","71.50537634","18.37037037","19.7037037","7.851851852","27.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00548","","","","3","1.23","0","2","0","0.12","0.12","1.35","2","","0.06","0.06","0.666666667","0","0.04","0.41","0","8.888888889","0","1.777777778","18.22222222","20"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00549","","","","3","0.12","0","3","0","0.11","0.11","0.23","3","","0.036666667","0.036666667","1","0","0.036666667","0.04","0","47.82608696","0","1.62962963","1.777777778","3.407407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00550","","","","3","1.011","0","1","0","0.04","0.04","1.051","1","","0.04","0.04","0.333333333","0","0.013333333","0.337","0","3.805899144","0","0.592592593","14.97777778","15.57037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00551","","","","3","1.96","0","3","0","0.077","0.077","2.037","3","","0.025666667","0.025666667","1","0","0.025666667","0.653333333","0","3.780068729","0","1.140740741","29.03703704","30.17777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00552","","","","3","0.54","2","0","0.37","0","0.37","0.91","2","0.185","","0.185","0.666666667","0.666666667","0.123333333","0.18","100","40.65934066","5.481481481","5.481481481","8","13.48148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00553","","","","3","0.56","4","0","0.95","0","0.95","1.51","4","0.2375","","0.2375","1.333333333","1.333333333","0.316666667","0.186666667","100","62.91390728","14.07407407","14.07407407","8.296296296","22.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00554","","","","3","0.81","6","3","0.56","0.13","0.69","1.5","9","0.093333333","0.043333333","0.076666667","3","2","0.23","0.27","66.66666667","46","8.296296296","10.22222222","12","22.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00555","","","","3","1.18","0","0","0","0","0","1.18","0","","","","0","0","0","0.393333333","","0","0","0","17.48148148","17.48148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00556","","","","3","0.42","0","0","0","0","0","0.42","0","","","","0","0","0","0.14","","0","0","0","6.222222222","6.222222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00557","","","","3","0.33","4","6","0.65","0.23","0.88","1.21","10","0.1625","0.038333333","0.088","3.333333333","1.333333333","0.293333333","0.11","40","72.72727273","9.62962963","13.03703704","4.888888889","17.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00558","","","","3","0.7","0","2","0","0.11","0.11","0.81","2","","0.055","0.055","0.666666667","0","0.036666667","0.233333333","0","13.58024691","0","1.62962963","10.37037037","12"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00559","","","","3","1.04","0","2","0","0.16","0.16","1.2","2","","0.08","0.08","0.666666667","0","0.053333333","0.346666667","0","13.33333333","0","2.37037037","15.40740741","17.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00560","","","","3","0.14","0","9","0","0.57","0.57","0.71","9","","0.063333333","0.063333333","3","0","0.19","0.046666667","0","80.28169014","0","8.444444444","2.074074074","10.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00561","","","","3","1.58","0","11","0","0.52","0.52","2.1","11","","0.047272727","0.047272727","3.666666667","0","0.173333333","0.526666667","0","24.76190476","0","7.703703704","23.40740741","31.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00562","","","","3","0.64","0","3","0","0.07","0.07","0.71","3","","0.023333333","0.023333333","1","0","0.023333333","0.213333333","0","9.85915493","0","1.037037037","9.481481481","10.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00563","","","","3","0.24","0","1","0","0.06","0.06","0.3","1","","0.06","0.06","0.333333333","0","0.02","0.08","0","20","0","0.888888889","3.555555556","4.444444444"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00564","","","","3","0.95","0","2","0","0.13","0.13","1.08","2","","0.065","0.065","0.666666667","0","0.043333333","0.316666667","0","12.03703704","0","1.925925926","14.07407407","16"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00565","","","","3","0.54","2","11","0.54","0.44","0.98","1.52","13","0.27","0.04","0.075384615","4.333333333","0.666666667","0.326666667","0.18","15.38461538","64.47368421","8","14.51851852","8","22.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00566","","","","3","0.57","1","2","0.41","0.11","0.52","1.09","3","0.41","0.055","0.173333333","1","0.333333333","0.173333333","0.19","33.33333333","47.70642202","6.074074074","7.703703704","8.444444444","16.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00567","","","","3","0.3","0","0","0","0","0","0.3","0","","","","0","0","0","0.1","","0","0","0","4.444444444","4.444444444"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00568","","","","3","0.92","5","2","0.54","0.08","0.62","1.54","7","0.108","0.04","0.088571429","2.333333333","1.666666667","0.206666667","0.306666667","71.42857143","40.25974026","8","9.185185185","13.62962963","22.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00569","","","","3","0.18","0","5","0","0.17","0.17","0.35","5","","0.034","0.034","1.666666667","0","0.056666667","0.06","0","48.57142857","0","2.518518519","2.666666667","5.185185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00570","","","","3","0.17","0","2","0","0.12","0.12","0.29","2","","0.06","0.06","0.666666667","0","0.04","0.056666667","0","41.37931034","0","1.777777778","2.518518519","4.296296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00571","","","","3","0.53","1","2","0.25","0.14","0.39","0.92","3","0.25","0.07","0.13","1","0.333333333","0.13","0.176666667","33.33333333","42.39130435","3.703703704","5.777777778","7.851851852","13.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00572","","","","3","0.31","0","1","0","0.07","0.07","0.38","1","","0.07","0.07","0.333333333","0","0.023333333","0.103333333","0","18.42105263","0","1.037037037","4.592592593","5.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00573","","","","3","0.19","0","8","0","0.12","0.12","0.31","8","","0.015","0.015","2.666666667","0","0.04","0.063333333","0","38.70967742","0","1.777777778","2.814814815","4.592592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00574","","","","3","0.87","0","0","0","0","0","0.87","0","","","","0","0","0","0.29","","0","0","0","12.88888889","12.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00575","","","","3","0.69","0","8","0","0.35","0.35","1.04","8","","0.04375","0.04375","2.666666667","0","0.116666667","0.23","0","33.65384615","0","5.185185185","10.22222222","15.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00576","","","","3","1.12","0","4","0","0.11","0.11","1.23","4","","0.0275","0.0275","1.333333333","0","0.036666667","0.373333333","0","8.943089431","0","1.62962963","16.59259259","18.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00577","","","","3","1.05","0","16","0","0.38","0.38","1.43","16","","0.02375","0.02375","5.333333333","0","0.126666667","0.35","0","26.57342657","0","5.62962963","15.55555556","21.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00578","","","","3","1.31","2","0","0.51","0","0.51","1.82","2","0.255","","0.255","0.666666667","0.666666667","0.17","0.436666667","100","28.02197802","7.555555556","7.555555556","19.40740741","26.96296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00579","","","","3","1.24","1","5","0.16","0.25","0.41","1.65","6","0.16","0.05","0.068333333","2","0.333333333","0.136666667","0.413333333","16.66666667","24.84848485","2.37037037","6.074074074","18.37037037","24.44444444"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00580","","","","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","","","0","0","0","0"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00581","","","","3","2.74","3","2","0.33","0.1","0.43","3.17","5","0.11","0.05","0.086","1.666666667","1","0.143333333","0.913333333","60","13.56466877","4.888888889","6.37037037","40.59259259","46.96296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00582","","","","3","0.57","2","3","0.27","0.15","0.42","0.99","5","0.135","0.05","0.084","1.666666667","0.666666667","0.14","0.19","40","42.42424242","4","6.222222222","8.444444444","14.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00583","","","","3","1.38","1","2","0.12","0.13","0.25","1.63","3","0.12","0.065","0.083333333","1","0.333333333","0.083333333","0.46","33.33333333","15.33742331","1.777777778","3.703703704","20.44444444","24.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00584","","","","3","1.61","2","1","0.28","0.09","0.37","1.98","3","0.14","0.09","0.123333333","1","0.666666667","0.123333333","0.536666667","66.66666667","18.68686869","4.148148148","5.481481481","23.85185185","29.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00585","","","","3","0.27","0","5","0","0.19","0.19","0.46","5","","0.038","0.038","1.666666667","0","0.063333333","0.09","0","41.30434783","0","2.814814815","4","6.814814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00586","","","","3","0.95","0","4","0","0.13","0.13","1.08","4","","0.0325","0.0325","1.333333333","0","0.043333333","0.316666667","0","12.03703704","0","1.925925926","14.07407407","16"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00587","","","","3","0.22","8","7","0.86","0.24","1.1","1.32","15","0.1075","0.034285714","0.073333333","5","2.666666667","0.366666667","0.073333333","53.33333333","83.33333333","12.74074074","16.2962963","3.259259259","19.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00588","","","","3","0.55","1","5","0.37","0.3","0.67","1.22","6","0.37","0.06","0.111666667","2","0.333333333","0.223333333","0.183333333","16.66666667","54.91803279","5.481481481","9.925925926","8.148148148","18.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00589","","","","3","1.56","8","4","0.79","0.11","0.9","2.46","12","0.09875","0.0275","0.075","4","2.666666667","0.3","0.52","66.66666667","36.58536585","11.7037037","13.33333333","23.11111111","36.44444444"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00590","","","","3","0.52","9","5","0.66","0.27","0.93","1.45","14","0.073333333","0.054","0.066428571","4.666666667","3","0.31","0.173333333","64.28571429","64.13793103","9.777777778","13.77777778","7.703703704","21.48148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00591","","","","3","2.04","3","7","0.35","0.31","0.66","2.7","10","0.116666667","0.044285714","0.066","3.333333333","1","0.22","0.68","30","24.44444444","5.185185185","9.777777778","30.22222222","40"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00592","","","","3","1.83","4","6","0.76","0.24","1","2.83","10","0.19","0.04","0.1","3.333333333","1.333333333","0.333333333","0.61","40","35.33568905","11.25925926","14.81481481","27.11111111","41.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00593","","","","3","1.31","5","1","0.55","0.08","0.63","1.94","6","0.11","0.08","0.105","2","1.666666667","0.21","0.436666667","83.33333333","32.4742268","8.148148148","9.333333333","19.40740741","28.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00594","","","","3","0.48","5","3","0.51","0.1","0.61","1.09","8","0.102","0.033333333","0.07625","2.666666667","1.666666667","0.203333333","0.16","62.5","55.96330275","7.555555556","9.037037037","7.111111111","16.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00595","","","","3","0.45","5","1","0.75","0.02","0.77","1.22","6","0.15","0.02","0.128333333","2","1.666666667","0.256666667","0.15","83.33333333","63.1147541","11.11111111","11.40740741","6.666666667","18.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00596","","","","3","0.42","7","3","0.93","0.12","1.05","1.47","10","0.132857143","0.04","0.105","3.333333333","2.333333333","0.35","0.14","70","71.42857143","13.77777778","15.55555556","6.222222222","21.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00597","","","","3","0.52","2","3","0.47","0.19","0.66","1.18","5","0.235","0.063333333","0.132","1.666666667","0.666666667","0.22","0.173333333","40","55.93220339","6.962962963","9.777777778","7.703703704","17.48148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00598","","","","3","0.31","3","8","0.3","0.12","0.42","0.73","11","0.1","0.015","0.038181818","3.666666667","1","0.14","0.103333333","27.27272727","57.53424658","4.444444444","6.222222222","4.592592593","10.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00599","","","","3","0.52","0","6","0","0.11","0.11","0.63","6","","0.018333333","0.018333333","2","0","0.036666667","0.173333333","0","17.46031746","0","1.62962963","7.703703704","9.333333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00600","","","","3","0.78","1","4","0.2","0.16","0.36","1.14","5","0.2","0.04","0.072","1.666666667","0.333333333","0.12","0.26","20","31.57894737","2.962962963","5.333333333","11.55555556","16.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00601","","","","3","0.52","7","4","1.67","0.28","1.95","2.47","11","0.238571429","0.07","0.177272727","3.666666667","2.333333333","0.65","0.173333333","63.63636364","78.94736842","24.74074074","28.88888889","7.703703704","36.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00602","","","","3","1.47","5","6","1.01","0.21","1.22","2.69","11","0.202","0.035","0.110909091","3.666666667","1.666666667","0.406666667","0.49","45.45454545","45.35315985","14.96296296","18.07407407","21.77777778","39.85185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00603","","","","3","0.57","1","0","0.32","0","0.32","0.89","1","0.32","","0.32","0.333333333","0.333333333","0.106666667","0.19","100","35.95505618","4.740740741","4.740740741","8.444444444","13.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00604","","","","3","0.32","1","4","0.19","0.2","0.39","0.71","5","0.19","0.05","0.078","1.666666667","0.333333333","0.13","0.106666667","20","54.92957746","2.814814815","5.777777778","4.740740741","10.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00605","","","","3","1.61","1","9","0.24","0.28","0.52","2.13","10","0.24","0.031111111","0.052","3.333333333","0.333333333","0.173333333","0.536666667","10","24.41314554","3.555555556","7.703703704","23.85185185","31.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00606","","","","3","1.72","5","12","0.79","0.26","1.05","2.77","17","0.158","0.021666667","0.061764706","5.666666667","1.666666667","0.35","0.573333333","29.41176471","37.90613718","11.7037037","15.55555556","25.48148148","41.03703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00607","","","","3","1.11","1","8","0.16","0.26","0.42","1.53","9","0.16","0.0325","0.046666667","3","0.333333333","0.14","0.37","11.11111111","27.45098039","2.37037037","6.222222222","16.44444444","22.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00608","","","","3","0.45","1","3","0.14","0.18","0.32","0.77","4","0.14","0.06","0.08","1.333333333","0.333333333","0.106666667","0.15","25","41.55844156","2.074074074","4.740740741","6.666666667","11.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00609","","","","3","0.14","6","11","0.95","0.41","1.36","1.5","17","0.158333333","0.037272727","0.08","5.666666667","2","0.453333333","0.046666667","35.29411765","90.66666667","14.07407407","20.14814815","2.074074074","22.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00610","","","","3","1.18","3","4","0.59","0.08","0.67","1.85","7","0.196666667","0.02","0.095714286","2.333333333","1","0.223333333","0.393333333","42.85714286","36.21621622","8.740740741","9.925925926","17.48148148","27.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00611","","","","3","0.37","2","3","0.61","0.06","0.67","1.04","5","0.305","0.02","0.134","1.666666667","0.666666667","0.223333333","0.123333333","40","64.42307692","9.037037037","9.925925926","5.481481481","15.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00612","","","","3","0.81","10","11","1.41","0.26","1.67","2.48","21","0.141","0.023636364","0.07952381","7","3.333333333","0.556666667","0.27","47.61904762","67.33870968","20.88888889","24.74074074","12","36.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00613","","","","3","0.65","7","12","0.7","0.38","1.08","1.73","19","0.1","0.031666667","0.056842105","6.333333333","2.333333333","0.36","0.216666667","36.84210526","62.42774566","10.37037037","16","9.62962963","25.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00614","","","","3","0.71","5","17","0.91","0.41","1.32","2.03","22","0.182","0.024117647","0.06","7.333333333","1.666666667","0.44","0.236666667","22.72727273","65.02463054","13.48148148","19.55555556","10.51851852","30.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00615","","","","3","0.38","5","8","0.71","0.18","0.89","1.27","13","0.142","0.0225","0.068461538","4.333333333","1.666666667","0.296666667","0.126666667","38.46153846","70.07874016","10.51851852","13.18518519","5.62962963","18.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00616","","","","3","0.55","2","7","0.34","0.21","0.55","1.1","9","0.17","0.03","0.061111111","3","0.666666667","0.183333333","0.183333333","22.22222222","50","5.037037037","8.148148148","8.148148148","16.2962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00617","","","","3","0.86","8","4","1.02","0.23","1.25","2.11","12","0.1275","0.0575","0.104166667","4","2.666666667","0.416666667","0.286666667","66.66666667","59.24170616","15.11111111","18.51851852","12.74074074","31.25925926"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00618","","","","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","","","0","0","0","0"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00619","","","","3","1.94","1","2","0.15","0.15","0.3","2.24","3","0.15","0.075","0.1","1","0.333333333","0.1","0.646666667","33.33333333","13.39285714","2.222222222","4.444444444","28.74074074","33.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00620","","","","3","0.59","4","4","0.49","0.07","0.56","1.15","8","0.1225","0.0175","0.07","2.666666667","1.333333333","0.186666667","0.196666667","50","48.69565217","7.259259259","8.296296296","8.740740741","17.03703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00621","","","","3","0.22","4","7","0.38","0.14","0.52","0.74","11","0.095","0.02","0.047272727","3.666666667","1.333333333","0.173333333","0.073333333","36.36363636","70.27027027","5.62962963","7.703703704","3.259259259","10.96296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00622","","","","3","1.13","4","5","0.42","0.2","0.62","1.75","9","0.105","0.04","0.068888889","3","1.333333333","0.206666667","0.376666667","44.44444444","35.42857143","6.222222222","9.185185185","16.74074074","25.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00623","","","","3","0.25","5","2","0.62","0.13","0.75","1","7","0.124","0.065","0.107142857","2.333333333","1.666666667","0.25","0.083333333","71.42857143","75","9.185185185","11.11111111","3.703703704","14.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00624","","","","3","0.68","5","0","0.46","0","0.46","1.14","5","0.092","","0.092","1.666666667","1.666666667","0.153333333","0.226666667","100","40.35087719","6.814814815","6.814814815","10.07407407","16.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00625","","","","3","0.12","5","0","0.81","0","0.81","0.93","5","0.162","","0.162","1.666666667","1.666666667","0.27","0.04","100","87.09677419","12","12","1.777777778","13.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00626","","","","3","2.49","4","5","0.73","0.15","0.88","3.37","9","0.1825","0.03","0.097777778","3","1.333333333","0.293333333","0.83","44.44444444","26.11275964","10.81481481","13.03703704","36.88888889","49.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00627","","","","3","1.06","6","6","0.94","0.29","1.23","2.29","12","0.156666667","0.048333333","0.1025","4","2","0.41","0.353333333","50","53.71179039","13.92592593","18.22222222","15.7037037","33.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00628","","","","3","3.13","3","4","0.42","0.15","0.57","3.7","7","0.14","0.0375","0.081428571","2.333333333","1","0.19","1.043333333","42.85714286","15.40540541","6.222222222","8.444444444","46.37037037","54.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00629","","","","3","0.48","1","3","0.46","0.17","0.63","1.11","4","0.46","0.056666667","0.1575","1.333333333","0.333333333","0.21","0.16","25","56.75675676","6.814814815","9.333333333","7.111111111","16.44444444"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00630","","","","3","1.52","4","4","0.82","0.08","0.9","2.42","8","0.205","0.02","0.1125","2.666666667","1.333333333","0.3","0.506666667","50","37.19008264","12.14814815","13.33333333","22.51851852","35.85185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00631","","","","3","2.45","3","9","1.02","0.34","1.36","3.81","12","0.34","0.037777778","0.113333333","4","1","0.453333333","0.816666667","25","35.69553806","15.11111111","20.14814815","36.2962963","56.44444444"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00632","","","","3","1.66","6","4","1.46","0.18","1.64","3.3","10","0.243333333","0.045","0.164","3.333333333","2","0.546666667","0.553333333","60","49.6969697","21.62962963","24.2962963","24.59259259","48.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00633","","","","3","0.86","1","2","0.59","0.16","0.75","1.61","3","0.59","0.08","0.25","1","0.333333333","0.25","0.286666667","33.33333333","46.58385093","8.740740741","11.11111111","12.74074074","23.85185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00634","","","","3","3.65","4","2","0.64","0.09","0.73","4.38","6","0.16","0.045","0.121666667","2","1.333333333","0.243333333","1.216666667","66.66666667","16.66666667","9.481481481","10.81481481","54.07407407","64.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00635","","","","3","1.21","1","4","0.26","0.37","0.63","1.84","5","0.26","0.0925","0.126","1.666666667","0.333333333","0.21","0.403333333","20","34.23913043","3.851851852","9.333333333","17.92592593","27.25925926"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00636","","","","3","1.54","3","0","0.38","0","0.38","1.92","3","0.126666667","","0.126666667","1","1","0.126666667","0.513333333","100","19.79166667","5.62962963","5.62962963","22.81481481","28.44444444"
