"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01599","","","","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","","","0","0","0","0"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01600","","","","3","0.73","1","2","0.13","0.13","0.26","0.99","3","0.13","0.065","0.086666667","1","0.333333333","0.086666667","0.243333333","33.33333333","26.26262626","1.925925926","3.851851852","10.81481481","14.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01601","","","","3","1.77","2","0","0.36","0","0.36","2.13","2","0.18","","0.18","0.666666667","0.666666667","0.12","0.59","100","16.90140845","5.333333333","5.333333333","26.22222222","31.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01602","","","","3","2.57","2","0","0.2","0","0.2","2.77","2","0.1","","0.1","0.666666667","0.666666667","0.066666667","0.856666667","100","7.220216606","2.962962963","2.962962963","38.07407407","41.03703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01603","","","","3","2.53","6","7","0.79","0.28","1.07","3.6","13","0.131666667","0.04","0.082307692","4.333333333","2","0.356666667","0.843333333","46.15384615","29.72222222","11.7037037","15.85185185","37.48148148","53.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01604","","","","3","1.41","8","10","1.15","0.48","1.63","3.04","18","0.14375","0.048","0.090555556","6","2.666666667","0.543333333","0.47","44.44444444","53.61842105","17.03703704","24.14814815","20.88888889","45.03703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01605","","","","3","2.55","5","10","0.61","0.4","1.01","3.56","15","0.122","0.04","0.067333333","5","1.666666667","0.336666667","0.85","33.33333333","28.37078652","9.037037037","14.96296296","37.77777778","52.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01606","","","","3","1.04","0","0","0","0","0","1.04","0","","","","0","0","0","0.346666667","","0","0","0","15.40740741","15.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01607","","","","3","4.09","3","5","0.62","0.13","0.75","4.84","8","0.206666667","0.026","0.09375","2.666666667","1","0.25","1.363333333","37.5","15.49586777","9.185185185","11.11111111","60.59259259","71.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01608","","","","3","2.16","7","2","1.59","0.15","1.74","3.9","9","0.227142857","0.075","0.193333333","3","2.333333333","0.58","0.72","77.77777778","44.61538462","23.55555556","25.77777778","32","57.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01609","","","","3","2.83","11","10","1.67","0.54","2.21","5.04","21","0.151818182","0.054","0.105238095","7","3.666666667","0.736666667","0.943333333","52.38095238","43.84920635","24.74074074","32.74074074","41.92592593","74.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01610","","","","3","1.49","1","11","0.17","0.21","0.38","1.87","12","0.17","0.019090909","0.031666667","4","0.333333333","0.126666667","0.496666667","8.333333333","20.32085561","2.518518519","5.62962963","22.07407407","27.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01611","","","","3","4.41","7","5","0.85","0.12","0.97","5.38","12","0.121428571","0.024","0.080833333","4","2.333333333","0.323333333","1.47","58.33333333","18.02973978","12.59259259","14.37037037","65.33333333","79.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01612","","","","3","1.09","2","7","0.36","0.17","0.53","1.62","9","0.18","0.024285714","0.058888889","3","0.666666667","0.176666667","0.363333333","22.22222222","32.71604938","5.333333333","7.851851852","16.14814815","24"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01613","","","","3","1.63","0","5","0","0.14","0.14","1.77","5","","0.028","0.028","1.666666667","0","0.046666667","0.543333333","0","7.90960452","0","2.074074074","24.14814815","26.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01614","","","","3","0.98","1","4","0.23","0.16","0.39","1.37","5","0.23","0.04","0.078","1.666666667","0.333333333","0.13","0.326666667","20","28.46715328","3.407407407","5.777777778","14.51851852","20.2962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01615","","","","3","1.27","7","3","1.22","0.11","1.33","2.6","10","0.174285714","0.036666667","0.133","3.333333333","2.333333333","0.443333333","0.423333333","70","51.15384615","18.07407407","19.7037037","18.81481481","38.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01616","","","","3","1.96","9","5","2.41","0.22","2.63","4.59","14","0.267777778","0.044","0.187857143","4.666666667","3","0.876666667","0.653333333","64.28571429","57.29847495","35.7037037","38.96296296","29.03703704","68"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01617","","","","3","2.54","0","1","0","0.1","0.1","2.64","1","","0.1","0.1","0.333333333","0","0.033333333","0.846666667","0","3.787878788","0","1.481481481","37.62962963","39.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01618","","","","3","3.95","10","7","1.45","0.28","1.73","5.68","17","0.145","0.04","0.101764706","5.666666667","3.333333333","0.576666667","1.316666667","58.82352941","30.45774648","21.48148148","25.62962963","58.51851852","84.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01619","","","","3","3.51","1","3","0.32","0.1","0.42","3.93","4","0.32","0.033333333","0.105","1.333333333","0.333333333","0.14","1.17","25","10.6870229","4.740740741","6.222222222","52","58.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01620","","","","3","3.12","4","10","0.63","0.44","1.07","4.19","14","0.1575","0.044","0.076428571","4.666666667","1.333333333","0.356666667","1.04","28.57142857","25.53699284","9.333333333","15.85185185","46.22222222","62.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01621","","","","3","2.52","5","8","0.79","0.42","1.21","3.73","13","0.158","0.0525","0.093076923","4.333333333","1.666666667","0.403333333","0.84","38.46153846","32.43967828","11.7037037","17.92592593","37.33333333","55.25925926"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01622","","","","3","1.88","0","4","0","0.09","0.09","1.97","4","","0.0225","0.0225","1.333333333","0","0.03","0.626666667","0","4.568527919","0","1.333333333","27.85185185","29.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01623","","","","3","0.78","6","8","1.71","0.42","2.13","2.91","14","0.285","0.0525","0.152142857","4.666666667","2","0.71","0.26","42.85714286","73.19587629","25.33333333","31.55555556","11.55555556","43.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01624","","","","3","2.56","0","0","0","0","0","2.56","0","","","","0","0","0","0.853333333","","0","0","0","37.92592593","37.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01625","","","","3","1.71","3","6","0.4","0.14","0.54","2.25","9","0.133333333","0.023333333","0.06","3","1","0.18","0.57","33.33333333","24","5.925925926","8","25.33333333","33.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01626","","","","3","0.59","4","14","0.51","0.23","0.74","1.33","18","0.1275","0.016428571","0.041111111","6","1.333333333","0.246666667","0.196666667","22.22222222","55.63909774","7.555555556","10.96296296","8.740740741","19.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01627","","","","3","0.84","2","5","0.26","0.1","0.36","1.2","7","0.13","0.02","0.051428571","2.333333333","0.666666667","0.12","0.28","28.57142857","30","3.851851852","5.333333333","12.44444444","17.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01628","","","","3","0.94","1","10","0.12","0.29","0.41","1.35","11","0.12","0.029","0.037272727","3.666666667","0.333333333","0.136666667","0.313333333","9.090909091","30.37037037","1.777777778","6.074074074","13.92592593","20"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01629","","","","3","0.83","3","7","0.92","0.33","1.25","2.08","10","0.306666667","0.047142857","0.125","3.333333333","1","0.416666667","0.276666667","30","60.09615385","13.62962963","18.51851852","12.2962963","30.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01630","","","","3","0.48","2","1","0.23","0.05","0.28","0.76","3","0.115","0.05","0.093333333","1","0.666666667","0.093333333","0.16","66.66666667","36.84210526","3.407407407","4.148148148","7.111111111","11.25925926"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01631","","","","3","0.61","3","5","0.34","0.15","0.49","1.1","8","0.113333333","0.03","0.06125","2.666666667","1","0.163333333","0.203333333","37.5","44.54545455","5.037037037","7.259259259","9.037037037","16.2962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01632","","","","3","0.73","9","6","1.02","0.21","1.23","1.96","15","0.113333333","0.035","0.082","5","3","0.41","0.243333333","60","62.75510204","15.11111111","18.22222222","10.81481481","29.03703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01633","","","","3","0.72","0","2","0","0.08","0.08","0.8","2","","0.04","0.04","0.666666667","0","0.026666667","0.24","0","10","0","1.185185185","10.66666667","11.85185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01634","","","","3","1.05","0","4","0","0.12","0.12","1.17","4","","0.03","0.03","1.333333333","0","0.04","0.35","0","10.25641026","0","1.777777778","15.55555556","17.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01635","","","","3","1.19","1","7","0.49","0.2","0.69","1.88","8","0.49","0.028571429","0.08625","2.666666667","0.333333333","0.23","0.396666667","12.5","36.70212766","7.259259259","10.22222222","17.62962963","27.85185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01636","","","","3","0.61","2","8","0.51","0.29","0.8","1.41","10","0.255","0.03625","0.08","3.333333333","0.666666667","0.266666667","0.203333333","20","56.73758865","7.555555556","11.85185185","9.037037037","20.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01637","","","","3","0.51","3","6","0.53","0.38","0.91","1.42","9","0.176666667","0.063333333","0.101111111","3","1","0.303333333","0.17","33.33333333","64.08450704","7.851851852","13.48148148","7.555555556","21.03703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01638","","","","3","0.66","5","11","0.98","0.3","1.28","1.94","16","0.196","0.027272727","0.08","5.333333333","1.666666667","0.426666667","0.22","31.25","65.97938144","14.51851852","18.96296296","9.777777778","28.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01639","","","","3","1.73","2","4","0.64","0.24","0.88","2.61","6","0.32","0.06","0.146666667","2","0.666666667","0.293333333","0.576666667","33.33333333","33.7164751","9.481481481","13.03703704","25.62962963","38.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01640","","","","3","1.35","0","7","0","0.31","0.31","1.66","7","","0.044285714","0.044285714","2.333333333","0","0.103333333","0.45","0","18.6746988","0","4.592592593","20","24.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01641","","","","3","1.89","6","9","0.74","0.39","1.13","3.02","15","0.123333333","0.043333333","0.075333333","5","2","0.376666667","0.63","40","37.41721854","10.96296296","16.74074074","28","44.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01642","","","","3","0.49","6","4","0.97","0.15","1.12","1.61","10","0.161666667","0.0375","0.112","3.333333333","2","0.373333333","0.163333333","60","69.56521739","14.37037037","16.59259259","7.259259259","23.85185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01643","","","","3","0.77","6","13","1.19","0.44","1.63","2.4","19","0.198333333","0.033846154","0.085789474","6.333333333","2","0.543333333","0.256666667","31.57894737","67.91666667","17.62962963","24.14814815","11.40740741","35.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01644","","","","3","1.17","4","7","0.41","0.32","0.73","1.9","11","0.1025","0.045714286","0.066363636","3.666666667","1.333333333","0.243333333","0.39","36.36363636","38.42105263","6.074074074","10.81481481","17.33333333","28.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01645","","","","3","0.68","4","3","1.05","0.23","1.28","1.96","7","0.2625","0.076666667","0.182857143","2.333333333","1.333333333","0.426666667","0.226666667","57.14285714","65.30612245","15.55555556","18.96296296","10.07407407","29.03703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01646","","","","3","2.08","3","1","0.95","0.09","1.04","3.12","4","0.316666667","0.09","0.26","1.333333333","1","0.346666667","0.693333333","75","33.33333333","14.07407407","15.40740741","30.81481481","46.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01647","","","","3","1.89","5","8","0.92","0.28","1.2","3.09","13","0.184","0.035","0.092307692","4.333333333","1.666666667","0.4","0.63","38.46153846","38.83495146","13.62962963","17.77777778","28","45.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01648","","","","3","2.2","3","2","0.7","0.12","0.82","3.02","5","0.233333333","0.06","0.164","1.666666667","1","0.273333333","0.733333333","60","27.15231788","10.37037037","12.14814815","32.59259259","44.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01649","","","","3","1.4","3","4","0.85","0.19","1.04","2.44","7","0.283333333","0.0475","0.148571429","2.333333333","1","0.346666667","0.466666667","42.85714286","42.62295082","12.59259259","15.40740741","20.74074074","36.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01650","","","","3","2.25","1","8","0.27","0.36","0.63","2.88","9","0.27","0.045","0.07","3","0.333333333","0.21","0.75","11.11111111","21.875","4","9.333333333","33.33333333","42.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01651","","","","3","2.81","0","3","0","0.09","0.09","2.9","3","","0.03","0.03","1","0","0.03","0.936666667","0","3.103448276","0","1.333333333","41.62962963","42.96296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01652","","","","3","","2","0","0.7","0","0.7","","2","0.35","","0.35","0.666666667","0.666666667","0.233333333","","100","","10.37037037","10.37037037","",""
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01653","","","","3","2.62","4","2","1.09","0.05","1.14","3.76","6","0.2725","0.025","0.19","2","1.333333333","0.38","0.873333333","66.66666667","30.31914894","16.14814815","16.88888889","38.81481481","55.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01654","","","","3","3.94","0","4","0","0.11","0.11","4.05","4","","0.0275","0.0275","1.333333333","0","0.036666667","1.313333333","0","2.716049383","0","1.62962963","58.37037037","60"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01655","","","","3","3.75","10","1","2.52","0.06","2.58","6.33","11","0.252","0.06","0.234545455","3.666666667","3.333333333","0.86","1.25","90.90909091","40.75829384","37.33333333","38.22222222","55.55555556","93.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01656","","","","3","2.96","6","11","1.644","0.1","1.744","4.704","17","0.274","0.009090909","0.102588235","5.666666667","2","0.581333333","0.986666667","35.29411765","37.07482993","24.35555556","25.83703704","43.85185185","69.68888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01657","","","","3","1.01","7","5","2.31","0.19","2.5","3.51","12","0.33","0.038","0.208333333","4","2.333333333","0.833333333","0.336666667","58.33333333","71.22507123","34.22222222","37.03703704","14.96296296","52"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01658","","","","3","1.45","12","13","2.36","0.65","3.01","4.46","25","0.196666667","0.05","0.1204","8.333333333","4","1.003333333","0.483333333","48","67.48878924","34.96296296","44.59259259","21.48148148","66.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01659","","","","3","1.62","2","2","0.41","0.05","0.46","2.08","4","0.205","0.025","0.115","1.333333333","0.666666667","0.153333333","0.54","50","22.11538462","6.074074074","6.814814815","24","30.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01660","","","","3","1.56","3","3","0.62","0.12","0.74","2.3","6","0.206666667","0.04","0.123333333","2","1","0.246666667","0.52","50","32.17391304","9.185185185","10.96296296","23.11111111","34.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01661","","","","3","1.71","8","2","1.45","0.08","1.53","3.24","10","0.18125","0.04","0.153","3.333333333","2.666666667","0.51","0.57","80","47.22222222","21.48148148","22.66666667","25.33333333","48"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01662","","","","3","3.07","4","0","1.72","0","1.72","4.79","4","0.43","","0.43","1.333333333","1.333333333","0.573333333","1.023333333","100","35.90814196","25.48148148","25.48148148","45.48148148","70.96296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01663","","","","3","2.21","4","14","0.73","0.53","1.26","3.47","18","0.1825","0.037857143","0.07","6","1.333333333","0.42","0.736666667","22.22222222","36.31123919","10.81481481","18.66666667","32.74074074","51.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01664","","","","3","2.11","6","9","1.02","0.3","1.32","3.43","15","0.17","0.033333333","0.088","5","2","0.44","0.703333333","40","38.48396501","15.11111111","19.55555556","31.25925926","50.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01665","","","","3","1.79","13","19","2.27","0.51","2.78","4.57","32","0.174615385","0.026842105","0.086875","10.66666667","4.333333333","0.926666667","0.596666667","40.625","60.83150985","33.62962963","41.18518519","26.51851852","67.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01666","","","","3","2.4","7","17","1.2","0.51","1.71","4.11","24","0.171428571","0.03","0.07125","8","2.333333333","0.57","0.8","29.16666667","41.60583942","17.77777778","25.33333333","35.55555556","60.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01667","","","","3","2.92","11","10","1.86","0.39","2.25","5.17","21","0.169090909","0.039","0.107142857","7","3.666666667","0.75","0.973333333","52.38095238","43.52030948","27.55555556","33.33333333","43.25925926","76.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01668","","","","3","1.5","0","6","0","0.21","0.21","1.71","6","","0.035","0.035","2","0","0.07","0.5","0","12.28070175","0","3.111111111","22.22222222","25.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01669","","","","3","0.63","1","7","0.25","0.08","0.33","0.96","8","0.25","0.011428571","0.04125","2.666666667","0.333333333","0.11","0.21","12.5","34.375","3.703703704","4.888888889","9.333333333","14.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01670","","","","3","1.37","1","12","0.18","0.51","0.69","2.06","13","0.18","0.0425","0.053076923","4.333333333","0.333333333","0.23","0.456666667","7.692307692","33.49514563","2.666666667","10.22222222","20.2962963","30.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01671","","","","3","1.03","3","8","0.46","0.17","0.63","1.66","11","0.153333333","0.02125","0.057272727","3.666666667","1","0.21","0.343333333","27.27272727","37.95180723","6.814814815","9.333333333","15.25925926","24.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01672","","","","3","0.39","4","16","0.38","0.51","0.89","1.28","20","0.095","0.031875","0.0445","6.666666667","1.333333333","0.296666667","0.13","20","69.53125","5.62962963","13.18518519","5.777777778","18.96296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01673","","","","3","0.94","1","3","0.12","0.08","0.2","1.14","4","0.12","0.026666667","0.05","1.333333333","0.333333333","0.066666667","0.313333333","25","17.54385965","1.777777778","2.962962963","13.92592593","16.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01674","","","","3","0.25","0","0","0","0","0","0.25","0","","","","0","0","0","0.083333333","","0","0","0","3.703703704","3.703703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01675","","","","3","0.39","2","2","0.26","0.07","0.33","0.72","4","0.13","0.035","0.0825","1.333333333","0.666666667","0.11","0.13","50","45.83333333","3.851851852","4.888888889","5.777777778","10.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01676","","","","3","0.1","3","14","0.36","0.59","0.95","1.05","17","0.12","0.042142857","0.055882353","5.666666667","1","0.316666667","0.033333333","17.64705882","90.47619048","5.333333333","14.07407407","1.481481481","15.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01677","","","","3","0.61","0","6","0","0.15","0.15","0.76","6","","0.025","0.025","2","0","0.05","0.203333333","0","19.73684211","0","2.222222222","9.037037037","11.25925926"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01678","","","","3","0.12","2","14","0.27","0.4","0.67","0.79","16","0.135","0.028571429","0.041875","5.333333333","0.666666667","0.223333333","0.04","12.5","84.81012658","4","9.925925926","1.777777778","11.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01679","","","","3","1.34","0","24","0","0.52","0.52","1.86","24","","0.021666667","0.021666667","8","0","0.173333333","0.446666667","0","27.95698925","0","7.703703704","19.85185185","27.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01680","","","","3","1.81","4","18","0.42","0.64","1.06","2.87","22","0.105","0.035555556","0.048181818","7.333333333","1.333333333","0.353333333","0.603333333","18.18181818","36.93379791","6.222222222","15.7037037","26.81481481","42.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01681","","","","3","0.37","6","30","0.86","0.79","1.65","2.02","36","0.143333333","0.026333333","0.045833333","12","2","0.55","0.123333333","16.66666667","81.68316832","12.74074074","24.44444444","5.481481481","29.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01682","","","","3","2.83","11","2","1.92","0.15","2.07","4.9","13","0.174545455","0.075","0.159230769","4.333333333","3.666666667","0.69","0.943333333","84.61538462","42.24489796","28.44444444","30.66666667","41.92592593","72.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01683","","","","3","1.85","9","9","1.46","0.54","2","3.85","18","0.162222222","0.06","0.111111111","6","3","0.666666667","0.616666667","50","51.94805195","21.62962963","29.62962963","27.40740741","57.03703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01684","","","","3","1.62","6","3","1.26","0.13","1.39","3.01","9","0.21","0.043333333","0.154444444","3","2","0.463333333","0.54","66.66666667","46.17940199","18.66666667","20.59259259","24","44.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01685","","","","3","1.21","0","2","0","0.12","0.12","1.33","2","","0.06","0.06","0.666666667","0","0.04","0.403333333","0","9.022556391","0","1.777777778","17.92592593","19.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01686","","","","3","0.31","10","23","1.21","0.55","1.76","2.07","33","0.121","0.023913043","0.053333333","11","3.333333333","0.586666667","0.103333333","30.3030303","85.02415459","17.92592593","26.07407407","4.592592593","30.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01687","","","","3","4.11","8","44","0.96","1.52","2.48","6.59","52","0.12","0.034545455","0.047692308","17.33333333","2.666666667","0.826666667","1.37","15.38461538","37.63277693","14.22222222","36.74074074","60.88888889","97.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01688","","","","3","5.02","1","4","0.26","0.16","0.42","5.44","5","0.26","0.04","0.084","1.666666667","0.333333333","0.14","1.673333333","20","7.720588235","3.851851852","6.222222222","74.37037037","80.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01689","","","","3","1.66","10","12","2.08","0.54","2.62","4.28","22","0.208","0.045","0.119090909","7.333333333","3.333333333","0.873333333","0.553333333","45.45454545","61.21495327","30.81481481","38.81481481","24.59259259","63.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01690","","","","3","2","7","9","2.35","0.37","2.72","4.72","16","0.335714286","0.041111111","0.17","5.333333333","2.333333333","0.906666667","0.666666667","43.75","57.62711864","34.81481481","40.2962963","29.62962963","69.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01691","","","","3","3.61","9","6","1.91","0.35","2.26","5.87","15","0.212222222","0.058333333","0.150666667","5","3","0.753333333","1.203333333","60","38.50085179","28.2962963","33.48148148","53.48148148","86.96296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01692","","","","3","1.58","6","25","1.02","0.72","1.74","3.32","31","0.17","0.0288","0.056129032","10.33333333","2","0.58","0.526666667","19.35483871","52.40963855","15.11111111","25.77777778","23.40740741","49.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01693","","","","3","3.84","4","5","0.54","0.22","0.76","4.6","9","0.135","0.044","0.084444444","3","1.333333333","0.253333333","1.28","44.44444444","16.52173913","8","11.25925926","56.88888889","68.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01694","","","","3","2.38","2","10","0.29","0.04","0.33","2.71","12","0.145","0.004","0.0275","4","0.666666667","0.11","0.793333333","16.66666667","12.17712177","4.296296296","4.888888889","35.25925926","40.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01695","","","","3","2.07","5","2","1.52","0.08","1.6","3.67","7","0.304","0.04","0.228571429","2.333333333","1.666666667","0.533333333","0.69","71.42857143","43.59673025","22.51851852","23.7037037","30.66666667","54.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01696","","","","3","1.39","0","0","0","0","0","1.39","0","","","","0","0","0","0.463333333","","0","0","0","20.59259259","20.59259259"
