"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_dap100","treatment_dap120"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00124","","","","10","4","34","28","7.65","1.54","10.75","25.92037564","9.19","19.94","62","0.225","0.055","0.148225806","15.5","6.2","8.5","3.4","2.2975","0.919","2.6875","1.075","54.83870968","46.08826479","40","2.382082521","34","85","40.84444444","102.1111111","47.77777778","119.4444444","10.58703343","26.46758357","88.62222222","221.5555556","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00125","","","","10","6","17","36","3.42","0.7","8.97","26.28497718","4.12","13.09","53","0.201176471","0.019444444","0.077735849","8.833333333","5.3","2.833333333","1.7","0.686666667","0.412","1.495","0.897","32.0754717","31.47440794","60","1.08294106","15.2","25.33333333","18.31111111","30.51851852","39.86666667","66.44444444","4.813071377","8.021785628","58.17777778","96.96296296","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00126","","","","10","6","15","17","4.08","0.86","3.88","25.02745881","4.94","8.82","32","0.272","0.050588235","0.154375","5.333333333","3.2","2.5","1.5","0.823333333","0.494","0.646666667","0.388","46.875","56.00907029","60","1.236356465","18.13333333","30.22222222","21.95555556","36.59259259","17.24444444","28.74074074","5.494917623","9.158196039","39.2","65.33333333","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00127","","","","10","7","19","20","4.74","1.71","12.59","26.58714314","6.45","19.04","39","0.249473684","0.0855","0.165384615","5.571428571","3.9","2.714285714","1.9","0.921428571","0.645","1.798571429","1.259","48.71794872","33.87605042","70","1.714870733","21.06666667","30.0952381","28.66666667","40.95238095","55.95555556","79.93650794","7.6216477","10.88806814","84.62222222","120.8888889","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00128","","","","10","6","16","5","8.58","0.57","3.42","23.83212591","9.15","12.57","21","0.53625","0.114","0.435714286","3.5","2.1","2.666666667","1.6","1.525","0.915","0.57","0.342","76.19047619","72.79236277","60","2.180639521","38.13333333","63.55555556","40.66666667","67.77777778","15.2","25.33333333","9.691731203","16.15288534","55.86666667","93.11111111","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00129","","","","10","2","4","6","1.21","0.21","1.03","21.697314","1.42","2.45","10","0.3025","0.035","0.142","5","1","2","0.4","0.71","0.142","0.515","0.103","40","57.95918367","20","0.308101859","5.377777778","26.88888889","6.311111111","31.55555556","4.577777778","22.88888889","1.369341595","6.846707973","10.88888889","54.44444444","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00130","","","","10","4","5","6","1.5","0.25","1.94","23.64908773","1.75","3.69","11","0.3","0.041666667","0.159090909","2.75","1.1","1.25","0.5","0.4375","0.175","0.485","0.194","45.45454545","47.42547425","40","0.413859035","6.666666667","16.66666667","7.777777778","19.44444444","8.622222222","21.55555556","1.83937349","4.598433725","16.4","41","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00131","","","","10","4","15","19","4.37","1.05","2.8","21.46159582","5.42","8.22","34","0.291333333","0.055263158","0.159411765","8.5","3.4","3.75","1.5","1.355","0.542","0.7","0.28","44.11764706","65.93673966","40","1.163218493","19.42222222","48.55555556","24.08888889","60.22222222","12.44444444","31.11111111","5.169859971","12.92464993","36.53333333","91.33333333","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00132","","","","10","1","2","0","0.86","0","0.77","19.71340432","0.86","1.63","2","0.43","","0.43","2","0.2","2","0.2","0.86","0.086","0.77","0.077","100","52.7607362","10","0.169535277","3.822222222","38.22222222","3.822222222","38.22222222","3.422222222","34.22222222","0.753490121","7.534901207","7.244444444","72.44444444","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00133","","","","10","5","17","14","2.8","0.21","13.58","19.02014374","3.01","16.59","31","0.164705882","0.015","0.097096774","6.2","3.1","3.4","1.7","0.602","0.301","2.716","1.358","54.83870968","18.14345992","50","0.572506327","12.44444444","24.88888889","13.37777778","26.75555556","60.35555556","120.7111111","2.544472563","5.088945125","73.73333333","147.4666667","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00134","","","","10","4","15","12","4.5","0.5","5.84","19.702028","5","10.84","27","0.3","0.041666667","0.185185185","6.75","2.7","3.75","1.5","1.25","0.5","1.46","0.584","55.55555556","46.12546125","40","0.9851014","20","50","22.22222222","55.55555556","25.95555556","64.88888889","4.378228444","10.94557111","48.17777778","120.4444444","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00135","","","","10","5","14","14","4.81","0.87","11.14","20.28170416","5.68","16.82","28","0.343571429","0.062142857","0.202857143","5.6","2.8","2.8","1.4","1.136","0.568","2.228","1.114","50","33.76932224","50","1.152000796","21.37777778","42.75555556","25.24444444","50.48888889","49.51111111","99.02222222","5.120003539","10.24000708","74.75555556","149.5111111","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00136","","","","10","5","12","15","4.15","0.93","5.89","17.06842342","5.08","10.97","27","0.345833333","0.062","0.188148148","5.4","2.7","2.4","1.2","1.016","0.508","1.178","0.589","44.44444444","46.30811304","50","0.86707591","18.44444444","36.88888889","22.57777778","45.15555556","26.17777778","52.35555556","3.85367071","7.70734142","48.75555556","97.51111111","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00137","","","","10","6","11","15","1.39","0.29","3.67","22.315188","1.68","5.35","26","0.126363636","0.019333333","0.064615385","4.333333333","2.6","1.833333333","1.1","0.28","0.168","0.611666667","0.367","42.30769231","31.40186916","60","0.374895158","6.177777778","10.2962963","7.466666667","12.44444444","16.31111111","27.18518519","1.666200704","2.777001173","23.77777778","39.62962963","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00138","","","","10","4","12","0","1.7","0","7.36","21.53036397","1.7","9.06","12","0.141666667","","0.141666667","3","1.2","3","1.2","0.425","0.17","1.84","0.736","100","18.76379691","40","0.366016187","7.555555556","18.88888889","7.555555556","18.88888889","32.71111111","81.77777778","1.626738611","4.066846528","40.26666667","100.6666667","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00139","","","","10","1","3","0","0.95","0","3.66","21.9219556","0.95","4.61","3","0.316666667","","0.316666667","3","0.3","3","0.3","0.95","0.095","3.66","0.366","100","20.60737527","10","0.208258578","4.222222222","42.22222222","4.222222222","42.22222222","16.26666667","162.6666667","0.925593681","9.255936809","20.48888889","204.8888889","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00140","","","","10","6","11","5","4.48","0.43","10.67","22.3914017","4.91","15.58","16","0.407272727","0.086","0.306875","2.666666667","1.6","1.833333333","1.1","0.818333333","0.491","1.778333333","1.067","68.75","31.51476252","60","1.099417823","19.91111111","33.18518519","21.82222222","36.37037037","47.42222222","79.03703704","4.886301438","8.143835729","69.24444444","115.4074074","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00141","","","","10","5","14","7","2.87","0.28","3.19","27.45058894","3.15","6.34","21","0.205","0.04","0.15","4.2","2.1","2.8","1.4","0.63","0.315","0.638","0.319","66.66666667","49.68454259","50","0.864693552","12.75555556","25.51111111","14","28","14.17777778","28.35555556","3.843082452","7.686164903","28.17777778","56.35555556","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00142","","","","10","3","5","9","1.3","0.56","1.11","25.54323223","1.86","2.97","14","0.26","0.062222222","0.132857143","4.666666667","1.4","1.666666667","0.5","0.62","0.186","0.37","0.111","35.71428571","62.62626263","30","0.475104119","5.777777778","19.25925926","8.266666667","27.55555556","4.933333333","16.44444444","2.111573864","7.038579548","13.2","44","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00143","","","","10","3","10","3","2.71","0.26","3.26","26.35316317","2.97","6.23","13","0.271","0.086666667","0.228461538","4.333333333","1.3","3.333333333","1","0.99","0.297","1.086666667","0.326","76.92307692","47.67255217","30","0.782688946","12.04444444","40.14814815","13.2","44","14.48888889","48.2962963","3.478617538","11.59539179","27.68888889","92.2962963","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00144","","","","10","6","14","7","4.29","0.41","2.17","19.6840158","4.7","6.87","21","0.306428571","0.058571429","0.223809524","3.5","2.1","2.333333333","1.4","0.783333333","0.47","0.361666667","0.217","66.66666667","68.41339156","60","0.925148743","19.06666667","31.77777778","20.88888889","34.81481481","9.644444444","16.07407407","4.111772189","6.852953649","30.53333333","50.88888889","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00145","","","","10","5","12","0","1.46","0","7.35","21.08782435","1.46","8.81","12","0.121666667","","0.121666667","2.4","1.2","2.4","1.2","0.292","0.146","1.47","0.735","100","16.57207719","50","0.307882236","6.488888889","12.97777778","6.488888889","12.97777778","32.66666667","65.33333333","1.368365491","2.736730982","39.15555556","78.31111111","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00146","","","","10","2","4","5","1.01","0.3","2.74","20.57695182","1.31","4.05","9","0.2525","0.06","0.145555556","4.5","0.9","2","0.4","0.655","0.131","1.37","0.274","44.44444444","32.34567901","20","0.269558069","4.488888889","22.44444444","5.822222222","29.11111111","12.17777778","60.88888889","1.198035862","5.990179308","18","90","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00147","","","","10","8","18","5","3.41","0.44","9.79","19.79145879","3.85","13.64","23","0.189444444","0.088","0.167391304","2.875","2.3","2.25","1.8","0.48125","0.385","1.22375","0.979","78.26086957","28.22580645","80","0.761971163","15.15555556","18.94444444","17.11111111","21.38888889","43.51111111","54.38888889","3.386538504","4.23317313","60.62222222","75.77777778","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00148","","","","10","2","3","0","1.22","0","3.64","20.16718913","1.22","4.86","3","0.406666667","","0.406666667","1.5","0.3","1.5","0.3","0.61","0.122","1.82","0.364","100","25.10288066","20","0.246039707","5.422222222","27.11111111","5.422222222","27.11111111","16.17777778","80.88888889","1.093509811","5.467549053","21.6","108","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00149","","","","10","4","15","9","4.2","0.229","4.32","22.03524843","4.429","8.749","24","0.28","0.025444444","0.184541667","6","2.4","3.75","1.5","1.10725","0.4429","1.08","0.432","62.5","50.62292833","40","0.975941153","18.66666667","46.66666667","19.68444444","49.21111111","19.2","48","4.337516235","10.84379059","38.88444444","97.21111111","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00150","","","","10","1","6","0","1.01","0","1.52","20.85593431","1.01","2.53","6","0.168333333","","0.168333333","6","0.6","6","0.6","1.01","0.101","1.52","0.152","100","39.92094862","10","0.210644937","4.488888889","44.88888889","4.488888889","44.88888889","6.755555556","67.55555556","0.936199718","9.361997179","11.24444444","112.4444444","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00151","","","","10","5","13","7","5.31","0.48","6.26","21.13618211","5.79","12.05","20","0.408461538","0.068571429","0.2895","4","2","2.6","1.3","1.158","0.579","1.252","0.626","65","48.04979253","50","1.223784944","23.6","47.2","25.73333333","51.46666667","27.82222222","55.64444444","5.439044196","10.87808839","53.55555556","107.1111111","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00152","","","","10","2","5","6","1.67","0.35","2.48","23.26544874","2.02","4.5","11","0.334","0.058333333","0.183636364","5.5","1.1","2.5","0.5","1.01","0.202","1.24","0.248","45.45454545","44.88888889","20","0.469962065","7.422222222","37.11111111","8.977777778","44.88888889","11.02222222","55.11111111","2.088720287","10.44360143","20","100","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00153","","","","10","6","20","14","5.74","0.36","8.7","21.83092269","6.1","14.8","34","0.287","0.025714286","0.179411765","5.666666667","3.4","3.333333333","2","1.016666667","0.61","1.45","0.87","58.82352941","41.21621622","60","1.331686284","25.51111111","42.51851852","27.11111111","45.18518519","38.66666667","64.44444444","5.918605707","9.864342845","65.77777778","109.6296296","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00154","","","","10","1","6","0","1.9","0","4.47","20.67487415","1.9","6.37","6","0.316666667","","0.316666667","6","0.6","6","0.6","1.9","0.19","4.47","0.447","100","29.82731554","10","0.392822609","8.444444444","84.44444444","8.444444444","84.44444444","19.86666667","198.6666667","1.745878262","17.45878262","28.31111111","283.1111111","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00155","","","","10","7","20","12","9.96","0.6","9.37","18.24341155","10.56","19.93","32","0.498","0.05","0.33","4.571428571","3.2","2.857142857","2","1.508571429","1.056","1.338571429","0.937","62.5","52.98544907","70","1.92650426","44.26666667","63.23809524","46.93333333","67.04761905","41.64444444","59.49206349","8.562241154","12.23177308","88.57777778","126.5396825","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00156","","","","10","2","6","4","2.19","0.2","5.75","18.09162969","2.39","8.14","10","0.365","0.05","0.239","5","1","3","0.6","1.195","0.239","2.875","0.575","60","29.36117936","20","0.43238995","9.733333333","48.66666667","10.62222222","53.11111111","25.55555556","127.7777778","1.921733109","9.608665546","36.17777778","180.8888889","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00157","","","","10","3","11","11","3.81","0.15","8.4","21.48962759","3.96","12.36","22","0.346363636","0.013636364","0.18","7.333333333","2.2","3.666666667","1.1","1.32","0.396","2.8","0.84","50","32.03883495","30","0.850989253","16.93333333","56.44444444","17.6","58.66666667","37.33333333","124.4444444","3.782174456","12.60724819","54.93333333","183.1111111","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00158","","","","10","9","21","21","3.1","1.011","5.19","23.99980071","4.111","9.301","42","0.147619048","0.048142857","0.097880952","4.666666667","4.2","2.333333333","2.1","0.456777778","0.4111","0.576666667","0.519","50","44.19954844","90","0.986631807","13.77777778","15.30864198","18.27111111","20.30123457","23.06666667","25.62962963","4.385030254","4.872255838","41.33777778","45.9308642","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00159","","","","10","7","14","12","7.97","1.25","23.32","23.36653386","9.22","32.54","26","0.569285714","0.104166667","0.354615385","3.714285714","2.6","2","1.4","1.317142857","0.922","3.331428571","2.332","53.84615385","28.33435771","70","2.154394422","35.42222222","50.6031746","40.97777778","58.53968254","103.6444444","148.0634921","9.57508632","13.67869474","144.6222222","206.6031746","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00160","","","","10","7","17","7","5","0.48","17.06","18.66501241","5.48","22.54","24","0.294117647","0.068571429","0.228333333","3.428571429","2.4","2.428571429","1.7","0.782857143","0.548","2.437142857","1.706","70.83333333","24.31233363","70","1.02284268","22.22222222","31.74603175","24.35555556","34.79365079","75.82222222","108.3174603","4.545967467","6.494239239","100.1777778","143.1111111","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00161","","","","10","5","13","4","2.79","0.15","5.84","23.18862275","2.94","8.78","17","0.214615385","0.0375","0.172941176","3.4","1.7","2.6","1.3","0.588","0.294","1.168","0.584","76.47058824","33.48519362","50","0.681745509","12.4","24.8","13.06666667","26.13333333","25.95555556","51.91111111","3.029980039","6.059960079","39.02222222","78.04444444","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00162","","","","10","6","13","16","2.5","0.92","3.29","23.20477731","3.42","6.71","29","0.192307692","0.0575","0.117931034","4.833333333","2.9","2.166666667","1.3","0.57","0.342","0.548333333","0.329","44.82758621","50.96870343","60","0.793603384","11.11111111","18.51851852","15.2","25.33333333","14.62222222","24.37037037","3.527126151","5.878543585","29.82222222","49.7037037","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00163","","","","10","8","14","13","4.68","1","21.77","22.93359762","5.68","27.45","27","0.334285714","0.076923077","0.21037037","3.375","2.7","1.75","1.4","0.71","0.568","2.72125","2.177","51.85185185","20.69216758","80","1.302628345","20.8","26","25.24444444","31.55555556","96.75555556","120.9444444","5.78945931","7.236824138","122","152.5","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00164","","","","10","4","12","4","5.37","0.36","5.46","19.39","5.73","11.19","16","0.4475","0.09","0.358125","4","1.6","3","1.2","1.4325","0.573","1.365","0.546","75","51.20643432","40","1.111047","23.86666667","59.66666667","25.46666667","63.66666667","24.26666667","60.66666667","4.937986667","12.34496667","49.73333333","124.3333333","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00165","","","","10","8","18","0","2.35","0","6.96","22.83358991","2.35","9.31","18","0.130555556","","0.130555556","2.25","1.8","2.25","1.8","0.29375","0.235","0.87","0.696","100","25.24167562","80","0.536589363","10.44444444","13.05555556","10.44444444","13.05555556","30.93333333","38.66666667","2.384841613","2.981052016","41.37777778","51.72222222","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00166","","","","10","8","7","20","1.2","0.6","4.95","21.98741007","1.8","6.75","27","0.171428571","0.03","0.066666667","3.375","2.7","0.875","0.7","0.225","0.18","0.61875","0.495","25.92592593","26.66666667","80","0.395773381","5.333333333","6.666666667","8","10","22","27.5","1.758992806","2.198741007","30","37.5","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00167","","","","10","7","17","17","4.17","1.24","16.24","20.32341785","5.41","21.65","34","0.245294118","0.072941176","0.159117647","4.857142857","3.4","2.428571429","1.7","0.772857143","0.541","2.32","1.624","50","24.98845266","70","1.099496906","18.53333333","26.47619048","24.04444444","34.34920635","72.17777778","103.1111111","4.886652914","6.980932735","96.22222222","137.4603175","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00168","","","","10","1","0","4","0","0.26","1.06","21.6147647","0.26","1.32","4","","0.065","0.065","4","0.4","0","0","0.26","0.026","1.06","0.106","0","19.6969697","10","0.056198388","0","0","1.155555556","11.55555556","4.711111111","47.11111111","0.249770614","2.497706143","5.866666667","58.66666667","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00169","","","","10","6","4","12","0.55","0.311","5.11","21.61946947","0.861","5.971","16","0.1375","0.025916667","0.0538125","2.666666667","1.6","0.666666667","0.4","0.1435","0.0861","0.851666667","0.511","25","14.41969519","60","0.186143632","2.444444444","4.074074074","3.826666667","6.377777778","22.71111111","37.85185185","0.827305032","1.37884172","26.53777778","44.22962963","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00170","","","","10","7","2","22","0.4","1","0.21","20.58926342","1.4","1.61","24","0.2","0.045454545","0.058333333","3.428571429","2.4","0.285714286","0.2","0.2","0.14","0.03","0.021","8.333333333","86.95652174","70","0.288249688","1.777777778","2.53968254","6.222222222","8.888888889","0.933333333","1.333333333","1.281109724","1.830156748","7.155555556","10.22222222","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00171","","","","10","6","10","11","2.3","0.877","11.28","21.36948071","3.177","14.457","21","0.23","0.079727273","0.151285714","3.5","2.1","1.666666667","1","0.5295","0.3177","1.88","1.128","47.61904762","21.97551359","60","0.678908402","10.22222222","17.03703704","14.12","23.53333333","50.13333333","83.55555556","3.017370676","5.028951127","64.25333333","107.0888889","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00172","","","","10","7","13","14","2.7","0.76","3.22","18.95779415","3.46","6.68","27","0.207692308","0.054285714","0.128148148","3.857142857","2.7","1.857142857","1.3","0.494285714","0.346","0.46","0.322","48.14814815","51.79640719","70","0.655939678","12","17.14285714","15.37777778","21.96825397","14.31111111","20.44444444","2.915287456","4.164696366","29.68888889","42.41269841","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00173","","","","10","7","16","18","3.58","0.31","10.27","25.61732995","3.89","14.16","34","0.22375","0.017222222","0.114411765","4.857142857","3.4","2.285714286","1.6","0.555714286","0.389","1.467142857","1.027","47.05882353","27.47175141","70","0.996514135","15.91111111","22.73015873","17.28888889","24.6984127","45.64444444","65.20634921","4.428951711","6.327073873","62.93333333","89.9047619","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00174","","","","10","6","13","12","2.2","0.5","3.86","23.845","2.7","6.56","25","0.169230769","0.041666667","0.108","4.166666667","2.5","2.166666667","1.3","0.45","0.27","0.643333333","0.386","52","41.15853659","60","0.643815","9.777777778","16.2962963","12","20","17.15555556","28.59259259","2.8614","4.769","29.15555556","48.59259259","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00175","","","","10","7","7","20","2.01","1.42","11.66","24.56804262","3.43","15.09","27","0.287142857","0.071","0.127037037","3.857142857","2.7","1","0.7","0.49","0.343","1.665714286","1.166","25.92592593","22.73028496","70","0.842683862","8.933333333","12.76190476","15.24444444","21.77777778","51.82222222","74.03174603","3.745261608","5.350373726","67.06666667","95.80952381","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00176","","","","10","4","3","6","0.63","0.26","1.68","23.45718285","0.89","2.57","9","0.21","0.043333333","0.098888889","2.25","0.9","0.75","0.3","0.2225","0.089","0.42","0.168","33.33333333","34.63035019","40","0.208768927","2.8","7","3.955555556","9.888888889","7.466666667","18.66666667","0.927861899","2.319654749","11.42222222","28.55555556","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00177","","","","10","7","19","22","2.7","0.48","15.46","23.39798061","3.18","18.64","41","0.142105263","0.021818182","0.077560976","5.857142857","4.1","2.714285714","1.9","0.454285714","0.318","2.208571429","1.546","46.34146341","17.06008584","70","0.744055783","12","17.14285714","14.13333333","20.19047619","68.71111111","98.15873016","3.306914593","4.724163704","82.84444444","118.3492063","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00178","","","","10","8","13","12","1.57","0.83","9.13","26.09128465","2.4","11.53","25","0.120769231","0.069166667","0.096","3.125","2.5","1.625","1.3","0.3","0.24","1.14125","0.913","52","20.81526453","80","0.626190832","6.977777778","8.722222222","10.66666667","13.33333333","40.57777778","50.72222222","2.783070363","3.478837953","51.24444444","64.05555556","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00179","","","","10","5","10","10","2.89","0.64","13.21","27.24461293","3.53","16.74","20","0.289","0.064","0.1765","4","2","2","1","0.706","0.353","2.642","1.321","50","21.08721625","50","0.961734836","12.84444444","25.68888889","15.68888889","31.37777778","58.71111111","117.4222222","4.274377051","8.548754102","74.4","148.8","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00180","","","","10","6","13","10","3.34","0.51","15.22","24.6618934","3.85","19.07","23","0.256923077","0.051","0.167391304","3.833333333","2.3","2.166666667","1.3","0.641666667","0.385","2.536666667","1.522","56.52173913","20.18877819","60","0.949482896","14.84444444","24.74074074","17.11111111","28.51851852","67.64444444","112.7407407","4.219923982","7.033206636","84.75555556","141.2592593","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00181","","","","10","6","14","18","1.61","0.39","6.5","24.00159944","2","8.5","32","0.115","0.021666667","0.0625","5.333333333","3.2","2.333333333","1.4","0.333333333","0.2","1.083333333","0.65","43.75","23.52941176","60","0.480031989","7.155555556","11.92592593","8.888888889","14.81481481","28.88888889","48.14814815","2.133475506","3.55579251","37.77777778","62.96296296","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00182","","","","10","1","1","10","0.26","0.12","2.11","25.24334525","0.38","2.49","11","0.26","0.012","0.034545455","11","1.1","1","0.1","0.38","0.038","2.11","0.211","9.090909091","15.26104418","10","0.095924712","1.155555556","11.55555556","1.688888889","16.88888889","9.377777778","93.77777778","0.426332053","4.263320531","11.06666667","110.6666667","1",""
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00183","","","","10","3","4","12","1.61","0.78","6.28","21.18851436","2.39","8.67","16","0.4025","0.065","0.149375","5.333333333","1.6","1.333333333","0.4","0.796666667","0.239","2.093333333","0.628","25","27.56632065","30","0.506405493","7.155555556","23.85185185","10.62222222","35.40740741","27.91111111","93.03703704","2.250691081","7.502303603","38.53333333","128.4444444","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00184","","","","10","3","3","8","0.65","0.33","7.35","","0.98","8.33","11","0.216666667","0.04125","0.089090909","3.666666667","1.1","1","0.3","0.326666667","0.098","2.45","0.735","27.27272727","11.76470588","30","","2.888888889","9.62962963","4.355555556","14.51851852","32.66666667","108.8888889","","","37.02222222","123.4074074","","1"
"","","PEP2013PIU-AT02","","","","","","","","","PEP2013PIU-AT02-00185","","","","10","5","10","18","1.99","0.52","9.09","25.01249875","2.51","11.6","28","0.199","0.028888889","0.089642857","5.6","2.8","2","1","0.502","0.251","1.818","0.909","35.71428571","21.63793103","50","0.627813719","8.844444444","17.68888889","11.15555556","22.31111111","40.4","80.8","2.790283194","5.580566388","51.55555556","103.1111111","1",""
