"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02613","","","","3","3","5.13","8","3","2.11","0.24","6","10.3844929","47.6546631","2.7404661","1.7519369","348.3024292","176.0722504","38.9906082","5.7773037","10.1450081","23.8351345","0.794383","50.4","11.2","22.22222222","2.35","7.48","11","0.26375","0.08","0.213636364","3.666666667","3.666666667","2.666666667","2.666666667","0.783333333","0.783333333","1.71","1.71","72.72727273","31.4171123","100","0.522222222","31.25925926","31.25925926","34.81481481","34.81481481","76","76","7.736625514","7.736625514","110.8148148","110.8148148"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02614","","","","3","3","5.01","13","10","2.03","0.38","5","8.0164013","41.5348663","2.4765656","1.6689591","114.1156006","126.8198242","44.7753983","5.0305023","8.4451485","19.3397999","0.8276224","50.7","10.6","20.90729783","2.41","7.42","23","0.156153846","0.038","0.104782609","7.666666667","7.666666667","4.333333333","4.333333333","0.803333333","0.803333333","1.67","1.67","56.52173913","32.47978437","100","0.503865878","30.07407407","30.07407407","35.7037037","35.7037037","74.22222222","74.22222222","7.46467967","7.46467967","109.9259259","109.9259259"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02615","","","","3","2","0.96","6","2","0.59","0.1","6","6.6033592","61.8535004","2.5251527","1.6834135","251.4935913","172.8207397","27.3551102","2.768115","5.8879271","41.6574783","0.5472145","50.3","8.9","17.69383698","0.69","1.65","8","0.098333333","0.05","0.08625","4","2.666666667","3","2","0.345","0.23","0.48","0.32","75","41.81818182","66.66666667","0.122087475","8.740740741","13.11111111","10.22222222","15.33333333","14.22222222","21.33333333","1.808703336","2.713055003","24.44444444","36.66666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02616","","","","3","3","3.11","12","4","3.35","0.24","6","8.2265778","43.4106827","2.5700607","1.7723427","397.6112671","228.9981842","38.3431549","5.7226515","11.0493479","29.0209084","0.6081161","50.2","8.8","17.52988048","3.59","6.7","16","0.279166667","0.06","0.224375","5.333333333","5.333333333","4","4","1.196666667","1.196666667","1.036666667","1.036666667","75","53.58208955","100","0.629322709","49.62962963","49.62962963","53.18518519","53.18518519","46.07407407","46.07407407","9.323299395","9.323299395","99.25925926","99.25925926"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02617","","","","3","1","0.08","2","1","0.64","0.06","6","8.4978209","26.9830933","2.4663181","1.6292281","149.5563965","137.6993103","40.515667","4.1699038","7.4879184","28.4714508","0.093935","50","9.3","18.6","0.7","0.78","3","0.32","0.06","0.233333333","3","1","2","0.666666667","0.7","0.233333333","0.08","0.026666667","66.66666667","89.74358974","33.33333333","0.1302","9.481481481","28.44444444","10.37037037","31.11111111","1.185185185","3.555555556","1.928888889","5.786666667","11.55555556","34.66666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02618","","","","3","2","5.31","14","4","4.83","0.26","5","9.3990412","44.8223495","2.7625294","1.6624684","169.0842285","150.3289795","41.2042389","8.7459803","14.3385649","16.4297791","1.125104","50.6","8.7","17.19367589","5.09","10.4","18","0.345","0.065","0.282777778","9","6","7","4.666666667","2.545","1.696666667","2.655","1.77","77.77777778","48.94230769","66.66666667","0.875158103","71.55555556","107.3333333","75.40740741","113.1111111","78.66666667","118","12.96530523","19.44795784","154.0740741","231.1111111"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02619","","","","3","3","3.09","9","3","2.92","0.19","6","6.692625","65.4485931","2.6595197","1.7266831","132.3035889","135.6103668","34.3641434","4.7247391","8.0943413","27.7390518","0.9384012","50.4","9.8","19.44444444","3.11","6.2","12","0.324444444","0.063333333","0.259166667","4","4","3","3","1.036666667","1.036666667","1.03","1.03","75","50.16129032","100","0.604722222","43.25925926","43.25925926","46.07407407","46.07407407","45.77777778","45.77777778","8.958847737","8.958847737","91.85185185","91.85185185"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02620","","","","3","3","6.43","11","4","2.45","0.53","6","11.4100313","56.6777267","3.2898376","2.209168","311.8704224","204.072113","41.69384","1.6724129","4.9215078","26.2258873","1.1729937","50.4","10.1","20.03968254","2.98","9.41","15","0.222727273","0.1325","0.198666667","5","5","3.666666667","3.666666667","0.993333333","0.993333333","2.143333333","2.143333333","73.33333333","31.66843783","100","0.59718254","36.2962963","36.2962963","44.14814815","44.14814815","95.25925926","95.25925926","8.847148736","8.847148736","139.4074074","139.4074074"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02621","","","","3","2","1.06","4","2","0.77","0.08","6","9.6050615","43.267334","2.2653787","1.3928647","169.7419434","121.5757751","53.0161781","2.6965466","4.8757463","17.9869404","0.0031042","50.2","13.4","26.69322709","0.85","1.91","6","0.1925","0.04","0.141666667","3","2","2","1.333333333","0.425","0.283333333","0.53","0.353333333","66.66666667","44.5026178","66.66666667","0.22689243","11.40740741","17.11111111","12.59259259","18.88888889","15.7037037","23.55555556","3.361369337","5.042054006","28.2962963","42.44444444"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02622","","","","3","2","1.85","7","1","3.57","0.12","5","6.9357824","30.472702","2.0612617","1.2941799","116.7674561","94.6021118","52.6760597","5.0826712","7.9036937","13.1236792","0.4206676","50.4","11.9","23.61111111","3.69","5.54","8","0.51","0.12","0.46125","4","2.666666667","3.5","2.333333333","1.845","1.23","0.925","0.616666667","87.5","66.60649819","66.66666667","0.87125","52.88888889","79.33333333","54.66666667","82","27.40740741","41.11111111","12.90740741","19.36111111","82.07407407","123.1111111"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02623","","","","3","3","3.76","22","18","7.4","0.63","6","6.0436916","48.8074265","2.2255278","1.4343052","187.9609375","118.8799744","46.867363","5.0158815","8.3041706","21.2360687","0.3131123","50.3","10.1","20.07952286","8.03","11.79","40","0.336363636","0.035","0.20075","13.33333333","13.33333333","7.333333333","7.333333333","2.676666667","2.676666667","1.253333333","1.253333333","55","68.10856658","100","1.612385686","109.6296296","109.6296296","118.962963","118.962963","55.7037037","55.7037037","23.88719535","23.88719535","174.6666667","174.6666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02624","","","","3","3","3.85","3","4","1.14","0.23","6","5.144289","55.9167633","1.9993606","1.350059","110.2266846","88.1569824","46.4465942","3.598959","5.7304969","23.7438145","0.6614809","50.3","10.9","21.66998012","1.37","5.22","7","0.38","0.0575","0.195714286","2.333333333","2.333333333","1","1","0.456666667","0.456666667","1.283333333","1.283333333","42.85714286","26.24521073","100","0.296878728","16.88888889","16.88888889","20.2962963","20.2962963","57.03703704","57.03703704","4.398203372","4.398203372","77.33333333","77.33333333"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02625","","","","3","3","3.19","2","15","0.33","0.95","5","11.0919542","56.9960556","2.8622882","1.8770027","211.8980103","138.8805084","50.9227142","2.5492363","5.1294909","17.5454884","0.7315893","50.3","12.1","24.055666","1.28","4.47","17","0.165","0.063333333","0.075294118","5.666666667","5.666666667","0.666666667","0.666666667","0.426666667","0.426666667","1.063333333","1.063333333","11.76470588","28.63534676","100","0.307912525","4.888888889","4.888888889","18.96296296","18.96296296","47.25925926","47.25925926","4.561667035","4.561667035","66.22222222","66.22222222"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02626","","","","3","3","5.5","10","7","2.76","0.29","6","4.71492","41.9170227","1.9341211","1.1561065","199.3101807","110.4361267","48.0390816","7.905942","11.9614573","12.1659584","0.4168367","50.8","10","19.68503937","3.05","8.55","17","0.276","0.041428571","0.179411765","5.666666667","5.666666667","3.333333333","3.333333333","1.016666667","1.016666667","1.833333333","1.833333333","58.82352941","35.67251462","100","0.600393701","40.88888889","40.88888889","45.18518519","45.18518519","81.48148148","81.48148148","8.894721493","8.894721493","126.6666667","126.6666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02627","","","","3","2","2.35","3","4","0.24","0.05","6","7.7653942","54.0712357","2.3988514","1.5826421","169.5238037","143.7197571","37.3797531","3.5848131","7.086699","31.6626587","0.6935568","50.6","10.9","21.54150198","0.29","2.64","7","0.08","0.0125","0.041428571","3.5","2.333333333","1.5","1","0.145","0.096666667","1.175","0.783333333","42.85714286","10.98484848","66.66666667","0.062470356","3.555555556","5.333333333","4.296296296","6.444444444","34.81481481","52.22222222","0.925486752","1.388230127","39.11111111","58.66666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02628","","","","3","3","7.98","3","1","0.93","0.12","6","7.0958881","26.280426","2.3271163","1.5086021","268.2252808","161.1846008","58.9782524","2.6904087","5.6253729","12.8250313","0","50.4","11.7","23.21428571","1.05","9.03","4","0.31","0.12","0.2625","1.333333333","1.333333333","1","1","0.35","0.35","2.66","2.66","75","11.62790698","100","0.24375","13.77777778","13.77777778","15.55555556","15.55555556","118.2222222","118.2222222","3.611111111","3.611111111","133.7777778","133.7777778"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02629","","","","3","1","3.94","8","2","2.44","0.15","6","6.35077","50.024025","2.0303025","1.2951159","257.1594849","147.4446716","48.1119843","4.4475822","7.9488711","20.5975647","0.598587","50.3","11.8","23.45924453","2.59","6.53","10","0.305","0.075","0.259","10","3.333333333","8","2.666666667","2.59","0.863333333","3.94","1.313333333","80","39.66309342","33.33333333","0.607594433","36.14814815","108.4444444","38.37037037","115.1111111","58.37037037","175.1111111","9.001399013","27.00419704","96.74074074","290.2222222"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02630","","","","3","3","3.36","7","15","1.8","0.46","6","8.4074221","60.7620544","2.5222473","1.7511411","187.9713135","109.603714","46.8739243","2.6224632","4.9672313","21.8173943","0.5270176","50.5","12.4","24.55445545","2.26","5.62","22","0.257142857","0.030666667","0.102727273","7.333333333","7.333333333","2.333333333","2.333333333","0.753333333","0.753333333","1.12","1.12","31.81818182","40.21352313","100","0.554930693","26.66666667","26.66666667","33.48148148","33.48148148","49.77777778","49.77777778","8.221195453","8.221195453","83.25925926","83.25925926"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02631","","","","3","3","4.94","10","6","1.34","0.26","6","5.8361473","42.2772064","1.956141","1.3563862","223.7844849","134.717804","58.4503784","1.2670527","3.249249","17.2148056","0.3663893","50","14.2","28.4","1.6","6.54","16","0.134","0.043333333","0.1","5.333333333","5.333333333","3.333333333","3.333333333","0.533333333","0.533333333","1.646666667","1.646666667","62.5","24.4648318","100","0.4544","19.85185185","19.85185185","23.7037037","23.7037037","73.18518519","73.18518519","6.731851852","6.731851852","96.88888889","96.88888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02632","","","","3","3","7.15","13","2","3.86","0.13","5","9.828124","53.7179871","2.9459002","1.8955445","191.7870483","156.9614258","47.5919266","1.4508839","4.5836968","22.3119011","0.2336845","50.5","11","21.78217822","3.99","11.14","15","0.296923077","0.065","0.266","5","5","4.333333333","4.333333333","1.33","1.33","2.383333333","2.383333333","86.66666667","35.81687612","100","0.869108911","57.18518519","57.18518519","59.11111111","59.11111111","105.9259259","105.9259259","12.87568757","12.87568757","165.037037","165.037037"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02633","","","","3","3","1.45","11","4","3.25","0.05","6","","","","","","","","","","","","","","","3.3","4.75","15","0.295454545","0.0125","0.22","5","5","3.666666667","3.666666667","1.1","1.1","0.483333333","0.483333333","73.33333333","69.47368421","100","","48.14814815","48.14814815","48.88888889","48.88888889","21.48148148","21.48148148","","","70.37037037","70.37037037"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02634","","","","3","3","6.47","5","2","2.49","0.22","4","11.4714985","35.4321365","3.2810349","2.1465435","241.1871338","181.5278931","40.225296","2.375783","6.0622888","26.6041069","0.6489439","50.8","9.7","19.09448819","2.71","9.18","7","0.498","0.11","0.387142857","2.333333333","2.333333333","1.666666667","1.666666667","0.903333333","0.903333333","2.156666667","2.156666667","71.42857143","29.52069717","100","0.51746063","36.88888889","36.88888889","40.14814815","40.14814815","95.85185185","95.85185185","7.666083406","7.666083406","136","136"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02635","","","","3","2","1.63","6","5","2.05","0.42","6","5.0679798","57.8873749","2.1370387","1.36167","168.7318115","128.6030884","37.3491058","7.0917521","12.0737095","24.9069767","0.4212542","50.6","10","19.76284585","2.47","4.1","11","0.341666667","0.084","0.224545455","5.5","3.666666667","3","2","1.235","0.823333333","0.815","0.543333333","54.54545455","60.24390244","66.66666667","0.488142292","30.37037037","45.55555556","36.59259259","54.88888889","24.14814815","36.22222222","7.231737667","10.8476065","60.74074074","91.11111111"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02636","","","","3","3","1.66","4","8","1.72","0.26","6","8.7929592","55.7168427","2.6645913","1.6017723","168.190918","130.9988861","36.2093735","6.1364279","10.2311172","22.7637329","1.0928259","50.6","10.1","19.96047431","1.98","3.64","12","0.43","0.0325","0.165","4","4","1.333333333","1.333333333","0.66","0.66","0.553333333","0.553333333","33.33333333","54.3956044","100","0.395217391","25.48148148","25.48148148","29.33333333","29.33333333","24.59259259","24.59259259","5.855072464","5.855072464","53.92592593","53.92592593"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02637","","","","3","3","0.86","8","5","2.27","0.17","6","5.6556721","40.0363159","2.1879213","1.3789911","192.2122192","141.424408","40.9352036","5.8732271","10.0042868","24.8818913","0.3299742","50.5","9.7","19.20792079","2.44","3.3","13","0.28375","0.034","0.187692308","4.333333333","4.333333333","2.666666667","2.666666667","0.813333333","0.813333333","0.286666667","0.286666667","61.53846154","73.93939394","100","0.468673267","33.62962963","33.62962963","36.14814815","36.14814815","12.74074074","12.74074074","6.943307664","6.943307664","48.88888889","48.88888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02638","","","","3","0","0","0","0","0","0","","","","","","","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02639","","","","3","2","2.54","7","6","1.96","0.35","4","10.5197926","29.6820221","2.9022946","1.9379983","192.8632202","163.1941223","44.5076866","2.8868408","6.2135663","24.5967636","0.5701685","50.2","9.7","19.32270916","2.31","4.85","13","0.28","0.058333333","0.177692308","6.5","4.333333333","3.5","2.333333333","1.155","0.77","1.27","0.846666667","53.84615385","47.62886598","66.66666667","0.446354582","29.03703704","43.55555556","34.22222222","51.33333333","37.62962963","56.44444444","6.612660469","9.918990704","71.85185185","107.7777778"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02640","","","","3","3","4.67","6","3","1.55","0.38","6","6.0191345","43.0651703","2.3684816","1.5389528","277.395752","173.4712067","48.4773026","5.2620974","9.389061","15.6137066","0.3256388","50.1","10.7","21.35728543","1.93","6.6","9","0.258333333","0.126666667","0.214444444","3","3","2","2","0.643333333","0.643333333","1.556666667","1.556666667","66.66666667","29.24242424","100","0.412195609","22.96296296","22.96296296","28.59259259","28.59259259","69.18518519","69.18518519","6.106601612","6.106601612","97.77777778","97.77777778"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02641","","","","3","3","1.22","7","4","0.98","0.24","6","6.8324709","39.2411728","2.0479264","1.2953124","141.9146729","97.6051941","57.4090805","3.7553358","6.2959681","12.057539","0.0430431","50.6","12.9","25.49407115","1.22","2.44","11","0.14","0.06","0.110909091","3.666666667","3.666666667","2.333333333","2.333333333","0.406666667","0.406666667","0.406666667","0.406666667","63.63636364","50","100","0.311027668","14.51851852","14.51851852","18.07407407","18.07407407","18.07407407","18.07407407","4.607817303","4.607817303","36.14814815","36.14814815"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02642","","","","3","3","2.67","13","3","3.27","0.34","3","7.879199","35.9586182","2.2289748","1.4711437","157.3383789","138.1754608","54.0571747","3.7286549","7.175981","15.2550173","0.0667725","50.3","11.8","23.45924453","3.61","6.28","16","0.251538462","0.113333333","0.225625","5.333333333","5.333333333","4.333333333","4.333333333","1.203333333","1.203333333","0.89","0.89","81.25","57.48407643","100","0.846878728","48.44444444","48.44444444","53.48148148","53.48148148","39.55555556","39.55555556","12.54635152","12.54635152","93.03703704","93.03703704"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02643","","","","3","2","2.91","7","1","1.65","0.09","6","6.7075462","44.0569153","2.7773516","1.7850804","350.2540283","235.4655609","38.9950485","8.6351309","15.3489752","18.2014771","0.8138094","50.4","8","15.87301587","1.74","4.65","8","0.235714286","0.09","0.2175","4","2.666666667","3.5","2.333333333","0.87","0.58","1.455","0.97","87.5","37.41935484","66.66666667","0.276190476","24.44444444","36.66666667","25.77777778","38.66666667","43.11111111","64.66666667","4.091710758","6.137566138","68.88888889","103.3333333"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02644","","","","3","3","1.16","7","3","1.6","0.13","5","4.7511635","54.2012329","1.7570591","1.2909985","135.8325195","104.9860535","44.7213135","2.8814945","5.4760795","30.0068417","0.4489841","50.4","12.4","24.6031746","1.73","2.89","10","0.228571429","0.043333333","0.173","3.333333333","3.333333333","2.333333333","2.333333333","0.576666667","0.576666667","0.386666667","0.386666667","70","59.8615917","100","0.425634921","23.7037037","23.7037037","25.62962963","25.62962963","17.18518519","17.18518519","6.305702528","6.305702528","42.81481481","42.81481481"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02645","","","","3","2","6.63","7","8","2.22","0.41","6","9.9715014","53.8677826","3.2932053","2.1426592","248.081604","197.707489","32.1091156","4.4160614","9.0340471","29.3583164","1.0422621","48.5","8.8","18.1443299","2.63","9.26","15","0.317142857","0.05125","0.175333333","7.5","5","3.5","2.333333333","1.315","0.876666667","3.315","2.21","46.66666667","28.40172786","66.66666667","0.477195876","32.88888889","49.33333333","38.96296296","58.44444444","98.22222222","147.3333333","7.069568538","10.60435281","137.1851852","205.7777778"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02646","","","","3","2","1.24","2","2","0.48","0.12","6","5.3400879","3.5929565","1.5421705","1.2378826","151.1099854","96.7783966","70.3576889","2.3537312","4.6221609","5.8099308","0.2649851","50.2","16.6","33.06772908","0.6","1.84","4","0.24","0.06","0.15","2","1.333333333","1","0.666666667","0.3","0.2","0.62","0.413333333","50","32.60869565","66.66666667","0.198406375","7.111111111","10.66666667","8.888888889","13.33333333","18.37037037","27.55555556","2.939353696","4.409030544","27.25925926","40.88888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02647","","","","3","3","8.58","2","8","3.02","0.76","6","8.30266","50.1387787","2.1710148","1.4717889","207.9727783","128.184494","53.8467026","2.8409519","5.944562","18.0983715","0.3680019","50.8","13","25.59055118","3.78","12.36","10","1.51","0.095","0.378","3.333333333","3.333333333","0.666666667","0.666666667","1.26","1.26","2.86","2.86","20","30.58252427","100","0.967322835","44.74074074","44.74074074","56","56","127.1111111","127.1111111","14.33070866","14.33070866","183.1111111","183.1111111"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02648","","","","3","2","3.56","5","3","2.08","0.07","5","5.7937889","28.6980896","1.92765","1.2128806","66.1470947","88.6423035","53.3686676","3.8911095","6.5989776","16.2733784","0.2643261","50","12.1","24.2","2.15","5.71","8","0.416","0.023333333","0.26875","4","2.666666667","2.5","1.666666667","1.075","0.716666667","1.78","1.186666667","62.5","37.65323993","66.66666667","0.5203","30.81481481","46.22222222","31.85185185","47.77777778","52.74074074","79.11111111","7.708148148","11.56222222","84.59259259","126.8888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02649","","","","3","3","5.17","11","2","3.27","0.13","5","4.8112164","36.1644287","1.8140492","1.2980785","266.1186523","141.8287659","47.6166229","3.7316437","6.8653283","27.1974411","0.181078","50.1","10.8","21.55688623","3.4","8.57","13","0.297272727","0.065","0.261538462","4.333333333","4.333333333","3.666666667","3.666666667","1.133333333","1.133333333","1.723333333","1.723333333","84.61538462","39.67327888","100","0.732934132","48.44444444","48.44444444","50.37037037","50.37037037","76.59259259","76.59259259","10.85828343","10.85828343","126.962963","126.962963"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02650","","","","3","3","5.41","7","2","1.22","0.15","5","9.2132359","50.6096039","2.9138336","1.7647481","300.5705566","170.8896484","45.9729156","3.5661917","6.9086881","19.4491959","1.0435991","50.2","11.8","23.5059761","1.37","6.78","9","0.174285714","0.075","0.152222222","3","3","2.333333333","2.333333333","0.456666667","0.456666667","1.803333333","1.803333333","77.77777778","20.20648968","100","0.322031873","18.07407407","18.07407407","20.2962963","20.2962963","80.14814815","80.14814815","4.770842556","4.770842556","100.4444444","100.4444444"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02651","","","","3","3","7.07","20","5","4.74","0.17","5","7.8913345","55.1691666","2.282176","1.5788465","339.2599487","173.3223267","36.4123039","5.1239367","9.223567","31.7877598","0.6875353","50.6","9.8","19.36758893","4.91","11.98","25","0.237","0.034","0.1964","8.333333333","8.333333333","6.666666667","6.666666667","1.636666667","1.636666667","2.356666667","2.356666667","80","40.98497496","100","0.950948617","70.22222222","70.22222222","72.74074074","72.74074074","104.7407407","104.7407407","14.08812765","14.08812765","177.4814815","177.4814815"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02652","","","","3","3","0.58","5","6","2.94","0.69","6","7.4931059","43.2371597","2.279386","1.4574885","103.2189941","124.637558","43.0421143","4.3642769","7.7475362","25.3999844","0.2856302","50","9.7","19.4","3.63","4.21","11","0.588","0.115","0.33","3.666666667","3.666666667","1.666666667","1.666666667","1.21","1.21","0.193333333","0.193333333","45.45454545","86.22327791","100","0.70422","43.55555556","43.55555556","53.77777778","53.77777778","8.592592593","8.592592593","10.43288889","10.43288889","62.37037037","62.37037037"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02653","","","","3","3","3.38","2","5","0.43","0.24","6","9.2446947","49.9523239","2.602459","1.7463541","269.2710571","157.00383","43.2739563","2.7238607","5.5533576","24.7117462","0.3918352","50","11.8","23.6","0.67","4.05","7","0.215","0.048","0.095714286","2.333333333","2.333333333","0.666666667","0.666666667","0.223333333","0.223333333","1.126666667","1.126666667","28.57142857","16.54320988","100","0.15812","6.37037037","6.37037037","9.925925926","9.925925926","50.07407407","50.07407407","2.342518519","2.342518519","60","60"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02654","","","","3","2","1.28","4","9","0.77","0.42","6","9.1779118","0","2.2307611","1.5384202","142.8948975","126.4093475","58.8742218","1.1725779","3.3688574","14.6796494","0.2333355","50.4","16.7","33.13492063","1.19","2.47","13","0.1925","0.046666667","0.091538462","6.5","4.333333333","2","1.333333333","0.595","0.396666667","0.64","0.426666667","30.76923077","48.17813765","66.66666667","0.394305556","11.40740741","17.11111111","17.62962963","26.44444444","18.96296296","28.44444444","5.841563786","8.762345679","36.59259259","54.88888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02655","","","","3","3","0.67","4","7","1.44","0.36","6","5.5373135","40.6440353","2.0782733","1.266005","87.8261719","117.5715179","41.6308746","7.0434103","11.2491217","19.7345066","0.5789785","50.5","10.8","21.38613861","1.8","2.47","11","0.36","0.051428571","0.163636364","3.666666667","3.666666667","1.333333333","1.333333333","0.6","0.6","0.223333333","0.223333333","36.36363636","72.87449393","100","0.384950495","21.33333333","21.33333333","26.66666667","26.66666667","9.925925926","9.925925926","5.702970297","5.702970297","36.59259259","36.59259259"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-02656","","","","3","3","4.88","10","23","1.9","1.13","6","7.4969835","44.5149612","2.2449019","1.4875617","212.3414307","114.5831757","53.1916161","5.2572956","8.3381958","10.7177019","0.7246304","50.3","12.3","24.45328032","3.03","7.91","33","0.19","0.049130435","0.091818182","11","11","3.333333333","3.333333333","1.01","1.01","1.626666667","1.626666667","30.3030303","38.30594185","100","0.740934394","28.14814815","28.14814815","44.88888889","44.88888889","72.2962963","72.2962963","10.97680583","10.97680583","117.1851852","117.1851852"
