"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01136","","","","3","3","2.48","17","11","3.32","0.6","5","8.3995552","29.8390198","2.1394968","1.5418038","196.4279785","119.8027191","56.8437691","2.3827076","4.4615989","16.0566597","0.0929327","50.6","13.9","27.47035573","3.92","6.4","28","0.195294118","0.054545455","0.14","9.333333333","9.333333333","5.666666667","5.666666667","1.306666667","1.306666667","0.826666667","0.826666667","60.71428571","61.25","100","1.076837945","49.18518519","49.18518519","58.07407407","58.07407407","36.74074074","36.74074074","15.95315474","15.95315474","94.81481481","94.81481481"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01137","","","","3","3","1.9","0","0","0","0","","","","","","","","","","","","","","","","0","1.9","0","","","","0","0","0","0","0","0","0.633333333","0.633333333","","0","100","","0","0","0","0","28.14814815","28.14814815","","","28.14814815","28.14814815"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01138","","","","3","3","1.58","9","10","2.32","0.31","5","6.4577808","4.6130524","1.9320974","1.414681","186.430542","125.3806763","56.1252899","3.7329102","6.6218772","13.4870415","0.144433","50","12.8","25.6","2.63","4.21","19","0.257777778","0.031","0.138421053","6.333333333","6.333333333","3","3","0.876666667","0.876666667","0.526666667","0.526666667","47.36842105","62.47030879","100","0.67328","34.37037037","34.37037037","38.96296296","38.96296296","23.40740741","23.40740741","9.974518519","9.974518519","62.37037037","62.37037037"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01139","","","","3","3","2.04","14","10","2.88","0.55","6","6.5552654","27.6803741","2.1791966","1.4977469","199.0028687","146.7951965","53.7106628","1.8520298","3.881814","19.2563858","0.4541636","50.2","12.7","25.29880478","3.43","5.47","24","0.205714286","0.055","0.142916667","8","8","4.666666667","4.666666667","1.143333333","1.143333333","0.68","0.68","58.33333333","62.70566728","100","0.867749004","42.66666667","42.66666667","50.81481481","50.81481481","30.22222222","30.22222222","12.8555408","12.8555408","81.03703704","81.03703704"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01140","","","","3","2","1.9","7","8","2.89","0.36","6","6.1986389","0","1.7331595","1.2855124","124.326416","115.7416229","62.1677284","3.4722414","6.541841","9.8689394","0","50","13.2","26.4","3.25","5.15","15","0.412857143","0.045","0.216666667","7.5","5","3.5","2.333333333","1.625","1.083333333","0.95","0.633333333","46.66666667","63.10679612","66.66666667","0.858","42.81481481","64.22222222","48.14814815","72.22222222","28.14814815","42.22222222","12.71111111","19.06666667","76.2962963","114.4444444"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01141","","","","3","3","4.14","22","10","6.89","0.5","5","6.5669785","40.0925903","2.1945641","1.3571868","137.6247559","110.8471375","47.8646622","6.8395643","11.0393038","13.732563","0.4596672","50.1","10.6","21.15768463","7.39","11.53","32","0.313181818","0.05","0.2309375","10.66666667","10.66666667","7.333333333","7.333333333","2.463333333","2.463333333","1.38","1.38","68.75","64.09366869","100","1.563552894","102.0740741","102.0740741","109.4814815","109.4814815","61.33333333","61.33333333","23.16374658","23.16374658","170.8148148","170.8148148"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01142","","","","3","3","3.62","12","5","3.34","0.31","6","6.7393332","26.0251923","1.9703445","1.30304","105.9038086","99.3610992","59.8754845","1.8984346","3.6266088","12.8484879","0.3713837","50.3","14.1","28.03180915","3.65","7.27","17","0.278333333","0.062","0.214705882","5.666666667","5.666666667","4","4","1.216666667","1.216666667","1.206666667","1.206666667","70.58823529","50.20632737","100","1.023161034","49.48148148","49.48148148","54.07407407","54.07407407","53.62962963","53.62962963","15.15794124","15.15794124","107.7037037","107.7037037"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01143","","","","3","3","1.33","13","7","3.63","0.24","5","7.1602612","47.6592941","2.4416876","1.5303636","145.0683594","144.4104309","44.6317596","3.7280283","6.8712649","21.6461658","0.4637022","50.6","9.4","18.5770751","3.87","5.2","20","0.279230769","0.034285714","0.1935","6.666666667","6.666666667","4.333333333","4.333333333","1.29","1.29","0.443333333","0.443333333","65","74.42307692","100","0.718932806","53.77777778","53.77777778","57.33333333","57.33333333","19.7037037","19.7037037","10.65085639","10.65085639","77.03703704","77.03703704"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01144","","","","3","2","1.85","3","3","0.67","0.23","6","9.4414701","53.4707718","2.3908222","1.6340623","273.7317505","129.4765015","53.7220993","2.5779991","5.5644927","14.3351269","0","50.4","13.8","27.38095238","0.9","2.75","6","0.223333333","0.076666667","0.15","3","2","1.5","1","0.45","0.3","0.925","0.616666667","50","32.72727273","66.66666667","0.246428571","9.925925926","14.88888889","13.33333333","20","27.40740741","41.11111111","3.650793651","5.476190476","40.74074074","61.11111111"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01145","","","","3","1","0.74","1","3","0.62","0.16","6","7.2441063","31.8049469","2.0532579","1.5137925","242.3330688","127.7592773","57.9894257","2.018609","4.3292146","14.5889711","0.2626734","50.7","13.9","27.41617357","0.78","1.52","4","0.62","0.053333333","0.195","4","1.333333333","1","0.333333333","0.78","0.26","0.74","0.246666667","25","51.31578947","33.33333333","0.213846154","9.185185185","27.55555556","11.55555556","34.66666667","10.96296296","32.88888889","3.168091168","9.504273504","22.51851852","67.55555556"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01146","","","","3","3","1.2","3","0","0.69","0","6","7.5186319","0","2.0460253","1.5316472","138.2346191","125.1475677","59.5100555","1.9933805","4.6282272","17.3019524","0.2785711","50.4","14.9","29.56349206","0.69","1.89","3","0.23","","0.23","1","1","1","1","0.23","0.23","0.4","0.4","100","36.50793651","100","0.203988095","10.22222222","10.22222222","10.22222222","10.22222222","17.77777778","17.77777778","3.022045855","3.022045855","28","28"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01147","","","","3","2","0.24","2","0","0.72","0","6","5.5951748","0","1.5833397","1.312283","38.2364502","95.1217041","64.6506882","1.5452871","3.4126863","10.5636196","0","50.5","14.5","28.71287129","0.72","0.96","2","0.36","","0.36","1","0.666666667","1","0.666666667","0.36","0.24","0.12","0.08","100","75","66.66666667","0.206732673","10.66666667","16","10.66666667","16","3.555555556","5.333333333","3.062706271","4.594059406","14.22222222","21.33333333"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01148","","","","3","2","1.1","3","3","1.67","0.1","6","6.514039","0","1.7542577","1.3769741","163.9560547","121.8670959","58.6634521","2.9960566","5.4063048","14.1402044","0.3779993","50","14","28","1.77","2.87","6","0.556666667","0.033333333","0.295","3","2","1.5","1","0.885","0.59","0.55","0.366666667","50","61.67247387","66.66666667","0.4956","24.74074074","37.11111111","26.22222222","39.33333333","16.2962963","24.44444444","7.342222222","11.01333333","42.51851852","63.77777778"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01149","","","","3","3","2.43","9","9","2.23","0.25","5","9.9279652","0","2.4695895","1.5185366","98.598877","117.3210602","55.822731","4.3177853","7.2544332","9.3328724","0","50","12.1","24.2","2.48","4.91","18","0.247777778","0.027777778","0.137777778","6","6","3","3","0.826666667","0.826666667","0.81","0.81","50","50.50916497","100","0.60016","33.03703704","33.03703704","36.74074074","36.74074074","36","36","8.891259259","8.891259259","72.74074074","72.74074074"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01150","","","","3","3","2.13","4","4","3.58","0.49","6","5.1658497","49.5817032","1.9943695","1.3106699","153.9129639","116.105896","49.2968636","5.3291492","8.1387739","15.689435","0.5209188","50.5","12.2","24.15841584","4.07","6.2","8","0.895","0.1225","0.50875","2.666666667","2.666666667","1.333333333","1.333333333","1.356666667","1.356666667","0.71","0.71","50","65.64516129","100","0.983247525","53.03703704","53.03703704","60.2962963","60.2962963","31.55555556","31.55555556","14.56663","14.56663","91.85185185","91.85185185"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01151","","","","3","3","2.54","7","9","1.66","0.57","6","6.7204094","36.5729752","2.3016796","1.5382252","291.5203247","144.1105347","53.4373627","5.4949026","8.7704163","9.8667717","0.6241856","50.4","10.9","21.62698413","2.23","4.77","16","0.237142857","0.063333333","0.139375","5.333333333","5.333333333","2.333333333","2.333333333","0.743333333","0.743333333","0.846666667","0.846666667","43.75","46.75052411","100","0.482281746","24.59259259","24.59259259","33.03703704","33.03703704","37.62962963","37.62962963","7.144914756","7.144914756","70.66666667","70.66666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01152","","","","3","1","1.25","2","5","0.22","0.15","6","11.382473","46.7024078","3.0273354","2.0449805","300.9031982","176.7045288","50.7900772","1.746068","4.5062523","14.1705847","0.2414627","50.7","13.6","26.82445759","0.37","1.62","7","0.11","0.03","0.052857143","7","2.333333333","2","0.666666667","0.37","0.123333333","1.25","0.416666667","28.57142857","22.83950617","33.33333333","0.099250493","3.259259259","9.777777778","5.481481481","16.44444444","18.51851852","55.55555556","1.470377676","4.411133027","24","72"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01153","","","","3","3","2.63","14","6","3.85","0.16","5","8.3108597","25.9335175","2.1103077","1.522542","155.7906494","124.8873138","57.0081215","2.3537369","5.1410494","14.0966949","0.0752392","50.4","13.7","27.18253968","4.01","6.64","20","0.275","0.026666667","0.2005","6.666666667","6.666666667","4.666666667","4.666666667","1.336666667","1.336666667","0.876666667","0.876666667","70","60.39156627","100","1.090019841","57.03703704","57.03703704","59.40740741","59.40740741","38.96296296","38.96296296","16.14844209","16.14844209","98.37037037","98.37037037"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01154","","","","3","3","4.09","8","4","3.99","0.2","6","11.151782","0","2.6555455","1.8005891","277.3158569","158.0931702","54.5202332","4.7363253","8.1131954","10.435811","0.1950378","50","11.2","22.4","4.19","8.28","12","0.49875","0.05","0.349166667","4","4","2.666666667","2.666666667","1.396666667","1.396666667","1.363333333","1.363333333","66.66666667","50.60386473","100","0.93856","59.11111111","59.11111111","62.07407407","62.07407407","60.59259259","60.59259259","13.90459259","13.90459259","122.6666667","122.6666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01155","","","","3","3","4.59","6","17","1.1","0.9","6","7.0972061","27.3701477","2.071362","1.4276671","84.1002197","96.4990082","56.1037674","2.3924875","4.7074714","16.1182861","0.161253","50.4","13.7","27.18253968","2","6.59","23","0.183333333","0.052941176","0.086956522","7.666666667","7.666666667","2","2","0.666666667","0.666666667","1.53","1.53","26.08695652","30.34901366","100","0.543650794","16.2962963","16.2962963","29.62962963","29.62962963","68","68","8.054085832","8.054085832","97.62962963","97.62962963"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01156","","","","3","3","1.44","7","8","2.65","0.4","5","6.0067329","2.6431122","1.8608441","1.283576","143.0457764","107.2967072","60.7032928","2.7729101","4.8318257","11.4930716","0.1893988","50.6","14.1","27.86561265","3.05","4.49","15","0.378571429","0.05","0.203333333","5","5","2.333333333","2.333333333","1.016666667","1.016666667","0.48","0.48","46.66666667","67.92873051","100","0.849901186","39.25925926","39.25925926","45.18518519","45.18518519","21.33333333","21.33333333","12.59112868","12.59112868","66.51851852","66.51851852"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01157","","","","3","3","4.8","17","1","4.49","0.09","6","5.0856857","14.4182281","1.5743933","1.0395403","157.1773682","102.801651","65.762291","4.828763","7.7677636","5.6446085","0","50.1","13.5","26.94610778","4.58","9.38","18","0.264117647","0.09","0.254444444","6","6","5.666666667","5.666666667","1.526666667","1.526666667","1.6","1.6","94.44444444","48.82729211","100","1.234131737","66.51851852","66.51851852","67.85185185","67.85185185","71.11111111","71.11111111","18.28343313","18.28343313","138.962963","138.962963"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01158","","","","3","3","1.95","2","8","0.91","0.37","6","8.4443989","37.5603027","2.2214887","1.3993115","139.2661133","105.0734711","55.4518852","5.3408728","8.6146889","8.854044","0.2888842","50.4","13.2","26.19047619","1.28","3.23","10","0.455","0.04625","0.128","3.333333333","3.333333333","0.666666667","0.666666667","0.426666667","0.426666667","0.65","0.65","20","39.62848297","100","0.335238095","13.48148148","13.48148148","18.96296296","18.96296296","28.88888889","28.88888889","4.9664903","4.9664903","47.85185185","47.85185185"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01159","","","","3","3","2.2","10","5","3.63","0.28","6","3.4990864","0","1.31496","0.9710646","155.3685303","95.038269","63.2680359","6.0307531","9.0752935","5.0451126","0.1778889","50.1","13.3","26.54690619","3.91","6.11","15","0.363","0.056","0.260666667","5","5","3.333333333","3.333333333","1.303333333","1.303333333","0.733333333","0.733333333","66.66666667","63.99345336","100","1.037984032","53.77777778","53.77777778","57.92592593","57.92592593","32.59259259","32.59259259","15.37754121","15.37754121","90.51851852","90.51851852"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01160","","","","3","3","1.51","5","3","1.73","0.29","6","5.7707748","36.3721848","1.7830877","1.1508861","185.2321777","116.1138306","56.9033661","4.7889824","7.6442075","10.6718178","0.4770336","50.2","12.5","24.90039841","2.02","3.53","8","0.346","0.096666667","0.2525","2.666666667","2.666666667","1.666666667","1.666666667","0.673333333","0.673333333","0.503333333","0.503333333","62.5","57.22379603","100","0.502988048","25.62962963","25.62962963","29.92592593","29.92592593","22.37037037","22.37037037","7.451674782","7.451674782","52.2962963","52.2962963"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01161","","","","3","3","1.25","6","","0.87","0.41","6","5.3550091","0","1.5291872","1.1005263","118.2105713","109.2034149","62.6034241","5.4232159","8.4972153","4.8059387","0.1649132","50.3","13.7","27.23658052","1.28","2.53","","0.145","","","","","2","2","0.426666667","0.426666667","0.416666667","0.416666667","","50.59288538","100","0.348628231","12.88888889","12.88888889","18.96296296","18.96296296","18.51851852","18.51851852","5.164862676","5.164862676","37.48148148","37.48148148"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01162","","","","3","2","1.45","6","6","1.31","0.24","6","5.1047058","45.8166046","1.7223706","1.2068663","160.9603271","94.4732666","52.5167465","3.982028","6.3543305","18.650034","0.1114874","50.8","13.1","25.78740157","1.55","3","12","0.218333333","0.04","0.129166667","6","4","3","2","0.775","0.516666667","0.725","0.483333333","50","51.66666667","66.66666667","0.399704724","19.40740741","29.11111111","22.96296296","34.44444444","21.48148148","32.22222222","5.921551473","8.882327209","44.44444444","66.66666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01163","","","","3","3","4.18","12","2","3.47","0.16","6","7.3446445","0","2.0952425","1.4816585","65.7702637","107.2262421","58.60746","4.5934973","7.9344745","7.285182","0","50.2","12.2","24.30278884","3.63","7.81","14","0.289166667","0.08","0.259285714","4.666666667","4.666666667","4","4","1.21","1.21","1.393333333","1.393333333","85.71428571","46.47887324","100","0.882191235","51.40740741","51.40740741","53.77777778","53.77777778","61.92592593","61.92592593","13.06949978","13.06949978","115.7037037","115.7037037"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01164","","","","3","3","1.74","4","4","0.81","0.21","6","7.9610147","8.8008881","2.1894248","1.4276433","263.9789429","139.0901031","55.0990829","5.0667486","7.7581935","10.2127752","0.4163618","50.2","12.8","25.49800797","1.02","2.76","8","0.2025","0.0525","0.1275","2.666666667","2.666666667","1.333333333","1.333333333","0.34","0.34","0.58","0.58","50","36.95652174","100","0.260079681","12","12","15.11111111","15.11111111","25.77777778","25.77777778","3.853032315","3.853032315","40.88888889","40.88888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01165","","","","3","3","5.51","9","5","2.37","0.28","5","11.2441168","23.9481812","2.641567","1.6877723","159.9671631","126.3383484","56.0786552","2.2292976","4.8511562","12.001441","0","50.8","15.3","30.11811024","2.65","8.16","14","0.263333333","0.056","0.189285714","4.666666667","4.666666667","3","3","0.883333333","0.883333333","1.836666667","1.836666667","64.28571429","32.4754902","100","0.798129921","35.11111111","35.11111111","39.25925926","39.25925926","81.62962963","81.62962963","11.82414698","11.82414698","120.8888889","120.8888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01166","","","","3","3","0.68","1","11","0.31","0.43","6","5.2332783","0","1.6560302","1.2703309","13.6660156","88.8509369","58.1782608","5.3770809","8.6258783","7.8303871","0.121666","50.1","12.1","24.15169661","0.74","1.42","12","0.31","0.039090909","0.061666667","4","4","0.333333333","0.333333333","0.246666667","0.246666667","0.226666667","0.226666667","8.333333333","52.11267606","100","0.178722555","4.592592593","4.592592593","10.96296296","10.96296296","10.07407407","10.07407407","2.647741554","2.647741554","21.03703704","21.03703704"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01167","","","","3","3","3.47","9","8","2.3","0.63","6","10.4181356","42.982132","2.7900867","1.6910877","145.6602783","121.0440521","55.0794258","5.4491758","8.9300795","5.9805126","0.3567019","50.4","11.2","22.22222222","2.93","6.4","17","0.255555556","0.07875","0.172352941","5.666666667","5.666666667","3","3","0.976666667","0.976666667","1.156666667","1.156666667","52.94117647","45.78125","100","0.651111111","34.07407407","34.07407407","43.40740741","43.40740741","51.40740741","51.40740741","9.646090535","9.646090535","94.81481481","94.81481481"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01168","","","","3","2","1.19","2","0","0.39","0","6","8.3009768","21.381012","2.1790962","1.3624372","181.2248535","108.4338379","57.3558197","5.1697617","8.3920097","9.3227816","0","50.1","13","25.94810379","0.39","1.58","2","0.195","","0.195","1","0.666666667","1","0.666666667","0.195","0.13","0.595","0.396666667","100","24.6835443","66.66666667","0.101197605","5.777777778","8.666666667","5.777777778","8.666666667","17.62962963","26.44444444","1.499223775","2.248835662","23.40740741","35.11111111"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01169","","","","3","3","4.28","12","8","2.57","0.28","6","8.3746958","7.6908264","2.5126278","1.6334419","239.4782715","136.5780182","48.7664566","7.126544","10.6565161","10.550828","0.6230698","50.3","10.5","20.87475149","2.85","7.13","20","0.214166667","0.035","0.1425","6.666666667","6.666666667","4","4","0.95","0.95","1.426666667","1.426666667","60","39.97194951","100","0.594930417","38.07407407","38.07407407","42.22222222","42.22222222","63.40740741","63.40740741","8.813783963","8.813783963","105.6296296","105.6296296"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01170","","","","3","3","0.1","3","1","0.41","0.02","7","3.2430725","36.4672394","1.39779","0.9020286","78.833252","71.2050171","51.0421906","9.0541658","13.4003763","10.3595552","0.2159166","50.1","11.2","22.35528942","0.43","0.53","4","0.136666667","0.02","0.1075","1.333333333","1.333333333","1","1","0.143333333","0.143333333","0.033333333","0.033333333","75","81.13207547","100","0.096127745","6.074074074","6.074074074","6.37037037","6.37037037","1.481481481","1.481481481","1.424114733","1.424114733","7.851851852","7.851851852"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01171","","","","3","3","10.15","14","14","3.91","0.5","6","5.7452354","47.9462051","1.9460931","1.3667126","134.8482666","112.2702789","53.1922188","1.6941357","3.7638416","22.6623516","0.5225105","50.3","13.1","26.04373757","4.41","14.56","28","0.279285714","0.035714286","0.1575","9.333333333","9.333333333","4.666666667","4.666666667","1.47","1.47","3.383333333","3.383333333","50","30.28846154","100","1.148528827","57.92592593","57.92592593","65.33333333","65.33333333","150.3703704","150.3703704","17.01524188","17.01524188","215.7037037","215.7037037"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01172","","","","3","3","0.98","5","7","0.48","0.18","6","8.8725605","28.0946655","2.4216328","1.634768","144.0900879","113.6933289","57.1343079","2.2028112","3.9788756","14.4657316","0.2573996","50.1","14.4","28.74251497","0.66","1.64","12","0.096","0.025714286","0.055","4","4","1.666666667","1.666666667","0.22","0.22","0.326666667","0.326666667","41.66666667","40.24390244","100","0.189700599","7.111111111","7.111111111","9.777777778","9.777777778","14.51851852","14.51851852","2.810379242","2.810379242","24.2962963","24.2962963"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01173","","","","3","3","2.03","15","2","6.35","0.13","6","3.9224949","0","1.408699","0.9714718","107.3569336","76.3834229","65.1419983","5.2358923","7.875155","4.6280346","0.2938023","50.5","13.5","26.73267327","6.48","8.51","17","0.423333333","0.065","0.381176471","5.666666667","5.666666667","5","5","2.16","2.16","0.676666667","0.676666667","88.23529412","76.14571093","100","1.732277228","94.07407407","94.07407407","96","96","30.07407407","30.07407407","25.66336634","25.66336634","126.0740741","126.0740741"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01174","","","","3","3","1.33","2","3","0.67","0.18","6","5.789278","58.9044571","2.1764836","1.5436521","116.9206543","128.6991119","43.3426781","2.3642521","4.8612022","29.2552929","1.0389528","50.4","10.7","21.23015873","0.85","2.18","5","0.335","0.06","0.17","1.666666667","1.666666667","0.666666667","0.666666667","0.283333333","0.283333333","0.443333333","0.443333333","40","38.99082569","100","0.180456349","9.925925926","9.925925926","12.59259259","12.59259259","19.7037037","19.7037037","2.673427396","2.673427396","32.2962963","32.2962963"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01175","","","","3","3","2.08","10","12","2.48","0.3","6","7.2113752","56.2026978","2.4299359","1.5809145","235.117981","145.4165192","44.2951889","1.7158432","4.0651026","26.8345356","0.3820028","50.4","11.6","23.01587302","2.78","4.86","22","0.248","0.025","0.126363636","7.333333333","7.333333333","3.333333333","3.333333333","0.926666667","0.926666667","0.693333333","0.693333333","45.45454545","57.20164609","100","0.63984127","36.74074074","36.74074074","41.18518519","41.18518519","30.81481481","30.81481481","9.479129924","9.479129924","72","72"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01176","","","","3","3","1.74","8","3","2.96","0.12","5","4.9002342","59.6783676","1.8259549","1.2597599","131.557373","86.0988159","57.4212875","3.8482485","6.3155255","11.7905407","0.6499405","50.7","13.2","26.03550296","3.08","4.82","11","0.37","0.04","0.28","3.666666667","3.666666667","2.666666667","2.666666667","1.026666667","1.026666667","0.58","0.58","72.72727273","63.90041494","100","0.801893491","43.85185185","43.85185185","45.62962963","45.62962963","25.77777778","25.77777778","11.87990357","11.87990357","71.40740741","71.40740741"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01177","","","","3","3","7.69","13","11","2.68","0.72","6","11.2933331","64.1272278","2.9083114","1.8674092","120.270752","121.5477753","48.4620743","2.2221184","5.1799512","18.3282795","0.4725809","50.4","12.3","24.4047619","3.4","11.09","24","0.206153846","0.065454545","0.141666667","8","8","4.333333333","4.333333333","1.133333333","1.133333333","2.563333333","2.563333333","54.16666667","30.65825068","100","0.829761905","39.7037037","39.7037037","50.37037037","50.37037037","113.9259259","113.9259259","12.29276896","12.29276896","164.2962963","164.2962963"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01178","","","","3","3","1.63","2","6","0.4","0.33","6","5.8537483","30.0405426","1.9529133","1.3046904","195.9730835","114.8145294","60.8968201","3.0087795","5.2327662","9.2793465","0.2164335","45.9","13.7","29.84749455","0.73","2.36","8","0.2","0.055","0.09125","2.666666667","2.666666667","0.666666667","0.666666667","0.243333333","0.243333333","0.543333333","0.543333333","25","30.93220339","100","0.21788671","5.925925926","5.925925926","10.81481481","10.81481481","24.14814815","24.14814815","3.227951263","3.227951263","34.96296296","34.96296296"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-01179","","","","3","3","4.97","15","4","6.57","0.29","5","10.0755768","44.1587067","2.8608866","1.7817864","173.1014404","149.0887756","45.0641327","2.6276178","5.6498361","21.4273205","0.5798731","50.5","10.3","20.3960396","6.86","11.83","19","0.438","0.0725","0.361052632","6.333333333","6.333333333","5","5","2.286666667","2.286666667","1.656666667","1.656666667","78.94736842","57.98816568","100","1.399168317","97.33333333","97.33333333","101.6296296","101.6296296","73.62962963","73.62962963","20.72841951","20.72841951","175.2592593","175.2592593"
