"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02404","","","","3","3","8.22","21","5.66","0.6","5","7.8340807","53.6316833","3.134006","1.9962254","223.4763184","195.858017","20.6131897","4.9348249","9.4887028","41.638485","1.5241413","50.8","8.4","16.53543307","6.26","14.48","0.26952381","7","7","2.086666667","2.086666667","2.74","2.74","43.2320442","100","1.03511811","83.85185185","83.85185185","92.74074074","92.74074074","121.7777778","121.7777778","15.33508311","15.33508311","214.5185185","214.5185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02405","","","","3","3","4.36","16","5.56","0.36","5","5.8411846","0","1.6557016","1.1802049","82.1856689","100.4913177","64.4573898","2.0271645","4.284636","11.1015902","0.0323782","50.3","14.6","29.02584493","5.92","10.28","0.3475","5.333333333","5.333333333","1.973333333","1.973333333","1.453333333","1.453333333","57.58754864","100","1.71833002","82.37037037","82.37037037","87.7037037","87.7037037","64.59259259","64.59259259","25.45674104","25.45674104","152.2962963","152.2962963"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02406","","","","3","3","3.22","20","7.6","0.46","5","5.5612049","51.8500061","2.0971193","1.2980356","127.0594482","128.8276672","41.7789993","3.511445","6.1479979","27.9765205","0.7805529","50.6","11.4","22.52964427","8.06","11.28","0.38","6.666666667","6.666666667","2.686666667","2.686666667","1.073333333","1.073333333","71.45390071","100","1.815889328","112.5925926","112.5925926","119.4074074","119.4074074","47.7037037","47.7037037","26.90206412","26.90206412","167.1111111","167.1111111"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02407","","","","3","3","4.8","14","6.69","0.29","5","6.5807323","44.0199127","2.4353313","1.428237","120.7261963","124.5871277","43.4425011","5.8803339","9.8372707","17.3764915","0.7029696","50.2","10.2","20.3187251","6.98","11.78","0.477857143","4.666666667","4.666666667","2.326666667","2.326666667","1.6","1.6","59.25297114","100","1.418247012","99.11111111","99.11111111","103.4074074","103.4074074","71.11111111","71.11111111","21.01106684","21.01106684","174.5185185","174.5185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02408","","","","3","3","3.81","18","7.34","0.6","5","5.7021427","40.5223694","2.1617436","1.281702","161.4044189","119.065033","32.0193939","8.893178","13.8541775","23.7491589","0.5519171","50.8","9.5","18.7007874","7.94","11.75","0.407777778","6","6","2.646666667","2.646666667","1.27","1.27","67.57446809","100","1.48484252","108.7407407","108.7407407","117.6296296","117.6296296","56.44444444","56.44444444","21.99766696","21.99766696","174.0740741","174.0740741"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02409","","","","3","3","1.65","9","5.2","0","5","5.8622799","54.3252869","2.0113897","1.1888747","140.6002197","101.4721985","42.9415665","6.2160196","9.5117912","20.2167206","0.7766476","50.4","11.7","23.21428571","5.2","6.85","0.577777778","3","3","1.733333333","1.733333333","0.55","0.55","75.91240876","100","1.207142857","77.03703704","77.03703704","77.03703704","77.03703704","24.44444444","24.44444444","17.88359788","17.88359788","101.4814815","101.4814815"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02410","","","","3","3","3.04","16","5.92","0.34","3","4.9837894","64.8576965","1.942524","1.2796302","177.0440674","100.1071625","51.0503769","5.3874922","8.3540878","12.7149429","0.8214722","50.4","12.6","25","6.26","9.3","0.37","5.333333333","5.333333333","2.086666667","2.086666667","1.013333333","1.013333333","67.31182796","100","1.565","87.7037037","87.7037037","92.74074074","92.74074074","45.03703704","45.03703704","23.18518519","23.18518519","137.7777778","137.7777778"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02411","","","","3","3","0.87","10","3.54","0.17","5","5.7724514","8.82901","1.8319221","1.2179985","86.8966064","85.2923126","59.8341904","2.6904297","4.627305","14.0930052","0.4600382","50.5","13.7","27.12871287","3.71","4.58","0.354","3.333333333","3.333333333","1.236666667","1.236666667","0.29","0.29","81.00436681","100","1.006475248","52.44444444","52.44444444","54.96296296","54.96296296","12.88888889","12.88888889","14.91074441","14.91074441","67.85185185","67.85185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02412","","","","3","3","0.47","8","1.42","0.24","5","6.2361937","41.7518311","1.9216118","1.1185837","134.1960449","93.492981","44.7322083","7.1057119","10.8600683","19.4746284","0.5196915","50.7","12.4","24.45759369","1.66","2.13","0.1775","2.666666667","2.666666667","0.553333333","0.553333333","0.156666667","0.156666667","77.9342723","100","0.405996055","21.03703704","21.03703704","24.59259259","24.59259259","6.962962963","6.962962963","6.014756374","6.014756374","31.55555556","31.55555556"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02413","","","","3","3","7.69","13","2.88","0.4","5","8.5183926","54.1969986","3.1872263","1.75845","236.6261597","164.8633118","42.7891235","2.775197","5.4855814","22.9358444","1.5514841","50.7","11","21.69625247","3.28","10.97","0.221538462","4.333333333","4.333333333","1.093333333","1.093333333","2.563333333","2.563333333","29.89972653","100","0.711637081","42.66666667","42.66666667","48.59259259","48.59259259","113.9259259","113.9259259","10.54277157","10.54277157","162.5185185","162.5185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02414","","","","3","3","3.41","17","3.6","0.45","5","","","","","","","","","","","","","","","4.05","7.46","0.211764706","5.666666667","5.666666667","1.35","1.35","1.136666667","1.136666667","54.28954424","100","","53.33333333","53.33333333","60","60","50.51851852","50.51851852","","","110.5185185","110.5185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02415","","","","3","3","1.29","17","3.16","0.14","5","8.2946167","63.2020264","2.7355692","1.5942426","203.6373291","137.0626221","37.6322403","3.5308285","5.9575596","26.4980221","1.4100914","41.5","8.6","20.72289157","3.3","4.59","0.185882353","5.666666667","5.666666667","1.1","1.1","0.43","0.43","71.89542484","100","0.683855422","46.81481481","46.81481481","48.88888889","48.88888889","19.11111111","19.11111111","10.13119143","10.13119143","68","68"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02416","","","","3","3","1.17","12","2.86","0.17","5","7.2796412","45.3341751","2.402164","1.6311502","179.1612549","139.6337891","40.6847153","3.6996222","6.2836595","30.8123302","1.4128084","50.1","11.4","22.75449102","3.03","4.2","0.238333333","4","4","1.01","1.01","0.39","0.39","72.14285714","100","0.689461078","42.37037037","42.37037037","44.88888889","44.88888889","17.33333333","17.33333333","10.21423819","10.21423819","62.22222222","62.22222222"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02417","","","","3","3","6.26","15","3.39","0.64","5","8.7815914","70.4865875","3.119514","1.8804278","181.6655273","163.3363037","31.1082993","1.5213184","4.0569773","35.9226685","1.2851162","50.5","10.6","20.99009901","4.03","10.29","0.226","5","5","1.343333333","1.343333333","2.086666667","2.086666667","39.16423712","100","0.84590099","50.22222222","50.22222222","59.7037037","59.7037037","92.74074074","92.74074074","12.53186652","12.53186652","152.4444444","152.4444444"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02418","","","","3","3","3.81","20","4.75","0.57","5","5.7194443","51.3250656","2.1163025","1.3398342","173.852417","139.0613403","36.9709473","4.0342255","6.9853415","31.2103348","0.8537712","50","11.7","23.4","5.32","9.13","0.2375","6.666666667","6.666666667","1.773333333","1.773333333","1.27","1.27","58.2694414","100","1.24488","70.37037037","70.37037037","78.81481481","78.81481481","56.44444444","56.44444444","18.44266667","18.44266667","135.2592593","135.2592593"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02419","","","","3","3","0.23","9","1.8","0.38","5","4.8969479","43.4989319","1.8023686","1.1875033","125.5843506","98.8017883","54.7976723","3.7321634","6.0431166","16.2354088","0.3578291","50.8","13.1","25.78740157","2.18","2.41","0.2","3","3","0.726666667","0.726666667","0.076666667","0.076666667","90.45643154","100","0.562165354","26.66666667","26.66666667","32.2962963","32.2962963","3.407407407","3.407407407","8.32837562","8.32837562","35.7037037","35.7037037"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02420","","","","3","3","5.88","9","3.42","0.32","5","6.1938057","47.748703","2.2256839","1.4935908","125.3519287","122.7187195","41.5802155","4.6235018","7.875237","24.2112942","0.7000742","46.6","10.2","21.88841202","3.74","9.62","0.38","3","3","1.246666667","1.246666667","1.96","1.96","38.87733888","100","0.818626609","50.66666667","50.66666667","55.40740741","55.40740741","87.11111111","87.11111111","12.12780162","12.12780162","142.5185185","142.5185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02421","","","","3","3","1.29","11","2.58","0.52","5","5.9746132","32.4265442","1.8958855","1.114285","109.512207","96.9300537","48.7889786","6.1431303","9.5532131","15.8502636","0.5012026","50.6","11.9","23.51778656","3.1","4.39","0.234545455","3.666666667","3.666666667","1.033333333","1.033333333","0.43","0.43","70.61503417","100","0.729051383","38.22222222","38.22222222","45.92592593","45.92592593","19.11111111","19.11111111","10.80076124","10.80076124","65.03703704","65.03703704"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02422","","","","3","3","1.04","8","1.98","0.41","5","4.1328926","30.2939453","2.0405593","1.2354741","155.9046631","82.3001404","40.8525505","10.9420214","15.7298384","11.8910427","0.2570763","47.5","9.1","19.15789474","2.39","3.43","0.2475","2.666666667","2.666666667","0.796666667","0.796666667","0.346666667","0.346666667","69.67930029","100","0.457873684","29.33333333","29.33333333","35.40740741","35.40740741","15.40740741","15.40740741","6.78331384","6.78331384","50.81481481","50.81481481"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02423","","","","3","3","0.8","7","1.87","0.51","5","6.1936502","31.0669403","2.0219121","1.2852917","96.2333984","104.5187988","53.0397377","2.379035","4.5738196","21.1433964","0.7271614","50.6","12.5","24.70355731","2.38","3.18","0.267142857","2.333333333","2.333333333","0.793333333","0.793333333","0.266666667","0.266666667","74.8427673","100","0.587944664","27.7037037","27.7037037","35.25925926","35.25925926","11.85185185","11.85185185","8.710291319","8.710291319","47.11111111","47.11111111"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02424","","","","3","3","1.84","14","5.5","0","5","6.7657328","25.6560059","2.1776917","1.4621816","79.2972412","96.0884094","53.6870537","2.8075876","4.9864984","17.4393044","0.123805","50.2","11.6","23.10756972","5.5","7.34","0.392857143","4.666666667","4.666666667","1.833333333","1.833333333","0.613333333","0.613333333","74.93188011","100","1.270916335","81.48148148","81.48148148","81.48148148","81.48148148","27.25925926","27.25925926","18.82839014","18.82839014","108.7407407","108.7407407"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02425","","","","3","2","1.62","11","3.55","0.19","5","5.9390659","22.490799","2.0577326","1.4290791","129.0161133","104.5231781","60.2923164","2.8369322","5.2968593","12.9103193","0.4780636","50.7","12.8","25.24654832","3.74","5.36","0.322727273","5.5","3.666666667","1.87","1.246666667","0.81","0.54","69.7761194","66.66666667","0.944220907","52.59259259","78.88888889","55.40740741","83.11111111","24","36","13.98845789","20.98268683","79.40740741","119.1111111"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02426","","","","3","3","1.52","18","3","0.35","5","6.8838558","53.375946","2.3865669","1.5548849","175.2744141","136.3466644","42.3751831","2.4034519","4.4358344","27.9585571","0.7387676","50.3","11.5","22.86282306","3.35","4.87","0.166666667","6","6","1.116666667","1.116666667","0.506666667","0.506666667","68.78850103","100","0.765904573","44.44444444","44.44444444","49.62962963","49.62962963","22.51851852","22.51851852","11.34673441","11.34673441","72.14814815","72.14814815"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02427","","","","3","3","0.24","7","1.14","0.68","5","6.2643423","33.8664246","2.1126161","1.3536935","76.7044678","94.2120514","54.5930176","2.0099907","3.8423944","19.3396339","0.4122362","50.1","11.8","23.55289421","1.82","2.06","0.162857143","2.333333333","2.333333333","0.606666667","0.606666667","0.08","0.08","88.34951456","100","0.428662675","16.88888889","16.88888889","26.96296296","26.96296296","3.555555556","3.555555556","6.350558143","6.350558143","30.51851852","30.51851852"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02428","","","","3","3","1.91","12","3.24","0.25","5","11.4842319","52.565567","3.3694639","2.1978388","190.5026855","158.0267334","31.1351166","3.2890968","6.4622712","32.356636","1.2009201","50.5","9","17.82178218","3.49","5.4","0.27","4","4","1.163333333","1.163333333","0.636666667","0.636666667","64.62962963","100","0.621980198","48","48","51.7037037","51.7037037","28.2962963","28.2962963","9.214521452","9.214521452","80","80"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02429","","","","3","2","1","7","2.02","0.25","5","8.3088512","53.0676651","2.7091043","1.7633476","122.2794189","129.1350403","45.8061981","2.4777603","5.001843","21.4213924","0.3966675","50.4","10.3","20.43650794","2.27","3.27","0.288571429","3.5","2.333333333","1.135","0.756666667","0.5","0.333333333","69.41896024","66.66666667","0.46390873","29.92592593","44.88888889","33.62962963","50.44444444","14.81481481","22.22222222","6.872721928","10.30908289","48.44444444","72.66666667"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02430","","","","3","2","1.3","11","3.17","0.09","5","6.7019701","21.6520081","2.1506906","1.5608621","116.1014404","119.1009979","53.1862679","2.2390327","4.098228","21.2831802","0.4458113","50.2","11.3","22.50996016","3.26","4.56","0.288181818","5.5","3.666666667","1.63","1.086666667","0.65","0.433333333","71.49122807","66.66666667","0.733824701","46.96296296","70.44444444","48.2962963","72.44444444","19.25925926","28.88888889","10.87147705","16.30721558","67.55555556","101.3333333"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02431","","","","3","3","0.6","5","1.23","0.11","5","7.9588165","28.8916931","2.2698741","1.3833585","51.5628662","90.6582642","61.5055161","1.4666243","2.7403407","13.238183","0.2155485","50.2","13.4","26.69322709","1.34","1.94","0.246","1.666666667","1.666666667","0.446666667","0.446666667","0.2","0.2","69.07216495","100","0.357689243","18.22222222","18.22222222","19.85185185","19.85185185","8.888888889","8.888888889","5.299099897","5.299099897","28.74074074","28.74074074"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02432","","","","3","3","1.57","13","3.79","0.28","5","6.757123","39.9538956","2.1720071","1.3850341","150.0523682","119.4030762","42.0569305","3.4885426","5.854701","29.5214252","0.8016157","42.9","9.5","22.14452214","4.07","5.64","0.291538462","4.333333333","4.333333333","1.356666667","1.356666667","0.523333333","0.523333333","72.16312057","100","0.901282051","56.14814815","56.14814815","60.2962963","60.2962963","23.25925926","23.25925926","13.35232669","13.35232669","83.55555556","83.55555556"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02433","","","","3","3","1.25","11","4.34","0.57","5","8.7595196","28.7881927","2.6784208","1.6993861","117.0844727","118.4985657","46.0744209","3.608079","5.7044449","20.3622894","0.5668936","50.3","11.1","22.06759443","4.91","6.16","0.394545455","3.666666667","3.666666667","1.636666667","1.636666667","0.416666667","0.416666667","79.70779221","100","1.083518887","64.2962963","64.2962963","72.74074074","72.74074074","18.51851852","18.51851852","16.05213165","16.05213165","91.25925926","91.25925926"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02434","","","","3","3","0.29","4","1.06","0.48","5","9.0346127","48.1097717","2.6684816","1.7834315","199.2953491","132.9906311","47.375248","2.6428709","5.1017332","20.2716351","0.5304346","50.3","11.8","23.45924453","1.54","1.83","0.265","1.333333333","1.333333333","0.513333333","0.513333333","0.096666667","0.096666667","84.15300546","100","0.361272366","15.7037037","15.7037037","22.81481481","22.81481481","4.296296296","4.296296296","5.352183197","5.352183197","27.11111111","27.11111111"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02435","","","","3","2","0.16","7","0.93","0.19","5","6.4408646","46.9484177","1.8843312","1.2010288","82.1132813","97.5760498","59.7823181","2.0231085","3.8343477","14.3601694","0.3417006","50.4","13.2","26.19047619","1.12","1.28","0.132857143","3.5","2.333333333","0.56","0.373333333","0.08","0.053333333","87.5","66.66666667","0.293333333","13.77777778","20.66666667","16.59259259","24.88888889","2.37037037","3.555555556","4.345679012","6.518518519","18.96296296","28.44444444"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02436","","","","3","2","0.47","7","1.3","0.23","5","7.8205299","43.8134155","2.9761729","1.9150119","150.2462158","160.3328552","29.0418549","6.0816622","10.1787519","31.543705","1.2357731","50.2","8.1","16.13545817","1.53","2","0.185714286","3.5","2.333333333","0.765","0.51","0.235","0.156666667","76.5","66.66666667","0.24687251","19.25925926","28.88888889","22.66666667","34","6.962962963","10.44444444","3.657370518","5.486055777","29.62962963","44.44444444"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02437","","","","3","3","1.31","17","2.91","0.81","5","8.272748","37.316391","3.1318049","2.0664921","237.2168579","194.9056854","29.8439026","4.8703403","8.765728","29.9306202","1.1242151","50.4","8.1","16.07142857","3.72","5.03","0.171176471","5.666666667","5.666666667","1.24","1.24","0.436666667","0.436666667","73.95626243","100","0.597857143","43.11111111","43.11111111","55.11111111","55.11111111","19.40740741","19.40740741","8.857142857","8.857142857","74.51851852","74.51851852"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02438","","","","3","3","0.89","9","2.8","1.09","5","5.7324467","39.4547806","2.4191177","1.5291877","136.7124023","134.6244354","39.2449951","4.3361101","7.6542087","29.2084637","0.8356562","47.8","8.6","17.9916318","3.89","4.78","0.311111111","3","3","1.296666667","1.296666667","0.296666667","0.296666667","81.38075314","100","0.699874477","41.48148148","41.48148148","57.62962963","57.62962963","13.18518519","13.18518519","10.36851077","10.36851077","70.81481481","70.81481481"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02439","","","","3","2","0.5","10","2.51","0.16","5","7.9406776","50.6616592","3.0847287","1.9774284","239.8667603","181.1246033","29.3291664","5.5932484","10.0590487","29.3723049","0.7727861","48.2","8.2","17.01244813","2.67","3.17","0.251","5","3.333333333","1.335","0.89","0.25","0.166666667","84.22712934","66.66666667","0.454232365","37.18518519","55.77777778","39.55555556","59.33333333","7.407407407","11.11111111","6.729368373","10.09405256","46.96296296","70.44444444"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02440","","","","3","3","2.06","10","2.69","0.54","5","5.8767433","43.9007874","2.6441281","1.4743829","226.3997192","155.7295074","39.3893356","5.6323223","8.782526","19.6153908","1.6194715","38.1","8.4","22.04724409","3.23","5.29","0.269","3.333333333","3.333333333","1.076666667","1.076666667","0.686666667","0.686666667","61.05860113","100","0.712125984","39.85185185","39.85185185","47.85185185","47.85185185","30.51851852","30.51851852","10.55001458","10.55001458","78.37037037","78.37037037"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02441","","","","3","0","0","0","0","0","","","","","","","","","","","","","","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0",""
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02442","","","","3","3","2.85","15","4.32","0.44","5","8.6833334","32.6181488","2.9671309","1.7695622","232.010437","150.3990326","40.5415688","7.3361998","11.1576252","14.0137968","1.1718655","50.4","9.9","19.64285714","4.76","7.61","0.288","5","5","1.586666667","1.586666667","0.95","0.95","62.54927727","100","0.935","64","64","70.51851852","70.51851852","42.22222222","42.22222222","13.85185185","13.85185185","112.7407407","112.7407407"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02443","","","","3","3","1.93","19","5.09","0.48","5","4.3234272","36.9626541","2.0224991","1.1656132","102.3395996","92.5944977","36.8973541","12.1757441","17.7424965","14.0677567","0.5642366","50.3","8.5","16.89860835","5.57","7.5","0.267894737","6.333333333","6.333333333","1.856666667","1.856666667","0.643333333","0.643333333","74.26666667","100","0.941252485","75.40740741","75.40740741","82.51851852","82.51851852","28.59259259","28.59259259","13.94448126","13.94448126","111.1111111","111.1111111"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02444","","","","3","3","0.84","11","2.4","0.74","5","9.3114948","58.470047","3.1085856","1.9558682","211.0984497","153.6515198","31.1714478","6.4494505","10.3090239","26.2870331","0.9255934","50.7","8.6","16.96252465","3.14","3.98","0.218181818","3.666666667","3.666666667","1.046666667","1.046666667","0.28","0.28","78.89447236","100","0.532623274","35.55555556","35.55555556","46.51851852","46.51851852","12.44444444","12.44444444","7.890715173","7.890715173","58.96296296","58.96296296"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02445","","","","3","3","1.52","12","3.92","0.73","5","6.1926746","17.3269348","2.1738944","1.3225303","169.3961182","113.2882843","45.0559998","7.3612337","11.1119289","13.8491974","0.5174398","50.5","10.7","21.18811881","4.65","6.17","0.326666667","4","4","1.55","1.55","0.506666667","0.506666667","75.36466775","100","0.985247525","58.07407407","58.07407407","68.88888889","68.88888889","22.51851852","22.51851852","14.59625963","14.59625963","91.40740741","91.40740741"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02446","","","","3","3","0.11","4","0.98","0.75","5","","","","","","","","","","","","","","","1.73","1.84","0.245","1.333333333","1.333333333","0.576666667","0.576666667","0.036666667","0.036666667","94.02173913","100","","14.51851852","14.51851852","25.62962963","25.62962963","1.62962963","1.62962963","","","27.25925926","27.25925926"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02447","","","","3","3","2.56","8","2.4","0","5","8.6216927","46.891777","2.99998","1.9163637","173.7403564","158.214447","36.6649399","4.2495022","7.3023143","27.784008","1.0689049","50.7","9.9","19.52662722","2.4","4.96","0.3","2.666666667","2.666666667","0.8","0.8","0.853333333","0.853333333","48.38709677","100","0.468639053","35.55555556","35.55555556","35.55555556","35.55555556","37.92592593","37.92592593","6.942800789","6.942800789","73.48148148","73.48148148"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02448","","","","3","3","0.55","8","1.43","0.56","5","6.0755348","51.7714996","2.4035487","1.5024242","205.430481","141.9988556","46.9406242","4.8401594","8.1420097","19.1709461","1.4199581","50.6","11.2","22.13438735","1.99","2.54","0.17875","2.666666667","2.666666667","0.663333333","0.663333333","0.183333333","0.183333333","78.34645669","100","0.440474308","21.18518519","21.18518519","29.48148148","29.48148148","8.148148148","8.148148148","6.525545308","6.525545308","37.62962963","37.62962963"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02449","","","","3","3","1.16","10","2.42","0.3","3","7.3025694","50.3957901","2.406143","1.5378499","202.4140015","132.2832947","51.1264801","2.8720264","5.6361227","20.5913601","0.9563732","50","11","22","2.72","3.88","0.242","3.333333333","3.333333333","0.906666667","0.906666667","0.386666667","0.386666667","70.10309278","100","0.5984","35.85185185","35.85185185","40.2962963","40.2962963","17.18518519","17.18518519","8.865185185","8.865185185","57.48148148","57.48148148"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02450","","","","3","3","1.88","10","2.25","0.53","6","4.8734474","39.6942368","1.8538284","1.2576404","146.3018799","114.966507","58.498661","2.7836676","4.8732529","14.8125038","0.612401","50.8","13","25.59055118","2.78","4.66","0.225","3.333333333","3.333333333","0.926666667","0.926666667","0.626666667","0.626666667","59.65665236","100","0.711417323","33.33333333","33.33333333","41.18518519","41.18518519","27.85185185","27.85185185","10.53951589","10.53951589","69.03703704","69.03703704"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02451","","","","3","2","1.94","2","0.25","0.43","7","","","","","","","","","","","","","","","0.68","2.62","0.125","1","0.666666667","0.34","0.226666667","0.97","0.646666667","25.95419847","66.66666667","","3.703703704","5.555555556","10.07407407","15.11111111","28.74074074","43.11111111","","","38.81481481","58.22222222"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02452","","","","3","3","0.35","5","1.87","0.2","5","7.0271606","41.0153656","2.3198304","1.3123584","127.2922363","117.601532","40.6992111","6.0675192","10.1072607","24.330452","0.996851","50.1","10.5","20.95808383","2.07","2.42","0.374","1.666666667","1.666666667","0.69","0.69","0.116666667","0.116666667","85.53719008","100","0.433832335","27.7037037","27.7037037","30.66666667","30.66666667","5.185185185","5.185185185","6.427145709","6.427145709","35.85185185","35.85185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-02453","","","","3","3","1.6","12","4.05","0.41","5","5.1416092","53.7528839","2.2499921","1.4151011","178.8105469","127.2957153","37.9992371","4.3310242","6.4188008","26.9765129","1.1200485","50.3","11.6","23.06163022","4.46","6.06","0.3375","4","4","1.486666667","1.486666667","0.533333333","0.533333333","73.59735974","100","1.028548708","60","60","66.07407407","66.07407407","23.7037037","23.7037037","15.23775863","15.23775863","89.77777778","89.77777778"
