"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00934","","","","3","3","2.85","12","3.45","0.44","5","7.1592102","35.5288391","2.268774","1.4589572","136.4985352","123.1768646","57.0883064","3.9520903","7.3691649","11.9459877","0.4289351","50.2","12","23.90438247","3.89","6.74","0.2875","4","4","1.296666667","1.296666667","0.95","0.95","57.71513353","100","0.929880478","51.11111111","51.11111111","57.62962963","57.62962963","42.22222222","42.22222222","13.77600708","13.77600708","99.85185185","99.85185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00935","","","","3","3","4.11","7","2.63","0.35","5","5.6777916","0","1.7492447","1.2554588","113.6834717","92.1452332","67.9223175","2.9146452","5.1857238","4.5548334","0.3549871","50.7","16.7","32.93885602","2.98","7.09","0.375714286","2.333333333","2.333333333","0.993333333","0.993333333","1.37","1.37","42.03102962","100","0.981577909","38.96296296","38.96296296","44.14814815","44.14814815","60.88888889","60.88888889","14.54189495","14.54189495","105.037037","105.037037"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00936","","","","3","2","0.73","7","1.48","0.67","5","5.0844994","53.5057373","1.7864795","1.1943831","147.614624","98.711792","66.6836319","2.7987404","5.1955972","5.7231455","0.4210043","50.3","15.3","30.41749503","2.15","2.88","0.211428571","3.5","2.333333333","1.075","0.716666667","0.365","0.243333333","74.65277778","66.66666667","0.653976143","21.92592593","32.88888889","31.85185185","47.77777778","10.81481481","16.22222222","9.688535454","14.53280318","42.66666667","64"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00937","","","","3","3","2.83","18","3.19","0.63","5","5.9903603","54.5591583","2.3195214","1.3986573","250.0859985","166.2817688","31.4013062","5.5498838","9.9752522","34.4535561","1.023263","50.2","10.3","20.51792829","3.82","6.65","0.177222222","6","6","1.273333333","1.273333333","0.943333333","0.943333333","57.44360902","100","0.783784861","47.25925926","47.25925926","56.59259259","56.59259259","41.92592593","41.92592593","11.61162756","11.61162756","98.51851852","98.51851852"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00938","","","","3","3","2.21","9","3.1","0.3","5","4.426157","41.0576706","1.7009621","1.0314603","140.7025146","78.3527985","53.678051","6.3467951","9.492074","11.868433","0.5936518","50.3","12.8","25.4473161","3.4","5.61","0.344444444","3","3","1.133333333","1.133333333","0.736666667","0.736666667","60.60606061","100","0.865208748","45.92592593","45.92592593","50.37037037","50.37037037","32.74074074","32.74074074","12.81790737","12.81790737","83.11111111","83.11111111"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00939","","","","3","3","7.3","12","8.38","0.5","5","4.2042618","35.451416","1.9842763","1.2206016","156.8167725","97.3093414","46.1757584","8.9152193","12.8584547","10.2207232","0.4269056","50.7","10.6","20.90729783","8.88","16.18","0.698333333","4","4","2.96","2.96","2.433333333","2.433333333","54.88257108","100","1.856568047","124.1481481","124.1481481","131.5555556","131.5555556","108.1481481","108.1481481","27.50471181","27.50471181","239.7037037","239.7037037"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00940","","","","3","3","1.4","8","1.29","0.32","5","6.937212","46.5307999","2.3830726","1.4821858","136.986084","132.1039886","36.6761932","5.6842031","9.8499851","29.2182751","0.8430014","50.2","11.4","22.70916335","1.61","3.01","0.16125","2.666666667","2.666666667","0.536666667","0.536666667","0.466666667","0.466666667","53.48837209","100","0.36561753","19.11111111","19.11111111","23.85185185","23.85185185","20.74074074","20.74074074","5.416555998","5.416555998","44.59259259","44.59259259"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00941","","","","3","3","1.5","12","2.31","0.4","5","6.536212","49.7010193","1.9730406","1.3082829","103.4755859","93.0138702","55.9940109","2.2164583","4.210423","17.558239","0.5595617","50.5","16.2","32.07920792","2.71","4.21","0.1925","4","4","0.903333333","0.903333333","0.5","0.5","64.37054632","100","0.869346535","34.22222222","34.22222222","40.14814815","40.14814815","22.22222222","22.22222222","12.87920792","12.87920792","62.37037037","62.37037037"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00942","","","","3","3","0.61","2","0.2","0.55","5","4.8867588","54.6856613","1.8891416","1.2100029","193.7290039","104.3893738","54.1161804","3.5289745","5.8433862","16.6234703","1.2841301","50.7","14.4","28.40236686","0.75","1.36","0.1","0.666666667","0.666666667","0.25","0.25","0.203333333","0.203333333","55.14705882","100","0.213017751","2.962962963","2.962962963","11.11111111","11.11111111","9.037037037","9.037037037","3.15581854","3.15581854","20.14814815","20.14814815"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00943","","","","3","3","2.89","12","2.68","0.15","5","5.5526237","44.3240967","2.1754947","1.3265643","137.5338135","119.1380463","40.4917946","4.5055819","7.8539844","27.1258335","1.0327501","50.5","11.7","23.16831683","2.83","5.72","0.223333333","4","4","0.943333333","0.943333333","0.963333333","0.963333333","49.47552448","100","0.655663366","39.7037037","39.7037037","41.92592593","41.92592593","42.81481481","42.81481481","9.713531353","9.713531353","84.74074074","84.74074074"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00944","","","","3","3","1.58","23","3.11","0.38","5","6.6067839","43.7400742","2.2256861","1.5119672","104.0247803","97.0074005","53.1229706","3.4479971","6.2450867","15.3749332","0.7377281","50","13.3","26.6","3.49","5.07","0.135217391","7.666666667","7.666666667","1.163333333","1.163333333","0.526666667","0.526666667","68.83629191","100","0.92834","46.07407407","46.07407407","51.7037037","51.7037037","23.40740741","23.40740741","13.75318519","13.75318519","75.11111111","75.11111111"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00945","","","","3","3","2.66","9","3.77","0.12","5","6.9396143","50.1655273","2.2639964","1.3955412","98.4643555","115.8902283","42.9420166","5.7841644","9.5106153","20.564991","0.8139877","50.3","11.1","22.06759443","3.89","6.55","0.418888889","3","3","1.296666667","1.296666667","0.886666667","0.886666667","59.38931298","100","0.858429423","55.85185185","55.85185185","57.62962963","57.62962963","39.40740741","39.40740741","12.71747294","12.71747294","97.03703704","97.03703704"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00946","","","","3","3","1.92","9","2.02","0.25","5","5.7000484","57.2515106","1.9723215","1.3411956","119.2180176","100.6989899","47.1074753","2.9284153","5.295001","24.4501705","0.5226231","50.8","13.1","25.78740157","2.27","4.19","0.224444444","3","3","0.756666667","0.756666667","0.64","0.64","54.17661098","100","0.585374016","29.92592593","29.92592593","33.62962963","33.62962963","28.44444444","28.44444444","8.672207641","8.672207641","62.07407407","62.07407407"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00947","","","","3","3","9.67","9","1.25","0.77","5","6.7882414","48.0244598","2.3373237","1.4906096","180.4464111","125.5378876","51.2895317","4.735343","8.1275473","13.8787384","0.6226015","50","13.2","26.4","2.02","11.69","0.138888889","3","3","0.673333333","0.673333333","3.223333333","3.223333333","17.27972626","100","0.53328","18.51851852","18.51851852","29.92592593","29.92592593","143.2592593","143.2592593","7.900444444","7.900444444","173.1851852","173.1851852"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00948","","","","3","2","10.63","11","2.47","0.54","5","6.6159143","47.3148651","2.3705156","1.50664","250.0151367","144.2960663","49.9426956","3.3212042","6.2073774","20.6002464","1.2472124","49.9","12.7","25.4509018","3.01","13.64","0.224545455","5.5","3.666666667","1.505","1.003333333","5.315","3.543333333","22.06744868","66.66666667","0.766072144","36.59259259","54.88888889","44.59259259","66.88888889","157.4814815","236.2222222","11.34921695","17.02382543","202.0740741","303.1111111"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00949","","","","3","3","3.56","13","2.72","0.52","5","3.9955997","46.1310806","1.5431409","1.0672841","133.6126709","89.2137299","53.658947","2.8019304","4.7522974","21.5909996","0.6315317","50","13.3","26.6","3.24","6.8","0.209230769","4.333333333","4.333333333","1.08","1.08","1.186666667","1.186666667","47.64705882","100","0.86184","40.2962963","40.2962963","48","48","52.74074074","52.74074074","12.768","12.768","100.7407407","100.7407407"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00950","","","","3","3","1.47","8","3.16","0.18","5","6.580802","51.3844299","2.5009301","1.6004701","132.8148193","128.8203735","33.7143936","4.1945753","7.2699847","32.0197639","0.8750963","50.2","10.1","20.11952191","3.34","4.81","0.395","2.666666667","2.666666667","1.113333333","1.113333333","0.49","0.49","69.43866944","100","0.671992032","46.81481481","46.81481481","49.48148148","49.48148148","21.77777778","21.77777778","9.955437509","9.955437509","71.25925926","71.25925926"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00951","","","","3","2","2.03","7","3.3","0.18","5","6.347064","36.1631546","1.967731","1.2874899","95.0332031","98.2900391","56.7028046","2.8438635","4.8784633","16.9847546","0.3668423","50.4","13.3","26.38888889","3.48","5.51","0.471428571","3.5","2.333333333","1.74","1.16","1.015","0.676666667","63.15789474","66.66666667","0.918333333","48.88888889","73.33333333","51.55555556","77.33333333","30.07407407","45.11111111","13.60493827","20.40740741","81.62962963","122.4444444"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00952","","","","3","3","9.15","10","3.23","0.51","5","5.1971283","49.1666336","2.0175962","1.2036343","186.1413574","115.2623596","49.0115814","4.5327206","7.2965665","18.5972042","1.0858688","50.8","12.3","24.21259843","3.74","12.89","0.323","3.333333333","3.333333333","1.246666667","1.246666667","3.05","3.05","29.01474011","100","0.905551181","47.85185185","47.85185185","55.40740741","55.40740741","135.5555556","135.5555556","13.41557305","13.41557305","190.962963","190.962963"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00953","","","","3","2","0.64","6","1.16","0","5","6.7377214","44.7189407","2.1620154","1.4618454","145.2546387","117.2593231","53.6085281","3.0060472","5.3898821","15.1482944","0","50.4","12.6","25","1.16","1.8","0.193333333","3","2","0.58","0.386666667","0.32","0.213333333","64.44444444","66.66666667","0.29","17.18518519","25.77777778","17.18518519","25.77777778","9.481481481","14.22222222","4.296296296","6.444444444","26.66666667","40"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00954","","","","3","3","1.2","16","3.36","0.56","5","5.0610256","35.8066635","1.9924321","1.2317567","112.2952881","108.6062775","47.6632462","5.6359501","8.7088223","17.2150631","0.8025866","50.6","11.1","21.93675889","3.92","5.12","0.21","5.333333333","5.333333333","1.306666667","1.306666667","0.4","0.4","76.5625","100","0.859920949","49.77777778","49.77777778","58.07407407","58.07407407","17.77777778","17.77777778","12.73956961","12.73956961","75.85185185","75.85185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00955","","","","3","3","6.85","20","6.33","0.29","5","7.015583","49.9430161","2.7074389","1.7036161","126.9958496","158.1299133","26.2354012","4.525939","8.6658745","41.0535851","0.9846497","50.5","9.2","18.21782178","6.62","13.47","0.3165","6.666666667","6.666666667","2.206666667","2.206666667","2.283333333","2.283333333","49.14625093","100","1.206019802","93.77777778","93.77777778","98.07407407","98.07407407","101.4814815","101.4814815","17.86696003","17.86696003","199.5555556","199.5555556"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00956","","","","3","3","1.68","16","2.82","0.26","5","6.8844681","48.2926407","2.2204518","1.3656373","146.7216797","125.5326385","42.2455559","5.3827715","9.171073","23.1251011","1.1232538","45.1","9.7","21.50776053","3.08","4.76","0.17625","5.333333333","5.333333333","1.026666667","1.026666667","0.56","0.56","64.70588235","100","0.662439024","41.77777778","41.77777778","45.62962963","45.62962963","24.88888889","24.88888889","9.813911472","9.813911472","70.51851852","70.51851852"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00957","","","","3","2","2.29","3","1.52","0.3","5","5.53022","51.9239655","1.9115572","1.2476702","100.9971924","88.1096497","59.1725769","2.184062","4.3664684","14.9703264","0.5764198","50.4","14.5","28.76984127","1.82","4.11","0.506666667","1.5","1","0.91","0.606666667","1.145","0.763333333","44.28223844","66.66666667","0.523611111","22.51851852","33.77777778","26.96296296","40.44444444","33.92592593","50.88888889","7.757201646","11.63580247","60.88888889","91.33333333"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00958","","","","3","3","2.68","15","1.65","0.37","5","6.8430471","46.9550781","2.1169724","1.4300046","194.0965576","123.1465912","55.2609024","2.4005375","4.8079638","15.0826397","0.2636003","50.6","14.6","28.85375494","2.02","4.7","0.11","5","5","0.673333333","0.673333333","0.893333333","0.893333333","42.9787234","100","0.58284585","24.44444444","24.44444444","29.92592593","29.92592593","39.7037037","39.7037037","8.63475333","8.63475333","69.62962963","69.62962963"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00959","","","","3","3","2.33","8","1.68","1.02","5","4.6629066","51.3132401","1.8314085","1.2028189","177.9481201","91.9203033","50.8733826","6.6963816","10.005827","12.3569822","0.8635998","50.2","12.7","25.29880478","2.7","5.03","0.21","2.666666667","2.666666667","0.9","0.9","0.776666667","0.776666667","53.67793241","100","0.683067729","24.88888889","24.88888889","40","40","34.51851852","34.51851852","10.11952191","10.11952191","74.51851852","74.51851852"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00960","","","","3","3","10.11","18","3.82","2.01","5","3.8330975","55.4671631","1.8315454","1.0915475","180.387085","123.4698181","27.5790596","7.9182463","12.3718987","33.1952248","0.9933271","50.3","9.4","18.68787276","5.83","15.94","0.212222222","6","6","1.943333333","1.943333333","3.37","3.37","36.57465496","100","1.089502982","56.59259259","56.59259259","86.37037037","86.37037037","149.7777778","149.7777778","16.14078492","16.14078492","236.1481481","236.1481481"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00961","","","","3","3","1.38","13","5.74","0.17","5","6.9104767","57.5616379","2.3797145","1.544157","272.2017822","140.9522858","49.1865005","4.4064922","7.7440419","14.8479567","0.5913067","50.6","12.1","23.91304348","5.91","7.29","0.441538462","4.333333333","4.333333333","1.97","1.97","0.46","0.46","81.06995885","100","1.41326087","85.03703704","85.03703704","87.55555556","87.55555556","20.44444444","20.44444444","20.93719807","20.93719807","108","108"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00962","","","","3","3","2.42","11","2.14","0.51","5","6.6861362","47.4973373","2.4914932","1.6114836","224.8811035","163.9946289","38.7821236","3.9662323","7.3549218","26.989666","0.7856827","50.7","12.7","25.04930966","2.65","5.07","0.194545455","3.666666667","3.666666667","0.883333333","0.883333333","0.806666667","0.806666667","52.26824458","100","0.663806706","31.7037037","31.7037037","39.25925926","39.25925926","35.85185185","35.85185185","9.834173424","9.834173424","75.11111111","75.11111111"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00963","","","","3","3","2.74","10","1.82","0.66","5","5.8143177","60.1271286","2.1676073","1.3895173","122.6450195","119.6245575","42.5275345","3.4450445","5.9506321","27.3932018","1.0553074","50.5","10.6","20.99009901","2.48","5.22","0.182","3.333333333","3.333333333","0.826666667","0.826666667","0.913333333","0.913333333","47.50957854","100","0.520554455","26.96296296","26.96296296","36.74074074","36.74074074","40.59259259","40.59259259","7.711917858","7.711917858","77.33333333","77.33333333"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00964","","","","3","3","1.35","11","2.9","0.66","5","6.4702845","55.04496","2.5473428","1.4576945","157.6956787","118.0248871","37.1516724","8.1201067","12.1968164","18.6672688","1.3577185","48.9","9.1","18.60940695","3.56","4.91","0.263636364","3.666666667","3.666666667","1.186666667","1.186666667","0.45","0.45","72.50509165","100","0.662494888","42.96296296","42.96296296","52.74074074","52.74074074","20","20","9.814739074","9.814739074","72.74074074","72.74074074"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00965","","","","3","3","1.53","15","3.87","0.85","3","4.8906937","45.0901947","1.9486279","1.2393303","88.3027344","106.3867493","56.6629639","3.436058","5.493773","16.2212124","0.5365534","50","13.4","26.8","4.72","6.25","0.258","5","5","1.573333333","1.573333333","0.51","0.51","75.52","100","1.26496","57.33333333","57.33333333","69.92592593","69.92592593","22.66666667","22.66666667","18.74014815","18.74014815","92.59259259","92.59259259"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00966","","","","3","3","1.59","12","1.99","0.54","5","7.059227","58.9121552","2.3685777","1.5538659","173.1618652","136.5351715","41.8558197","3.9787359","7.0969157","27.6029129","0.8431606","50","10.9","21.8","2.53","4.12","0.165833333","4","4","0.843333333","0.843333333","0.53","0.53","61.40776699","100","0.55154","29.48148148","29.48148148","37.48148148","37.48148148","23.55555556","23.55555556","8.170962963","8.170962963","61.03703704","61.03703704"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00967","","","","3","0","0","0","0","0","","","","","","","","","","","","","","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0",""
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00968","","","","3","1","4.11","0","0","0.13","7","","","","","","","","","","","","","","","0.13","4.24","","0","0","0.13","0.043333333","4.11","1.37","3.066037736","33.33333333","","0","0","1.925925926","5.777777778","60.88888889","182.6666667","","","62.81481481","188.4444444"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00969","","","","3","3","1.05","11","2.18","0.4","5","8.4325485","50.4076462","2.7233059","1.5228982","146.2149658","126.7860565","41.2444916","6.9951811","11.191576","15.6920671","0.9274855","50.3","10.3","20.47713718","2.58","3.63","0.198181818","3.666666667","3.666666667","0.86","0.86","0.35","0.35","71.07438017","100","0.528310139","32.2962963","32.2962963","38.22222222","38.22222222","15.55555556","15.55555556","7.826816877","7.826816877","53.77777778","53.77777778"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00970","","","","3","0","0","0","0","0","","","","","","","","","","","","","","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0",""
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00971","","","","3","3","1.54","21","4.98","0.69","5","4.4098854","50.2640076","2.1039009","1.2863693","110.5163574","91.4443207","44.1329422","6.6176348","10.1754618","19.2597771","0.469862","50","10.7","21.4","5.67","7.21","0.237142857","7","7","1.89","1.89","0.513333333","0.513333333","78.6407767","100","1.21338","73.77777778","73.77777778","84","84","22.81481481","22.81481481","17.976","17.976","106.8148148","106.8148148"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00972","","","","3","3","2.36","12","3.08","0.27","5","7.6871805","42.0801392","2.8360052","1.745461","110.9853516","128.5083008","30.0212898","6.7476435","11.0285368","32.678566","1.8136683","42.3","7","16.54846336","3.35","5.71","0.256666667","4","4","1.116666667","1.116666667","0.786666667","0.786666667","58.66900175","100","0.554373522","45.62962963","45.62962963","49.62962963","49.62962963","34.96296296","34.96296296","8.212941073","8.212941073","84.59259259","84.59259259"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00973","","","","3","3","4.73","9","1.16","1.02","5","","","","","","","","","","","","","","","2.18","6.91","0.128888889","3","3","0.726666667","0.726666667","1.576666667","1.576666667","31.54848046","100","","17.18518519","17.18518519","32.2962963","32.2962963","70.07407407","70.07407407","","","102.3703704","102.3703704"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00974","","","","3","3","1.48","10","2.45","0.39","5","6.2674961","1.9511261","2.1427302","1.2887845","140.4593506","124.7227173","44.7842407","4.2037382","7.3823228","22.5620842","0.7563162","50.3","11.3","22.46520875","2.84","4.32","0.245","3.333333333","3.333333333","0.946666667","0.946666667","0.493333333","0.493333333","65.74074074","100","0.638011928","36.2962963","36.2962963","42.07407407","42.07407407","21.92592593","21.92592593","9.452028569","9.452028569","64","64"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00975","","","","3","3","3.32","9","0.97","0.83","5","7.6302576","19.3234711","2.7263539","1.6368275","182.5963135","151.032135","35.0499535","4.2443886","7.3882213","28.0805302","1.5156555","50.2","10.6","21.11553785","1.8","5.12","0.107777778","3","3","0.6","0.6","1.106666667","1.106666667","35.15625","100","0.380079681","14.37037037","14.37037037","26.66666667","26.66666667","49.18518519","49.18518519","5.630810093","5.630810093","75.85185185","75.85185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00976","","","","3","3","2.75","10","2.2","0.26","5","6.216238","3.5094757","1.8801947","1.2929239","100.8460693","91.58284","59.8551483","2.7831573","4.7920294","10.5426292","0.4558735","50.7","15.4","30.37475345","2.46","5.21","0.22","3.333333333","3.333333333","0.82","0.82","0.916666667","0.916666667","47.2168906","100","0.747218935","32.59259259","32.59259259","36.44444444","36.44444444","40.74074074","40.74074074","11.06991015","11.06991015","77.18518519","77.18518519"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00977","","","","3","3","1.56","16","4.07","0.18","5","8.5935793","40.6718521","2.4868321","1.6378412","107.9134521","109.0372162","43.5984726","2.9995136","4.60748","26.1137905","0.8958855","50.3","11.6","23.06163022","4.25","5.81","0.254375","5.333333333","5.333333333","1.416666667","1.416666667","0.52","0.52","73.14974182","100","0.980119284","60.2962963","60.2962963","62.96296296","62.96296296","23.11111111","23.11111111","14.52028569","14.52028569","86.07407407","86.07407407"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00978","","","","3","3","3.74","16","5.15","0.6","5","6.7669792","64.5204163","2.3989017","1.4911747","174.1171875","138.4281006","42.7687988","3.5362682","7.111815","24.4223003","0.8183718","50","10","20","5.75","9.49","0.321875","5.333333333","5.333333333","1.916666667","1.916666667","1.246666667","1.246666667","60.59009484","100","1.15","76.2962963","76.2962963","85.18518519","85.18518519","55.40740741","55.40740741","17.03703704","17.03703704","140.5925926","140.5925926"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00979","","","","3","3","4.39","9","2.53","0","5","4.1633873","0","1.3901553","1.1489244","192.5966187","108.2779541","68.8589249","1.8510818","3.9269013","7.7931995","0.2165527","50.5","16.5","32.67326733","2.53","6.92","0.281111111","3","3","0.843333333","0.843333333","1.463333333","1.463333333","36.56069364","100","0.826633663","37.48148148","37.48148148","37.48148148","37.48148148","65.03703704","65.03703704","12.24642464","12.24642464","102.5185185","102.5185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00980","","","","3","3","6.92","0","0","0.59","7","4.9329338","47.2682266","1.9683304","1.2177773","155.3157959","109.2116089","37.5101318","6.0853014","9.4881811","27.5327148","0.6146545","50.2","10.3","20.51792829","0.59","7.51","","0","0","0.196666667","0.196666667","2.306666667","2.306666667","7.856191744","100","0.121055777","0","0","8.740740741","8.740740741","102.5185185","102.5185185","1.793418917","1.793418917","111.2592593","111.2592593"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00981","","","","3","3","0.77","11","1.67","0.1","5","2.890564","0","1.2004218","1.0218","100.199707","78.9900665","71.0408478","1.9712124","3.6518455","7.8127012","0.2243767","50.7","19","37.47534517","1.77","2.54","0.151818182","3.666666667","3.666666667","0.59","0.59","0.256666667","0.256666667","69.68503937","100","0.663313609","24.74074074","24.74074074","26.22222222","26.22222222","11.40740741","11.40740741","9.826868288","9.826868288","37.62962963","37.62962963"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00982","","","","3","3","1.74","13","2.71","0.54","5","8.7596331","45.9786377","2.5473371","1.6193643","152.9005127","138.5940247","38.8334198","4.5755644","7.5503602","27.6712742","1.2737617","50.3","10.7","21.27236581","3.25","4.99","0.208461538","4.333333333","4.333333333","1.083333333","1.083333333","0.58","0.58","65.13026052","100","0.691351889","40.14814815","40.14814815","48.14814815","48.14814815","25.77777778","25.77777778","10.2422502","10.2422502","73.92592593","73.92592593"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00983","","","","3","3","2.11","6","2.59","1.47","5","5.1517334","34.0024185","2.2029569","1.2966695","120.6806641","93.8607941","38.3096008","7.3569212","11.5615845","25.1571751","1.6212139","50","9.1","18.2","4.06","6.17","0.431666667","2","2","1.353333333","1.353333333","0.703333333","0.703333333","65.80226904","100","0.73892","38.37037037","38.37037037","60.14814815","60.14814815","31.25925926","31.25925926","10.94696296","10.94696296","91.40740741","91.40740741"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-00984","","","","3","3","3.54","12","3.03","0.65","5","7.5291252","73.1222534","3.4415743","2.1014619","236.7376099","202.0932465","23.8671608","3.2822895","7.2491612","41.5079269","2.1697369","48.9","8.8","17.99591002","3.68","7.22","0.2525","4","4","1.226666667","1.226666667","1.18","1.18","50.96952909","100","0.662249489","44.88888889","44.88888889","54.51851852","54.51851852","52.44444444","52.44444444","9.811103537","9.811103537","106.962963","106.962963"
