"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00011","","","","20","2.4","12","16","20","2.8","0.8","5","26.87747036","4.721422","1.796409","1.178849","182.7241","114.0103","25.62085","50.51974","4.764895","7.838751","20.64868","0.898677","3.6","6","36","0.175","0.04","0.1","3","1.8","1.333333333","0.8","0.3","0.18","0.2","0.12","44.44444444","60","60","0.967588933","6.222222222","10.37037037","8","13.33333333","5.333333333","8.888888889","2.150197629","3.583662715","13.33333333","22.22222222"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00012","","","","20","1.8","17","26","23","5.4","1","3","30.4518664","4.062368","1.590758","1.227651","151.9443","94.29224","32.7455","59.23082","1.175272","2.717082","18.08795","0.275888","6.4","8.2","49","0.207692308","0.043478261","0.130612245","2.882352941","2.45","1.529411765","1.3","0.376470588","0.32","0.105882353","0.09","53.06122449","78.04878049","85","1.94891945","12","14.11764706","14.22222222","16.73202614","4","4.705882353","4.33093211","5.095214247","18.22222222","21.4379085"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00013","","","","20","2","11","14","13","2.9","0.6","5","27.50491159","5.679121","2.140759","1.559057","132.089","117.1939","50.21031","50.15879","1.731628","3.59966","21.41686","0.565767","3.5","5.5","27","0.207142857","0.046153846","0.12962963","2.454545455","1.35","1.272727273","0.7","0.318181818","0.175","0.181818182","0.1","51.85185185","63.63636364","55","0.962671906","6.444444444","11.71717172","7.777777778","14.14141414","4.444444444","8.080808081","2.139270901","3.889583457","12.22222222","22.22222222"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00014","","","","20","1.9","13","10","24","3","0.2","5","30.83003953","4.692474","1.901866","1.388178","144.8292","109.4993","50.57813","54.48441","1.437703","3.048223","18.74297","0.528638","3.2","5.1","34","0.3","0.008333333","0.094117647","2.615384615","1.7","0.769230769","0.5","0.246153846","0.16","0.146153846","0.095","29.41176471","62.74509804","65","0.986561265","6.666666667","10.25641026","7.111111111","10.94017094","4.222222222","6.495726496","2.192358367","3.372859026","11.33333333","17.43589744"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00015","","","","20","2.9","13","6","33","1.3","1","5","30.69306931","3.881605","1.650193","1.065477","199.5012","105.6595","32.6153","60.36515","6.199012","9.527612","5.996894","0.984378","2.3","5.2","39","0.216666667","0.03030303","0.058974359","3","1.95","0.461538462","0.3","0.176923077","0.115","0.223076923","0.145","15.38461538","44.23076923","65","0.705940594","2.888888889","4.444444444","5.111111111","7.863247863","6.444444444","9.914529915","1.568756876","2.413472117","11.55555556","17.77777778"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00016","","","","20","0.9","11","12","10","1.5","0.3","5","28.79684418","4.648176","1.763789","1.31914","131.3855","99.50496","32.22583","65.80855","1.907125","3.394126","8.206158","0.0854","1.8","2.7","22","0.125","0.03","0.081818182","2","1.1","1.090909091","0.6","0.163636364","0.09","0.081818182","0.045","54.54545455","66.66666667","55","0.518343195","3.333333333","6.060606061","4","7.272727273","2","3.636363636","1.151873767","2.09431594","6","10.90909091"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00017","","","","20","8.8","17","42","80","3.6","1.6","5","26.53465347","4.829212","2.218676","1.484004","228.5937","154.204","53.04098","47.90576","3.099203","5.674861","21.23865","1.472095","5.2","14","122","0.085714286","0.02","0.042622951","7.176470588","6.1","2.470588235","2.1","0.305882353","0.26","0.517647059","0.44","34.42622951","37.14285714","85","1.37980198","8","9.411764706","11.55555556","13.59477124","19.55555556","23.00653595","3.066226623","3.607325439","31.11111111","36.60130719"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00018","","","","20","3.3","16","11","32","1.6","0.8","5","23.96039604","6.072477","2.727264","1.724975","284.8109","203.0276","54.79247","42.18645","2.755633","5.348083","24.40352","1.647762","2.4","5.7","43","0.145454545","0.025","0.055813953","2.6875","2.15","0.6875","0.55","0.15","0.12","0.20625","0.165","25.58139535","42.10526316","80","0.575049505","3.555555556","4.444444444","5.333333333","6.666666667","7.333333333","9.166666667","1.277887789","1.597359736","12.66666667","15.83333333"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00019","","","","20","3.2","13","27","25","2.9","0.6","5","25.19685039","4.062212","1.930748","1.237156","162.1278","118.7115","39.32575","43.36753","7.658824","11.92958","15.94654","0.547399","3.5","6.7","52","0.107407407","0.024","0.067307692","4","2.6","2.076923077","1.35","0.269230769","0.175","0.246153846","0.16","51.92307692","52.23880597","65","0.881889764","6.444444444","9.914529915","7.777777778","11.96581197","7.111111111","10.94017094","1.95975503","3.015007739","14.88888889","22.90598291"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00020","","","","20","1.8","11","9","27","1.3","0.8","5","28.06324111","4.8706","2.089951","1.311983","216.3641","132.0012","40.31357","53.19959","5.169711","8.369496","10.63197","0.72932","2.1","3.9","36","0.144444444","0.02962963","0.058333333","3.272727273","1.8","0.818181818","0.45","0.190909091","0.105","0.163636364","0.09","25","53.84615385","55","0.589328063","2.888888889","5.252525253","4.666666667","8.484848485","4","7.272727273","1.309617918","2.381123488","8.666666667","15.75757576"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00021","","","","20","1.2","16","28","35","3.9","1.1","5","25.54027505","3.965794","1.781763","1.24463","102.0741","109.8316","36.24377","52.67022","3.310427","5.714399","21.61776","0.779532","5","6.2","63","0.139285714","0.031428571","0.079365079","3.9375","3.15","1.75","1.4","0.3125","0.25","0.075","0.06","44.44444444","80.64516129","80","1.277013753","8.666666667","10.83333333","11.11111111","13.88888889","2.666666667","3.333333333","2.837808339","3.547260424","13.77777778","17.22222222"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00022","","","","20","","14","21","32","3.9","1.4","5","25.64102564","3.930979","1.715187","1.216167","85.34619","105.7794","30.67036","54.92935","1.928952","3.567142","21.77835","0.292803","5.3","","53","0.185714286","0.04375","0.1","3.785714286","2.65","1.5","1.05","0.378571429","0.265","","","39.62264151","","70","1.358974359","8.666666667","12.38095238","11.77777778","16.82539683","","","3.01994302","4.314204314","",""
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00023","","","","20","6","18","24","75","2.4","1.1","5","30.51181102","3.509781","1.685233","1.245369","192.4717","122.4186","27.83186","60.24941","3.458159","5.519649","10.42612","0.468589","3.5","9.5","99","0.1","0.014666667","0.035353535","5.5","4.95","1.333333333","1.2","0.194444444","0.175","0.333333333","0.3","24.24242424","36.84210526","90","1.067913386","5.333333333","5.925925926","7.777777778","8.641975309","13.33333333","14.81481481","2.373140857","2.636823175","21.11111111","23.45679012"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00024","","","","20","4.3","13","6","7","1.3","0.8","7","37.25099602","4.712418","1.84356","1.511642","250.8682","143.2022","16.67682","64.72549","1.323654","3.481911","8.769639","0.293289","2.1","6.4","13","0.216666667","0.114285714","0.161538462","1","0.65","0.461538462","0.3","0.161538462","0.105","0.330769231","0.215","46.15384615","32.8125","65","0.782270916","2.888888889","4.444444444","4.666666667","7.179487179","9.555555556","14.7008547","1.738379814","2.674430483","14.22222222","21.88034188"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00025","","","","20","1.3","12","17","34","3.4","2.1","5","25.8382643","7.570512","2.4395","1.465749","168.3818","147.0714","29.57646","46.76017","5.305109","8.810609","15.95111","0.349782","5.5","6.8","51","0.2","0.061764706","0.107843137","4.25","2.55","1.416666667","0.85","0.458333333","0.275","0.108333333","0.065","33.33333333","80.88235294","60","1.421104537","7.555555556","12.59259259","12.22222222","20.37037037","2.888888889","4.814814815","3.158010081","5.263350135","15.11111111","25.18518519"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00026","","","","20","1","9","14","12","2.1","0.5","5","29.84189723","5.599613","2.184337","1.520748","200.5543","141.5124","32.8455","54.61799","2.258387","4.447715","15.87349","0.305174","2.6","3.6","26","0.15","0.041666667","0.1","2.888888889","1.3","1.555555556","0.7","0.288888889","0.13","0.111111111","0.05","53.84615385","72.22222222","45","0.775889328","4.666666667","10.37037037","5.777777778","12.83950617","2.222222222","4.938271605","1.724198507","3.831552237","8","17.77777778"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00027","","","","20","3.8","14","20","26","3.3","0.9","5","25.54455446","4.05661","2.226033","1.329461","242.4724","156.4933","40.54404","41.64997","7.850896","11.98104","15.21646","1.080575","4.2","8","46","0.165","0.034615385","0.091304348","3.285714286","2.3","1.428571429","1","0.3","0.21","0.271428571","0.19","43.47826087","52.5","70","1.072871287","7.333333333","10.47619048","9.333333333","13.33333333","8.444444444","12.06349206","2.384158416","3.405940595","17.77777778","25.3968254"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00028","","","","20","","12","13","52","1.1","1.2","5","27.63419483","4.075672","1.661557","1.119549","108.7876","102.2335","26.45496","50.28087","3.97669","6.80068","22.77666","0.743002","2.3","","65","0.084615385","0.023076923","0.035384615","5.416666667","3.25","1.083333333","0.65","0.191666667","0.115","","","20","","60","0.635586481","2.444444444","4.074074074","5.111111111","8.518518519","","","1.412414402","2.354024004","",""
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00029","","","","20","1.7","8","6","10","1.2","0.7","5","27.09163347","3.74202","1.657312","0.983959","120.7947","99.38605","29.35841","50.63793","8.107831","12.03205","10.44549","1.070519","1.9","3.6","16","0.2","0.07","0.11875","2","0.8","0.75","0.3","0.2375","0.095","0.2125","0.085","37.5","52.77777778","40","0.514741036","2.666666667","6.666666667","4.222222222","10.55555556","3.777777778","9.444444444","1.143868969","2.859672422","8","20"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00030","","","","20","1.4","5","3","9","0.4","0.4","7","28.8","4.737484","1.803117","1.29401","97.76343","101.6678","36.41811","57.6814","2.160399","4.207768","16.18429","0.397509","0.8","2.2","12","0.133333333","0.044444444","0.066666667","2.4","0.6","0.6","0.15","0.16","0.04","0.28","0.07","25","36.36363636","25","0.2304","0.888888889","3.555555556","1.777777778","7.111111111","3.111111111","12.44444444","0.512","2.048","4.888888889","19.55555556"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00031","","","","20","3.9","13","24","20","4.7","0.5","3","26.6798419","4.182697","1.750676","1.224045","155.5448","121.8379","22.29959","51.21817","4.76936","7.984358","17.88125","0.853387","5.2","9.1","44","0.195833333","0.025","0.118181818","3.384615385","2.2","1.846153846","1.2","0.4","0.26","0.3","0.195","54.54545455","57.14285714","65","1.387351779","10.44444444","16.06837607","11.55555556","17.77777778","8.666666667","13.33333333","3.083003953","4.743083004","20.22222222","31.11111111"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00032","","","","20","1.6","14","20","12","2.9","0.5","3","27.43538767","4.892418","1.90862","1.409802","252.6287","147.5379","29.05659","57.57567","1.575904","3.81012","17.42653","0.39745","3.4","5","32","0.145","0.041666667","0.10625","2.285714286","1.6","1.428571429","1","0.242857143","0.17","0.114285714","0.08","62.5","68","70","0.932803181","6.444444444","9.206349206","7.555555556","10.79365079","3.555555556","5.079365079","2.072895957","2.961279939","11.11111111","15.87301587"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00033","","","","20","2.1","13","9","38","1.3","1","5","26.62721893","4.126707","1.810056","1.309399","194.1655","125.2338","38.64264","47.68753","3.776827","6.704597","25.07372","1.171939","2.3","4.4","47","0.144444444","0.026315789","0.04893617","3.615384615","2.35","0.692307692","0.45","0.176923077","0.115","0.161538462","0.105","19.14893617","52.27272727","65","0.612426035","2.888888889","4.444444444","5.111111111","7.863247863","4.666666667","7.179487179","1.360946745","2.093764224","9.777777778","15.04273504"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00034","","","","20","2.9","6","8","5","1.9","0.4","5","27.02169625","4.068173","1.796389","1.303108","274.452","134.996","33.71169","54.84583","2.661016","4.939853","17.95645","0.646047","2.3","5.2","13","0.2375","0.08","0.176923077","2.166666667","0.65","1.333333333","0.4","0.383333333","0.115","0.483333333","0.145","61.53846154","44.23076923","30","0.621499014","4.222222222","14.07407407","5.111111111","17.03703704","6.444444444","21.48148148","1.381108919","4.603696398","11.55555556","38.51851852"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00035","","","","20","3.5","13","23","19","6.2","0.6","5","30.2970297","3.682194","1.623825","1.069235","110.8323","108.4345","31.74127","55.75102","3.511764","6.015481","16.86635","0.915094","6.8","10.3","42","0.269565217","0.031578947","0.161904762","3.230769231","2.1","1.769230769","1.15","0.523076923","0.34","0.269230769","0.175","54.76190476","66.01941748","65","2.06019802","13.77777778","21.1965812","15.11111111","23.24786325","7.777777778","11.96581197","4.578217821","7.043412033","22.88888889","35.21367521"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00036","","","","20","2.1","15","25","14","4.7","0.4","5","31.94444444","4.489365","1.772003","1.346901","150.9301","117.6087","19.34175","63.61338","1.208485","3.155635","11.68159","0.529233","5.1","7.2","39","0.188","0.028571429","0.130769231","2.6","1.95","1.666666667","1.25","0.34","0.255","0.14","0.105","64.1025641","70.83333333","75","1.629166666","10.44444444","13.92592593","11.33333333","15.11111111","4.666666667","6.222222222","3.62037037","4.827160493","16","21.33333333"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00037","","","","20","7.2","10","9","16","2","0.7","5","29.13385827","3.712061","1.504273","1.212307","302.0422","124.7036","14.11179","51.76135","4.839263","7.815378","17.25356","0.694586","2.7","9.9","25","0.222222222","0.04375","0.108","2.5","1.25","0.9","0.45","0.27","0.135","0.72","0.36","36","27.27272727","50","0.786614173","4.444444444","8.888888889","6","12","16","32","1.748031496","3.496062992","22","44"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00038","","","","20","3.9","7","5","18","0.6","0.4","5","34.45544554","5.174141","1.737329","1.403941","305.2808","120.5911","19.68341","64.00272","0.940668","2.497001","10.80049","0.341378","1","4.9","23","0.12","0.022222222","0.043478261","3.285714286","1.15","0.714285714","0.25","0.142857143","0.05","0.557142857","0.195","21.73913043","20.40816327","35","0.344554455","1.333333333","3.80952381","2.222222222","6.349206349","8.666666667","24.76190476","0.765676568","2.187647336","10.88888889","31.11111111"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00039","","","","20","4.6","11","9","18","1.8","0.8","5","34.86055777","3.830902","1.580862","1.128536","215.3597","96.66029","17.36855","60.57914","4.996474","7.336693","5.996253","0.659484","2.6","7.2","27","0.2","0.044444444","0.096296296","2.454545455","1.35","0.818181818","0.45","0.236363636","0.13","0.418181818","0.23","33.33333333","36.11111111","55","0.906374502","4","7.272727273","5.777777778","10.50505051","10.22222222","18.58585859","2.01416556","3.6621192","16","29.09090909"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00040","","","","20","2.5","15","12","21","2.8","1","5","36.54223969","3.453316","1.384262","1.051573","205.5895","90.39899","12.52014","64.75572","3.876813","5.84998","5.267854","0.456826","3.8","6.3","33","0.233333333","0.047619048","0.115151515","2.2","1.65","0.8","0.6","0.253333333","0.19","0.166666667","0.125","36.36363636","60.31746032","75","1.388605108","6.222222222","8.296296296","8.444444444","11.25925926","5.555555556","7.407407407","3.085789129","4.114385506","14","18.66666667"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00041","","","","20","3.2","15","30","65","5.5","2.3","3","26.62721893","6.541088","2.215548","1.421091","106.5114","101.4952","33.54952","48.10139","4.298419","6.923705","18.45138","1.046136","7.8","11","95","0.183333333","0.035384615","0.082105263","6.333333333","4.75","2","1.5","0.52","0.39","0.213333333","0.16","31.57894737","70.90909091","75","2.076923077","12.22222222","16.2962963","17.33333333","23.11111111","7.111111111","9.481481481","4.615384615","6.153846153","24.44444444","32.59259259"
"","","PEP2012POC-AT01","","","","","","","","","PEP2012POC-AT01-00042","","","","20","2.6","12","14","35","4.2","1.2","3","25.09960159","3.326733","1.70512","1.119094","105.5089","94.16164","31.57951","53.46142","4.624498","7.072438","15.87186","0.78354","5.4","8","49","0.3","0.034285714","0.110204082","4.083333333","2.45","1.166666667","0.7","0.45","0.27","0.216666667","0.13","28.57142857","67.5","60","1.355378486","9.333333333","15.55555556","12","20","5.777777778","9.62962963","3.011952191","5.019920318","17.77777778","29.62962963"
