"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2012OVI-AT01","","","","","","","","","PEP2012OVI-AT01-00001","","","","20","4","10","8","13","1","0.2","25.09803922","4.410654","1.283257","0.978489","68.2981","117.327","0","59.23978","5.833455","9.037428","8.923825","0.143261","1.2","5.2","21","0.125","0.015384615","0.057142857","2.1","1.05","0.8","0.4","0.12","0.06","0.4","0.2","38.0952381","23.07692308","50","0.301176471","2.222222222","4.444444444","2.666666667","5.333333333","8.888888889","17.77777778","0.669281046","1.338562092","11.55555556","23.11111111"
"","","PEP2012OVI-AT01","","","","","","","","","PEP2012OVI-AT01-00002","","","","20","2.6","13","18","11","2.8","0.4","25.63600783","3.562223","1.267628","0.901732","54.76343","104.9615","0","61.54692","6.968907","10.37597","4.620342","0.013598","3.2","5.8","29","0.155555556","0.036363636","0.110344828","2.230769231","1.45","1.384615385","0.9","0.246153846","0.16","0.2","0.13","62.06896552","55.17241379","65","0.820352251","6.222222222","9.572649573","7.111111111","10.94017094","5.777777778","8.888888889","1.823005001","2.804623079","12.88888889","19.82905983"
"","","PEP2012OVI-AT01","","","","","","","","","PEP2012OVI-AT01-00003","","","","20","0.6","8","0","7","0","0.3","38.96620278","6.811923","1.6509","1.297092","47.12573","95.78624","0.058334","71.02978","0","1.380545","7.500836","0","0.3","0.9","7","","0.042857143","0.042857143","0.875","0.35","0","0","0.0375","0.015","0.075","0.03","0","33.33333333","40","0.116898608","0","0","0.666666667","1.666666667","1.333333333","3.333333333","0.259774685","0.649436713","2","5"
"","","PEP2012OVI-AT01","","","","","","","","","PEP2012OVI-AT01-00004","","","","20","0.4","3","0","0","0","0","","","","","","","","","","","","","0","0.4","0","","","","0","0","0","0","0","0","0.133333333","0.02","","0","15","","0","0","0","0","0.888888889","5.925925926","","","0.888888889","5.925925926"
"","","PEP2012OVI-AT01","","","","","","","","","PEP2012OVI-AT01-00005","","","","20","4.3","16","6","20","0.6","0.6","28.76984127","3.124657","1.09133","0.759903","33.54895","71.68135","24.80429","55.70062","6.014333","9.047574","13.31876","0.158044","1.2","5.5","26","0.1","0.03","0.046153846","1.625","1.3","0.375","0.3","0.075","0.06","0.26875","0.215","23.07692308","21.81818182","80","0.345238095","1.333333333","1.666666667","2.666666667","3.333333333","9.555555556","11.94444444","0.767195767","0.958994709","12.22222222","15.27777778"
"","","PEP2012OVI-AT01","","","","","","","","","PEP2012OVI-AT01-00006","","","","20","4.9","17","13","20","1.7","0.5","32","3.985289","1.335196","0.908461","67.82886","83.33578","23.55829","61.86989","3.604129","5.922017","11.48624","0.023768","2.2","7.1","33","0.130769231","0.025","0.066666667","1.941176471","1.65","0.764705882","0.65","0.129411765","0.11","0.288235294","0.245","39.39393939","30.98591549","85","0.704","3.777777778","4.444444444","4.888888889","5.751633987","10.88888889","12.81045752","1.564444444","1.840522876","15.77777778","18.5620915"
"","","PEP2012OVI-AT01","","","","","","","","","PEP2012OVI-AT01-00007","","","","20","1.7","11","2","18","0.2","0.4","25.5859375","7.793964","2.330139","1.436036","93.19946","138.9707","16.46915","51.62832","3.462668","6.510074","16.15805","0.26927","0.6","2.3","20","0.1","0.022222222","0.03","1.818181818","1","0.181818182","0.1","0.054545455","0.03","0.154545455","0.085","10","26.08695652","55","0.153515625","0.444444444","0.808080808","1.333333333","2.424242424","3.777777778","6.868686869","0.341145833","0.620265152","5.111111111","9.292929293"
"","","PEP2012OVI-AT01","","","","","","","","","PEP2012OVI-AT01-00008","","","","20","2.1","12","5","36","0.7","0.9","22.15799615","6.667266","2.43895","1.364336","186.4056","169.7114","8.748398","48.80313","5.480107","9.611273","14.05429","0.470949","1.6","3.7","41","0.14","0.025","0.03902439","3.416666667","2.05","0.416666667","0.25","0.133333333","0.08","0.175","0.105","12.19512195","43.24324324","60","0.354527938","1.555555556","2.592592593","3.555555556","5.925925926","4.666666667","7.777777778","0.787839863","1.313066439","8.222222222","13.7037037"
"","","PEP2012OVI-AT01","","","","","","","","","PEP2012OVI-AT01-00009","","","","20","1.4","10","10","12","0.9","0.5","25.80645161","4.686577","1.652091","1.0646","94.95349","104.7181","19.40823","53.89608","4.547321","7.281536","17.18989","0.245927","1.4","2.8","22","0.09","0.041666667","0.063636364","2.2","1.1","1","0.5","0.14","0.07","0.14","0.07","45.45454545","50","50","0.361290323","2","4","3.111111111","6.222222222","3.111111111","6.222222222","0.802867383","1.605734767","6.222222222","12.44444444"
"","","PEP2012OVI-AT01","","","","","","","","","PEP2012OVI-AT01-00010","","","","20","1.2","10","15","13","1.5","0.3","29.1015625","4.525997","1.559028","1.039491","69.86865","92.65637","28.13292","60.68266","3.309732","5.5123","12.47102","0.188703","1.8","3","28","0.1","0.023076923","0.064285714","2.8","1.4","1.5","0.75","0.18","0.09","0.12","0.06","53.57142857","60","50","0.523828125","3.333333333","6.666666667","4","8","2.666666667","5.333333333","1.1640625","2.328125","6.666666667","13.33333333"
