"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00033","","","","20","11","2.2","3","18","0.4","0.5","7","23.81974249","4.5214643","23.5755711","1.9889648","1.1180134","157.7384491","107.0494766","48.1865997","4.8152995","7.1870503","17.7074776","0.5923981","0.9","3.1","21","0.133333333","0.027777778","0.042857143","1.909090909","1.05","0.272727273","0.15","0.081818182","0.045","0.2","0.11","14.28571429","29.03225806","55","0.214377682","0.888888889","1.616161616","2","3.636363636","4.888888889","8.888888889","0.47639485","0.866172454","6.888888889","12.52525253"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00034","","","","20","12","2.3","4","12","0.5","0.2","7","30","4.8693819","31.0476093","1.7333931","1.1222688","148.9604187","95.2958527","57.7497978","2.1473062","3.4231515","16.5379105","0.5977932","0.7","3","16","0.125","0.016666667","0.04375","1.333333333","0.8","0.333333333","0.2","0.058333333","0.035","0.191666667","0.115","25","23.33333333","60","0.21","1.111111111","1.851851852","1.555555556","2.592592593","5.111111111","8.518518519","0.466666667","0.777777778","6.666666667","11.11111111"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00035","","","","20","10","4","14","17","3.2","1","5","30.84479371","4.7922511","9.7652817","1.7385991","1.1216635","147.6509247","90.8031006","62.3040199","1.8133547","3.1632972","10.3258514","0.3439853","4.2","8.2","31","0.228571429","0.058823529","0.135483871","3.1","1.55","1.4","0.7","0.42","0.21","0.4","0.2","45.16129032","51.2195122","50","1.295481336","7.111111111","14.22222222","9.333333333","18.66666667","8.888888889","17.77777778","2.878847413","5.757694826","18.22222222","36.44444444"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00036","","","","20","10","4.3","12","12","2.8","0.5","7","35.8974359","4.3975859","16.0816784","1.5653056","1.0888118","135.7631073","78.5256424","69.6425323","0.898818","2.2775748","6.5492177","0.1710683","3.3","7.6","24","0.233333333","0.041666667","0.1375","2.4","1.2","1.2","0.6","0.33","0.165","0.43","0.215","50","43.42105263","50","1.184615385","6.222222222","12.44444444","7.333333333","14.66666667","9.555555556","19.11111111","2.632478633","5.264957265","16.88888889","33.77777778"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00037","","","","20","12","5.5","7","13","0.8","0.2","5","30.50847458","6.7748427","13.4610806","2.2278247","1.5935681","227.4603424","113.7985458","57.3583565","1.5730388","3.2255273","14.9182882","0.7912011","1","6.5","20","0.114285714","0.015384615","0.05","1.666666667","1","0.583333333","0.35","0.083333333","0.05","0.458333333","0.275","35","15.38461538","60","0.305084746","1.777777778","2.962962963","2.222222222","3.703703704","12.22222222","20.37037037","0.677966102","1.129943503","14.44444444","24.07407407"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00038","","","","20","6","2.4","0","2","0","0.1","7","31.06796117","5.5979705","12.6138","1.9160823","1.2944547","119.2478256","89.7818222","61.0225372","2.8093753","4.4109025","10.1389093","0.4287028","0.1","2.5","2","","0.05","0.05","0.333333333","0.1","0","0","0.016666667","0.005","0.4","0.12","0","4","30","0.031067961","0","0","0.222222222","0.740740741","5.333333333","17.77777778","0.069039914","0.230133046","5.555555556","18.51851852"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00039","","","","20","17","8.5","15","14","3","1.4","5","28.85375494","8.1961288","14.6183739","2.6783643","1.5634891","155.6395874","113.8346024","55.9167519","4.9498453","7.7704329","7.516355","0.7632161","4.4","12.9","29","0.2","0.1","0.151724138","1.705882353","1.45","0.882352941","0.75","0.258823529","0.22","0.5","0.425","51.72413793","34.10852713","85","1.269565217","6.666666667","7.843137255","9.777777778","11.50326797","18.88888889","22.22222222","2.821256039","3.319124751","28.66666667","33.7254902"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00040","","","","20","12","5","6","8","1.5","0.1","9","30.87649402","7.0842023","11.8342037","2.2565119","1.3568078","140.7530975","95.5214539","61.8926888","3.9298956","5.9682074","3.9505227","0.1711691","1.6","6.6","14","0.25","0.0125","0.114285714","1.166666667","0.7","0.5","0.3","0.133333333","0.08","0.416666667","0.25","42.85714286","24.24242424","60","0.494023904","3.333333333","5.555555556","3.555555556","5.925925926","11.11111111","18.51851852","1.097830898","1.829718164","14.66666667","24.44444444"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00041","","","","20","7","1.8","12","11","2.2","0.2","7","24.8","6.3126812","18.962244","2.3927028","1.5112021","150.0119476","113.5102921","57.5911484","1.4436163","2.838115","12.7251167","0.1868922","2.4","4.2","23","0.183333333","0.018181818","0.104347826","3.285714286","1.15","1.714285714","0.6","0.342857143","0.12","0.257142857","0.09","52.17391304","57.14285714","35","0.5952","4.888888889","13.96825397","5.333333333","15.23809524","4","11.42857143","1.322666667","3.779047619","9.333333333","26.66666667"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00042","","","","20","3","3","6","2","1.2","0.1","3","25.5489022","5.4877748","23.9758759","2.2557917","1.415079","182.4459686","122.6622849","57.1954956","2.5773711","4.3801064","11.7130642","0.3229832","1.3","4.3","8","0.2","0.05","0.1625","2.666666667","0.4","2","0.3","0.433333333","0.065","1","0.15","75","30.23255814","15","0.332135729","2.666666667","17.77777778","2.888888889","19.25925926","6.666666667","44.44444444","0.738079397","4.920529313","9.555555556","63.7037037"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00043","","","","20","5","2.7","10","7","2.5","0.1","7","26.5060241","4.064507","","1.9967726","1.1848233","196.7879791","122.0203781","59.8636322","2.5407414","4.4010344","10.2512436","0.2378539","2.6","5.3","17","0.25","0.014285714","0.152941176","3.4","0.85","2","0.5","0.52","0.13","0.54","0.135","58.82352941","49.05660377","25","0.689156627","5.555555556","22.22222222","5.777777778","23.11111111","6","24","1.53145917","6.125836681","11.77777778","47.11111111"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00044","","","","20","7","3.3","6","10","1.5","0.2","7","28.14371257","5.5618505","","2.3596561","1.512072","185.6536865","122.9384613","58.1499023","1.6354066","3.5332015","9.7580261","0.0852801","1.7","5","16","0.25","0.02","0.10625","2.285714286","0.8","0.857142857","0.3","0.242857143","0.085","0.471428571","0.165","37.5","34","35","0.478443114","3.333333333","9.523809524","3.777777778","10.79365079","7.333333333","20.95238095","1.063206919","3.037734055","11.11111111","31.74603175"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00045","","","","20","9","4.5","15","18","4.7","0.9","7","28.79684418","3.2778008","23.0744095","1.5320684","0.9719021","118.8067551","81.3681259","60.3433266","3.5137949","5.5564694","11.0656757","0.4195517","5.6","10.1","33","0.313333333","0.05","0.16969697","3.666666667","1.65","1.666666667","0.75","0.622222222","0.28","0.5","0.225","45.45454545","55.44554455","45","1.612623274","10.44444444","23.20987654","12.44444444","27.65432099","10","22.22222222","3.583607276","7.963571724","22.44444444","49.87654321"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00046","","","","20","10","4","11","12","3.9","0.2","7","30.84479371","6.3442264","30.4818115","1.894249","1.1271509","158.5653534","94.9995728","57.0803604","4.6728358","6.8720303","11.4459972","1.0818425","4.1","8.1","23","0.354545455","0.016666667","0.17826087","2.3","1.15","1.1","0.55","0.41","0.205","0.4","0.2","47.82608696","50.61728395","50","1.264636542","8.666666667","17.33333333","9.111111111","18.22222222","8.888888889","17.77777778","2.810303427","5.620606854","18","36"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00047","","","","20","11","7","29","19","5.7","0.7","1","27.11198428","8.2046957","32.1115341","2.6612771","1.7473197","153.3663635","120.1042557","57.9191093","0.8248464","2.3642216","15.0168371","0.3824947","6.4","13.4","48","0.196551724","0.036842105","0.133333333","4.363636364","2.4","2.636363636","1.45","0.581818182","0.32","0.636363636","0.35","60.41666667","47.76119403","55","1.735166994","12.66666667","23.03030303","14.22222222","25.85858586","15.55555556","28.28282828","3.855926653","7.010775733","29.77777778","54.14141414"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00048","","","","20","11","1.4","12","14","1.7","0.2","5","23.92156863","5.771069","31.2521133","2.5007343","1.5940129","149.2608032","115.6245651","57.2900391","1.594034","3.4264886","13.4477739","0.3572414","1.9","3.3","26","0.141666667","0.014285714","0.073076923","2.363636364","1.3","1.090909091","0.6","0.172727273","0.095","0.127272727","0.07","46.15384615","57.57575758","55","0.454509804","3.777777778","6.868686869","4.222222222","7.676767677","3.111111111","5.656565657","1.010021787","1.836403248","7.333333333","13.33333333"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00049","","","","20","7","3.8","1","3","0.4","0.1","7","27.18446602","6.0598178","12.121995","2.19349","1.3739678","143.9421844","116.1146851","55.2115822","3.1054387","5.4394197","11.7888765","0.1488554","0.5","4.3","4","0.4","0.033333333","0.125","0.571428571","0.2","0.142857143","0.05","0.071428571","0.025","0.542857143","0.19","25","11.62790698","35","0.13592233","0.888888889","2.53968254","1.111111111","3.174603175","8.444444444","24.12698413","0.302049622","0.862998921","9.555555556","27.3015873"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00050","","","","20","12","4.5","6","6","1","0.1","7","29.4921875","6.0583048","14.9700985","2.0052898","1.2057353","108.4942017","98.1265869","58.424118","3.5065541","5.9310522","9.6901407","0.363385","1.1","5.6","12","0.166666667","0.016666667","0.091666667","1","0.6","0.5","0.3","0.091666667","0.055","0.375","0.225","50","19.64285714","60","0.324414063","2.222222222","3.703703704","2.444444444","4.074074074","10","16.66666667","0.720920139","1.201533565","12.44444444","20.74074074"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00051","","","","20","19","8","11","35","1.2","1","5","26.83397683","5.0449457","19.4938793","1.9411279","1.2837167","108.6831207","107.3313828","54.7689705","2.4074616","4.4269333","17.4983749","0.6334586","2.2","10.2","46","0.109090909","0.028571429","0.047826087","2.421052632","2.3","0.578947368","0.55","0.115789474","0.11","0.421052632","0.4","23.91304348","21.56862745","95","0.59034749","2.666666667","2.807017544","4.888888889","5.14619883","17.77777778","18.71345029","1.311883312","1.380929802","22.66666667","23.85964912"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00052","","","","20","16","4.8","12","16","2","0.1","7","24.65208748","7.5545888","17.9728966","2.4353173","1.582743","82.6499405","106.9033508","52.1339455","1.8509603","3.6064901","18.5390568","0.3269472","2.1","6.9","28","0.166666667","0.00625","0.075","1.75","1.4","0.75","0.6","0.13125","0.105","0.3","0.24","42.85714286","30.43478261","80","0.517693837","4.444444444","5.555555556","4.666666667","5.833333333","10.66666667","13.33333333","1.150430749","1.438038436","15.33333333","19.16666667"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00053","","","","20","12","7.5","18","20","5.7","0.9","3","20.67594433","4.3930502","36.2256584","2.0403585","1.252823","118.9015503","97.26091","54.7790604","3.9530694","6.1252365","15.1797094","0.7180487","6.6","14.1","38","0.316666667","0.045","0.173684211","3.166666667","1.9","1.5","0.9","0.55","0.33","0.625","0.375","47.36842105","46.80851064","60","1.364612326","12.66666667","21.11111111","14.66666667","24.44444444","16.66666667","27.77777778","3.032471835","5.054119725","31.33333333","52.22222222"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00054","","","","20","16","2","26","5","4.7","0.2","5","25.1497006","8.4875851","32.2809906","2.6448593","1.574728","135.2405243","112.599884","53.3127136","3.6660597","5.8312254","14.1548758","0.5808801","4.9","6.9","31","0.180769231","0.04","0.158064516","1.9375","1.55","1.625","1.3","0.30625","0.245","0.125","0.1","83.87096774","71.01449275","80","1.232335329","10.44444444","13.05555556","10.88888889","13.61111111","4.444444444","5.555555556","2.738522954","3.423153693","15.33333333","19.16666667"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00055","","","","20","13","5","12","11","2","0.2","7","25.29880478","4.3137927","16.2474422","1.9186943","1.1689733","100.6473541","91.1085052","60.2965927","4.4603295","6.8821707","6.9301591","0.1896205","2.2","7.2","23","0.166666667","0.018181818","0.095652174","1.769230769","1.15","0.923076923","0.6","0.169230769","0.11","0.384615385","0.25","52.17391304","30.55555556","65","0.556573705","4.444444444","6.837606838","4.888888889","7.521367521","11.11111111","17.09401709","1.236830456","1.902816086","16","24.61538462"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00056","","","","20","7","2","6","19","2.4","0.4","5","25.99206349","3.8281252","20.0610619","1.8407716","1.2125579","140.9412842","90.5917664","60.0339775","4.3717356","6.9957037","7.7529774","0.6373299","2.8","4.8","25","0.4","0.021052632","0.112","3.571428571","1.25","0.857142857","0.3","0.4","0.14","0.285714286","0.1","24","58.33333333","35","0.727777778","5.333333333","15.23809524","6.222222222","17.77777778","4.444444444","12.6984127","1.61728395","4.620811287","10.66666667","30.47619048"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00057","","","","20","17","5","24","67","3.2","1.7","5","22.02380952","5.1576586","35.0214043","2.2037911","1.2682749","142.9745026","109.8262787","46.2826881","5.1981349","8.201601","18.2310715","0.3549847","4.9","9.9","91","0.133333333","0.025373134","0.053846154","5.352941176","4.55","1.411764706","1.2","0.288235294","0.245","0.294117647","0.25","26.37362637","49.49494949","85","1.079166666","7.111111111","8.366013072","10.88888889","12.81045752","11.11111111","13.07189542","2.398148148","2.821350762","22","25.88235294"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00058","","","","20","17","3.2","26","50","3.3","1","5","21.4","8.1794996","33.5842896","2.7512982","1.6312076","124.2931595","125.5410538","42.622406","4.8047543","8.1609087","18.8322716","0.3970067","4.3","7.5","76","0.126923077","0.02","0.056578947","4.470588235","3.8","1.529411765","1.3","0.252941176","0.215","0.188235294","0.16","34.21052632","57.33333333","85","0.9202","7.333333333","8.62745098","9.555555556","11.24183007","7.111111111","8.366013072","2.044888889","2.405751634","16.66666667","19.60784314"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00059","","","","20","18","2.5","20","34","3.5","1.2","5","24.55445545","4.2138124","35.8384209","1.8971106","1.2146394","114.0848389","106.4364777","51.2528458","3.9155991","6.6369467","20.1037827","0.6760711","4.7","7.2","54","0.175","0.035294118","0.087037037","3","2.7","1.111111111","1","0.261111111","0.235","0.138888889","0.125","37.03703704","65.27777778","90","1.154059406","7.777777778","8.641975309","10.44444444","11.60493827","5.555555556","6.172839506","2.564576458","2.849529398","16","17.77777778"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00060","","","","20","18","5.5","18","47","1.7","1","5","24.21259843","6.150178","35.6185875","2.2566898","1.4498342","111.4756088","105.2934494","52.5784645","1.8085672","3.5145147","19.5772514","0.4685023","2.7","8.2","65","0.094444444","0.021276596","0.041538462","3.611111111","3.25","1","0.9","0.15","0.135","0.305555556","0.275","27.69230769","32.92682927","90","0.653740158","3.777777778","4.197530864","6","6.666666667","12.22222222","13.58024691","1.452755906","1.614173229","18.22222222","20.24691358"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00061","","","","20","15","3.8","14","3","2.3","0.1","7","23.86587771","3.1575871","","1.5964214","0.9881518","55.4490891","91.9412308","52.8175735","5.2083502","8.0189295","15.7843399","0.3734438","2.4","6.2","17","0.164285714","0.033333333","0.141176471","1.133333333","0.85","0.933333333","0.7","0.16","0.12","0.253333333","0.19","82.35294118","38.70967742","75","0.572781065","5.111111111","6.814814815","5.333333333","7.111111111","8.444444444","11.25925926","1.272846811","1.697129082","13.77777778","18.37037037"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00062","","","","20","12","1.5","6","5","0.5","0.2","9","25","4.5360694","","1.9927341","1.1365937","104.4632492","104.0221329","52.6596222","5.3251858","8.3885469","12.9940567","0.5023893","0.7","2.2","11","0.083333333","0.04","0.063636364","0.916666667","0.55","0.5","0.3","0.058333333","0.035","0.125","0.075","54.54545455","31.81818182","60","0.175","1.111111111","1.851851852","1.555555556","2.592592593","3.333333333","5.555555556","0.388888889","0.648148148","4.888888889","8.148148148"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00063","","","","20","16","5.5","4","8","0.5","0.2","7","27.64705882","4.9436917","28.9597397","2.0402479","1.4106357","130.9910126","102.9824524","56.3162193","1.8306738","3.5371146","15.7341948","0.3815286","0.7","6.2","12","0.125","0.025","0.058333333","0.75","0.6","0.25","0.2","0.04375","0.035","0.34375","0.275","33.33333333","11.29032258","80","0.193529412","1.111111111","1.388888889","1.555555556","1.944444444","12.22222222","15.27777778","0.430065359","0.537581699","13.77777778","17.22222222"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00064","","","","20","","2.2","4","4","0.5","0.08","","30.2","2.8167741","32.8063965","1.4824618","1.0156686","179.924408","98.4274445","58.5774689","4.3056216","6.5454402","11.7660904","0.5861724","0.58","2.78","8","0.125","0.02","0.0725","","0.4","","0.2","","0.029","","0.11","50","20.86330935","","0.17516","1.111111111","","1.288888889","","4.888888889","","0.389244444","","6.177777778",""
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00065","","","","20","17","5.5","8","12","1.8","0.5","7","25.24850895","4.3013067","15.2515841","1.8701787","1.2133992","104.8873215","99.42659","57.5609589","2.5636477","4.5950823","15.6747017","0.3700609","2.3","7.8","20","0.225","0.041666667","0.115","1.176470588","1","0.470588235","0.4","0.135294118","0.115","0.323529412","0.275","40","29.48717949","85","0.580715706","4","4.705882353","5.111111111","6.013071895","12.22222222","14.37908497","1.290479346","1.518210996","17.33333333","20.39215686"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00066","","","","20","8","10.5","0","4","0","0.3","7","28.37301587","3.089782","24.5736179","1.5807858","1.0555451","142.5979462","90.6346817","58.2769203","3.0814006","5.0076189","15.2155504","0.6056864","0.3","10.8","4","","0.075","0.075","0.5","0.2","0","0","0.0375","0.015","1.3125","0.525","0","2.777777778","40","0.085119048","0","0","0.666666667","1.666666667","23.33333333","58.33333333","0.189153439","0.472883598","24","60"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00067","","","","20","17","4","25","68","3.3","1.4","3","28.90625","4.6586909","","1.8609236","1.1979444","89.2547989","83.7337341","60.3651886","1.3786534","2.9360127","14.0894136","0.3805853","4.7","8.7","93","0.132","0.020588235","0.050537634","5.470588235","4.65","1.470588235","1.25","0.276470588","0.235","0.235294118","0.2","26.88172043","54.02298851","85","1.35859375","7.333333333","8.62745098","10.44444444","12.2875817","8.888888889","10.45751634","3.019097222","3.551879085","19.33333333","22.74509804"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00068","","","","20","13","2.2","16","35","1.8","0.7","3","27.23658052","6.907155","","2.2808299","1.3849801","61.0617981","83.2544861","55.4274864","1.7804555","3.3804662","15.546217","0.1584421","2.5","4.7","51","0.1125","0.02","0.049019608","3.923076923","2.55","1.230769231","0.8","0.192307692","0.125","0.169230769","0.11","31.37254902","53.19148936","65","0.680914513","4","6.153846154","5.555555556","8.547008547","4.888888889","7.521367521","1.513143362","2.327912865","10.44444444","16.06837607"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00069","","","","20","17","8.5","6","5","3.9","0.2","7","34","4.2418475","7.9738421","1.6983955","1.0840038","60.5461121","68.2200394","66.8171463","1.2075495","2.3681386","7.5071273","0.2300725","4.1","12.6","11","0.65","0.04","0.372727273","0.647058824","0.55","0.352941176","0.3","0.241176471","0.205","0.5","0.425","54.54545455","32.53968254","85","1.394","8.666666667","10.19607843","9.111111111","10.71895425","18.88888889","22.22222222","3.097777778","3.644444444","28","32.94117647"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00070","","","","20","10","10.5","0","0","0","0","9","36.65338645","4.0987029","13.3181362","1.5989468","1.0883198","160.836319","87.5672607","66.5969543","1.6711472","2.8898704","7.2061572","0.4076534","0","10.5","0","","","","0","0","0","0","0","0","1.05","0.525","","0","50","0","0","0","0","0","23.33333333","46.66666667","0","0","23.33333333","46.66666667"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00071","","","","20","16","12","14","28","2","1.2","7","28.03180915","4.6253819","32.9027786","1.8443617","1.0497653","113.2427216","96.2418823","54.092083","4.1647439","6.8356481","14.3503923","0.4394078","3.2","15.2","42","0.142857143","0.042857143","0.076190476","2.625","2.1","0.875","0.7","0.2","0.16","0.75","0.6","33.33333333","21.05263158","80","0.897017893","4.444444444","5.555555556","7.111111111","8.888888889","26.66666667","33.33333333","1.993373095","2.491716369","33.77777778","42.22222222"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00072","","","","20","15","9","20","29","2.8","0.5","9","26.64092664","7.8590012","34.8456917","2.591737","1.5485191","141.2250214","117.3227158","52.2760506","3.3086808","5.7683449","13.8778067","0.7452757","3.3","12.3","49","0.14","0.017241379","0.067346939","3.266666667","2.45","1.333333333","1","0.22","0.165","0.6","0.45","40.81632653","26.82926829","75","0.879150579","6.222222222","8.296296296","7.333333333","9.777777778","20","26.66666667","1.953667954","2.604890605","27.33333333","36.44444444"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00073","","","","20","9","9","17","11","3.5","0.3","7","26.04373757","4.6984","23.0002003","1.6321282","0.9354446","104.5701065","71.6914673","62.0852432","2.9015467","4.6597557","9.2655897","0.1889651","3.8","12.8","28","0.205882353","0.027272727","0.135714286","3.111111111","1.4","1.888888889","0.85","0.422222222","0.19","1","0.45","60.71428571","29.6875","45","0.989662028","7.777777778","17.28395062","8.444444444","18.7654321","20","44.44444444","2.19924895","4.88721989","28.44444444","63.20987654"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00074","","","","20","11","7","12","13","2.3","0.3","7","31.90661479","6.5765963","27.3749962","2.0019355","1.1745864","125.1595764","93.7672653","60.8627472","2.0722315","3.9600446","10.0832129","0.2572155","2.6","9.6","25","0.191666667","0.023076923","0.104","2.272727273","1.25","1.090909091","0.6","0.236363636","0.13","0.636363636","0.35","48","27.08333333","55","0.829571985","5.111111111","9.292929293","5.777777778","10.50505051","15.55555556","28.28282828","1.843493299","3.351805998","21.33333333","38.78787879"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00075","","","","20","14","8.5","7","30","0.5","0.4","7","27.81065089","3.5690122","26.3242359","1.736442","1.0419217","129.2412415","94.7800598","52.9942932","5.1172948","7.85074","13.3918428","0.7222852","0.9","9.4","37","0.071428571","0.013333333","0.024324324","2.642857143","1.85","0.5","0.35","0.064285714","0.045","0.607142857","0.425","18.91891892","9.574468085","70","0.250295858","1.111111111","1.587301587","2","2.857142857","18.88888889","26.98412698","0.556213018","0.794590025","20.88888889","29.84126984"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00076","","","","20","10","5.5","9","21","1","0.7","7","30.2","3.6865802","33.2968254","1.5993761","1.0400653","153.9904175","100.746254","55.633709","3.1746292","5.1611304","15.9726171","0.7310826","1.7","7.2","30","0.111111111","0.033333333","0.056666667","3","1.5","0.9","0.45","0.17","0.085","0.55","0.275","30","23.61111111","50","0.5134","2.222222222","4.444444444","3.777777778","7.555555556","12.22222222","24.44444444","1.140888889","2.281777778","16","32"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00077","","","","20","12","2.8","11","12","2.8","0.4","7","24.6031746","4.4819088","","1.7203417","1.0759681","71.4077377","79.0615997","51.8536148","5.4767613","8.1181021","14.6881542","0.6650178","3.2","6","23","0.254545455","0.033333333","0.139130435","1.916666667","1.15","0.916666667","0.55","0.266666667","0.16","0.233333333","0.14","47.82608696","53.33333333","60","0.787301587","6.222222222","10.37037037","7.111111111","11.85185185","6.222222222","10.37037037","1.749559083","2.915931804","13.33333333","22.22222222"
"","","PEP2011BEL-AT01","","","","","","","","","PEP2011BEL-AT01-00078","","","","20","4","1.5","5","2","0.4","0.1","7","25.88932806","6.6078224","","2.158133","1.3678974","121.9287643","106.0241699","53.48106","4.4595294","6.6516838","12.9617014","0.7061256","0.5","2","7","0.08","0.05","0.071428571","1.75","0.35","1.25","0.25","0.125","0.025","0.375","0.075","71.42857143","25","20","0.12944664","0.888888889","4.444444444","1.111111111","5.555555556","3.333333333","16.66666667","0.287659201","1.438296003","4.444444444","22.22222222"
