"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2012SPE-AT01","","","","","","","","","PEP2012SPE-AT01-00001","","","","20","3.8","18","34","41","5.89","1.22","23.4375","2.495096","1.208621","0.886289","51.78821","77.4364","0","64.14272","6.418723","9.438932","3.772129","0","7.11","10.91","75","0.173235294","0.029756098","0.0948","4.166666667","3.75","1.888888889","1.7","0.395","0.3555","0.211111111","0.19","45.33333333","65.1695692","90","1.66640625","13.08888889","14.54320988","15.8","17.55555556","8.444444444","9.382716049","3.703125","4.114583333","24.24444444","26.9382716"
"","","PEP2012SPE-AT01","","","","","","","","","PEP2012SPE-AT01-00002","","","","20","4.15","19","52","24","10.24","0.81","24.15841584","2.108608","1.054211","0.777905","75.64966","75.5417","0","66.99767","6.962876","10.31332","1.061375","0.252295","11.05","15.2","76","0.196923077","0.03375","0.145394737","4","3.8","2.736842105","2.6","0.581578947","0.5525","0.218421053","0.2075","68.42105263","72.69736842","95","2.66950495","22.75555556","23.95321637","24.55555556","25.84795322","9.222222222","9.707602339","5.932233223","6.244456024","33.77777778","35.55555556"
"","","PEP2012SPE-AT01","","","","","","","","","PEP2012SPE-AT01-00003","","","","20","3.55","17","9","21","1.15","0.62","37.8968254","6.229222","1.72668","1.255231","53.2937","88.3513","8.20224","71.27877","0","1.239869","6.571379","0","1.77","5.32","30","0.127777778","0.02952381","0.059","1.764705882","1.5","0.529411765","0.45","0.104117647","0.0885","0.208823529","0.1775","30","33.27067669","85","0.67077381","2.555555556","3.006535948","3.933333333","4.62745098","7.888888889","9.281045752","1.490608466","1.753657019","11.82222222","13.90849673"
"","","PEP2012SPE-AT01","","","","","","","","","PEP2012SPE-AT01-00004","","","","20","2.15","14","9","12","0.8","0.22","38.8","7.364326","1.875329","1.308545","37.02747","88.30592","5.129562","70.59588","0.056399","1.316118","5.857693","0","1.02","3.17","21","0.088888889","0.018333333","0.048571429","1.5","1.05","0.642857143","0.45","0.072857143","0.051","0.153571429","0.1075","42.85714286","32.17665615","70","0.39576","1.777777778","2.53968254","2.266666667","3.238095238","4.777777778","6.825396825","0.879466667","1.256380952","7.044444444","10.06349206"
"","","PEP2012SPE-AT01","","","","","","","","","PEP2012SPE-AT01-00005","","","","20","10.11","20","43","36","10.36","1.83","29.13385827","2.96974","1.232078","0.795958","74.45154","66.22511","37.33636","62.37007","4.324328","6.492214","10.22852","0.016466","12.19","22.3","79","0.240930233","0.050833333","0.154303797","3.95","3.95","2.15","2.15","0.6095","0.6095","0.5055","0.5055","54.43037975","54.66367713","100","3.551417323","23.02222222","23.02222222","27.08888889","27.08888889","22.46666667","22.46666667","7.892038496","7.892038496","49.55555556","49.55555556"
"","","PEP2012SPE-AT01","","","","","","","","","PEP2012SPE-AT01-00006","","","","20","13.02","18","46","43","11.07","1.43","27.55905512","3.129591","1.290087","0.783959","71.61743","67.50844","37.59722","61.42305","5.262141","8.013911","9.971585","0.188575","12.5","25.52","89","0.240652174","0.033255814","0.140449438","4.944444444","4.45","2.555555556","2.3","0.694444444","0.625","0.723333333","0.651","51.68539326","48.98119122","90","3.44488189","24.6","27.33333333","27.77777778","30.86419753","28.93333333","32.14814815","7.655293089","8.50588121","56.71111111","63.01234568"
"","","PEP2012SPE-AT01","","","","","","","","","PEP2012SPE-AT01-00007","","","","20","5.19","17","11","63","1.34","0.75","20.65637066","3.17514","1.721269","0.977428","103.2141","95.80513","12.86749","53.23221","7.894601","11.58668","9.102563","0.470549","2.09","7.28","74","0.121818182","0.011904762","0.028243243","4.352941176","3.7","0.647058824","0.55","0.122941176","0.1045","0.305294118","0.2595","14.86486486","28.70879121","85","0.431718147","2.977777778","3.503267974","4.644444444","5.464052288","11.53333333","13.56862745","0.95937366","1.128674894","16.17777778","19.03267974"
"","","PEP2012SPE-AT01","","","","","","","","","PEP2012SPE-AT01-00008","","","","20","3.6","18","37","54","4.72","1.16","17.56487026","4.295597","2.001195","1.009845","94.68689","101.4854","5.163208","44.35437","10.79244","15.71163","9.339671","0.661451","5.88","9.48","91","0.127567568","0.021481481","0.064615385","5.055555556","4.55","2.055555556","1.85","0.326666667","0.294","0.2","0.18","40.65934066","62.02531646","90","1.032814371","10.48888889","11.65432099","13.06666667","14.51851852","8","8.888888889","2.295143047","2.550158941","21.06666667","23.40740741"
"","","PEP2012SPE-AT01","","","","","","","","","PEP2012SPE-AT01-00009","","","","20","6.35","16","27","14","5.96","0.65","25.49800797","4.668505","1.729092","0.935053","87.98853","83.69011","28.2917","59.41741","6.372382","9.331114","6.370132","0.718576","6.61","12.96","41","0.220740741","0.046428571","0.161219512","2.5625","2.05","1.6875","1.35","0.413125","0.3305","0.396875","0.3175","65.85365854","51.00308642","80","1.685418327","13.24444444","16.55555556","14.68888889","18.36111111","14.11111111","17.63888889","3.74537406","4.681717574","28.8","36"
"","","PEP2012SPE-AT01","","","","","","","","","PEP2012SPE-AT01-00010","","","","20","2.25","16","34","20","7.98","0.66","24.25447316","3.895702","1.727284","1.02339","82.52551","81.78658","33.38271","60.54988","4.67026","7.0202","8.236555","0.221773","8.64","10.89","54","0.234705882","0.033","0.16","3.375","2.7","2.125","1.7","0.54","0.432","0.140625","0.1125","62.96296296","79.33884298","80","2.095586481","17.73333333","22.16666667","19.2","24","5","6.25","4.656858847","5.821073558","24.2","30.25"
