"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00123","","","","30","25","4","8","22","14.01","55","15.46","0.72","4","157.94","41.63","16.18","30.19","0.281090909","2.5","1.833333333","0.735454545","0.539333333","0.636818182","0.467","53.59390527","73.33333333","26.35811067","4.264742307","22.9037037","31.23232323","23.97037037","32.68686869","20.75555556","28.3030303","6.318136751","8.615641025","44.72592593","60.98989899","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00124","","","","30","28","1","1","25","36.75","57","16.61","1.91","5","159.44","45.7","18.52","55.27","0.291403509","2.28","1.9","0.7408","0.617333333","1.47","1.225","33.50823231","83.33333333","28.66281987","5.30835424","24.60740741","29.52888889","27.43703704","32.92444444","54.44444444","65.33333333","7.864228503","9.437074204","81.88148148","98.25777778","0.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00125","","","","30","25","6","1","25","29.91","57","21.62","1.78","5","159.14","40.14","23.4","53.31","0.379298246","2.28","1.9","0.936","0.78","1.1964","0.997","43.89420371","83.33333333","25.22307402","5.902199321","32.02962963","38.43555556","34.66666667","41.6","44.31111111","53.17333333","8.743998995","10.49279879","78.97777778","94.77333333","1.32"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00126","","","","30","25","5","1","24","36.22","61","15.63","2.65","4","158.42","45.11","18.28","54.5","0.256229508","2.541666667","2.033333333","0.761666667","0.609333333","1.509166667","1.207333333","33.5412844","80","28.47494003","5.205219038","23.15555556","28.94444444","27.08148148","33.85185185","53.65925926","67.07407407","7.711435612","9.639294515","80.74074074","100.9259259","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00127","","","","30","29","4","5","22","28.19","2","0.81","0.26","6","","","1.07","29.26","0.405","0.090909091","0.066666667","0.048636364","0.035666667","1.281363636","0.939666667","3.656869446","73.33333333","","","1.2","1.636363636","1.585185185","2.161616162","41.76296296","56.94949495","","","43.34814815","59.11111111",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00128","","","","30","28","5","6","26","28.84","10","1.65","0.6","6","157.84","40.27","2.25","31.09","0.165","0.384615385","0.333333333","0.086538462","0.075","1.109230769","0.961333333","7.237053715","86.66666667","25.5131779","0.574046503","2.444444444","2.820512821","3.333333333","3.846153846","42.72592593","49.2991453","0.850439263","0.981276073","46.05925926","53.14529915","5.46"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00129","","","","30","27","5","1","23","25.54","12","2.01","0.46","6","158.1","40.76","2.47","28.01","0.1675","0.52173913","0.4","0.107391304","0.082333333","1.110434783","0.851333333","8.818279186","76.66666667","25.78115117","0.636794434","2.977777778","3.884057971","3.659259259","4.77294686","37.83703704","49.352657","0.943399161","1.230520645","41.4962963","54.12560386","10.5"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00130","","","","30","6","9","9","4","0.3","0","0","0","9","","","0","0.3","","0","0","0","0","0.075","0.01","0","13.33333333","","","0","0","0","0","0.444444444","3.333333333","","","0.444444444","3.333333333",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00131","","","","30","0","","","0","0","0","0","0","","","","0","0","","","0","","0","","0","","0","","","0","","0","","0","","","","0","",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00132","","","","30","9","9","9","7","0.38","0","0","0","9","","","0","0.38","","0","0","0","0","0.054285714","0.012666667","0","23.33333333","","","0","0","0","0","0.562962963","2.412698413","","","0.562962963","2.412698413",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00133","","","","30","24","1","1","17","43.59","13","2.31","1.9","6","158.7","44.65","4.21","47.8","0.177692308","0.764705882","0.433333333","0.247647059","0.140333333","2.564117647","1.453","8.807531381","56.66666667","28.13484562","1.184477001","3.422222222","6.039215686","6.237037037","11.00653595","64.57777778","113.9607843","1.754780742","3.096671897","70.81481481","124.9673203","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00134","","","","30","22","2","1","22","32.75","41","5.71","3.14","6","157.35","46.76","8.85","41.6","0.139268293","1.863636364","1.366666667","0.402272727","0.295","1.488636364","1.091666667","21.27403846","73.33333333","29.71719098","2.629971401","8.459259259","11.53535354","13.11111111","17.87878788","48.51851852","66.16161616","3.896253928","5.313073538","61.62962963","84.04040404","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00135","","","","30","21","1","1","21","35.22","64","9.82","2.02","6","156.97","46.49","11.84","47.06","0.1534375","3.047619048","2.133333333","0.563809524","0.394666667","1.677142857","1.174","25.15937102","70","29.61712429","3.506667516","14.54814815","20.78306878","17.54074074","25.05820106","52.17777778","74.53968254","5.195062987","7.421518553","69.71851852","99.5978836","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00136","","","","30","24","4","8","20","23.82","19","7.33","0.31","5","157.8","33.58","7.64","31.46","0.385789474","0.95","0.633333333","0.382","0.254666667","1.191","0.794","24.2848061","66.66666667","21.28010139","1.625799747","10.85925926","16.28888889","11.31851852","16.97777778","35.28888889","52.93333333","2.408592217","3.612888326","46.60740741","69.91111111","4.92"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00137","","","","30","23","1","6","21","28.69","29","12.41","0.71","6","159.08","32.24","13.12","41.81","0.427931034","1.380952381","0.966666667","0.624761905","0.437333333","1.366190476","0.956333333","31.38005262","70","20.26653256","2.658969072","18.38518519","26.26455026","19.43703704","27.76719577","42.5037037","60.71957672","3.93921344","5.627447772","61.94074074","88.48677249","4.92"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00138","","","","30","28","4","8","22","17.17","33","18.73","1.14","5","158.98","32.43","19.87","37.04","0.567575758","1.5","1.1","0.903181818","0.662333333","0.780454545","0.572333333","53.64470842","73.33333333","20.3987923","4.05324003","27.74814815","37.83838384","29.43703704","40.14141414","25.43703704","34.68686869","6.004800045","8.188363697","54.87407407","74.82828283","1.32"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00139","","","","30","22","3","7","19","30.15","11","1.58","0.84","6","159.11","43.95","2.42","32.57","0.143636364","0.578947368","0.366666667","0.127368421","0.080666667","1.586842105","1.005","7.430150445","63.33333333","27.6223996","0.66846207","2.340740741","3.695906433","3.585185185","5.660818713","44.66666667","70.52631579","0.990314178","1.563653966","48.25185185","76.1871345","6.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00140","","","","30","29","3","6","24","19.82","31","4.75","1.65","5","158","45.59","6.4","26.22","0.153225806","1.291666667","1.033333333","0.266666667","0.213333333","0.825833333","0.660666667","24.40884821","80","28.85443038","1.846683544","7.037037037","8.796296296","9.481481481","11.85185185","29.36296296","36.7037037","2.735827473","3.419784341","38.84444444","48.55555556","4.61"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00141","","","","30","23","5","8","22","29.58","24","5.14","1.66","6","156.23","42.88","6.8","36.38","0.214166667","1.090909091","0.8","0.309090909","0.226666667","1.344545455","0.986","18.69158879","73.33333333","27.44671318","1.866376496","7.614814815","10.38383838","10.07407407","13.73737374","43.82222222","59.75757576","2.765002217","3.770457568","53.8962963","73.49494949","6.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00142","","","","30","26","1","6","23","22.44","10","2.53","0.74","6","159.72","45.96","3.27","25.71","0.253","0.434782609","0.333333333","0.142173913","0.109","0.975652174","0.748","12.71878646","76.66666667","28.77535687","0.94095417","3.748148148","4.888888889","4.844444444","6.31884058","33.24444444","43.36231884","1.394006177","1.818268927","38.08888889","49.68115942","1.76"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00143","","","","30","23","4","6","17","20.42","6","2.15","0.61","6","157.38","38.02","2.76","23.18","0.358333333","0.352941176","0.2","0.162352941","0.092","1.201176471","0.680666667","11.90681622","56.66666667","24.1580887","0.666763248","3.185185185","5.620915033","4.088888889","7.215686275","30.25185185","53.38562092","0.987797405","1.743171891","34.34074074","60.60130719","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00144","","","","30","23","6","7","16","9.93","12","2.63","1.1","6","158.66","40.58","3.73","13.66","0.219166667","0.75","0.4","0.233125","0.124333333","0.620625","0.331","27.30600293","53.33333333","25.5767049","0.954011093","3.896296296","7.305555556","5.525925926","10.36111111","14.71111111","27.58333333","1.413349767","2.650030814","20.23703704","37.94444444","1.76"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00145","","","","30","26","7","9","18","3.99","13","2.8","0.91","6","159.19","40.83","3.71","7.7","0.215384615","0.722222222","0.433333333","0.206111111","0.123666667","0.221666667","0.133","48.18181818","60","25.64859602","0.951562912","4.148148148","6.913580247","5.496296296","9.160493827","5.911111111","9.851851852","1.409722833","2.349538055","11.40740741","19.01234568","4.41"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00146","","","","30","19","9","9","16","1.97","10","1.45","0.92","6","158.75","41.22","2.37","4.34","0.145","0.625","0.333333333","0.148125","0.079","0.123125","0.065666667","54.60829493","53.33333333","25.96535433","0.615378898","2.148148148","4.027777778","3.511111111","6.583333333","2.918518519","5.472222222","0.911672441","1.709385827","6.42962963","12.05555556","1.17"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00147","","","","30","25","7","9","10","1.62","1","0.21","0.38","7","","","0.59","2.21","0.21","0.1","0.033333333","0.059","0.019666667","0.162","0.054","26.69683258","33.33333333","","","0.311111111","0.933333333","0.874074074","2.622222222","2.4","7.2","","","3.274074074","9.822222222",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00148","","","","30","27","8","8","26","28.96","44","13.44","0.99","4","157.1","35.27","14.43","43.39","0.305454545","1.692307692","1.466666667","0.555","0.481","1.113846154","0.965333333","33.25651072","86.66666667","22.45066836","3.239631445","19.91111111","22.97435897","21.37777778","24.66666667","42.9037037","49.5042735","4.799453993","5.53783153","64.28148148","74.17094017","7.76"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00149","","","","30","29","6","8","23","44.75","17","7.8","0.55","6","156.37","31.79","8.35","53.1","0.458823529","0.739130435","0.566666667","0.363043478","0.278333333","1.945652174","1.491666667","15.72504708","76.66666667","20.32998657","1.697553879","11.55555556","15.07246377","12.37037037","16.1352657","66.2962963","86.47342995","2.514894635","3.28029735","78.66666667","102.6086957","7.76"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00150","","","","30","29","6","8","26","32.58","42","15.44","0.79","5","158.92","35.76","16.23","48.81","0.367619048","1.615384615","1.4","0.624230769","0.541","1.253076923","1.086","33.25138291","86.66666667","22.50188774","3.652056381","22.87407407","26.39316239","24.04444444","27.74358974","48.26666667","55.69230769","5.410453897","6.24283142","72.31111111","83.43589744","6.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00151","","","","30","30","1","2","27","37.44","21","6.82","0.75","6","157.83","42.08","7.57","45.01","0.324761905","0.777777778","0.7","0.28037037","0.252333333","1.386666667","1.248","16.81848478","90","26.66159792","2.018282963","10.1037037","11.22633745","11.21481481","12.46090535","55.46666667","61.62962963","2.990048834","3.322276482","66.68148148","74.09053498","0.02"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00152","","","","30","26","1","1","22","20.21","38","14.26","1.16","4","157.66","45.4","15.42","35.63","0.375263158","1.727272727","1.266666667","0.700909091","0.514","0.918636364","0.673666667","43.2781364","73.33333333","28.7961436","4.440365343","21.12592593","28.80808081","22.84444444","31.15151515","29.94074074","40.82828283","6.578319027","8.970435037","52.78518519","71.97979798","0.02"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00153","","","","30","29","1","5","24","32.43","30","8.56","0.98","5","157.89","44.38","9.54","41.97","0.285333333","1.25","1","0.3975","0.318","1.35125","1.081","22.7305218","80","28.10817658","2.681520046","12.68148148","15.85185185","14.13333333","17.66666667","48.04444444","60.05555556","3.97262229","4.965777862","62.17777778","77.72222222","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00154","","","","30","29","7","9","22","7.12","6","0.77","0.47","6","157.79","41.42","1.24","8.36","0.128333333","0.272727273","0.2","0.056363636","0.041333333","0.323636364","0.237333333","14.83253589","73.33333333","26.25007922","0.325500982","1.140740741","1.555555556","1.837037037","2.505050505","10.54814815","14.38383838","0.482223678","0.657577742","12.38518519","16.88888889","1.32"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00155","","","","30","28","8","9","20","2.04","0","0","0","9","","","0","2.04","","0","0","0","0","0.102","0.068","0","66.66666667","","","0","0","0","0","3.022222222","4.533333333","","","3.022222222","4.533333333",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00156","","","","30","23","7","9","18","1.66","3","0.29","0.21","7","86.5","22.92","0.5","2.16","0.096666667","0.166666667","0.1","0.027777778","0.016666667","0.092222222","0.055333333","23.14814815","60","26.49710983","0.132485549","0.42962963","0.716049383","0.740740741","1.234567901","2.459259259","4.098765432","0.196274888","0.327124813","3.2","5.333333333","1.32"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00157","","","","30","25","1","3","21","24.1","31","7.17","1.81","5","157.97","48.51","8.98","33.08","0.231290323","1.476190476","1.033333333","0.427619048","0.299333333","1.147619048","0.803333333","27.14631197","70","30.70836235","2.757610939","10.62222222","15.17460317","13.3037037","19.00529101","35.7037037","51.00529101","4.085349539","5.836213627","49.00740741","70.01058201","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00158","","","","30","29","1","7","26","16.15","74","16.94","1.81","4","156.69","47.55","18.75","34.9","0.228918919","2.846153846","2.466666667","0.721153846","0.625","0.621153846","0.538333333","53.72492837","86.66666667","30.34654413","5.689977025","25.0962963","28.95726496","27.77777778","32.05128205","23.92592593","27.60683761","8.429595592","9.726456452","51.7037037","59.65811966","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00159","","","","30","26","1","6","26","18.25","69","18.44","2.32","4","157.9","52.59","20.76","39.01","0.267246377","2.653846154","2.3","0.798461538","0.692","0.701923077","0.608333333","53.21712381","86.66666667","33.3058898","6.914302723","27.31851852","31.52136752","30.75555556","35.48717949","27.03703704","31.1965812","10.24341144","11.81932089","57.79259259","66.68376068","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00160","","","","30","27","1","2","20","19.43","0","0","0.59","7","","","0.59","20.02","","0","0","0.0295","0.019666667","0.9715","0.647666667","2.947052947","66.66666667","","","0","0","0.874074074","1.311111111","28.78518519","43.17777778","","","29.65925926","44.48888889",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00161","","","","30","28","3","2","27","28.34","0","0","0.73","7","","","0.73","29.07","","0","0","0.027037037","0.024333333","1.04962963","0.944666667","2.511179911","90","","","0","0","1.081481481","1.201646091","41.98518519","46.65020576","","","43.06666667","47.85185185",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00162","","","","30","25","4","1","17","14.43","7","0.96","0.71","6","159.06","48.28","1.67","16.1","0.137142857","0.411764706","0.233333333","0.098235294","0.055666667","0.848823529","0.481","10.37267081","56.66666667","30.35332579","0.506900541","1.422222222","2.509803922","2.474074074","4.366013072","21.37777778","37.7254902","0.750963764","1.325230172","23.85185185","42.09150327","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00163","","","","30","30","5","8","24","35.44","19","4.01","0.84","6","159.16","51.24","4.85","40.29","0.211052632","0.791666667","0.633333333","0.202083333","0.161666667","1.476666667","1.181333333","12.03772648","80","32.1940186","1.561409902","5.940740741","7.425925926","7.185185185","8.981481481","52.5037037","65.62962963","2.313199855","2.891499818","59.68888889","74.61111111","0.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00164","","","","30","30","3","7","24","24.35","37","9.84","1.31","4","159.35","54.15","11.15","35.5","0.265945946","1.541666667","1.233333333","0.464583333","0.371666667","1.014583333","0.811666667","31.4084507","80","33.98180107","3.788970819","14.57777778","18.22222222","16.51851852","20.64814815","36.07407407","45.09259259","5.613290102","7.016612628","52.59259259","65.74074074","0.02"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00165","","","","30","27","4","8","24","31.33","41","10.44","1.09","6","157.97","48.93","11.53","42.86","0.254634146","1.708333333","1.366666667","0.480416667","0.384333333","1.305416667","1.044333333","26.9015399","80","30.97423561","3.571329366","15.46666667","19.33333333","17.08148148","21.35185185","46.41481481","58.01851852","5.29085832","6.613572901","63.4962963","79.37037037","0.02"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00166","","","","30","28","5","6","24","34.9","17","5.87","0.72","3","158.59","41.99","6.59","41.49","0.345294118","0.708333333","0.566666667","0.274583333","0.219666667","1.454166667","1.163333333","15.88334538","80","26.47707926","1.744839523","8.696296296","10.87037037","9.762962963","12.2037037","51.7037037","64.62962963","2.584947442","3.231184302","61.46666667","76.83333333","7.23"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00167","","","","30","30","5","6","26","20.88","55","14.21","1.39","3","156.77","36.76","15.6","36.48","0.258363636","2.115384615","1.833333333","0.6","0.52","0.803076923","0.696","42.76315789","86.66666667","23.44836385","3.65794476","21.05185185","24.29059829","23.11111111","26.66666667","30.93333333","35.69230769","5.419177422","6.252897025","54.04444444","62.35897436","7.23"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00168","","","","30","28","6","","27","18.63","34","8.09","2.21","3","158.51","39.89","10.3","28.93","0.237941176","1.259259259","1.133333333","0.381481481","0.343333333","0.69","0.621","35.60318009","90","25.16560469","2.592057283","11.98518519","13.31687243","15.25925926","16.95473251","27.6","30.66666667","3.840084864","4.26676096","42.85925926","47.62139918","7.76"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00169","","","","30","29","3","4","29","33.74","78","28.02","1.56","2","157.67","42.29","29.58","63.32","0.359230769","2.689655172","2.6","1.02","0.986","1.163448276","1.124666667","46.71509792","96.66666667","26.82184309","7.933901186","41.51111111","42.94252874","43.82222222","45.33333333","49.98518519","51.70881226","11.75392768","12.15923553","93.80740741","97.04214559","12.39"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00170","","","","30","28","3","1","26","25.41","73","26.7","2.87","2","156.84","42.01","29.57","54.98","0.365753425","2.807692308","2.433333333","1.137307692","0.985666667","0.977307692","0.847","53.78319389","86.66666667","26.78525886","7.920401046","39.55555556","45.64102564","43.80740741","50.54700855","37.64444444","43.43589744","11.73392748","13.53914709","81.45185185","93.98290598","11.03"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00171","","","","30","26","5","2","25","22.33","60","22.22","2.01","2","159.27","43.31","24.23","46.56","0.370333333","2.4","2","0.9692","0.807666667","0.8932","0.744333333","52.04037801","83.33333333","27.19281723","6.588819614","32.91851852","39.50222222","35.8962963","43.07555556","33.08148148","39.69777778","9.761214244","11.71345709","68.97777778","82.77333333","7.23"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00172","","","","30","27","1","1","26","18.35","73","29.21","1.03","2","158.02","40.05","30.24","48.59","0.400136986","2.807692308","2.433333333","1.163076923","1.008","0.705769231","0.611666667","62.23502778","86.66666667","25.34489305","7.664295659","43.27407407","49.93162393","44.8","51.69230769","27.18518519","31.36752137","11.35451209","13.1013601","71.98518519","83.05982906","3.03"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00173","","","","30","29","1","1","26","26.35","52","21.34","1.76","4","156.68","40.16","23.1","49.45","0.410384615","2","1.733333333","0.888461538","0.77","1.013461538","0.878333333","46.71385238","86.66666667","25.63186112","5.920959918","31.61481481","36.47863248","34.22222222","39.48717949","39.03703704","45.04273504","8.771792472","10.12129901","73.25925926","84.52991453","0.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00174","","","","30","28","1","1","24","26.74","76","28.74","1.16","2","155.4","38.29","29.9","56.64","0.378157895","3.166666667","2.533333333","1.245833333","0.996666667","1.114166667","0.891333333","52.78954802","80","24.63963964","7.367252252","42.57777778","53.22222222","44.2962963","55.37037037","39.61481481","49.51851852","10.91444778","13.64305973","83.91111111","104.8888889","6.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00175","","","","30","27","7","9","17","8.27","0","0","0.38","7","","","0.38","8.65","","0","0","0.022352941","0.012666667","0.486470588","0.275666667","4.393063584","56.66666667","","","0","0","0.562962963","0.993464052","12.25185185","21.62091503","","","12.81481481","22.61437908",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00176","","","","30","28","9","9","25","10.91","5","0.55","0.47","7","158.17","48.48","1.02","11.93","0.11","0.2","0.166666667","0.0408","0.034","0.4364","0.363666667","8.549874267","83.33333333","30.65056585","0.312635772","0.814814815","0.977777778","1.511111111","1.813333333","16.16296296","19.39555556","0.463164106","0.555796927","17.67407407","21.20888889","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00177","","","","30","28","7","9","22","9.7","4","0.48","0.43","7","155.89","51.86","0.91","10.61","0.12","0.181818182","0.133333333","0.041363636","0.030333333","0.440909091","0.323333333","8.576814326","73.33333333","33.26704728","0.30273013","0.711111111","0.96969697","1.348148148","1.838383838","14.37037037","19.5959596","0.448489082","0.611576021","15.71851852","21.43434343","1.38"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00178","","","","30","13","1","4","12","31.58","8","0.98","0.33","6","156.63","41.43","1.31","32.89","0.1225","0.666666667","0.266666667","0.109166667","0.043666667","2.631666667","1.052666667","3.982973548","40","26.45087148","0.346506416","1.451851852","3.62962963","1.940740741","4.851851852","46.78518519","116.962963","0.513342839","1.283357098","48.72592593","121.8148148","0.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00179","","","","30","17","1","1","17","44.61","12","2.74","0.57","6","158.5","46.38","3.31","47.92","0.228333333","0.705882353","0.4","0.194705882","0.110333333","2.624117647","1.487","6.907345576","56.66666667","29.26182965","0.968566562","4.059259259","7.163398693","4.903703704","8.653594771","66.08888889","116.627451","1.434913424","2.532200161","70.99259259","125.2810458","0.02"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00180","","","","30","14","1","6","13","23.68","17","3.81","0.58","6","158.71","44.88","4.39","28.07","0.224117647","1.307692308","0.566666667","0.337692308","0.146333333","1.821538462","0.789333333","15.63947275","43.33333333","28.2779913","1.241403818","5.644444444","13.02564103","6.503703704","15.00854701","35.08148148","80.95726496","1.839116768","4.244115618","41.58518519","95.96581197","0.12"
