"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Total storage root weight per NET plot in kg|CO_331:0000237","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Biomass yield in kg per plot|CO_331:0000683","Harvest index computing percent|CO_331:0000302","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00109","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00110","","","","30","2","7","2","8","63.3","5","1","1","1","7","1.65","71.3","11.22019635","8.888888889","70.33333333","79.22222222","0.266666667","2.11"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00111","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00112","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00113","","","","30","2","6","2","104.7","13.3","2","3","3","1","3","0","118","88.72881356","116.3333333","14.77777778","131.1111111","3.49","0.443333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00114","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00115","","","","30","1","7","2","11","21.7","8","3","2","1","3","7.76","32.7","33.63914373","12.22222222","24.11111111","36.33333333","0.366666667","0.723333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00116","","","","30","2","3","2","8.9","0.9","2","5","4","4","5","0.15","9.8","90.81632653","9.888888889","1","10.88888889","0.296666667","0.03"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00117","","","","30","2","5","2","5.8","5","6","4","3","2","5","14.37","10.8","53.7037037","6.444444444","5.555555556","12","0.193333333","0.166666667"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00118","","","","30","2","","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00119","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00120","","","","30","2","9","2","37.3","66.7","9","1","2","2","3","0","104","35.86538462","41.44444444","74.11111111","115.5555556","1.243333333","2.223333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00121","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00122","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00123","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00124","","","","30","1","8","1","19.1","36.7","9","1","1","8","1","1.65","55.8","34.22939068","21.22222222","40.77777778","62","0.636666667","1.223333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00125","","","","30","2","4","1","5.1","0.9","2","6","3","4","5","7.76","6","85","5.666666667","1","6.666666667","0.17","0.03"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00126","","","","30","1","3","","0.4","1.6","5","1","1","9","9","3.96","2","20","0.444444444","1.777777778","2.222222222","0.013333333","0.053333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00127","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00128","","","","30","1","9","2","","153.3","6","4","2","3","7","14.37","","","","170.3333333","","","5.11"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00129","","","","30","1","","6","18.7","0.9","8","7","3","9","5","3.76","19.6","95.40816327","20.77777778","1","21.77777778","0.623333333","0.03"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00130","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00131","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00132","","","","30","1","4","2","36.7","10","2","4","1","4","3","1.65","46.7","78.58672377","40.77777778","11.11111111","51.88888889","1.223333333","0.333333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00133","","","","30","3","3","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00134","","","","30","2","5","2","0.9","4","5","4","3","1","7","0.69","4.9","18.36734694","1","4.444444444","5.444444444","0.03","0.133333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00135","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00136","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00137","","","","30","2","7","1","74.3","36.7","6","7","5","1","3","1.17","111","66.93693694","82.55555556","40.77777778","123.3333333","2.476666667","1.223333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00138","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00139","","","","30","2","7","2","28.3","17.3","5","3","2","5","1","0.15","45.6","62.06140351","31.44444444","19.22222222","50.66666667","0.943333333","0.576666667"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00140","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00141","","","","30","2","5","2","44","30","6","6","2","2","5","14.37","74","59.45945946","48.88888889","33.33333333","82.22222222","1.466666667","1"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00142","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00143","","","","30","1","4","2","13.3","2.5","2","2","3","2","3","1.38","15.8","84.17721519","14.77777778","2.777777778","17.55555556","0.443333333","0.083333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00144","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00145","","","","30","2","8","1","5.3","81.7","5","1","1","3","7","11.03","87","6.091954023","5.888888889","90.77777778","96.66666667","0.176666667","2.723333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00146","","","","30","1","6","2","6.9","3.3","2","5","2","5","5","0.15","10.2","67.64705882","7.666666667","3.666666667","11.33333333","0.23","0.11"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00147","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00148","","","","30","1","6","2","11.1","24.4","2","1","1","6","1","0.15","35.5","31.26760563","12.33333333","27.11111111","39.44444444","0.37","0.813333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00149","","","","30","1","7","2","6.2","11.7","5","3","3","3","5","1.65","17.9","34.63687151","6.888888889","13","19.88888889","0.206666667","0.39"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00150","","","","30","","6","2","50.8","9.2","2","2","1","2","7","0.15","60","84.66666667","56.44444444","10.22222222","66.66666667","1.693333333","0.306666667"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00151","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00152","","","","30","5","5","3","16.8","5","5","6","4","4","3","3.76","21.8","77.06422018","18.66666667","5.555555556","24.22222222","0.56","0.166666667"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00153","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00154","","","","30","2","","2","24.7","33.3","6","2","1","2","3","14.37","58","42.5862069","27.44444444","37","64.44444444","0.823333333","1.11"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00155","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00156","","","","30","2","4","2","0","2","","","","","","","2","0","0","2.222222222","2.222222222","0","0.066666667"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00157","","","","30","3","7","3","5","3.7","2","6","4","2","7","7.76","8.7","57.47126437","5.555555556","4.111111111","9.666666667","0.166666667","0.123333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00158","","","","30","1","7","1","8.7","16.7","2","3","2","1","5","1.65","25.4","34.2519685","9.666666667","18.55555556","28.22222222","0.29","0.556666667"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00159","","","","30","2","6","1","30.7","15.4","2","3","2","1","1","0.15","46.1","66.59436009","34.11111111","17.11111111","51.22222222","1.023333333","0.513333333"
"","","UGP2014SER-PT04","","","","","","","","","UGP2014SER-PT04-00160","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
