"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00041","","","","20","20","2","1","2","8","1","19","0","0","0","0","9.1","","","","","","","0","9.1","0","","","","0","0","0","0","0","0","0.478947368","0.455","","0","95","0","0","15.16666667","15.16666667","0","0","15.96491228","15.96491228"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00042","","","","20","15","2","1","2","7","1","15","7","8","0.8","0.1","2.6","2","2","2","3","6","1","0.9","3.5","15","0.114285714","0.0125","0.06","1","0.75","0.466666667","0.35","0.06","0.045","0.173333333","0.13","46.66666667","25.71428571","75","1.333333333","1.5","4.333333333","5.833333333","1.777777778","2","5.777777778","7.777777778"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00043","","","","20","13","2","1","2","9","2","13","17","7","2.3","0.08","1","2","7","4","3","4","1","2.38","3.38","24","0.135294118","0.011428571","0.099166667","1.846153846","1.2","1.307692308","0.85","0.183076923","0.119","0.076923077","0.05","70.83333333","70.41420118","65","3.833333333","3.966666667","1.666666667","5.633333333","5.897435897","6.102564103","2.564102564","8.666666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00044","","","","20","9","3","1","3","7","1","9","12","5","1.7","0.04","0.8","3","7","4","3","3","5","1.74","2.54","17","0.141666667","0.008","0.102352941","1.888888889","0.85","1.333333333","0.6","0.193333333","0.087","0.088888889","0.04","70.58823529","68.50393701","45","2.833333333","2.9","1.333333333","4.233333333","6.296296296","6.444444444","2.962962963","9.407407407"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00045","","","","20","20","1","1","1","8","1","18","8","0","1.95","0","2.5","2","2","2","4","2","1","1.95","4.45","8","0.24375","","0.24375","0.444444444","0.4","0.444444444","0.4","0.108333333","0.0975","0.138888889","0.125","100","43.82022472","90","3.25","3.25","4.166666667","7.416666667","3.611111111","3.611111111","4.62962963","8.240740741"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00046","","","","20","3","1","1","1","7","1","3","1","0","0.3","0","5.7","8","2","1","3","7","1","0.3","6","1","0.3","","0.3","0.333333333","0.05","0.333333333","0.05","0.1","0.015","1.9","0.285","100","5","15","0.5","0.5","9.5","10","3.333333333","3.333333333","63.33333333","66.66666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00047","","","","20","20","1","1","1","9","1","20","31","0","5.25","0","14.55","2","2","2","3","3","1","5.25","19.8","31","0.169354839","","0.169354839","1.55","1.55","1.55","1.55","0.2625","0.2625","0.7275","0.7275","100","26.51515152","100","8.75","8.75","24.25","33","8.75","8.75","24.25","33"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00048","","","","20","14","2","1","2","8","1","14","8","0","1.35","0","2.15","2","2","4","6","4","1","1.35","3.5","8","0.16875","","0.16875","0.571428571","0.4","0.571428571","0.4","0.096428571","0.0675","0.153571429","0.1075","100","38.57142857","70","2.25","2.25","3.583333333","5.833333333","3.214285714","3.214285714","5.119047619","8.333333333"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00049","","","","20","12","2","1","2","8","1","12","5","0","1","0","0.8","6","3","4","3","4","1","1","1.8","5","0.2","","0.2","0.416666667","0.25","0.416666667","0.25","0.083333333","0.05","0.066666667","0.04","100","55.55555556","60","1.666666667","1.666666667","1.333333333","3","2.777777778","2.777777778","2.222222222","5"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00050","","","","20","1","2","1","2","5","1","1","0","0","0","0","0.5","","","","","","","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.025","","0","5","0","0","0.833333333","0.833333333","0","0","16.66666667","16.66666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00051","","","","20","16","2","1","2","9","1","16","0","0","0","0","0.85","","","","","","","0","0.85","0","","","","0","0","0","0","0","0","0.053125","0.0425","","0","80","0","0","1.416666667","1.416666667","0","0","1.770833333","1.770833333"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00052","","","","20","14","2","1","2","8","2","14","7","0","0.45","0","0.3","5","8","2","3","6","3","0.45","0.75","7","0.064285714","","0.064285714","0.5","0.35","0.5","0.35","0.032142857","0.0225","0.021428571","0.015","100","60","70","0.75","0.75","0.5","1.25","1.071428571","1.071428571","0.714285714","1.785714286"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00053","","","","20","16","2","1","2","9","1","16","25","0","2.15","0","6.15","3","5","2","3","3","1","2.15","8.3","25","0.086","","0.086","1.5625","1.25","1.5625","1.25","0.134375","0.1075","0.384375","0.3075","100","25.90361446","80","3.583333333","3.583333333","10.25","13.83333333","4.479166667","4.479166667","12.8125","17.29166667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00054","","","","20","8","1","1","1","7","1","8","5","0","2.1","0","6.57","6","5","2","6","2","4","2.1","8.67","5","0.42","","0.42","0.625","0.25","0.625","0.25","0.2625","0.105","0.82125","0.3285","100","24.22145329","40","3.5","3.5","10.95","14.45","8.75","8.75","27.375","36.125"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00055","","","","20","7","1","1","1","7","1","7","3","0","0.35","0","0.5","2","2","2","3","6","1","0.35","0.85","3","0.116666667","","0.116666667","0.428571429","0.15","0.428571429","0.15","0.05","0.0175","0.071428571","0.025","100","41.17647059","35","0.583333333","0.583333333","0.833333333","1.416666667","1.666666667","1.666666667","2.380952381","4.047619048"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00056","","","","20","3","1","1","1","8","1","3","0","0","0","0","9.6","","","","","","","0","9.6","0","","","","0","0","0","0","0","0","3.2","0.48","","0","15","0","0","16","16","0","0","106.6666667","106.6666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00057","","","","20","12","2","1","2","8","1","12","0","0","0","0","15.55","","","","","","","0","15.55","0","","","","0","0","0","0","0","0","1.295833333","0.7775","","0","60","0","0","25.91666667","25.91666667","0","0","43.19444444","43.19444444"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00058","","","","20","16","2","1","2","8","2","16","36","6","5.3","0.08","19.5","8","2","2","6","2","1","5.38","24.88","42","0.147222222","0.013333333","0.128095238","2.625","2.1","2.25","1.8","0.33625","0.269","1.21875","0.975","85.71428571","21.62379421","80","8.833333333","8.966666667","32.5","41.46666667","11.04166667","11.20833333","40.625","51.83333333"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00059","","","","20","13","3","1","5","7","1","13","28","0","5.3","0","6","5","6","2","2","3","1","5.3","11.3","28","0.189285714","","0.189285714","2.153846154","1.4","2.153846154","1.4","0.407692308","0.265","0.461538462","0.3","100","46.90265487","65","8.833333333","8.833333333","10","18.83333333","13.58974359","13.58974359","15.38461538","28.97435897"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00060","","","","20","13","1","1","1","9","1","13","0","0","0","0","27.8","","","","","","","0","27.8","0","","","","0","0","0","0","0","0","2.138461538","1.39","","0","65","0","0","46.33333333","46.33333333","0","0","71.28205128","71.28205128"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00061","","","","20","16","1","1","1","9","1","16","13","0","1.75","0","20","2","2","2","3","3","1","1.75","21.75","13","0.134615385","","0.134615385","0.8125","0.65","0.8125","0.65","0.109375","0.0875","1.25","1","100","8.045977011","80","2.916666667","2.916666667","33.33333333","36.25","3.645833333","3.645833333","41.66666667","45.3125"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00062","","","","20","5","1","1","1","5","1","5","0","8","0","0.08","2.3","6","3","1","3","8","1","0.08","2.38","8","","0.01","0.01","1.6","0.4","0","0","0.016","0.004","0.46","0.115","0","3.361344538","25","0","0.133333333","3.833333333","3.966666667","0","0.533333333","15.33333333","15.86666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00063","","","","20","15","2","1","2","8","1","15","2","0","0.55","0","13.35","2","5","2","3","5","1","0.55","13.9","2","0.275","","0.275","0.133333333","0.1","0.133333333","0.1","0.036666667","0.0275","0.89","0.6675","100","3.956834532","75","0.916666667","0.916666667","22.25","23.16666667","1.222222222","1.222222222","29.66666667","30.88888889"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00064","","","","20","12","1","1","1","7","1","12","6","0","1.35","0","10","6","2","2","6","2","1","1.35","11.35","6","0.225","","0.225","0.5","0.3","0.5","0.3","0.1125","0.0675","0.833333333","0.5","100","11.89427313","60","2.25","2.25","16.66666667","18.91666667","3.75","3.75","27.77777778","31.52777778"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00065","","","","20","14","1","1","1","9","1","14","1","0","0.75","0","23","6","2","1","6","3","1","0.75","23.75","1","0.75","","0.75","0.071428571","0.05","0.071428571","0.05","0.053571429","0.0375","1.642857143","1.15","100","3.157894737","70","1.25","1.25","38.33333333","39.58333333","1.785714286","1.785714286","54.76190476","56.54761905"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00066","","","","20","10","2","1","2","7","2","10","10","0","1.7","0","6.4","5","6","3","4","3","1","1.7","8.1","10","0.17","","0.17","1","0.5","1","0.5","0.17","0.085","0.64","0.32","100","20.98765432","50","2.833333333","2.833333333","10.66666667","13.5","5.666666667","5.666666667","21.33333333","27"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00067","","","","20","14","1","1","1","8","1","14","23","8","3.25","0.1","4.15","5","6","2","2","3","3","3.35","7.5","31","0.141304348","0.0125","0.108064516","2.214285714","1.55","1.642857143","1.15","0.239285714","0.1675","0.296428571","0.2075","74.19354839","44.66666667","70","5.416666667","5.583333333","6.916666667","12.5","7.738095238","7.976190476","9.880952381","17.85714286"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00068","","","","20","6","2","1","2","7","1","6","7","0","0.35","0","4.25","6","5","1","3","7","5","0.35","4.6","7","0.05","","0.05","1.166666667","0.35","1.166666667","0.35","0.058333333","0.0175","0.708333333","0.2125","100","7.608695652","30","0.583333333","0.583333333","7.083333333","7.666666667","1.944444444","1.944444444","23.61111111","25.55555556"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00069","","","","20","13","2","1","2","7","1","13","25","0","6.8","0","15.8","8","2","2","3","3","1","6.8","22.6","25","0.272","","0.272","1.923076923","1.25","1.923076923","1.25","0.523076923","0.34","1.215384615","0.79","100","30.08849558","65","11.33333333","11.33333333","26.33333333","37.66666667","17.43589744","17.43589744","40.51282051","57.94871795"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00070","","","","20","12","2","1","2","7","1","12","0","0","0","0","3.3","","","","","","","0","3.3","0","","","","0","0","0","0","0","0","0.275","0.165","","0","60","0","0","5.5","5.5","0","0","9.166666667","9.166666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00071","","","","20","6","2","1","2","5","1","6","1","0","0.2","0","6","8","2","1","3","7","1","0.2","6.2","1","0.2","","0.2","0.166666667","0.05","0.166666667","0.05","0.033333333","0.01","1","0.3","100","3.225806452","30","0.333333333","0.333333333","10","10.33333333","1.111111111","1.111111111","33.33333333","34.44444444"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00072","","","","20","20","2","1","2","9","1","19","0","0","0","0","19.05","","","","","","","0","19.05","0","","","","0","0","0","0","0","0","1.002631579","0.9525","","0","95","0","0","31.75","31.75","0","0","33.42105263","33.42105263"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00073","","","","20","20","2","1","2","8","1","17","0","0","0","0","1.2","","","","","","","0","1.2","0","","","","0","0","0","0","0","0","0.070588235","0.06","","0","85","0","0","2","2","0","0","2.352941176","2.352941176"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00074","","","","20","6","3","1","3","7","2","6","0","1","0","0.01","1.6","3","7","3","3","8","1","0.01","1.61","1","","0.01","0.01","0.166666667","0.05","0","0","0.001666667","0.0005","0.266666667","0.08","0","0.621118012","30","0","0.016666667","2.666666667","2.683333333","0","0.055555556","8.888888889","8.944444444"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00075","","","","20","15","2","1","2","8","1","15","0","2","0","0.01","2","3","6","3","3","8","1","0.01","2.01","2","","0.005","0.005","0.133333333","0.1","0","0","0.000666667","0.0005","0.133333333","0.1","0","0.497512438","75","0","0.016666667","3.333333333","3.35","0","0.022222222","4.444444444","4.466666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00076","","","","20","11","1","1","1","9","1","11","2","0","1.05","0","2.2","5","2","2","3","3","1","1.05","3.25","2","0.525","","0.525","0.181818182","0.1","0.181818182","0.1","0.095454545","0.0525","0.2","0.11","100","32.30769231","55","1.75","1.75","3.666666667","5.416666667","3.181818182","3.181818182","6.666666667","9.848484848"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00077","","","","20","11","1","1","1","7","1","11","0","4","0","0.05","4.35","2","2","3","8","1","1","0.05","4.4","4","","0.0125","0.0125","0.363636364","0.2","0","0","0.004545455","0.0025","0.395454545","0.2175","0","1.136363636","55","0","0.083333333","7.25","7.333333333","0","0.151515152","13.18181818","13.33333333"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00078","","","","20","20","2","1","2","8","1","18","5","0","0.85","0","13.55","6","2","2","3","3","1","0.85","14.4","5","0.17","","0.17","0.277777778","0.25","0.277777778","0.25","0.047222222","0.0425","0.752777778","0.6775","100","5.902777778","90","1.416666667","1.416666667","22.58333333","24","1.574074074","1.574074074","25.09259259","26.66666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00079","","","","20","15","1","1","1","9","1","15","27","3","3.4","0.02","5.65","8","2","3","3","4","4","3.42","9.07","30","0.125925926","0.006666667","0.114","2","1.5","1.8","1.35","0.228","0.171","0.376666667","0.2825","90","37.70672547","75","5.666666667","5.7","9.416666667","15.11666667","7.555555556","7.6","12.55555556","20.15555556"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00080","","","","20","9","2","1","2","7","1","9","20","2","1.3","0.015","2.8","3","7","3","6","3","4","1.315","4.115","22","0.065","0.0075","0.059772727","2.444444444","1.1","2.222222222","1","0.146111111","0.06575","0.311111111","0.14","90.90909091","31.95625759","45","2.166666667","2.191666667","4.666666667","6.858333333","4.814814815","4.87037037","10.37037037","15.24074074"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00081","","","","20","13","2","1","2","8","1","13","0","2","0","0.03","1.05","5","8","1","3","8","1","0.03","1.08","2","","0.015","0.015","0.153846154","0.1","0","0","0.002307692","0.0015","0.080769231","0.0525","0","2.777777778","65","0","0.05","1.75","1.8","0","0.076923077","2.692307692","2.769230769"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00082","","","","20","15","2","1","2","7","1","15","33","0","1","0","6.7","2","2","4","3","3","5","1","7.7","33","0.03030303","","0.03030303","2.2","1.65","2.2","1.65","0.066666667","0.05","0.446666667","0.335","100","12.98701299","75","1.666666667","1.666666667","11.16666667","12.83333333","2.222222222","2.222222222","14.88888889","17.11111111"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00083","","","","20","20","1","1","1","9","2","17","18","0","3.5","0","18.2","3","2","2","3","3","1","3.5","21.7","18","0.194444444","","0.194444444","1.058823529","0.9","1.058823529","0.9","0.205882353","0.175","1.070588235","0.91","100","16.12903226","85","5.833333333","5.833333333","30.33333333","36.16666667","6.862745098","6.862745098","35.68627451","42.54901961"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00084","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00085","","","","20","14","2","1","2","9","1","14","15","9","2.1","0.1","13.5","6","5","2","3","5","5","2.2","15.7","24","0.14","0.011111111","0.091666667","1.714285714","1.2","1.071428571","0.75","0.157142857","0.11","0.964285714","0.675","62.5","14.01273885","70","3.5","3.666666667","22.5","26.16666667","5","5.238095238","32.14285714","37.38095238"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00086","","","","20","13","1","1","1","9","1","13","10","0","2.52","0","3.31","6","3","3","3","3","1","2.52","5.83","10","0.252","","0.252","0.769230769","0.5","0.769230769","0.5","0.193846154","0.126","0.254615385","0.1655","100","43.22469983","65","4.2","4.2","5.516666667","9.716666667","6.461538462","6.461538462","8.487179487","14.94871795"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00087","","","","20","9","1","1","1","8","1","9","14","4","2.05","0.03","7.55","6","3","2","3","3","1","2.08","9.63","18","0.146428571","0.0075","0.115555556","2","0.9","1.555555556","0.7","0.231111111","0.104","0.838888889","0.3775","77.77777778","21.59916926","45","3.416666667","3.466666667","12.58333333","16.05","7.592592593","7.703703704","27.96296296","35.66666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00088","","","","20","10","1","1","1","7","1","10","12","0","1.15","0","0.75","2","2","2","3","5","1","1.15","1.9","12","0.095833333","","0.095833333","1.2","0.6","1.2","0.6","0.115","0.0575","0.075","0.0375","100","60.52631579","50","1.916666667","1.916666667","1.25","3.166666667","3.833333333","3.833333333","2.5","6.333333333"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00089","","","","20","15","1","1","1","8","1","15","16","3","2.79","0.02","2.85","6","3","5","3","3","1","2.81","5.66","19","0.174375","0.006666667","0.147894737","1.266666667","0.95","1.066666667","0.8","0.187333333","0.1405","0.19","0.1425","84.21052632","49.64664311","75","4.65","4.683333333","4.75","9.433333333","6.2","6.244444444","6.333333333","12.57777778"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00090","","","","20","16","2","1","2","9","1","16","36","13","6.5","0.1","13.5","8","6","3","2","2","4","6.6","20.1","49","0.180555556","0.007692308","0.134693878","3.0625","2.45","2.25","1.8","0.4125","0.33","0.84375","0.675","73.46938776","32.8358209","80","10.83333333","11","22.5","33.5","13.54166667","13.75","28.125","41.875"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00091","","","","20","20","2","1","2","9","1","19","4","0","0.35","0","6.7","6","2","2","3","3","4","0.35","7.05","4","0.0875","","0.0875","0.210526316","0.2","0.210526316","0.2","0.018421053","0.0175","0.352631579","0.335","100","4.964539007","95","0.583333333","0.583333333","11.16666667","11.75","0.614035088","0.614035088","11.75438596","12.36842105"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00092","","","","20","16","2","1","2","8","1","16","6","0","0.4","0","4.65","2","5","3","3","4","4","0.4","5.05","6","0.066666667","","0.066666667","0.375","0.3","0.375","0.3","0.025","0.02","0.290625","0.2325","100","7.920792079","80","0.666666667","0.666666667","7.75","8.416666667","0.833333333","0.833333333","9.6875","10.52083333"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00093","","","","20","20","1","1","1","9","1","17","20","8","2.15","","12.5","6","5","4","7","3","3","","","28","0.1075","","","1.647058824","1.4","1.176470588","1","","","0.735294118","0.625","71.42857143","","85","3.583333333","","20.83333333","","4.215686275","","24.50980392",""
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00094","","","","20","20","2","1","2","9","1","17","17","6","3.7","","5.5","6","2","2","3","3","1","","","23","0.217647059","","","1.352941176","1.15","1","0.85","","","0.323529412","0.275","73.91304348","","85","6.166666667","","9.166666667","","7.254901961","","10.78431373",""
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00095","","","","20","16","2","1","2","8","1","16","14","0","2.15","0","2.85","6","5","1","3","3","1","2.15","5","14","0.153571429","","0.153571429","0.875","0.7","0.875","0.7","0.134375","0.1075","0.178125","0.1425","100","43","80","3.583333333","3.583333333","4.75","8.333333333","4.479166667","4.479166667","5.9375","10.41666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00096","","","","20","9","2","1","2","8","1","9","3","2","0.4","","1.2","2","5","4","3","4","4","","","5","0.133333333","","","0.555555556","0.25","0.333333333","0.15","","","0.133333333","0.06","60","","45","0.666666667","","2","","1.481481481","","4.444444444",""
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00097","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00098","","","","20","20","1","1","1","8","1","17","8","0","1.25","0","10","2","5","2","3","4","1","1.25","11.25","8","0.15625","","0.15625","0.470588235","0.4","0.470588235","0.4","0.073529412","0.0625","0.588235294","0.5","100","11.11111111","85","2.083333333","2.083333333","16.66666667","18.75","2.450980392","2.450980392","19.60784314","22.05882353"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00099","","","","20","12","1","1","1","8","1","12","8","","1.2","0.17","6.75","6","2","1","3","3","3","1.37","8.12","","0.15","","","","","0.666666667","0.4","0.114166667","0.0685","0.5625","0.3375","","16.87192118","60","2","2.283333333","11.25","13.53333333","3.333333333","3.805555556","18.75","22.55555556"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00100","","","","20","10","2","2","2","8","2","10","","6","1.55","0.11","6.5","5","8","1","3","8","1","1.66","8.16","","","0.018333333","","","","","","0.166","0.083","0.65","0.325","","20.34313725","50","2.583333333","2.766666667","10.83333333","13.6","5.166666667","5.533333333","21.66666667","27.2"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00101","","","","20","9","2","1","2","7","1","9","10","0","2.2","0","5.05","3","7","2","2","3","1","2.2","7.25","10","0.22","","0.22","1.111111111","0.5","1.111111111","0.5","0.244444444","0.11","0.561111111","0.2525","100","30.34482759","45","3.666666667","3.666666667","8.416666667","12.08333333","8.148148148","8.148148148","18.7037037","26.85185185"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00102","","","","20","8","2","1","2","7","1","8","13","2","1.95","0.03","2.5","6","3","2","2","4","1","1.98","4.48","15","0.15","0.015","0.132","1.875","0.75","1.625","0.65","0.2475","0.099","0.3125","0.125","86.66666667","44.19642857","40","3.25","3.3","4.166666667","7.466666667","8.125","8.25","10.41666667","18.66666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00103","","","","20","12","1","1","1","9","1","12","9","0","2.9","0","4.6","5","2","2","3","3","3","2.9","7.5","9","0.322222222","","0.322222222","0.75","0.45","0.75","0.45","0.241666667","0.145","0.383333333","0.23","100","38.66666667","60","4.833333333","4.833333333","7.666666667","12.5","8.055555556","8.055555556","12.77777778","20.83333333"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00104","","","","20","14","1","1","1","9","1","14","","4","0.3","0.03","12.8","6","2","1","3","7","1","0.33","13.13","","","0.0075","","","","","","0.023571429","0.0165","0.914285714","0.64","","2.513328256","70","0.5","0.55","21.33333333","21.88333333","0.714285714","0.785714286","30.47619048","31.26190476"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00105","","","","20","13","1","1","1","7","1","13","3","0","0.45","0","4.5","2","2","2","2","4","1","0.45","4.95","3","0.15","","0.15","0.230769231","0.15","0.230769231","0.15","0.034615385","0.0225","0.346153846","0.225","100","9.090909091","65","0.75","0.75","7.5","8.25","1.153846154","1.153846154","11.53846154","12.69230769"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00106","","","","20","13","2","1","2","7","1","13","0","0","0","0","2.15","","","","","","","0","2.15","0","","","","0","0","0","0","0","0","0.165384615","0.1075","","0","65","0","0","3.583333333","3.583333333","0","0","5.512820513","5.512820513"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00107","","","","20","10","1","1","1","8","1","10","4","0","0.4","0","32.5","3","5","1","3","5","1","0.4","32.9","4","0.1","","0.1","0.4","0.2","0.4","0.2","0.04","0.02","3.25","1.625","100","1.215805471","50","0.666666667","0.666666667","54.16666667","54.83333333","1.333333333","1.333333333","108.3333333","109.6666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00108","","","","20","3","2","1","2","5","1","3","0","0","0","0","0.6","","","","","","","0","0.6","0","","","","0","0","0","0","0","0","0.2","0.03","","0","15","0","0","1","1","0","0","6.666666667","6.666666667"
"","","UGP2018SER-PT01","","","","","","","","","UGP2018SER-PT01-00109","","","","20","13","3","1","4","7","1","13","0","4","0","0.05","1.9","3","6","1","2","6","1","0.05","1.95","4","","0.0125","0.0125","0.307692308","0.2","0","0","0.003846154","0.0025","0.146153846","0.095","0","2.564102564","65","0","0.083333333","3.166666667","3.25","0","0.128205128","4.871794872","5"
