"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-01001","","","","10","7","1","5","6","1","2","1","4","1","0.29","0.01","0.7","5","1","1","4","6","0","0.3","1","0.0725","0.01","5","5","0.5","4","0.4","0.3","0.03","0.7","0.07","80","30","10","0.966666667","1","2.333333333","3.333333333","0.06","9.666666667","10","23.33333333","33.33333333"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-02001","","","","10","7","1","5","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-03001","","","","10","7","1","5","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-01002","","","","10","10","1","2","8","1","2","3","11","1","3.5","0.02","3","8","5","1","8","3","0","3.52","6.52","0.318181818","0.02","12","4","1.2","3.666666667","1.1","1.173333333","0.352","1","0.3","91.66666667","53.98773006","30","11.66666667","11.73333333","10","21.73333333","0.293333333","38.88888889","39.11111111","33.33333333","72.44444444"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-02002","","","","10","10","1","2","8","1","2","3","8","1","1.8","0.01","2.4","8","2","1","8","3","0","1.81","4.21","0.225","0.01","9","3","0.9","2.666666667","0.8","0.603333333","0.181","0.8","0.24","88.88888889","42.99287411","30","6","6.033333333","8","14.03333333","0.201111111","20","20.11111111","26.66666667","46.77777778"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-03002","","","","10","10","1","2","8","1","2","4","5","0","1.3","0","3.3","8","4","1","8","3","0","1.3","4.6","0.26","","5","1.25","0.5","1.25","0.5","0.325","0.13","0.825","0.33","100","28.26086957","40","4.333333333","4.333333333","11","15.33333333","0.26","10.83333333","10.83333333","27.5","38.33333333"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-01003","","","","10","9","2","6","6","1","3","3","3","0","0.2","0","0.08","6","1","1","9","7","0.15","0.2","0.28","0.066666667","","3","1","0.3","1","0.3","0.066666667","0.02","0.026666667","0.008","100","71.42857143","30","0.666666667","0.666666667","0.266666667","0.933333333","0.066666667","2.222222222","2.222222222","0.888888889","3.111111111"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-02003","","","","10","9","2","6","6","1","3","3","4","0","0.24","0","0.05","6","1","1","9","7","0.15","0.24","0.29","0.06","","4","1.333333333","0.4","1.333333333","0.4","0.08","0.024","0.016666667","0.005","100","82.75862069","30","0.8","0.8","0.166666667","0.966666667","0.06","2.666666667","2.666666667","0.555555556","3.222222222"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-03003","","","","10","9","2","6","6","1","3","1","1","0","0.08","0","0.08","6","1","1","9","8","0.15","0.08","0.16","0.08","","1","1","0.1","1","0.1","0.08","0.008","0.08","0.008","100","50","10","0.266666667","0.266666667","0.266666667","0.533333333","0.08","2.666666667","2.666666667","2.666666667","5.333333333"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-01004","","","","10","8","1","3","7","1","2","3","2","0","0.44","0","0.23","8","1","1","3","4","1.38","0.44","0.67","0.22","","2","0.666666667","0.2","0.666666667","0.2","0.146666667","0.044","0.076666667","0.023","100","65.67164179","30","1.466666667","1.466666667","0.766666667","2.233333333","0.22","4.888888889","4.888888889","2.555555556","7.444444444"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-02004","","","","10","8","1","3","7","1","2","3","5","0","0.66","0","0.22","8","2","1","3","4","1.38","0.66","0.88","0.132","","5","1.666666667","0.5","1.666666667","0.5","0.22","0.066","0.073333333","0.022","100","75","30","2.2","2.2","0.733333333","2.933333333","0.132","7.333333333","7.333333333","2.444444444","9.777777778"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-03004","","","","10","8","1","3","7","1","2","2","0","1","0","0.01","0.42","8","1","1","3","8","1.38","0.01","0.43","","0.01","1","0.5","0.1","0","0","0.005","0.001","0.21","0.042","0","2.325581395","20","0","0.033333333","1.4","1.433333333","0.01","0","0.166666667","7","7.166666667"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-01005","","","","10","9","1","7","8","1","3","3","8","0","0.62","0","1.6","9","1","1","3","6","0","0.62","2.22","0.0775","","8","2.666666667","0.8","2.666666667","0.8","0.206666667","0.062","0.533333333","0.16","100","27.92792793","30","2.066666667","2.066666667","5.333333333","7.4","0.0775","6.888888889","6.888888889","17.77777778","24.66666667"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-02005","","","","10","9","1","7","8","1","3","3","14","3","2.3","0.03","2.1","9","2","1","3","5","0","2.33","4.43","0.164285714","0.01","17","5.666666667","1.7","4.666666667","1.4","0.776666667","0.233","0.7","0.21","82.35294118","52.59593679","30","7.666666667","7.766666667","7","14.76666667","0.137058824","25.55555556","25.88888889","23.33333333","49.22222222"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-03005","","","","10","9","1","7","8","1","3","4","15","3","0.63","0.01","3.4","9","1","1","3","7","0","0.64","4.04","0.042","0.003333333","18","4.5","1.8","3.75","1.5","0.16","0.064","0.85","0.34","83.33333333","15.84158416","40","2.1","2.133333333","11.33333333","13.46666667","0.035555556","5.25","5.333333333","28.33333333","33.66666667"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-01006","","","","10","10","2","3","9","1","2","3","13","2","2.8","0.01","2","9","1","1","2","4","0","2.81","4.81","0.215384615","0.005","15","5","1.5","4.333333333","1.3","0.936666667","0.281","0.666666667","0.2","86.66666667","58.41995842","30","9.333333333","9.366666667","6.666666667","16.03333333","0.187333333","31.11111111","31.22222222","22.22222222","53.44444444"
"","","UGP2015NAM-PT03","","","","","","","","","UGP2015NAM-PT03-02006","","","","10","10","2","3","9","1","2","2","0","0","0","0","0.9","","","","","","","0","0.9","","","0","0","0","0","0","0","0","0.45","0.09","","0","20","0","0","3","3","","0","0","15","15"
