"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00057","","","","30","25","1","3","8","1","3","25","57","37","11.2","0.55","12","5","3","5","4","3","0.12","11.75","23.75","94","0.196491228","0.014864865","0.125","3.76","3.133333333","2.28","1.9","0.47","0.391666667","0.48","0.4","60.63829787","49.47368421","83.33333333","12.44444444","13.05555556","13.33333333","26.38888889","14.93333333","15.66666667","16","31.66666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00058","","","","30","16","3","6","8","1","3","11","16","2","3","0.04","16","2","5","3","1","1","0.02","3.04","19.04","18","0.1875","0.02","0.168888889","1.636363636","0.6","1.454545455","0.533333333","0.276363636","0.101333333","1.454545455","0.533333333","88.88888889","15.96638655","36.66666667","3.333333333","3.377777778","17.77777778","21.15555556","9.090909091","9.212121212","48.48484848","57.6969697"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00059","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00060","","","","30","9","1","6","6","1","2","5","5","2","1.5","0.06","1.5","9","5","2","4","3","0","1.56","3.06","7","0.3","0.03","0.222857143","1.4","0.233333333","1","0.166666667","0.312","0.052","0.3","0.05","71.42857143","50.98039216","16.66666667","1.666666667","1.733333333","1.666666667","3.4","10","10.4","10","20.4"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00061","","","","30","14","1","3","9","1","2","14","11","1","5","0.05","15","2","3","5","3","2","0.12","5.05","20.05","12","0.454545455","0.05","0.420833333","0.857142857","0.4","0.785714286","0.366666667","0.360714286","0.168333333","1.071428571","0.5","91.66666667","25.18703242","46.66666667","5.555555556","5.611111111","16.66666667","22.27777778","11.9047619","12.02380952","35.71428571","47.73809524"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00062","","","","30","12","2","7","8","1","2","12","0","0","0","0","4","","","","","","","0","4","0","","","","0","0","0","0","0","0","0.333333333","0.133333333","","0","40","0","0","4.444444444","4.444444444","0","0","11.11111111","11.11111111"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00063","","","","30","17","2","5","8","1","3","17","4","2","1","0.08","28","9","3","1","2","1","0.02","1.08","29.08","6","0.25","0.04","0.18","0.352941176","0.2","0.235294118","0.133333333","0.063529412","0.036","1.647058824","0.933333333","66.66666667","3.71389271","56.66666667","1.111111111","1.2","31.11111111","32.31111111","1.960784314","2.117647059","54.90196078","57.01960784"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00064","","","","30","8","1","4","8","1","3","6","2","1","0.1","0.04","5","9","9","3","1","1","0.12","0.14","5.14","3","0.05","0.04","0.046666667","0.5","0.1","0.333333333","0.066666667","0.023333333","0.004666667","0.833333333","0.166666667","66.66666667","2.723735409","20","0.111111111","0.155555556","5.555555556","5.711111111","0.555555556","0.777777778","27.77777778","28.55555556"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00065","","","","30","20","2","3","6","1","2","20","14","15","2","0.32","3","8","7","4","1","1","0.12","2.32","5.32","29","0.142857143","0.021333333","0.08","1.45","0.966666667","0.7","0.466666667","0.116","0.077333333","0.15","0.1","48.27586207","43.60902256","66.66666667","2.222222222","2.577777778","3.333333333","5.911111111","3.333333333","3.866666667","5","8.866666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00066","","","","30","23","2","6","8","1","2","17","24","16","4","0.31","9","9","5","3","1","1","4.92","4.31","13.31","40","0.166666667","0.019375","0.10775","2.352941176","1.333333333","1.411764706","0.8","0.253529412","0.143666667","0.529411765","0.3","60","32.38166792","56.66666667","4.444444444","4.788888889","10","14.78888889","7.843137255","8.450980392","17.64705882","26.09803922"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00067","","","","30","19","2","6","8","1","3","13","16","15","2.5","0.4","15","9","5","2","3","2","0.12","2.9","17.9","31","0.15625","0.026666667","0.093548387","2.384615385","1.033333333","1.230769231","0.533333333","0.223076923","0.096666667","1.153846154","0.5","51.61290323","16.20111732","43.33333333","2.777777778","3.222222222","16.66666667","19.88888889","6.41025641","7.435897436","38.46153846","45.8974359"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00068","","","","30","17","1","2","8","2","2","17","18","15","5","0.2","8.5","2","3","2","4","3","0","5.2","13.7","33","0.277777778","0.013333333","0.157575758","1.941176471","1.1","1.058823529","0.6","0.305882353","0.173333333","0.5","0.283333333","54.54545455","37.95620438","56.66666667","5.555555556","5.777777778","9.444444444","15.22222222","9.803921569","10.19607843","16.66666667","26.8627451"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00069","","","","30","15","2","3","6","1","2","9","2","1","0.16","0.04","1.5","5","9","2","1","4","0","0.2","1.7","3","0.08","0.04","0.066666667","0.333333333","0.1","0.222222222","0.066666667","0.022222222","0.006666667","0.166666667","0.05","66.66666667","11.76470588","30","0.177777778","0.222222222","1.666666667","1.888888889","0.592592593","0.740740741","5.555555556","6.296296296"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00070","","","","30","25","1","3","8","1","5","19","6","15","0.4","0.2","25","2","7","4","3","1","0.12","0.6","25.6","21","0.066666667","0.013333333","0.028571429","1.105263158","0.7","0.315789474","0.2","0.031578947","0.02","1.315789474","0.833333333","28.57142857","2.34375","63.33333333","0.444444444","0.666666667","27.77777778","28.44444444","0.701754386","1.052631579","43.85964912","44.9122807"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00071","","","","30","21","2","6","8","1","6","21","18","6","5","0.1","13","2","5","5","2","2","0","5.1","18.1","24","0.277777778","0.016666667","0.2125","1.142857143","0.8","0.857142857","0.6","0.242857143","0.17","0.619047619","0.433333333","75","28.17679558","70","5.555555556","5.666666667","14.44444444","20.11111111","7.936507937","8.095238095","20.63492063","28.73015873"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00072","","","","30","6","3","","","1","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00073","","","","30","9","2","4","8","1","2","9","12","8","5","0.16","10.2","2","3","5","2","3","0.12","5.16","15.36","20","0.416666667","0.02","0.258","2.222222222","0.666666667","1.333333333","0.4","0.573333333","0.172","1.133333333","0.34","60","33.59375","30","5.555555556","5.733333333","11.33333333","17.06666667","18.51851852","19.11111111","37.77777778","56.88888889"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00074","","","","30","21","2","6","9","1","3","13","20","18","4.5","0.24","30","2","3","1","2","3","0","4.74","34.74","38","0.225","0.013333333","0.124736842","2.923076923","1.266666667","1.538461538","0.666666667","0.364615385","0.158","2.307692308","1","52.63157895","13.64421416","43.33333333","5","5.266666667","33.33333333","38.6","11.53846154","12.15384615","76.92307692","89.07692308"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00075","","","","30","14","1","2","9","1","2","14","2","0","0.24","0","5","9","7","3","1","1","0.12","0.24","5.24","2","0.12","","0.12","0.142857143","0.066666667","0.142857143","0.066666667","0.017142857","0.008","0.357142857","0.166666667","100","4.580152672","46.66666667","0.266666667","0.266666667","5.555555556","5.822222222","0.571428571","0.571428571","11.9047619","12.47619048"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00076","","","","30","24","1","5","9","1","3","19","98","35","19","0.52","28","2","5","2","3","2","0","19.52","47.52","133","0.193877551","0.014857143","0.146766917","7","4.433333333","5.157894737","3.266666667","1.027368421","0.650666667","1.473684211","0.933333333","73.68421053","41.07744108","63.33333333","21.11111111","21.68888889","31.11111111","52.8","33.33333333","34.24561404","49.12280702","83.36842105"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00077","","","","30","4","1","4","9","1","3","4","2","0","2","0","12","5","1","1","2","2","0","2","14","2","1","","1","0.5","0.066666667","0.5","0.066666667","0.5","0.066666667","3","0.4","100","14.28571429","13.33333333","2.222222222","2.222222222","13.33333333","15.55555556","16.66666667","16.66666667","100","116.6666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00078","","","","30","19","","3","8","","2","19","11","8","1.5","0.2","8","9","7","8","1","1","0","1.7","9.7","19","0.136363636","0.025","0.089473684","1","0.633333333","0.578947368","0.366666667","0.089473684","0.056666667","0.421052632","0.266666667","57.89473684","17.5257732","63.33333333","1.666666667","1.888888889","8.888888889","10.77777778","2.631578947","2.98245614","14.03508772","17.01754386"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00079","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00080","","","","30","25","1","3","9","1","2","25","2","0","0.32","0","13.4","9","7","1","1","1","0","0.32","13.72","2","0.16","","0.16","0.08","0.066666667","0.08","0.066666667","0.0128","0.010666667","0.536","0.446666667","100","2.332361516","83.33333333","0.355555556","0.355555556","14.88888889","15.24444444","0.426666667","0.426666667","17.86666667","18.29333333"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00081","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00082","","","","30","9","","6","7","","2","9","5","5","0.32","0.08","4","2","7","3","1","1","0","0.4","4.4","10","0.064","0.016","0.04","1.111111111","0.333333333","0.555555556","0.166666667","0.044444444","0.013333333","0.444444444","0.133333333","50","9.090909091","30","0.355555556","0.444444444","4.444444444","4.888888889","1.185185185","1.481481481","14.81481481","16.2962963"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00083","","","","30","18","1","4","9","1","4","13","20","10","1.5","0.12","30.1","2","7","4","1","1","0.12","1.62","31.72","30","0.075","0.012","0.054","2.307692308","1","1.538461538","0.666666667","0.124615385","0.054","2.315384615","1.003333333","66.66666667","5.107187894","43.33333333","1.666666667","1.8","33.44444444","35.24444444","3.846153846","4.153846154","77.17948718","81.33333333"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00084","","","","30","14","2","6","8","1","2","14","3","5","1.5","0.06","25","9","5","5","2","1","0","1.56","26.56","8","0.5","0.012","0.195","0.571428571","0.266666667","0.214285714","0.1","0.111428571","0.052","1.785714286","0.833333333","37.5","5.873493976","46.66666667","1.666666667","1.733333333","27.77777778","29.51111111","3.571428571","3.714285714","59.52380952","63.23809524"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00085","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00086","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00087","","","","30","10","1","3","9","1","2","10","16","15","1.5","0.28","19","8","7","3","1","1","0.12","1.78","20.78","31","0.09375","0.018666667","0.057419355","3.1","1.033333333","1.6","0.533333333","0.178","0.059333333","1.9","0.633333333","51.61290323","8.565928778","33.33333333","1.666666667","1.977777778","21.11111111","23.08888889","5","5.933333333","63.33333333","69.26666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00088","","","","30","13","2","3","7","1","2","13","4","3","0.29","0.04","5","2","7","3","1","1","0","0.33","5.33","7","0.0725","0.013333333","0.047142857","0.538461538","0.233333333","0.307692308","0.133333333","0.025384615","0.011","0.384615385","0.166666667","57.14285714","6.191369606","43.33333333","0.322222222","0.366666667","5.555555556","5.922222222","0.743589744","0.846153846","12.82051282","13.66666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00089","","","","30","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00090","","","","30","13","1","3","9","1","2","8","5","3","0.2","0.04","39","2","7","2","1","1","0","0.24","39.24","8","0.04","0.013333333","0.03","1","0.266666667","0.625","0.166666667","0.03","0.008","4.875","1.3","62.5","0.611620795","26.66666667","0.222222222","0.266666667","43.33333333","43.6","0.833333333","1","162.5","163.5"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00091","","","","30","3","1","3","7","1","2","3","9","7","1.5","0.1","2","8","5","4","2","3","0","1.6","3.6","16","0.166666667","0.014285714","0.1","5.333333333","0.533333333","3","0.3","0.533333333","0.053333333","0.666666667","0.066666667","56.25","44.44444444","10","1.666666667","1.777777778","2.222222222","4","16.66666667","17.77777778","22.22222222","40"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00092","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00093","","","","30","17","1","4","9","1","2","17","15","11","2","0.28","17","9","5","9","1","1","0.12","2.28","19.28","26","0.133333333","0.025454545","0.087692308","1.529411765","0.866666667","0.882352941","0.5","0.134117647","0.076","1","0.566666667","57.69230769","11.82572614","56.66666667","2.222222222","2.533333333","18.88888889","21.42222222","3.921568627","4.470588235","33.33333333","37.80392157"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00094","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00095","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00096","","","","30","11","1","3","9","1","3","11","23","22","4.2","0.4","18","8","5","4","2","2","0.12","4.6","22.6","45","0.182608696","0.018181818","0.102222222","4.090909091","1.5","2.090909091","0.766666667","0.418181818","0.153333333","1.636363636","0.6","51.11111111","20.3539823","36.66666667","4.666666667","5.111111111","20","25.11111111","12.72727273","13.93939394","54.54545455","68.48484848"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00097","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00098","","","","30","18","2","6","8","","2","17","0","0","0","0","6.5","","","","","","","0","6.5","0","","","","0","0","0","0","0","0","0.382352941","0.216666667","","0","56.66666667","0","0","7.222222222","7.222222222","0","0","12.74509804","12.74509804"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00099","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00100","","","","30","25","1","2","9","1","2","25","8","0","7.2","0","102","8","1","1","2","1","0","7.2","109.2","8","0.9","","0.9","0.32","0.266666667","0.32","0.266666667","0.288","0.24","4.08","3.4","100","6.593406593","83.33333333","8","8","113.3333333","121.3333333","9.6","9.6","136","145.6"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00101","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00102","","","","30","19","1","3","8","1","2","19","5","15","0.24","0.24","14","8","9","9","1","1","0","0.48","14.48","20","0.048","0.016","0.024","1.052631579","0.666666667","0.263157895","0.166666667","0.025263158","0.016","0.736842105","0.466666667","25","3.314917127","63.33333333","0.266666667","0.533333333","15.55555556","16.08888889","0.421052632","0.842105263","24.56140351","25.40350877"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00103","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00104","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00105","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00106","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00107","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00108","","","","30","11","2","5","5","2","3","2","1","1","0.14","0.02","0.12","2","7","8","1","1","0.02","0.16","0.28","2","0.14","0.02","0.08","1","0.066666667","0.5","0.033333333","0.08","0.005333333","0.06","0.004","50","57.14285714","6.666666667","0.155555556","0.177777778","0.133333333","0.311111111","2.333333333","2.666666667","2","4.666666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00109","","","","30","12","1","4","9","1","2","4","11","1","3.2","0.01","18","8","3","6","2","2","0","3.21","21.21","12","0.290909091","0.01","0.2675","3","0.4","2.75","0.366666667","0.8025","0.107","4.5","0.6","91.66666667","15.13437058","13.33333333","3.555555556","3.566666667","20","23.56666667","26.66666667","26.75","150","176.75"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00110","","","","30","10","1","6","9","1","4","10","11","6","2.5","0.2","3","9","3","4","2","1","0.12","2.7","5.7","17","0.227272727","0.033333333","0.158823529","1.7","0.566666667","1.1","0.366666667","0.27","0.09","0.3","0.1","64.70588235","47.36842105","33.33333333","2.777777778","3","3.333333333","6.333333333","8.333333333","9","10","19"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00111","","","","30","22","2","5","8","1","7","22","10","13","3","0.4","27","2","5","5","2","1","0.15","3.4","30.4","23","0.3","0.030769231","0.147826087","1.045454545","0.766666667","0.454545455","0.333333333","0.154545455","0.113333333","1.227272727","0.9","43.47826087","11.18421053","73.33333333","3.333333333","3.777777778","30","33.77777778","4.545454545","5.151515152","40.90909091","46.06060606"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00112","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00113","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00114","","","","30","8","2","6","5","1","2","1","0","0","0","0","0.14","","","","","","","0","0.14","0","","","","0","0","0","0","0","0","0.14","0.004666667","","0","3.333333333","0","0","0.155555556","0.155555556","0","0","4.666666667","4.666666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00115","","","","30","15","1","4","8","1","3","15","10","10","0.52","0.2","10","8","7","2","1","1","0.12","0.72","10.72","20","0.052","0.02","0.036","1.333333333","0.666666667","0.666666667","0.333333333","0.048","0.024","0.666666667","0.333333333","50","6.71641791","50","0.577777778","0.8","11.11111111","11.91111111","1.155555556","1.6","22.22222222","23.82222222"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00116","","","","30","18","1","5","9","1","2","10","19","14","3.5","0.28","34","9","3","2","1","3","0","3.78","37.78","33","0.184210526","0.02","0.114545455","3.3","1.1","1.9","0.633333333","0.378","0.126","3.4","1.133333333","57.57575758","10.00529381","33.33333333","3.888888889","4.2","37.77777778","41.97777778","11.66666667","12.6","113.3333333","125.9333333"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00117","","","","30","19","2","4","7","1","3","14","5","5","0.32","0.08","7.2","9","7","3","1","1","1.65","0.4","7.6","10","0.064","0.016","0.04","0.714285714","0.333333333","0.357142857","0.166666667","0.028571429","0.013333333","0.514285714","0.24","50","5.263157895","46.66666667","0.355555556","0.444444444","8","8.444444444","0.761904762","0.952380952","17.14285714","18.0952381"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00118","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00119","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00120","","","","30","16","3","5","8","1","3","16","9","5","1.5","0.1","30","2","5","1","1","1","0","1.6","31.6","14","0.166666667","0.02","0.114285714","0.875","0.466666667","0.5625","0.3","0.1","0.053333333","1.875","1","64.28571429","5.063291139","53.33333333","1.666666667","1.777777778","33.33333333","35.11111111","3.125","3.333333333","62.5","65.83333333"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00121","","","","30","2","1","3","9","1","2","2","3","0","0.68","0","6.2","9","3","4","1","3","0.12","0.68","6.88","3","0.226666667","","0.226666667","1.5","0.1","1.5","0.1","0.34","0.022666667","3.1","0.206666667","100","9.88372093","6.666666667","0.755555556","0.755555556","6.888888889","7.644444444","11.33333333","11.33333333","103.3333333","114.6666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00122","","","","30","15","1","3","7","1","2","6","6","2","1.2","0.04","1","2","3","1","1","1","0.12","1.24","2.24","8","0.2","0.02","0.155","1.333333333","0.266666667","1","0.2","0.206666667","0.041333333","0.166666667","0.033333333","75","55.35714286","20","1.333333333","1.377777778","1.111111111","2.488888889","6.666666667","6.888888889","5.555555556","12.44444444"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00123","","","","30","20","2","3","8","1","2","5","1","15","0.2","0.4","6.5","8","9","9","1","1","0","0.6","7.1","16","0.2","0.026666667","0.0375","3.2","0.533333333","0.2","0.033333333","0.12","0.02","1.3","0.216666667","6.25","8.450704225","16.66666667","0.222222222","0.666666667","7.222222222","7.888888889","1.333333333","4","43.33333333","47.33333333"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00124","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00125","","","","30","18","1","6","8","1","2","9","43","26","6.5","0.72","11.2","8","3","9","2","3","0.12","7.22","18.42","69","0.151162791","0.027692308","0.104637681","7.666666667","2.3","4.777777778","1.433333333","0.802222222","0.240666667","1.244444444","0.373333333","62.31884058","39.19652552","30","7.222222222","8.022222222","12.44444444","20.46666667","24.07407407","26.74074074","41.48148148","68.22222222"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00126","","","","30","3","2","4","5","1","5","1","0","1","0","0.03","0.2","8","9","9","1","1","0.12","0.03","0.23","1","","0.03","0.03","1","0.033333333","0","0","0.03","0.001","0.2","0.006666667","0","13.04347826","3.333333333","0","0.033333333","0.222222222","0.255555556","0","1","6.666666667","7.666666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00127","","","","30","6","1","3","6","1","3","4","0","2","0","0.04","2.5","2","9","9","1","1","0.02","0.04","2.54","2","","0.02","0.02","0.5","0.066666667","0","0","0.01","0.001333333","0.625","0.083333333","0","1.57480315","13.33333333","0","0.044444444","2.777777778","2.822222222","0","0.333333333","20.83333333","21.16666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00128","","","","30","17","1","5","9","1","3","15","27","5","7.2","0.2","25","2","3","1","2","3","0","7.4","32.4","32","0.266666667","0.04","0.23125","2.133333333","1.066666667","1.8","0.9","0.493333333","0.246666667","1.666666667","0.833333333","84.375","22.83950617","50","8","8.222222222","27.77777778","36","16","16.44444444","55.55555556","72"
