"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016SER-PT02","","","","","","","","","UGP2016SER-PT02-00001","","","","20","19","2","3","6","3","2","11","1","2","0.2","0.09","1","4","1","1","3","7","0","0.29","1.29","0.2","0.045","3","0.272727273","0.15","0.090909091","0.05","0.026363636","0.0145","0.090909091","0.05","33.33333333","22.48062016","55","0.333333333","0.483333333","1.666666667","2.15","0.096666667","0.606060606","0.878787879","3.03030303","3.909090909"
"","","UGP2016SER-PT02","","","","","","","","","UGP2016SER-PT02-00002","","","","20","20","2","3","7","3","2","17","40","25","6","0.68","5","8","1","1","2","5","1.38","6.68","11.68","0.15","0.0272","65","3.823529412","3.25","2.352941176","2","0.392941176","0.334","0.294117647","0.25","61.53846154","57.19178082","85","10","11.13333333","8.333333333","19.46666667","0.102769231","11.76470588","13.09803922","9.803921569","22.90196078"
"","","UGP2016SER-PT02","","","","","","","","","UGP2016SER-PT02-00003","","","","20","3","1","2","8","1","2","3","4","3","3.3","0.08","3","9","1","1","4","1","0","3.38","6.38","0.825","0.026666667","7","2.333333333","0.35","1.333333333","0.2","1.126666667","0.169","1","0.15","57.14285714","52.97805643","15","5.5","5.633333333","5","10.63333333","0.482857143","36.66666667","37.55555556","33.33333333","70.88888889"
"","","UGP2016SER-PT02","","","","","","","","","UGP2016SER-PT02-00004","","","","20","18","3","3","9","1","1","13","17","10","12","0.28","15","5","3","2","3","2","10.5","12.28","27.28","0.705882353","0.028","27","2.076923077","1.35","1.307692308","0.85","0.944615385","0.614","1.153846154","0.75","62.96296296","45.01466276","65","20","20.46666667","25","45.46666667","0.454814815","30.76923077","31.48717949","38.46153846","69.94871795"
"","","UGP2016SER-PT02","","","","","","","","","UGP2016SER-PT02-00005","","","","20","18","3","3","8","2","2","13","29","5","8","0.2","11.2","8","3","1","3","3","0","8.2","19.4","0.275862069","0.04","34","2.615384615","1.7","2.230769231","1.45","0.630769231","0.41","0.861538462","0.56","85.29411765","42.26804124","65","13.33333333","13.66666667","18.66666667","32.33333333","0.241176471","20.51282051","21.02564103","28.71794872","49.74358974"
"","","UGP2016SER-PT02","","","","","","","","","UGP2016SER-PT02-00006","","","","20","15","2","3","7","2","2","8","17","2","4.1","0.9","5.2","9","3","1","2","3","0","5","10.2","0.241176471","0.45","19","2.375","0.95","2.125","0.85","0.625","0.25","0.65","0.26","89.47368421","49.01960784","40","6.833333333","8.333333333","8.666666667","17","0.263157895","17.08333333","20.83333333","21.66666667","42.5"
"","","UGP2016SER-PT02","","","","","","","","","UGP2016SER-PT02-00007","","","","20","20","1","2","8","1","2","17","60","19","11.5","0.62","5","9","2","1","3","3","0.12","12.12","17.12","0.191666667","0.032631579","79","4.647058824","3.95","3.529411765","3","0.712941176","0.606","0.294117647","0.25","75.94936709","70.79439252","85","19.16666667","20.2","8.333333333","28.53333333","0.153417722","22.54901961","23.76470588","9.803921569","33.56862745"
"","","UGP2016SER-PT02","","","","","","","","","UGP2016SER-PT02-00008","","","","20","20","2","2","9","1","2","15","43","13","13.3","0.46","49","3","1","1","3","2","0.02","13.76","62.76","0.309302326","0.035384615","56","3.733333333","2.8","2.866666667","2.15","0.917333333","0.688","3.266666667","2.45","76.78571429","21.92479286","75","22.16666667","22.93333333","81.66666667","104.6","0.245714286","29.55555556","30.57777778","108.8888889","139.4666667"
"","","UGP2016SER-PT02","","","","","","","","","UGP2016SER-PT02-00009","","","","20","9","3","2","8","1","1","4","0","0","0","0","27","","","","","","","0","27","","","0","0","0","0","0","0","0","6.75","1.35","","0","20","0","0","45","45","","0","0","225","225"
"","","UGP2016SER-PT02","","","","","","","","","UGP2016SER-PT02-00010","","","","20","19","1","2","9","1","2","14","40","10","14.3","0.42","35","9","1","1","4","1","7.23","14.72","49.72","0.3575","0.042","50","3.571428571","2.5","2.857142857","2","1.051428571","0.736","2.5","1.75","80","29.60579244","70","23.83333333","24.53333333","58.33333333","82.86666667","0.2944","34.04761905","35.04761905","83.33333333","118.3809524"
