"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015KAC-PT03","","","","","","","","","UGP2015KAC-PT03-00001","","","","30","12","2","6","5","2","2","11","1","4","0.1","0.04","3.8","6","1","1","6","5","5.49","0.14","3.94","0.1","0.01","5","0.454545455","0.166666667","0.090909091","0.033333333","0.012727273","0.004666667","0.345454545","0.126666667","20","3.553299492","36.66666667","0.111111111","0.155555556","4.222222222","4.377777778","0.028","0.303030303","0.424242424","11.51515152","11.93939394"
"","","UGP2015KAC-PT03","","","","","","","","","UGP2015KAC-PT03-00002","","","","30","7","1","2","6","1","3","5","0","0","0","0","1.8","","","","","","","0","1.8","","","0","0","0","0","0","0","0","0.36","0.06","","0","16.66666667","0","0","2","2","","0","0","12","12"
"","","UGP2015KAC-PT03","","","","","","","","","UGP2015KAC-PT03-00003","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015KAC-PT03","","","","","","","","","UGP2015KAC-PT03-00004","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015KAC-PT03","","","","","","","","","UGP2015KAC-PT03-00005","","","","30","10","1","3","8","1","2","10","2","0","1.1","0","18.2","8","1","1","9","3","0","1.1","19.3","0.55","","2","0.2","0.066666667","0.2","0.066666667","0.11","0.036666667","1.82","0.606666667","100","5.699481865","33.33333333","1.222222222","1.222222222","20.22222222","21.44444444","0.55","3.666666667","3.666666667","60.66666667","64.33333333"
"","","UGP2015KAC-PT03","","","","","","","","","UGP2015KAC-PT03-00006","","","","30","10","2","4","6","1","2","8","4","3","0.4","0.06","3","6","1","3","6","5","11.03","0.46","3.46","0.1","0.02","7","0.875","0.233333333","0.5","0.133333333","0.0575","0.015333333","0.375","0.1","57.14285714","13.29479769","26.66666667","0.444444444","0.511111111","3.333333333","3.844444444","0.065714286","1.666666667","1.916666667","12.5","14.41666667"
"","","UGP2015KAC-PT03","","","","","","","","","UGP2015KAC-PT03-00007","","","","30","5","2","4","6","1","2","3","0","0","0","0","3.2","","","","","","","0","3.2","","","0","0","0","0","0","0","0","1.066666667","0.106666667","","0","10","0","0","3.555555556","3.555555556","","0","0","35.55555556","35.55555556"
"","","UGP2015KAC-PT03","","","","","","","","","UGP2015KAC-PT03-00008","","","","30","1","2","2","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015KAC-PT03","","","","","","","","","UGP2015KAC-PT03-00009","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015KAC-PT03","","","","","","","","","UGP2015KAC-PT03-00010","","","","30","17","1","3","8","1","2","14","7","10","0.92","0.3","22.4","8","1","1","9","5","0","1.22","23.62","0.131428571","0.03","17","1.214285714","0.566666667","0.5","0.233333333","0.087142857","0.040666667","1.6","0.746666667","41.17647059","5.16511431","46.66666667","1.022222222","1.355555556","24.88888889","26.24444444","0.071764706","2.19047619","2.904761905","53.33333333","56.23809524"
