"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014SER-PT03","","","","","","","","","UGP2014SER-PT03-00001","","","","30","23","1","2","7","1","2","9","10","9","4.8","0.28","3.6","2","3","4","2","3","0.15","5.08","8.68","0.48","0.031111111","19","2.111111111","0.633333333","1.111111111","0.333333333","0.564444444","0.169333333","0.4","0.12","52.63157895","58.52534562","30","0.267368421","5.333333333","5.644444444","4","9.644444444","17.77777778","18.81481481","13.33333333","32.14814815"
"","","UGP2014SER-PT03","","","","","","","","","UGP2014SER-PT03-00002","","","","30","6","1","2","8","1","1","6","8","3","2.3","0.12","75.9","2","3","4","3","1","0.12","2.42","78.32","0.2875","0.04","11","1.833333333","0.366666667","1.333333333","0.266666667","0.403333333","0.080666667","12.65","2.53","72.72727273","3.08988764","20","0.22","2.555555556","2.688888889","84.33333333","87.02222222","12.77777778","13.44444444","421.6666667","435.1111111"
"","","UGP2014SER-PT03","","","","","","","","","UGP2014SER-PT03-00003","","","","30","24","1","2","9","1","1","23","62","19","19.2","0.44","60","5","3","5","3","3","7.23","19.64","79.64","0.309677419","0.023157895","81","3.52173913","2.7","2.695652174","2.066666667","0.853913043","0.654666667","2.608695652","2","76.54320988","24.66097438","76.66666667","0.242469136","21.33333333","21.82222222","66.66666667","88.48888889","27.82608696","28.46376812","86.95652174","115.4202899"
"","","UGP2014SER-PT03","","","","","","","","","UGP2014SER-PT03-00004","","","","30","13","1","2","9","1","2","13","56","10","30.9","0.2","16","9","1","4","1","1","0.15","31.1","47.1","0.551785714","0.02","66","5.076923077","2.2","4.307692308","1.866666667","2.392307692","1.036666667","1.230769231","0.533333333","84.84848485","66.02972399","43.33333333","0.471212121","34.33333333","34.55555556","17.77777778","52.33333333","79.23076923","79.74358974","41.02564103","120.7692308"
"","","UGP2014SER-PT03","","","","","","","","","UGP2014SER-PT03-00005","","","","30","10","2","2","9","1","2","10","37","21","11.3","1.3","28","9","3","5","1","1","0.12","12.6","40.6","0.305405405","0.061904762","58","5.8","1.933333333","3.7","1.233333333","1.26","0.42","2.8","0.933333333","63.79310345","31.03448276","33.33333333","0.217241379","12.55555556","14","31.11111111","45.11111111","37.66666667","42","93.33333333","135.3333333"
"","","UGP2014SER-PT03","","","","","","","","","UGP2014SER-PT03-00006","","","","30","15","1","2","9","1","2","15","16","6","4","0.28","2.6","2","3","9","2","1","0.12","4.28","6.88","0.25","0.046666667","22","1.466666667","0.733333333","1.066666667","0.533333333","0.285333333","0.142666667","0.173333333","0.086666667","72.72727273","62.20930233","50","0.194545455","4.444444444","4.755555556","2.888888889","7.644444444","8.888888889","9.511111111","5.777777778","15.28888889"
"","","UGP2014SER-PT03","","","","","","","","","UGP2014SER-PT03-00007","","","","30","23","1","2","8","1","2","20","25","12","7","0.2","21","3","3","3","3","2","0.15","7.2","28.2","0.28","0.016666667","37","1.85","1.233333333","1.25","0.833333333","0.36","0.24","1.05","0.7","67.56756757","25.53191489","66.66666667","0.194594595","7.777777778","8","23.33333333","31.33333333","11.66666667","12","35","47"
"","","UGP2014SER-PT03","","","","","","","","","UGP2014SER-PT03-00008","","","","30","13","2","4","8","1","2","13","13","2","9.2","0.2","17","5","3","4","3","2","1.65","9.4","26.4","0.707692308","0.1","15","1.153846154","0.5","1","0.433333333","0.723076923","0.313333333","1.307692308","0.566666667","86.66666667","35.60606061","43.33333333","0.626666667","10.22222222","10.44444444","18.88888889","29.33333333","23.58974359","24.1025641","43.58974359","67.69230769"
"","","UGP2014SER-PT03","","","","","","","","","UGP2014SER-PT03-00009","","","","30","14","2","3","8","1","2","14","16","0","3.5","0","6.8","2","3","4","2","1","0.12","3.5","10.3","0.21875","","16","1.142857143","0.533333333","1.142857143","0.533333333","0.25","0.116666667","0.485714286","0.226666667","100","33.98058252","46.66666667","0.21875","3.888888889","3.888888889","7.555555556","11.44444444","8.333333333","8.333333333","16.19047619","24.52380952"
"","","UGP2014SER-PT03","","","","","","","","","UGP2014SER-PT03-00010","","","","30","26","1","2","9","1","2","14","8","4","2","0.2","25","2","3","3","1","1","0.12","2.2","27.2","0.25","0.05","12","0.857142857","0.4","0.571428571","0.266666667","0.157142857","0.073333333","1.785714286","0.833333333","66.66666667","8.088235294","46.66666667","0.183333333","2.222222222","2.444444444","27.77777778","30.22222222","4.761904762","5.238095238","59.52380952","64.76190476"
"","","UGP2014SER-PT03","","","","","","","","","UGP2014SER-PT03-00011","","","","30","18","1","1","8","1","2","11","56","16","24.2","0.48","14.9","2","3","6","3","2","0.12","24.68","39.58","0.432142857","0.03","72","6.545454545","2.4","5.090909091","1.866666667","2.243636364","0.822666667","1.354545455","0.496666667","77.77777778","62.35472461","36.66666667","0.342777778","26.88888889","27.42222222","16.55555556","43.97777778","73.33333333","74.78787879","45.15151515","119.9393939"
