"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017KAC-PT02","","","","","","","","","UGP2017KAC-PT02-00001","","","","30","27","2","2","6","2","2","27","31","50","2","0.6","6","3","1","3","3","5","0","2.6","8.6","81","0.064516129","0.012","0.032098765","3","2.7","1.148148148","1.033333333","0.096296296","0.086666667","0.222222222","0.2","38.27160494","30.23255814","90","2.222222222","2.888888889","6.666666667","9.555555556","2.469135802","3.209876543","7.407407407","10.61728395"
"","","UGP2017KAC-PT02","","","","","","","","","UGP2017KAC-PT02-00002","","","","30","15","2","3","5","2","3","15","0","0","0","0","0.38","","","","","","","0","0.38","0","","","","0","0","0","0","0","0","0.025333333","0.012666667","","0","50","0","0","0.422222222","0.422222222","0","0","0.844444444","0.844444444"
"","","UGP2017KAC-PT02","","","","","","","","","UGP2017KAC-PT02-00003","","","","30","13","2","3","5","2","2","13","0","2","0","0.08","0.15","3","1","1","3","6","0","0.08","0.23","2","","0.04","0.04","0.153846154","0.066666667","0","0","0.006153846","0.002666667","0.011538462","0.005","0","34.7826087","43.33333333","0","0.088888889","0.166666667","0.255555556","0","0.205128205","0.384615385","0.58974359"
"","","UGP2017KAC-PT02","","","","","","","","","UGP2017KAC-PT02-00004","","","","30","16","2","2","6","2","2","16","3","2","0.12","0.04","1.4","9","1","1","7","6","0","0.16","1.56","5","0.04","0.02","0.032","0.3125","0.166666667","0.1875","0.1","0.01","0.005333333","0.0875","0.046666667","60","10.25641026","53.33333333","0.133333333","0.177777778","1.555555556","1.733333333","0.25","0.333333333","2.916666667","3.25"
"","","UGP2017KAC-PT02","","","","","","","","","UGP2017KAC-PT02-00005","","","","30","29","3","3","7","2","2","29","18","34","1.2","0.25","4","5","1","2","3","5","7.76","1.45","5.45","52","0.066666667","0.007352941","0.027884615","1.793103448","1.733333333","0.620689655","0.6","0.05","0.048333333","0.137931034","0.133333333","34.61538462","26.60550459","96.66666667","1.333333333","1.611111111","4.444444444","6.055555556","1.379310345","1.666666667","4.597701149","6.264367816"
"","","UGP2017KAC-PT02","","","","","","","","","UGP2017KAC-PT02-00006","","","","30","26","3","2","7","2","2","26","18","12","2.5","0.18","4","8","1","1","3","3","0","2.68","6.68","30","0.138888889","0.015","0.089333333","1.153846154","1","0.692307692","0.6","0.103076923","0.089333333","0.153846154","0.133333333","60","40.11976048","86.66666667","2.777777778","2.977777778","4.444444444","7.422222222","3.205128205","3.435897436","5.128205128","8.564102564"
"","","UGP2017KAC-PT02","","","","","","","","","UGP2017KAC-PT02-00007","","","","30","25","1","2","6","1","2","25","33","25","3.5","0.22","4.5","8","1","4","4","3","0.12","3.72","8.22","58","0.106060606","0.0088","0.064137931","2.32","1.933333333","1.32","1.1","0.1488","0.124","0.18","0.15","56.89655172","45.25547445","83.33333333","3.888888889","4.133333333","5","9.133333333","4.666666667","4.96","6","10.96"
"","","UGP2017KAC-PT02","","","","","","","","","UGP2017KAC-PT02-00008","","","","30","16","1","3","8","1","3","16","14","13","1","0.2","3.5","8","1","2","4","3","0","1.2","4.7","27","0.071428571","0.015384615","0.044444444","1.6875","0.9","0.875","0.466666667","0.075","0.04","0.21875","0.116666667","51.85185185","25.53191489","53.33333333","1.111111111","1.333333333","3.888888889","5.222222222","2.083333333","2.5","7.291666667","9.791666667"
"","","UGP2017KAC-PT02","","","","","","","","","UGP2017KAC-PT02-00009","","","","30","21","1","2","7","1","2","21","10","14","0.39","0.1","4.5","3","1","1","7","7","0","0.49","4.99","24","0.039","0.007142857","0.020416667","1.142857143","0.8","0.476190476","0.333333333","0.023333333","0.016333333","0.214285714","0.15","41.66666667","9.819639279","70","0.433333333","0.544444444","5","5.544444444","0.619047619","0.777777778","7.142857143","7.920634921"
"","","UGP2017KAC-PT02","","","","","","","","","UGP2017KAC-PT02-00010","","","","30","5","1","2","5","1","2","5","1","2","0.05","0.02","0.2","3","1","1","3","4","0.12","0.07","0.27","3","0.05","0.01","0.023333333","0.6","0.1","0.2","0.033333333","0.014","0.002333333","0.04","0.006666667","33.33333333","25.92592593","16.66666667","0.055555556","0.077777778","0.222222222","0.3","0.333333333","0.466666667","1.333333333","1.8"
