"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015SER-OT01","","","","","","","","","UGP2015SER-OT01-00001","","","","3","3","2","3","6","1","2","2","0","5","0","0.15","0.08","8","1","1","3","7","0","0.15","0.23","5","","0.03","0.03","2.5","1.666666667","0","0","0.075","0.05","0.04","0.026666667","0","65.2173913","66.66666667","0","1.666666667","0.888888889","2.555555556","0","2.5","1.333333333","3.833333333"
"","","UGP2015SER-OT01","","","","","","","","","UGP2015SER-OT01-00002","","","","3","2","1","2","8","1","2","2","3","0","0.4","0","5","6","2","1","3","5","0","0.4","5.4","3","0.133333333","","0.133333333","1.5","1","1.5","1","0.2","0.133333333","2.5","1.666666667","100","7.407407407","66.66666667","4.444444444","4.444444444","55.55555556","60","6.666666667","6.666666667","83.33333333","90"
"","","UGP2015SER-OT01","","","","","","","","","UGP2015SER-OT01-00003","","","","3","3","1","3","8","1","2","3","8","3","1.2","0.08","2","2","2","2","1","5","4.41","1.28","3.28","11","0.15","0.026666667","0.116363636","3.666666667","3.666666667","2.666666667","2.666666667","0.426666667","0.426666667","0.666666667","0.666666667","72.72727273","39.02439024","100","13.33333333","14.22222222","22.22222222","36.44444444","13.33333333","14.22222222","22.22222222","36.44444444"
"","","UGP2015SER-OT01","","","","","","","","","UGP2015SER-OT01-00004","","","","3","3","1","2","7","2","3","1","4","0","1.6","0","3.5","5","3","2","1","3","0.12","1.6","5.1","4","0.4","","0.4","4","1.333333333","4","1.333333333","1.6","0.533333333","3.5","1.166666667","100","31.37254902","33.33333333","17.77777778","17.77777778","38.88888889","56.66666667","53.33333333","53.33333333","116.6666667","170"
"","","UGP2015SER-OT01","","","","","","","","","UGP2015SER-OT01-00005","","","","3","3","2","2","7","1","3","2","6","1","0.82","0.25","2","8","4","2","4","5","4.92","1.07","3.07","7","0.136666667","0.25","0.152857143","3.5","2.333333333","3","2","0.535","0.356666667","1","0.666666667","85.71428571","34.8534202","66.66666667","9.111111111","11.88888889","22.22222222","34.11111111","13.66666667","17.83333333","33.33333333","51.16666667"
"","","UGP2015SER-OT01","","","","","","","","","UGP2015SER-OT01-00006","","","","3","3","1","3","8","1","2","2","0","0","0","0","6","","","","","","","0","6","0","","","","0","0","0","0","0","0","3","2","","0","66.66666667","0","0","66.66666667","66.66666667","0","0","100","100"
"","","UGP2015SER-OT01","","","","","","","","","UGP2015SER-OT01-00007","","","","3","3","2","3","9","1","2","3","2","0","0.2","0","7","6","2","1","5","7","0","0.2","7.2","2","0.1","","0.1","0.666666667","0.666666667","0.666666667","0.666666667","0.066666667","0.066666667","2.333333333","2.333333333","100","2.777777778","100","2.222222222","2.222222222","77.77777778","80","2.222222222","2.222222222","77.77777778","80"
"","","UGP2015SER-OT01","","","","","","","","","UGP2015SER-OT01-00008","","","","3","3","1","3","8","1","2","2","1","0","0.6","0","2.5","6","2","2","1","1","0","0.6","3.1","1","0.6","","0.6","0.5","0.333333333","0.5","0.333333333","0.3","0.2","1.25","0.833333333","100","19.35483871","66.66666667","6.666666667","6.666666667","27.77777778","34.44444444","10","10","41.66666667","51.66666667"
"","","UGP2015SER-OT01","","","","","","","","","UGP2015SER-OT01-00009","","","","3","3","2","2","7","1","2","3","7","1","0.62","0.025","1","2","3","1","1","5","0","0.645","1.645","8","0.088571429","0.025","0.080625","2.666666667","2.666666667","2.333333333","2.333333333","0.215","0.215","0.333333333","0.333333333","87.5","39.20972644","100","6.888888889","7.166666667","11.11111111","18.27777778","6.888888889","7.166666667","11.11111111","18.27777778"
"","","UGP2015SER-OT01","","","","","","","","","UGP2015SER-OT01-00010","","","","3","3","1","3","8","1","2","3","4","0","1.15","0","2.5","6","4","2","5","3","0","1.15","3.65","4","0.2875","","0.2875","1.333333333","1.333333333","1.333333333","1.333333333","0.383333333","0.383333333","0.833333333","0.833333333","100","31.50684932","100","12.77777778","12.77777778","27.77777778","40.55555556","12.77777778","12.77777778","27.77777778","40.55555556"
