"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00001","","","","20","13","2","2","8","2","2","11","5","14","0.36","0.24","3","4","5","3","4","4","12.39","0.6","3.6","0.072","0.017142857","19","1.727272727","0.95","0.454545455","0.25","0.054545455","0.03","0.272727273","0.15","26.31578947","16.66666667","55","0.031578947","0.6","1","5","6","1.090909091","1.818181818","9.090909091","10.90909091"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00002","","","","20","16","2","2","6","1","2","6","3","1","2","0.02","0.3","8","5","3","6","4","0.12","2.02","2.32","0.666666667","0.02","4","0.666666667","0.2","0.5","0.15","0.336666667","0.101","0.05","0.015","75","87.06896552","30","0.505","3.333333333","3.366666667","0.5","3.866666667","11.11111111","11.22222222","1.666666667","12.88888889"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00003","","","","20","16","2","2","7","1","2","10","6","15","0.28","0.2","1","2","5","3","6","4","0.15","0.48","1.48","0.046666667","0.013333333","21","2.1","1.05","0.6","0.3","0.048","0.024","0.1","0.05","28.57142857","32.43243243","50","0.022857143","0.466666667","0.8","1.666666667","2.466666667","0.933333333","1.6","3.333333333","4.933333333"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00004","","","","20","10","2","2","6","1","2","7","0","2","0","0.06","0.4","4","7","2","4","3","0.15","0.06","0.46","","0.03","2","0.285714286","0.1","0","0","0.008571429","0.003","0.057142857","0.02","0","13.04347826","35","0.03","0","0.1","0.666666667","0.766666667","0","0.285714286","1.904761905","2.19047619"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00005","","","","20","2","2","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00006","","","","20","18","2","3","9","2","2","13","0","0","0","0","6.2","","","","","","","0","6.2","","","0","0","0","0","0","0","0","0.476923077","0.31","","0","65","","0","0","10.33333333","10.33333333","0","0","15.8974359","15.8974359"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00007","","","","20","14","1","2","9","1","2","12","12","10","2","0.32","21","9","5","2","5","3","0","2.32","23.32","0.166666667","0.032","22","1.833333333","1.1","1","0.6","0.193333333","0.116","1.75","1.05","54.54545455","9.948542024","60","0.105454545","3.333333333","3.866666667","35","38.86666667","5.555555556","6.444444444","58.33333333","64.77777778"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00008","","","","20","4","2","3","8","2","2","4","0","3","0","0.06","1","2","9","3","1","1","0.12","0.06","1.06","","0.02","3","0.75","0.15","0","0","0.015","0.003","0.25","0.05","0","5.660377358","20","0.02","0","0.1","1.666666667","1.766666667","0","0.5","8.333333333","8.833333333"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00009","","","","20","13","2","3","8","2","2","11","2","4","0.2","0.06","13.1","5","5","1","1","1","7.76","0.26","13.36","0.1","0.015","6","0.545454545","0.3","0.181818182","0.1","0.023636364","0.013","1.190909091","0.655","33.33333333","1.946107784","55","0.043333333","0.333333333","0.433333333","21.83333333","22.26666667","0.606060606","0.787878788","39.6969697","40.48484848"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00010","","","","20","15","1","1","9","1","2","13","30","0","5","0","15.8","9","3","4","4","3","0","5","20.8","0.166666667","","30","2.307692308","1.5","2.307692308","1.5","0.384615385","0.25","1.215384615","0.79","100","24.03846154","65","0.166666667","8.333333333","8.333333333","26.33333333","34.66666667","12.82051282","12.82051282","40.51282051","53.33333333"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00011","","","","20","15","3","3","8","1","2","14","13","7","3","0.26","17","8","3","7","3","3","3.76","3.26","20.26","0.230769231","0.037142857","20","1.428571429","1","0.928571429","0.65","0.232857143","0.163","1.214285714","0.85","65","16.09081935","70","0.163","5","5.433333333","28.33333333","33.76666667","7.142857143","7.761904762","40.47619048","48.23809524"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00012","","","","20","14","2","2","8","1","2","8","20","7","3.5","0.14","11.5","8","3","8","3","1","1.38","3.64","15.14","0.175","0.02","27","3.375","1.35","2.5","1","0.455","0.182","1.4375","0.575","74.07407407","24.04227213","40","0.134814815","5.833333333","6.066666667","19.16666667","25.23333333","14.58333333","15.16666667","47.91666667","63.08333333"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00013","","","","20","15","1","2","8","1","3","15","0","6","0","0.12","20","4","9","3","1","1","0.15","0.12","20.12","","0.02","6","0.4","0.3","0","0","0.008","0.006","1.333333333","1","0","0.596421471","75","0.02","0","0.2","33.33333333","33.53333333","0","0.266666667","44.44444444","44.71111111"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00014","","","","20","9","3","2","7","1","2","8","4","4","0.6","0.2","5.2","5","5","2","3","1","1.17","0.8","6","0.15","0.05","8","1","0.4","0.5","0.2","0.1","0.04","0.65","0.26","50","13.33333333","40","0.1","1","1.333333333","8.666666667","10","2.5","3.333333333","21.66666667","25"
"","","UGP2016SER-PT01","","","","","","","","","UGP2016SER-PT01-00015","","","","20","14","1","1","8","1","2","11","14","4","2.5","0.1","12","9","5","4","4","3","0.12","2.6","14.6","0.178571429","0.025","18","1.636363636","0.9","1.272727273","0.7","0.236363636","0.13","1.090909091","0.6","77.77777778","17.80821918","55","0.144444444","4.166666667","4.333333333","20","24.33333333","7.575757576","7.878787879","36.36363636","44.24242424"
