"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00001","","","","10","7","1","2","7","1","2","7","6","3","1.4","0.18","1.5","3","3","1","7","3","0.02","1.58","3.08","9","0.233333333","0.06","0.175555556","1.285714286","0.9","0.857142857","0.6","0.225714286","0.158","0.214285714","0.15","66.66666667","51.2987013","70","4.666666667","5.266666667","5","10.26666667","6.666666667","7.523809524","7.142857143","14.66666667"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00002","","","","10","10","2","2","8","1","2","10","15","2","3","0.02","1.5","8","2","1","3","2","0.12","3.02","4.52","17","0.2","0.01","0.177647059","1.7","1.7","1.5","1.5","0.302","0.302","0.15","0.15","88.23529412","66.81415929","100","10","10.06666667","5","15.06666667","10","10.06666667","5","15.06666667"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00003","","","","10","8","2","3","8","1","2","8","14","5","4","0.06","3","8","3","1","6","2","0","4.06","7.06","19","0.285714286","0.012","0.213684211","2.375","1.9","1.75","1.4","0.5075","0.406","0.375","0.3","73.68421053","57.50708215","80","13.33333333","13.53333333","10","23.53333333","16.66666667","16.91666667","12.5","29.41666667"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00004","","","","10","9","1","2","8","1","2","9","14","7","4.6","0.24","2","6","3","1","6","2","0.12","4.84","6.84","21","0.328571429","0.034285714","0.23047619","2.333333333","2.1","1.555555556","1.4","0.537777778","0.484","0.222222222","0.2","66.66666667","70.76023392","90","15.33333333","16.13333333","6.666666667","22.8","17.03703704","17.92592593","7.407407407","25.33333333"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00005","","","","10","7","1","2","8","1","2","7","10","7","2","0.3","4","3","3","1","4","2","0","2.3","6.3","17","0.2","0.042857143","0.135294118","2.428571429","1.7","1.428571429","1","0.328571429","0.23","0.571428571","0.4","58.82352941","36.50793651","70","6.666666667","7.666666667","13.33333333","21","9.523809524","10.95238095","19.04761905","30"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00006","","","","10","7","2","3","6","1","2","7","0","1","0","0.04","0.5","5","1","1","3","8","11.03","0.04","0.54","1","","0.04","0.04","0.142857143","0.1","0","0","0.005714286","0.004","0.071428571","0.05","0","7.407407407","70","0","0.133333333","1.666666667","1.8","0","0.19047619","2.380952381","2.571428571"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00007","","","","10","10","1","2","8","1","2","10","12","14","1.5","0.3","2","5","3","1","3","5","11.03","1.8","3.8","26","0.125","0.021428571","0.069230769","2.6","2.6","1.2","1.2","0.18","0.18","0.2","0.2","46.15384615","47.36842105","100","5","6","6.666666667","12.66666667","5","6","6.666666667","12.66666667"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00008","","","","10","10","2","2","8","1","2","10","12","17","3.5","0.4","3","3","2","1","4","3","0.12","3.9","6.9","29","0.291666667","0.023529412","0.134482759","2.9","2.9","1.2","1.2","0.39","0.39","0.3","0.3","41.37931034","56.52173913","100","11.66666667","13","10","23","11.66666667","13","10","23"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00009","","","","10","7","1","2","9","1","1","7","9","6","3.7","0.2","2.5","3","2","1","8","2","0.02","3.9","6.4","15","0.411111111","0.033333333","0.26","2.142857143","1.5","1.285714286","0.9","0.557142857","0.39","0.357142857","0.25","60","60.9375","70","12.33333333","13","8.333333333","21.33333333","17.61904762","18.57142857","11.9047619","30.47619048"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00010","","","","10","9","1","1","9","1","1","9","9","16","1.46","0.4","4","8","3","1","4","3","0","1.86","5.86","25","0.162222222","0.025","0.0744","2.777777778","2.5","1","0.9","0.206666667","0.186","0.444444444","0.4","36","31.74061433","90","4.866666667","6.2","13.33333333","19.53333333","5.407407407","6.888888889","14.81481481","21.7037037"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00011","","","","10","9","1","1","9","1","1","9","2","6","0.4","0.1","8.5","8","1","1","2","3","0","0.5","9","8","0.2","0.016666667","0.0625","0.888888889","0.8","0.222222222","0.2","0.055555556","0.05","0.944444444","0.85","25","5.555555556","90","1.333333333","1.666666667","28.33333333","30","1.481481481","1.851851852","31.48148148","33.33333333"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00012","","","","10","6","2","2","8","1","2","6","29","7","3","0.24","2.5","3","2","1","6","2","0","3.24","5.74","36","0.103448276","0.034285714","0.09","6","3.6","4.833333333","2.9","0.54","0.324","0.416666667","0.25","80.55555556","56.44599303","60","10","10.8","8.333333333","19.13333333","16.66666667","18","13.88888889","31.88888889"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00013","","","","10","9","1","2","7","1","1","9","2","1","0.3","0.04","7.5","8","1","1","6","6","0.12","0.34","7.84","3","0.15","0.04","0.113333333","0.333333333","0.3","0.222222222","0.2","0.037777778","0.034","0.833333333","0.75","66.66666667","4.336734694","90","1","1.133333333","25","26.13333333","1.111111111","1.259259259","27.77777778","29.03703704"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00014","","","","10","4","2","2","8","2","2","4","6","1","1.5","0.02","8.5","5","2","1","8","3","0.12","1.52","10.02","7","0.25","0.02","0.217142857","1.75","0.7","1.5","0.6","0.38","0.152","2.125","0.85","85.71428571","15.16966068","40","5","5.066666667","28.33333333","33.4","12.5","12.66666667","70.83333333","83.5"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00015","","","","10","5","2","1","6","1","1","5","0","2","0","0.02","0.2","3","1","1","3","8","0","0.02","0.22","2","","0.01","0.01","0.4","0.2","0","0","0.004","0.002","0.04","0.02","0","9.090909091","50","0","0.066666667","0.666666667","0.733333333","0","0.133333333","1.333333333","1.466666667"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00016","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00017","","","","10","7","2","2","8","1","1","7","11","6","4","0.12","3.4","3","1","1","4","2","0","4.12","7.52","17","0.363636364","0.02","0.242352941","2.428571429","1.7","1.571428571","1.1","0.588571429","0.412","0.485714286","0.34","64.70588235","54.78723404","70","13.33333333","13.73333333","11.33333333","25.06666667","19.04761905","19.61904762","16.19047619","35.80952381"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00018","","","","10","9","1","2","7","1","2","9","20","3","4","0.08","5.5","2","1","1","8","3","0","4.08","9.58","23","0.2","0.026666667","0.177391304","2.555555556","2.3","2.222222222","2","0.453333333","0.408","0.611111111","0.55","86.95652174","42.58872651","90","13.33333333","13.6","18.33333333","31.93333333","14.81481481","15.11111111","20.37037037","35.48148148"
"","","UGP2017SER-AT03","","","","","","","","","UGP2017SER-AT03-00019","","","","10","7","2","2","9","1","2","7","19","21","2.5","0.64","3","2","2","3","6","3","0.02","3.14","6.14","40","0.131578947","0.03047619","0.0785","5.714285714","4","2.714285714","1.9","0.448571429","0.314","0.428571429","0.3","47.5","51.14006515","70","8.333333333","10.46666667","10","20.46666667","11.9047619","14.95238095","14.28571429","29.23809524"
