"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017NAM-PT01","","","","","","","","","UGP2017NAM-PT01-00001","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2017NAM-PT01","","","","","","","","","UGP2017NAM-PT01-00002","","","","20","15","2","3","7","2","3","12","12","6","2.5","0.3","10","6","2","1","6","3","7.23","2.8","12.8","0.208333333","0.05","18","1.5","0.9","1","0.6","0.233333333","0.14","0.833333333","0.5","66.66666667","21.875","60","0.155555556","4.166666667","4.666666667","16.66666667","21.33333333","6.944444444","7.777777778","27.77777778","35.55555556"
"","","UGP2017NAM-PT01","","","","","","","","","UGP2017NAM-PT01-00003","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2017NAM-PT01","","","","","","","","","UGP2017NAM-PT01-00004","","","","20","15","","5","7","2","2","12","40","7","12","0.2","10.1","3","2","1","4","2","0","12.2","22.3","0.3","0.028571429","47","3.916666667","2.35","3.333333333","2","1.016666667","0.61","0.841666667","0.505","85.10638298","54.70852018","60","0.259574468","20","20.33333333","16.83333333","37.16666667","33.33333333","33.88888889","28.05555556","61.94444444"
"","","UGP2017NAM-PT01","","","","","","","","","UGP2017NAM-PT01-00005","","","","20","11","3","6","7","2","2","10","19","5","3.5","0.2","11","3","4","1","4","3","0.02","3.7","14.7","0.184210526","0.04","24","2.4","1.2","1.9","0.95","0.37","0.185","1.1","0.55","79.16666667","25.17006803","50","0.154166667","5.833333333","6.166666667","18.33333333","24.5","11.66666667","12.33333333","36.66666667","49"
"","","UGP2017NAM-PT01","","","","","","","","","UGP2017NAM-PT01-00006","","","","20","3","2","4","6","2","2","3","5","1","2.5","0.02","5","3","3","1","4","2","0","2.52","7.52","0.5","0.02","6","2","0.3","1.666666667","0.25","0.84","0.126","1.666666667","0.25","83.33333333","33.5106383","15","0.42","4.166666667","4.2","8.333333333","12.53333333","27.77777778","28","55.55555556","83.55555556"
"","","UGP2017NAM-PT01","","","","","","","","","UGP2017NAM-PT01-00007","","","","20","17","2","6","9","2","2","16","32","2","11","0.1","45","3","2","1","7","2","0.12","11.1","56.1","0.34375","0.05","34","2.125","1.7","2","1.6","0.69375","0.555","2.8125","2.25","94.11764706","19.78609626","80","0.326470588","18.33333333","18.5","75","93.5","22.91666667","23.125","93.75","116.875"
"","","UGP2017NAM-PT01","","","","","","","","","UGP2017NAM-PT01-00008","","","","20","9","2","6","7","2","2","9","12","3","2","0.1","11","3","2","1","3","4","1.17","2.1","13.1","0.166666667","0.033333333","15","1.666666667","0.75","1.333333333","0.6","0.233333333","0.105","1.222222222","0.55","80","16.03053435","45","0.14","3.333333333","3.5","18.33333333","21.83333333","7.407407407","7.777777778","40.74074074","48.51851852"
"","","UGP2017NAM-PT01","","","","","","","","","UGP2017NAM-PT01-00009","","","","20","17","2","6","8","2","2","16","51","4","16","0.2","40.5","3","2","3","8","1","0","16.2","56.7","0.31372549","0.05","55","3.4375","2.75","3.1875","2.55","1.0125","0.81","2.53125","2.025","92.72727273","28.57142857","80","0.294545455","26.66666667","27","67.5","94.5","33.33333333","33.75","84.375","118.125"
"","","UGP2017NAM-PT01","","","","","","","","","UGP2017NAM-PT01-00010","","","","20","9","3","5","7","2","2","9","39","15","6","0.4","12","5","1","2","2","3","3.96","6.4","18.4","0.153846154","0.026666667","54","6","2.7","4.333333333","1.95","0.711111111","0.32","1.333333333","0.6","72.22222222","34.7826087","45","0.118518519","10","10.66666667","20","30.66666667","22.22222222","23.7037037","44.44444444","68.14814815"
