"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017SER-PT01","","","","","","","","","UGP2017SER-PT01-00001","","","","20","14","2","2","9","2","2","11","22","6","8","0.4","60","9","2","1","4","2","0.15","8.4","68.4","0.363636364","0.066666667","28","2.545454545","1.4","2","1.1","0.763636364","0.42","5.454545455","3","78.57142857","12.28070175","55","0.3","13.33333333","14","100","114","24.24242424","25.45454545","181.8181818","207.2727273"
"","","UGP2017SER-PT01","","","","","","","","","UGP2017SER-PT01-00002","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2017SER-PT01","","","","","","","","","UGP2017SER-PT01-00003","","","","20","19","5","4","9","2","2","13","13","3","6","0.15","75","4","2","1","3","2","0","6.15","81.15","0.461538462","0.05","16","1.230769231","0.8","1","0.65","0.473076923","0.3075","5.769230769","3.75","81.25","7.578558226","65","0.384375","10","10.25","125","135.25","15.38461538","15.76923077","192.3076923","208.0769231"
"","","UGP2017SER-PT01","","","","","","","","","UGP2017SER-PT01-00004","","","","20","20","2","3","9","2","2","14","22","8","8","0.7","45","9","2","1","7","3","0.15","8.7","53.7","0.363636364","0.0875","30","2.142857143","1.5","1.571428571","1.1","0.621428571","0.435","3.214285714","2.25","73.33333333","16.20111732","70","0.29","13.33333333","14.5","75","89.5","19.04761905","20.71428571","107.1428571","127.8571429"
"","","UGP2017SER-PT01","","","","","","","","","UGP2017SER-PT01-00005","","","","20","14","2","3","9","2","2","14","31","3","10","0.15","40","8","2","1","3","2","0","10.15","50.15","0.322580645","0.05","34","2.428571429","1.7","2.214285714","1.55","0.725","0.5075","2.857142857","2","91.17647059","20.23928215","70","0.298529412","16.66666667","16.91666667","66.66666667","83.58333333","23.80952381","24.16666667","95.23809524","119.4047619"
"","","UGP2017SER-PT01","","","","","","","","","UGP2017SER-PT01-00006","","","","20","17","3","2","8","2","2","10","13","3","8","0.1","21","8","2","1","6","1","0.15","8.1","29.1","0.615384615","0.033333333","16","1.6","0.8","1.3","0.65","0.81","0.405","2.1","1.05","81.25","27.83505155","50","0.50625","13.33333333","13.5","35","48.5","26.66666667","27","70","97"
"","","UGP2017SER-PT01","","","","","","","","","UGP2017SER-PT01-00007","","","","20","15","2","2","8","2","2","13","20","7","8","0.4","24","9","2","1","3","2","0.12","8.4","32.4","0.4","0.057142857","27","2.076923077","1.35","1.538461538","1","0.646153846","0.42","1.846153846","1.2","74.07407407","25.92592593","65","0.311111111","13.33333333","14","40","54","20.51282051","21.53846154","61.53846154","83.07692308"
"","","UGP2017SER-PT01","","","","","","","","","UGP2017SER-PT01-00008","","","","20","15","2","2","9","2","2","12","20","0","10","0","21","9","2","1","4","2","1.76","10","31","0.5","","20","1.666666667","1","1.666666667","1","0.833333333","0.5","1.75","1.05","100","32.25806452","60","0.5","16.66666667","16.66666667","35","51.66666667","27.77777778","27.77777778","58.33333333","86.11111111"
"","","UGP2017SER-PT01","","","","","","","","","UGP2017SER-PT01-00009","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2017SER-PT01","","","","","","","","","UGP2017SER-PT01-00010","","","","20","12","3","3","8","2","2","12","19","0","36","0","28","6","2","1","3","3","0","36","64","1.894736842","","19","1.583333333","0.95","1.583333333","0.95","3","1.8","2.333333333","1.4","100","56.25","60","1.894736842","60","60","46.66666667","106.6666667","100","100","77.77777778","177.7777778"
