"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015NAM-PT02","","","","","","","","","UGP2015NAM-PT02-00001","","","","20","20","3","5","8","1","2","16","44","22","6.5","0.45","6","6","5","3","3","5","10.5","6.95","12.95","0.147727273","0.020454545","66","4.125","3.3","2.75","2.2","0.434375","0.3475","0.375","0.3","66.66666667","53.66795367","80","10.83333333","11.58333333","10","21.58333333","0.10530303","13.54166667","14.47916667","12.5","26.97916667"
"","","UGP2015NAM-PT02","","","","","","","","","UGP2015NAM-PT02-00002","","","","20","20","3","7","7","1","2","16","27","13","3.3","0.42","10.1","9","3","3","3","6","1.38","3.72","13.82","0.122222222","0.032307692","40","2.5","2","1.6875","1.35","0.2325","0.186","0.63125","0.505","67.5","26.91751085","80","5.5","6.2","16.83333333","23.03333333","0.093","6.875","7.75","21.04166667","28.79166667"
"","","UGP2015NAM-PT02","","","","","","","","","UGP2015NAM-PT02-00003","","","","20","20","2","3","8","1","2","17","53","46","5.2","0.68","4","2","2","1","2","4","0","5.88","9.88","0.098113208","0.014782609","99","5.823529412","4.95","3.117647059","2.65","0.345882353","0.294","0.235294118","0.2","53.53535354","59.51417004","85","8.666666667","9.8","6.666666667","16.46666667","0.059393939","10.19607843","11.52941176","7.843137255","19.37254902"
"","","UGP2015NAM-PT02","","","","","","","","","UGP2015NAM-PT02-00004","","","","20","20","3","6","8","1","3","18","42","8","6.9","0.07","17.2","5","2","1","5","5","0","6.97","24.17","0.164285714","0.00875","50","2.777777778","2.5","2.333333333","2.1","0.387222222","0.3485","0.955555556","0.86","84","28.83740174","90","11.5","11.61666667","28.66666667","40.28333333","0.1394","12.77777778","12.90740741","31.85185185","44.75925926"
"","","UGP2015NAM-PT02","","","","","","","","","UGP2015NAM-PT02-00005","","","","20","12","2","3","5","1","2","5","4","4","0.7","0.05","7.6","2","1","1","3","8","0","0.75","8.35","0.175","0.0125","8","1.6","0.4","0.8","0.2","0.15","0.0375","1.52","0.38","50","8.982035928","25","1.166666667","1.25","12.66666667","13.91666667","0.09375","4.666666667","5","50.66666667","55.66666667"
"","","UGP2015NAM-PT02","","","","","","","","","UGP2015NAM-PT02-00006","","","","20","20","1","2","9","1","3","18","113","41","8.2","0.7","9.7","6","1","1","3","3","1.38","8.9","18.6","0.072566372","0.017073171","154","8.555555556","7.7","6.277777778","5.65","0.494444444","0.445","0.538888889","0.485","73.37662338","47.84946237","90","13.66666667","14.83333333","16.16666667","31","0.057792208","15.18518519","16.48148148","17.96296296","34.44444444"
"","","UGP2015NAM-PT02","","","","","","","","","UGP2015NAM-PT02-00007","","","","20","20","1","2","6","1","1","14","23","5","8.7","0.04","7","2","4","1","2","3","0","8.74","15.74","0.37826087","0.008","28","2","1.4","1.642857143","1.15","0.624285714","0.437","0.5","0.35","82.14285714","55.52731893","70","14.5","14.56666667","11.66666667","26.23333333","0.312142857","20.71428571","20.80952381","16.66666667","37.47619048"
"","","UGP2015NAM-PT02","","","","","","","","","UGP2015NAM-PT02-00008","","","","20","20","1","2","8","1","2","16","17","7","5.6","0.08","18.6","8","2","1","6","5","0.02","5.68","24.28","0.329411765","0.011428571","24","1.5","1.2","1.0625","0.85","0.355","0.284","1.1625","0.93","70.83333333","23.3937397","80","9.333333333","9.466666667","31","40.46666667","0.236666667","11.66666667","11.83333333","38.75","50.58333333"
"","","UGP2015NAM-PT02","","","","","","","","","UGP2015NAM-PT02-00009","","","","20","20","2","2","9","2","3","14","39","10","2.8","0.08","63","5","1","1","3","5","4.61","2.88","65.88","0.071794872","0.008","49","3.5","2.45","2.785714286","1.95","0.205714286","0.144","4.5","3.15","79.59183673","4.371584699","70","4.666666667","4.8","105","109.8","0.05877551","6.666666667","6.857142857","150","156.8571429"
"","","UGP2015NAM-PT02","","","","","","","","","UGP2015NAM-PT02-00010","","","","20","2","1","","","1","","","2","3","0.3","0.02","","8","1","1","3","8","0.02","0.32","","0.15","0.006666667","5","","0.25","","0.1","","0.016","","","40","","","0.5","0.533333333","","","0.064","","","",""
