"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Sprouting ability estimating 1-9|CO_331:0000277","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00001","","","","3","3","2","1","8","4","2","2","4","0","2.6","0","7.1","6","6","1","2","2","1","2.6","9.7","0.65","","4","2","1.333333333","2","1.333333333","1.3","0.866666667","3.55","2.366666667","100","26.80412371","66.66666667","28.88888889","28.88888889","78.88888889","107.7777778","0.65","43.33333333","43.33333333","118.3333333","161.6666667"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00002","","","","3","2","3","2","4","4","2","2","0","0","0","0","0.7","","","","","","","0","0.7","","","0","0","0","0","0","0","0","0.35","0.233333333","","0","66.66666667","0","0","7.777777778","7.777777778","","0","0","11.66666667","11.66666667"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00003","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00004","","","","3","3","5","2","3","6","2","3","0","3","0","0.08","3.7","2","3","1","3","7","1","0.08","3.78","","0.026666667","3","1","1","0","0","0.026666667","0.026666667","1.233333333","1.233333333","0","2.116402116","100","0","0.888888889","41.11111111","42","0.026666667","0","0.888888889","41.11111111","42"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00005","","","","3","2","4","2","6","5","2","2","0","0","0","0","1.2","","","","","","","0","1.2","","","0","0","0","0","0","0","0","0.6","0.4","","0","66.66666667","0","0","13.33333333","13.33333333","","0","0","20","20"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00006","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00007","","","","3","2","6","2","6","7","2","2","0","0","0","0","3.1","","","","","","","0","3.1","","","0","0","0","0","0","0","0","1.55","1.033333333","","0","66.66666667","0","0","34.44444444","34.44444444","","0","0","51.66666667","51.66666667"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00008","","","","3","2","5","2","5","6","2","2","3","0","1","0","0.65","6","4","1","7","4","1","1","1.65","0.333333333","","3","1.5","1","1.5","1","0.5","0.333333333","0.325","0.216666667","100","60.60606061","66.66666667","11.11111111","11.11111111","7.222222222","18.33333333","0.333333333","16.66666667","16.66666667","10.83333333","27.5"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00009","","","","3","1","2","2","5","2","3","1","1","0","0.95","0","0.95","2","5","2","2","3","1","0.95","1.9","0.95","","1","1","0.333333333","1","0.333333333","0.95","0.316666667","0.95","0.316666667","100","50","33.33333333","10.55555556","10.55555556","10.55555556","21.11111111","0.95","31.66666667","31.66666667","31.66666667","63.33333333"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00010","","","","3","3","6","5","6","7","5","3","2","1","0.85","0.04","2.2","6","2","2","8","4","1","0.89","3.09","0.425","0.04","3","1","1","0.666666667","0.666666667","0.296666667","0.296666667","0.733333333","0.733333333","66.66666667","28.802589","100","9.444444444","9.888888889","24.44444444","34.33333333","0.296666667","9.444444444","9.888888889","24.44444444","34.33333333"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00011","","","","3","3","2","2","8","3","2","3","4","0","3.1","0","7.45","6","6","1","2","2","1","3.1","10.55","0.775","","4","1.333333333","1.333333333","1.333333333","1.333333333","1.033333333","1.033333333","2.483333333","2.483333333","100","29.38388626","100","34.44444444","34.44444444","82.77777778","117.2222222","0.775","34.44444444","34.44444444","82.77777778","117.2222222"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00012","","","","3","3","5","2","9","6","2","3","4","7","0.55","0.09","15.4","8","3","2","8","7","1","0.64","16.04","0.1375","0.012857143","11","3.666666667","3.666666667","1.333333333","1.333333333","0.213333333","0.213333333","5.133333333","5.133333333","36.36363636","3.990024938","100","6.111111111","7.111111111","171.1111111","178.2222222","0.058181818","6.111111111","7.111111111","171.1111111","178.2222222"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00013","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00014","","","","3","3","5","2","5","6","2","3","1","1","0.7","0.04","0.9","2","2","2","1","3","1","0.74","1.64","0.7","0.04","2","0.666666667","0.666666667","0.333333333","0.333333333","0.246666667","0.246666667","0.3","0.3","50","45.12195122","100","7.777777778","8.222222222","10","18.22222222","0.37","7.777777778","8.222222222","10","18.22222222"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00015","","","","3","3","3","2","5","4","3","3","2","1","0.6","0.02","1.8","4","2","1","7","6","1","0.62","2.42","0.3","0.02","3","1","1","0.666666667","0.666666667","0.206666667","0.206666667","0.6","0.6","66.66666667","25.61983471","100","6.666666667","6.888888889","20","26.88888889","0.206666667","6.666666667","6.888888889","20","26.88888889"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00016","","","","3","3","6","2","8","7","2","3","4","0","1.9","0","6.4","3","7","2","3","3","1","1.9","8.3","0.475","","4","1.333333333","1.333333333","1.333333333","1.333333333","0.633333333","0.633333333","2.133333333","2.133333333","100","22.89156627","100","21.11111111","21.11111111","71.11111111","92.22222222","0.475","21.11111111","21.11111111","71.11111111","92.22222222"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00017","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00018","","","","3","3","2","2","7","2","3","3","3","0","1.3","0","5.4","6","4","2","1","3","1","1.3","6.7","0.433333333","","3","1","1","1","1","0.433333333","0.433333333","1.8","1.8","100","19.40298507","100","14.44444444","14.44444444","60","74.44444444","0.433333333","14.44444444","14.44444444","60","74.44444444"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00019","","","","3","3","2","2","4","3","2","2","0","0","0","0","0.8","","","","","","","0","0.8","","","0","0","0","0","0","0","0","0.4","0.266666667","","0","66.66666667","0","0","8.888888889","8.888888889","","0","0","13.33333333","13.33333333"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00020","","","","3","3","4","2","8","5","2","3","0","0","0","0","5.8","","","","","","","0","5.8","","","0","0","0","0","0","0","0","1.933333333","1.933333333","","0","100","0","0","64.44444444","64.44444444","","0","0","64.44444444","64.44444444"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00021","","","","3","3","4","2","7","5","2","3","4","0","3.4","0","4.9","6","6","1","2","1","1","3.4","8.3","0.85","","4","1.333333333","1.333333333","1.333333333","1.333333333","1.133333333","1.133333333","1.633333333","1.633333333","100","40.96385542","100","37.77777778","37.77777778","54.44444444","92.22222222","0.85","37.77777778","37.77777778","54.44444444","92.22222222"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00022","","","","3","3","3","2","6","4","3","3","0","0","0","0","4.4","","","","","","","0","4.4","","","0","0","0","0","0","0","0","1.466666667","1.466666667","","0","100","0","0","48.88888889","48.88888889","","0","0","48.88888889","48.88888889"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00023","","","","3","3","2","1","8","3","2","3","0","0","0","0","0.8","","","","","","","0","0.8","","","0","0","0","0","0","0","0","0.266666667","0.266666667","","0","100","0","0","8.888888889","8.888888889","","0","0","8.888888889","8.888888889"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00024","","","","3","3","2","2","6","3","2","3","3","3","0.65","0.08","2.2","4","6","2","2","5","1","0.73","2.93","0.216666667","0.026666667","6","2","2","1","1","0.243333333","0.243333333","0.733333333","0.733333333","50","24.91467577","100","7.222222222","8.111111111","24.44444444","32.55555556","0.121666667","7.222222222","8.111111111","24.44444444","32.55555556"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00025","","","","3","3","2","2","5","3","3","3","0","1","0","0.03","0.65","2","3","1","3","8","1","0.03","0.68","","0.03","1","0.333333333","0.333333333","0","0","0.01","0.01","0.216666667","0.216666667","0","4.411764706","100","0","0.333333333","7.222222222","7.555555556","0.03","0","0.333333333","7.222222222","7.555555556"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00026","","","","3","3","5","1","7","6","2","3","7","3","1.2","0.06","1.2","3","7","1","2","4","1","1.26","2.46","0.171428571","0.02","10","3.333333333","3.333333333","2.333333333","2.333333333","0.42","0.42","0.4","0.4","70","51.2195122","100","13.33333333","14","13.33333333","27.33333333","0.126","13.33333333","14","13.33333333","27.33333333"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00027","","","","3","3","5","2","5","6","2","3","1","0","0.2","0","0.4","6","5","1","3","7","1","0.2","0.6","0.2","","1","0.333333333","0.333333333","0.333333333","0.333333333","0.066666667","0.066666667","0.133333333","0.133333333","100","33.33333333","100","2.222222222","2.222222222","4.444444444","6.666666667","0.2","2.222222222","2.222222222","4.444444444","6.666666667"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00028","","","","3","3","5","2","6","6","2","3","0","0","0","0","1.2","","","","","","","0","1.2","","","0","0","0","0","0","0","0","0.4","0.4","","0","100","0","0","13.33333333","13.33333333","","0","0","13.33333333","13.33333333"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00029","","","","3","3","2","2","6","4","2","3","3","0","0.85","0","1.3","8","4","1","3","3","1","0.85","2.15","0.283333333","","3","1","1","1","1","0.283333333","0.283333333","0.433333333","0.433333333","100","39.53488372","100","9.444444444","9.444444444","14.44444444","23.88888889","0.283333333","9.444444444","9.444444444","14.44444444","23.88888889"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00030","","","","3","3","3","2","6","5","2","3","0","0","0","0","3.7","","","","","","","0","3.7","","","0","0","0","0","0","0","0","1.233333333","1.233333333","","0","100","0","0","41.11111111","41.11111111","","0","0","41.11111111","41.11111111"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00031","","","","3","3","3","2","6","4","2","2","0","0","0","0","1.1","","","","","","","0","1.1","","","0","0","0","0","0","0","0","0.55","0.366666667","","0","66.66666667","0","0","12.22222222","12.22222222","","0","0","18.33333333","18.33333333"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00032","","","","3","3","5","2","6","6","2","3","3","0","0.8","0","1.9","3","7","2","2","3","1","0.8","2.7","0.266666667","","3","1","1","1","1","0.266666667","0.266666667","0.633333333","0.633333333","100","29.62962963","100","8.888888889","8.888888889","21.11111111","30","0.266666667","8.888888889","8.888888889","21.11111111","30"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00033","","","","3","3","4","2","5","5","2","3","0","2","0","0.05","1.6","8","6","1","9","8","1","0.05","1.65","","0.025","2","0.666666667","0.666666667","0","0","0.016666667","0.016666667","0.533333333","0.533333333","0","3.03030303","100","0","0.555555556","17.77777778","18.33333333","0.025","0","0.555555556","17.77777778","18.33333333"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00034","","","","3","3","4","2","6","5","2","3","0","0","0","0","1.4","","","","","","","0","1.4","","","0","0","0","0","0","0","0","0.466666667","0.466666667","","0","100","0","0","15.55555556","15.55555556","","0","0","15.55555556","15.55555556"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00035","","","","3","3","2","2","7","3","2","3","3","0","0.85","0","7.2","5","3","1","7","4","1","0.85","8.05","0.283333333","","3","1","1","1","1","0.283333333","0.283333333","2.4","2.4","100","10.55900621","100","9.444444444","9.444444444","80","89.44444444","0.283333333","9.444444444","9.444444444","80","89.44444444"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00036","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00037","","","","3","3","2","2","6","3","2","2","2","0","1.1","0","3.5","6","6","1","1","2","1","1.1","4.6","0.55","","2","1","0.666666667","1","0.666666667","0.55","0.366666667","1.75","1.166666667","100","23.91304348","66.66666667","12.22222222","12.22222222","38.88888889","51.11111111","0.55","18.33333333","18.33333333","58.33333333","76.66666667"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00038","","","","3","3","3","2","4","4","2","3","0","1","0","0.04","0.7","6","6","1","3","3","1","0.04","0.74","","0.04","1","0.333333333","0.333333333","0","0","0.013333333","0.013333333","0.233333333","0.233333333","0","5.405405405","100","0","0.444444444","7.777777778","8.222222222","0.04","0","0.444444444","7.777777778","8.222222222"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00039","","","","3","3","2","2","5","3","2","2","0","0","0","0","2.2","","","","","","","0","2.2","","","0","0","0","0","0","0","0","1.1","0.733333333","","0","66.66666667","0","0","24.44444444","24.44444444","","0","0","36.66666667","36.66666667"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00040","","","","3","3","5","2","7","6","2","3","0","0","0","0","2.5","","","","","","","0","2.5","","","0","0","0","0","0","0","0","0.833333333","0.833333333","","0","100","0","0","27.77777778","27.77777778","","0","0","27.77777778","27.77777778"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00041","","","","3","3","2","2","8","2","2","3","0","0","0","0","0.6","","","","","","","0","0.6","","","0","0","0","0","0","0","0","0.2","0.2","","0","100","0","0","6.666666667","6.666666667","","0","0","6.666666667","6.666666667"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00042","","","","3","3","6","2","7","7","2","3","3","0","1.1","0","1.4","3","7","2","2","3","1","1.1","2.5","0.366666667","","3","1","1","1","1","0.366666667","0.366666667","0.466666667","0.466666667","100","44","100","12.22222222","12.22222222","15.55555556","27.77777778","0.366666667","12.22222222","12.22222222","15.55555556","27.77777778"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00043","","","","3","3","4","2","7","5","2","3","2","0","1.6","0","3.4","8","4","1","1","3","1","1.6","5","0.8","","2","0.666666667","0.666666667","0.666666667","0.666666667","0.533333333","0.533333333","1.133333333","1.133333333","100","32","100","17.77777778","17.77777778","37.77777778","55.55555556","0.8","17.77777778","17.77777778","37.77777778","55.55555556"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00044","","","","3","3","5","2","6","6","3","3","0","1","0","0.04","1.8","2","2","1","3","7","1","0.04","1.84","","0.04","1","0.333333333","0.333333333","0","0","0.013333333","0.013333333","0.6","0.6","0","2.173913043","100","0","0.444444444","20","20.44444444","0.04","0","0.444444444","20","20.44444444"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00045","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00046","","","","3","3","2","2","8","4","2","3","7","4","1.6","0.08","6","2","2","1","3","4","1","1.68","7.68","0.228571429","0.02","11","3.666666667","3.666666667","2.333333333","2.333333333","0.56","0.56","2","2","63.63636364","21.875","100","17.77777778","18.66666667","66.66666667","85.33333333","0.152727273","17.77777778","18.66666667","66.66666667","85.33333333"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00047","","","","3","3","2","1","8","3","2","3","3","0","2.9","0","12.4","6","6","1","1","1","1","2.9","15.3","0.966666667","","3","1","1","1","1","0.966666667","0.966666667","4.133333333","4.133333333","100","18.95424837","100","32.22222222","32.22222222","137.7777778","170","0.966666667","32.22222222","32.22222222","137.7777778","170"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00048","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00049","","","","3","3","2","2","6","3","4","3","2","1","1","0.03","3.4","2","2","2","6","3","1","1.03","4.43","0.5","0.03","3","1","1","0.666666667","0.666666667","0.343333333","0.343333333","1.133333333","1.133333333","66.66666667","23.25056433","100","11.11111111","11.44444444","37.77777778","49.22222222","0.343333333","11.11111111","11.44444444","37.77777778","49.22222222"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00050","","","","3","3","5","2","8","6","2","3","5","0","1.5","0","13.6","9","3","1","3","4","1","1.5","15.1","0.3","","5","1.666666667","1.666666667","1.666666667","1.666666667","0.5","0.5","4.533333333","4.533333333","100","9.933774834","100","16.66666667","16.66666667","151.1111111","167.7777778","0.3","16.66666667","16.66666667","151.1111111","167.7777778"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00051","","","","3","3","5","2","6","6","2","2","0","0","0","0","7.8","","","","","","","0","7.8","","","0","0","0","0","0","0","0","3.9","2.6","","0","66.66666667","0","0","86.66666667","86.66666667","","0","0","130","130"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00052","","","","3","3","5","2","7","6","2","3","7","0","2.6","0","3","3","7","1","3","2","1","2.6","5.6","0.371428571","","7","2.333333333","2.333333333","2.333333333","2.333333333","0.866666667","0.866666667","1","1","100","46.42857143","100","28.88888889","28.88888889","33.33333333","62.22222222","0.371428571","28.88888889","28.88888889","33.33333333","62.22222222"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00053","","","","3","3","4","2","6","5","2","3","4","0","1.3","0","10.3","6","5","1","2","4","1","1.3","11.6","0.325","","4","1.333333333","1.333333333","1.333333333","1.333333333","0.433333333","0.433333333","3.433333333","3.433333333","100","11.20689655","100","14.44444444","14.44444444","114.4444444","128.8888889","0.325","14.44444444","14.44444444","114.4444444","128.8888889"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00054","","","","3","3","3","2","7","4","2","3","6","0","3.7","0","4","6","6","2","2","1","1","3.7","7.7","0.616666667","","6","2","2","2","2","1.233333333","1.233333333","1.333333333","1.333333333","100","48.05194805","100","41.11111111","41.11111111","44.44444444","85.55555556","0.616666667","41.11111111","41.11111111","44.44444444","85.55555556"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00055","","","","3","3","3","2","5","3","2","2","4","0","0.7","0","1.3","2","4","1","2","4","1","0.7","2","0.175","","4","2","1.333333333","2","1.333333333","0.35","0.233333333","0.65","0.433333333","100","35","66.66666667","7.777777778","7.777777778","14.44444444","22.22222222","0.175","11.66666667","11.66666667","21.66666667","33.33333333"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00056","","","","3","3","2","2","5","3","2","3","3","0","0.7","0","0.6","3","6","2","3","4","3","0.7","1.3","0.233333333","","3","1","1","1","1","0.233333333","0.233333333","0.2","0.2","100","53.84615385","100","7.777777778","7.777777778","6.666666667","14.44444444","0.233333333","7.777777778","7.777777778","6.666666667","14.44444444"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00057","","","","3","3","5","2","7","6","2","3","5","1","1.75","0.04","2.6","6","6","1","3","3","1","1.79","4.39","0.35","0.04","6","2","2","1.666666667","1.666666667","0.596666667","0.596666667","0.866666667","0.866666667","83.33333333","40.77448747","100","19.44444444","19.88888889","28.88888889","48.77777778","0.298333333","19.44444444","19.88888889","28.88888889","48.77777778"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00058","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00059","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00060","","","","3","3","3","2","6","4","2","3","3","0","1.5","0","1.9","6","6","1","3","4","1","1.5","3.4","0.5","","3","1","1","1","1","0.5","0.5","0.633333333","0.633333333","100","44.11764706","100","16.66666667","16.66666667","21.11111111","37.77777778","0.5","16.66666667","16.66666667","21.11111111","37.77777778"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00061","","","","3","3","5","2","6","6","2","3","0","0","0","0","4","","","","","","","0","4","","","0","0","0","0","0","0","0","1.333333333","1.333333333","","0","100","0","0","44.44444444","44.44444444","","0","0","44.44444444","44.44444444"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00062","","","","3","3","5","2","6","6","2","3","0","0","0","0","0.85","","","","","","","0","0.85","","","0","0","0","0","0","0","0","0.283333333","0.283333333","","0","100","0","0","9.444444444","9.444444444","","0","0","9.444444444","9.444444444"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00063","","","","3","3","2","2","7","3","2","3","8","0","3.1","0","3.8","6","6","1","1","2","1","3.1","6.9","0.3875","","8","2.666666667","2.666666667","2.666666667","2.666666667","1.033333333","1.033333333","1.266666667","1.266666667","100","44.92753623","100","34.44444444","34.44444444","42.22222222","76.66666667","0.3875","34.44444444","34.44444444","42.22222222","76.66666667"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00064","","","","3","2","4","2","7","5","2","2","0","0","0","0","2.1","","","","","","","0","2.1","","","0","0","0","0","0","0","0","1.05","0.7","","0","66.66666667","0","0","23.33333333","23.33333333","","0","0","35","35"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00065","","","","3","3","6","2","6","7","2","3","0","0","0","0","1.4","","","","","","","0","1.4","","","0","0","0","0","0","0","0","0.466666667","0.466666667","","0","100","0","0","15.55555556","15.55555556","","0","0","15.55555556","15.55555556"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00066","","","","3","3","6","3","7","7","4","3","8","4","1.3","0.09","1.3","2","2","1","2","4","1","1.39","2.69","0.1625","0.0225","12","4","4","2.666666667","2.666666667","0.463333333","0.463333333","0.433333333","0.433333333","66.66666667","51.67286245","100","14.44444444","15.44444444","14.44444444","29.88888889","0.115833333","14.44444444","15.44444444","14.44444444","29.88888889"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00067","","","","3","3","2","2","6","3","2","3","0","0","0","0","1.7","","","","","","","0","1.7","","","0","0","0","0","0","0","0","0.566666667","0.566666667","","0","100","0","0","18.88888889","18.88888889","","0","0","18.88888889","18.88888889"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00068","","","","3","3","5","1","7","6","2","3","5","0","1.84","0","2.3","3","7","2","3","3","1","1.84","4.14","0.368","","5","1.666666667","1.666666667","1.666666667","1.666666667","0.613333333","0.613333333","0.766666667","0.766666667","100","44.44444444","100","20.44444444","20.44444444","25.55555556","46","0.368","20.44444444","20.44444444","25.55555556","46"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00069","","","","3","3","5","1","6","6","2","3","0","0","0","0","0.55","","","","","","","0","0.55","","","0","0","0","0","0","0","0","0.183333333","0.183333333","","0","100","0","0","6.111111111","6.111111111","","0","0","6.111111111","6.111111111"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00070","","","","3","3","6","2","6","7","2","3","4","2","0.55","0.03","2.9","7","6","1","3","7","3","0.58","3.48","0.1375","0.015","6","2","2","1.333333333","1.333333333","0.193333333","0.193333333","0.966666667","0.966666667","66.66666667","16.66666667","100","6.111111111","6.444444444","32.22222222","38.66666667","0.096666667","6.111111111","6.444444444","32.22222222","38.66666667"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00071","","","","3","3","4","2","7","5","2","3","6","2","3.4","0.05","3.4","6","8","3","2","4","2","3.45","6.85","0.566666667","0.025","8","2.666666667","2.666666667","2","2","1.15","1.15","1.133333333","1.133333333","75","50.3649635","100","37.77777778","38.33333333","37.77777778","76.11111111","0.43125","37.77777778","38.33333333","37.77777778","76.11111111"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00072","","","","3","3","2","2","5","3","2","2","0","0","0","0","1.2","","","","","","","0","1.2","","","0","0","0","0","0","0","0","0.6","0.4","","0","66.66666667","0","0","13.33333333","13.33333333","","0","0","20","20"
"","","UGP2018NAM-OT05","","","","","","","","","UGP2018NAM-OT05-00073","","","","3","3","4","2","8","5","2","3","5","0","3.9","0","13.2","6","6","1","1","2","1","3.9","17.1","0.78","","5","1.666666667","1.666666667","1.666666667","1.666666667","1.3","1.3","4.4","4.4","100","22.80701754","100","43.33333333","43.33333333","146.6666667","190","0.78","43.33333333","43.33333333","146.6666667","190"
