"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00001","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00002","","","","5","2","2","2","6","2","2","2","0","0","0","0","0.3","","","","","","","0","0.3","0","","","","0","0","0","0","0","0","0.15","0.06","","0","40","0","0","2","2","0","0","5","5"
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00003","","","","5","4","2","4","6","2","2","4","2","0","0.1","0","0.1","5","5","5","2","7","4.41","0.1","0.2","2","0.05","","0.05","0.5","0.4","0.5","0.4","0.025","0.02","0.025","0.02","100","50","80","0.666666667","0.666666667","0.666666667","1.333333333","0.833333333","0.833333333","0.833333333","1.666666667"
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00004","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00005","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00006","","","","5","2","1","3","6","1","2","2","2","2","0.25","0.04","0.6","3","5","3","4","6","1.38","0.29","0.89","4","0.125","0.02","0.0725","2","0.8","1","0.4","0.145","0.058","0.3","0.12","50","32.58426966","40","1.666666667","1.933333333","4","5.933333333","4.166666667","4.833333333","10","14.83333333"
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00007","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00008","","","","5","2","1","3","6","1","4","2","3","3","0.1","0.05","0.2","5","4","4","7","7","0.15","0.15","0.35","6","0.033333333","0.016666667","0.025","3","1.2","1.5","0.6","0.075","0.03","0.1","0.04","50","42.85714286","40","0.666666667","1","1.333333333","2.333333333","1.666666667","2.5","3.333333333","5.833333333"
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00009","","","","5","2","1","2","7","1","2","2","2","1","0.2","0.025","3","2","2","1","4","6","1.04","0.225","3.225","3","0.1","0.025","0.075","1.5","0.6","1","0.4","0.1125","0.045","1.5","0.6","66.66666667","6.976744186","40","1.333333333","1.5","20","21.5","3.333333333","3.75","50","53.75"
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00010","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00011","","","","5","2","2","4","8","1","2","2","1","0","0.3","0","6","9","1","1","8","3","0","0.3","6.3","1","0.3","","0.3","0.5","0.2","0.5","0.2","0.15","0.06","3","1.2","100","4.761904762","40","2","2","40","42","5","5","100","105"
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00012","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017NAM-OT01","","","","","","","","","UGP2017NAM-OT01-00013","","","","5","5","2","3","8","2","2","5","12","6","2","0.2","13","4","3","5","2","2","0","2.2","15.2","18","0.166666667","0.033333333","0.122222222","3.6","3.6","2.4","2.4","0.44","0.44","2.6","2.6","66.66666667","14.47368421","100","13.33333333","14.66666667","86.66666667","101.3333333","13.33333333","14.66666667","86.66666667","101.3333333"
