"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016NAM-PT05","","","","","","","","","UGP2016NAM-PT05-00001","","","","20","19","2","2","8","2","2","18","33","15","4.5","0.41","5.9","3","1","1","6","3","0.12","4.91","10.81","0.136363636","0.027333333","48","2.666666667","2.4","1.833333333","1.65","0.272777778","0.2455","0.327777778","0.295","68.75","45.42090657","90","7.5","8.183333333","9.833333333","18.01666667","0.102291667","8.333333333","9.092592593","10.92592593","20.01851852"
"","","UGP2016NAM-PT05","","","","","","","","","UGP2016NAM-PT05-00002","","","","20","18","2","2","7","1","2","17","38","30","3.3","0.8","3","6","1","1","5","3","3.96","4.1","7.1","0.086842105","0.026666667","68","4","3.4","2.235294118","1.9","0.241176471","0.205","0.176470588","0.15","55.88235294","57.74647887","85","5.5","6.833333333","5","11.83333333","0.060294118","6.470588235","8.039215686","5.882352941","13.92156863"
"","","UGP2016NAM-PT05","","","","","","","","","UGP2016NAM-PT05-00003","","","","20","19","1","3","8","2","2","17","25","3","5.1","0.01","5","9","1","1","6","3","0","5.11","10.11","0.204","0.003333333","28","1.647058824","1.4","1.470588235","1.25","0.300588235","0.2555","0.294117647","0.25","89.28571429","50.54401583","85","8.5","8.516666667","8.333333333","16.85","0.1825","10","10.01960784","9.803921569","19.82352941"
"","","UGP2016NAM-PT05","","","","","","","","","UGP2016NAM-PT05-00004","","","","20","20","3","3","8","1","2","20","42","17","6.1","0.6","4.2","5","1","1","4","3","14.37","6.7","10.9","0.145238095","0.035294118","59","2.95","2.95","2.1","2.1","0.335","0.335","0.21","0.21","71.18644068","61.46788991","100","10.16666667","11.16666667","7","18.16666667","0.113559322","10.16666667","11.16666667","7","18.16666667"
"","","UGP2016NAM-PT05","","","","","","","","","UGP2016NAM-PT05-00005","","","","20","20","3","4","8","3","2","20","23","11","5.2","0.24","9.5","8","3","3","6","3","0","5.44","14.94","0.226086957","0.021818182","34","1.7","1.7","1.15","1.15","0.272","0.272","0.475","0.475","67.64705882","36.41231593","100","8.666666667","9.066666667","15.83333333","24.9","0.16","8.666666667","9.066666667","15.83333333","24.9"
"","","UGP2016NAM-PT05","","","","","","","","","UGP2016NAM-PT05-00006","","","","20","18","4","3","6","2","2","12","7","9","0.8","0.22","1.5","8","1","1","4","5","1.38","1.02","2.52","0.114285714","0.024444444","16","1.333333333","0.8","0.583333333","0.35","0.085","0.051","0.125","0.075","43.75","40.47619048","60","1.333333333","1.7","2.5","4.2","0.06375","2.222222222","2.833333333","4.166666667","7"
"","","UGP2016NAM-PT05","","","","","","","","","UGP2016NAM-PT05-00007","","","","20","20","2","2","7","1","2","20","36","16","4.4","0.62","3","9","1","1","6","5","0.12","5.02","8.02","0.122222222","0.03875","52","2.6","2.6","1.8","1.8","0.251","0.251","0.15","0.15","69.23076923","62.59351621","100","7.333333333","8.366666667","5","13.36666667","0.096538462","7.333333333","8.366666667","5","13.36666667"
"","","UGP2016NAM-PT05","","","","","","","","","UGP2016NAM-PT05-00008","","","","20","19","2","2","7","1","3","16","22","9","3.4","0.22","6.3","3","1","1","4","3","0.12","3.62","9.92","0.154545455","0.024444444","31","1.9375","1.55","1.375","1.1","0.22625","0.181","0.39375","0.315","70.96774194","36.49193548","80","5.666666667","6.033333333","10.5","16.53333333","0.116774194","7.083333333","7.541666667","13.125","20.66666667"
"","","UGP2016NAM-PT05","","","","","","","","","UGP2016NAM-PT05-00009","","","","20","18","2","2","6","2","2","17","10","8","0.82","0.22","3","8","1","1","4","5","0.12","1.04","4.04","0.082","0.0275","18","1.058823529","0.9","0.588235294","0.5","0.061176471","0.052","0.176470588","0.15","55.55555556","25.74257426","85","1.366666667","1.733333333","5","6.733333333","0.057777778","1.607843137","2.039215686","5.882352941","7.921568627"
"","","UGP2016NAM-PT05","","","","","","","","","UGP2016NAM-PT05-00010","","","","20","20","2","3","7","1","2","17","33","10","3.2","0.38","7","9","1","1","4","5","11.03","3.58","10.58","0.096969697","0.038","43","2.529411765","2.15","1.941176471","1.65","0.210588235","0.179","0.411764706","0.35","76.74418605","33.83742911","85","5.333333333","5.966666667","11.66666667","17.63333333","0.083255814","6.274509804","7.019607843","13.7254902","20.74509804"
