"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00031","","","","16","9","2","2","5","1","2","9","31","18","6.5","0.5","4.5","5","2","8","5","3","7.23","7","11.5","49","0.209677419","0.027777778","0.142857143","5.444444444","3.0625","3.444444444","1.9375","0.777777778","0.4375","0.5","0.28125","63.26530612","60.86956522","56.25","13.54166667","14.58333333","9.375","23.95833333","24.07407407","25.92592593","16.66666667","42.59259259"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00032","","","","16","10","2","2","6","1","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00033","","","","16","9","1","2","5","1","1","9","8","0","2","0","2.5","2","3","6","3","1","0","2","4.5","8","0.25","","0.25","0.888888889","0.5","0.888888889","0.5","0.222222222","0.125","0.277777778","0.15625","100","44.44444444","56.25","4.166666667","4.166666667","5.208333333","9.375","7.407407407","7.407407407","9.259259259","16.66666667"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00034","","","","16","9","2","2","4","1","1","8","13","5","2.5","0.2","2.5","6","3","3","5","4","7.23","2.7","5.2","18","0.192307692","0.04","0.15","2.25","1.125","1.625","0.8125","0.3375","0.16875","0.3125","0.15625","72.22222222","51.92307692","50","5.208333333","5.625","5.208333333","10.83333333","10.41666667","11.25","10.41666667","21.66666667"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00035","","","","16","8","2","2","3","1","2","7","3","4","0.3","0.03","1","3","6","3","1","1","0.12","0.33","1.33","7","0.1","0.0075","0.047142857","1","0.4375","0.428571429","0.1875","0.047142857","0.020625","0.142857143","0.0625","42.85714286","24.81203008","43.75","0.625","0.6875","2.083333333","2.770833333","1.428571429","1.571428571","4.761904762","6.333333333"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00036","","","","16","9","2","1","6","1","1","9","18","3","5","0.04","6","5","2","4","3","1","4.92","5.04","11.04","21","0.277777778","0.013333333","0.24","2.333333333","1.3125","2","1.125","0.56","0.315","0.666666667","0.375","85.71428571","45.65217391","56.25","10.41666667","10.5","12.5","23","18.51851852","18.66666667","22.22222222","40.88888889"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00037","","","","16","12","1","1","6","1","2","9","0","1","0","0.01","0.1","6","8","3","1","1","1.65","0.01","0.11","1","","0.01","0.01","0.111111111","0.0625","0","0","0.001111111","0.000625","0.011111111","0.00625","0","9.090909091","56.25","0","0.020833333","0.208333333","0.229166667","0","0.037037037","0.37037037","0.407407407"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00038","","","","16","9","1","2","3","1","2","9","18","16","2.5","0.3","2.5","4","4","3","6","6","0","2.8","5.3","34","0.138888889","0.01875","0.082352941","3.777777778","2.125","2","1.125","0.311111111","0.175","0.277777778","0.15625","52.94117647","52.83018868","56.25","5.208333333","5.833333333","5.208333333","11.04166667","9.259259259","10.37037037","9.259259259","19.62962963"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00039","","","","16","9","1","2","5","1","2","9","19","10","2.5","0.24","2.5","6","5","2","3","3","0","2.74","5.24","29","0.131578947","0.024","0.094482759","3.222222222","1.8125","2.111111111","1.1875","0.304444444","0.17125","0.277777778","0.15625","65.51724138","52.29007634","56.25","5.208333333","5.708333333","5.208333333","10.91666667","9.259259259","10.14814815","9.259259259","19.40740741"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00040","","","","16","9","1","2","4","1","1","8","17","8","3","0.3","2.6","5","5","6","5","3","4.92","3.3","5.9","25","0.176470588","0.0375","0.132","3.125","1.5625","2.125","1.0625","0.4125","0.20625","0.325","0.1625","68","55.93220339","50","6.25","6.875","5.416666667","12.29166667","12.5","13.75","10.83333333","24.58333333"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00041","","","","16","8","1","2","4","1","2","6","6","4","0.5","0.05","2","5","6","4","5","3","7.76","0.55","2.55","10","0.083333333","0.0125","0.055","1.666666667","0.625","1","0.375","0.091666667","0.034375","0.333333333","0.125","60","21.56862745","37.5","1.041666667","1.145833333","4.166666667","5.3125","2.777777778","3.055555556","11.11111111","14.16666667"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00042","","","","16","10","1","2","4","1","1","6","11","11","1.5","0.1","1.5","4","6","3","4","3","7.76","1.6","3.1","22","0.136363636","0.009090909","0.072727273","3.666666667","1.375","1.833333333","0.6875","0.266666667","0.1","0.25","0.09375","50","51.61290323","37.5","3.125","3.333333333","3.125","6.458333333","8.333333333","8.888888889","8.333333333","17.22222222"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00043","","","","16","14","2","2","3","1","3","13","5","14","0.24","0.2","1","6","7","7","4","3","7.76","0.44","1.44","19","0.048","0.014285714","0.023157895","1.461538462","1.1875","0.384615385","0.3125","0.033846154","0.0275","0.076923077","0.0625","26.31578947","30.55555556","81.25","0.5","0.916666667","2.083333333","3","0.615384615","1.128205128","2.564102564","3.692307692"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00044","","","","16","14","2","2","4","2","3","12","3","6","0.2","0.1","2","8","6","3","3","1","10.5","0.3","2.3","9","0.066666667","0.016666667","0.033333333","0.75","0.5625","0.25","0.1875","0.025","0.01875","0.166666667","0.125","33.33333333","13.04347826","75","0.416666667","0.625","4.166666667","4.791666667","0.555555556","0.833333333","5.555555556","6.388888889"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00045","","","","16","1","1","1","3","1","1","1","1","0","0.14","0","0.8","2","5","2","4","4","0","0.14","0.94","1","0.14","","0.14","1","0.0625","1","0.0625","0.14","0.00875","0.8","0.05","100","14.89361702","6.25","0.291666667","0.291666667","1.666666667","1.958333333","4.666666667","4.666666667","26.66666667","31.33333333"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00046","","","","16","7","2","2","3","1","1","3","2","2","0.2","0.02","0.5","5","5","3","4","4","1.17","0.22","0.72","4","0.1","0.01","0.055","1.333333333","0.25","0.666666667","0.125","0.073333333","0.01375","0.166666667","0.03125","50","30.55555556","18.75","0.416666667","0.458333333","1.041666667","1.5","2.222222222","2.444444444","5.555555556","8"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00047","","","","16","7","1","1","3","1","2","6","9","10","1","0.2","1","4","4","2","4","3","0.12","1.2","2.2","19","0.111111111","0.02","0.063157895","3.166666667","1.1875","1.5","0.5625","0.2","0.075","0.166666667","0.0625","47.36842105","54.54545455","37.5","2.083333333","2.5","2.083333333","4.583333333","5.555555556","6.666666667","5.555555556","12.22222222"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00048","","","","16","10","1","2","4","1","2","8","15","9","1.5","0.2","1.5","5","5","3","3","4","0","1.7","3.2","24","0.1","0.022222222","0.070833333","3","1.5","1.875","0.9375","0.2125","0.10625","0.1875","0.09375","62.5","53.125","50","3.125","3.541666667","3.125","6.666666667","6.25","7.083333333","6.25","13.33333333"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00049","","","","16","4","2","2","4","1","2","4","6","0","1.5","0","2","6","3","2","1","1","0","1.5","3.5","6","0.25","","0.25","1.5","0.375","1.5","0.375","0.375","0.09375","0.5","0.125","100","42.85714286","25","3.125","3.125","4.166666667","7.291666667","12.5","12.5","16.66666667","29.16666667"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00050","","","","16","5","2","2","5","1","2","5","6","2","1.5","0.01","2","6","4","2","3","3","3.96","1.51","3.51","8","0.25","0.005","0.18875","1.6","0.5","1.2","0.375","0.302","0.094375","0.4","0.125","75","43.01994302","31.25","3.125","3.145833333","4.166666667","7.3125","10","10.06666667","13.33333333","23.4"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00051","","","","16","7","1","2","3","1","2","7","8","9","1","0.2","1","3","5","7","4","1","0.15","1.2","2.2","17","0.125","0.022222222","0.070588235","2.428571429","1.0625","1.142857143","0.5","0.171428571","0.075","0.142857143","0.0625","47.05882353","54.54545455","43.75","2.083333333","2.5","2.083333333","4.583333333","4.761904762","5.714285714","4.761904762","10.47619048"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00052","","","","16","13","1","2","4","1","2","13","6","13","0.6","0.4","3","5","5","3","5","3","3.76","1","4","19","0.1","0.030769231","0.052631579","1.461538462","1.1875","0.461538462","0.375","0.076923077","0.0625","0.230769231","0.1875","31.57894737","25","81.25","1.25","2.083333333","6.25","8.333333333","1.538461538","2.564102564","7.692307692","10.25641026"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00053","","","","16","12","2","2","3","1","2","10","6","4","0.64","0.04","1.5","3","3","3","4","4","0.12","0.68","2.18","10","0.106666667","0.01","0.068","1","0.625","0.6","0.375","0.068","0.0425","0.15","0.09375","60","31.19266055","62.5","1.333333333","1.416666667","3.125","4.541666667","2.133333333","2.266666667","5","7.266666667"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00054","","","","16","10","2","2","4","1","2","9","23","10","2.5","0.3","1.5","5","5","3","6","3","0.15","2.8","4.3","33","0.108695652","0.03","0.084848485","3.666666667","2.0625","2.555555556","1.4375","0.311111111","0.175","0.166666667","0.09375","69.6969697","65.11627907","56.25","5.208333333","5.833333333","3.125","8.958333333","9.259259259","10.37037037","5.555555556","15.92592593"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00055","","","","16","12","1","2","4","2","2","10","14","10","2","0.12","3","6","4","6","3","1","10.5","2.12","5.12","24","0.142857143","0.012","0.088333333","2.4","1.5","1.4","0.875","0.212","0.1325","0.3","0.1875","58.33333333","41.40625","62.5","4.166666667","4.416666667","6.25","10.66666667","6.666666667","7.066666667","10","17.06666667"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00056","","","","16","1","1","2","3","1","2","1","0","0","0","0","0.2","","","","","","","0","0.2","0","","","","0","0","0","0","0","0","0.2","0.0125","","0","6.25","0","0","0.416666667","0.416666667","0","0","6.666666667","6.666666667"
"","","UGP2016SER-PT04","","","","","","","","","UGP2016SER-PT04-00057","","","","16","3","1","1","4","1","2","3","8","2","0.8","0.06","1.5","4","3","3","3","1","10.5","0.86","2.36","10","0.1","0.03","0.086","3.333333333","0.625","2.666666667","0.5","0.286666667","0.05375","0.5","0.09375","80","36.44067797","18.75","1.666666667","1.791666667","3.125","4.916666667","8.888888889","9.555555556","16.66666667","26.22222222"
