"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01815","","","","3","3","2","2","8","3","2","3","23","3","13","0.2","11","6","2","4","1","1","6","13.2","24.2","26","0.565217391","0.066666667","0.507692308","8.666666667","8.666666667","7.666666667","7.666666667","4.4","4.4","3.666666667","3.666666667","88.46153846","54.54545455","100","144.4444444","146.6666667","122.2222222","268.8888889","144.4444444","146.6666667","122.2222222","268.8888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01837","","","","3","3","2","1","9","3","2","2","13","0","7","0","8","6","2","4","1","1","6","7","15","13","0.538461538","","0.538461538","6.5","4.333333333","6.5","4.333333333","3.5","2.333333333","4","2.666666667","100","46.66666667","66.66666667","77.77777778","77.77777778","88.88888889","166.6666667","116.6666667","116.6666667","133.3333333","250"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01860","","","","3","3","2","2","9","3","2","3","22","2","11","0.05","16","8","2","4","1","1","6","11.05","27.05","24","0.5","0.025","0.460416667","8","8","7.333333333","7.333333333","3.683333333","3.683333333","5.333333333","5.333333333","91.66666667","40.85027726","100","122.2222222","122.7777778","177.7777778","300.5555556","122.2222222","122.7777778","177.7777778","300.5555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01882","","","","3","3","3","2","9","2","2","3","12","1","15","0.04","8","6","2","4","1","1","6","15.04","23.04","13","1.25","0.04","1.156923077","4.333333333","4.333333333","4","4","5.013333333","5.013333333","2.666666667","2.666666667","92.30769231","65.27777778","100","166.6666667","167.1111111","88.88888889","256","166.6666667","167.1111111","88.88888889","256"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01904","","","","3","3","1","1","8","2","2","3","7","0","4","0","4","8","2","6","2","2","6","4","8","7","0.571428571","","0.571428571","2.333333333","2.333333333","2.333333333","2.333333333","1.333333333","1.333333333","1.333333333","1.333333333","100","50","100","44.44444444","44.44444444","44.44444444","88.88888889","44.44444444","44.44444444","44.44444444","88.88888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01905","","","","3","3","1","1","7","2","2","3","2","1","4.3","0.04","3","6","3","4","1","1","6","4.34","7.34","3","2.15","0.04","1.446666667","1","1","0.666666667","0.666666667","1.446666667","1.446666667","1","1","66.66666667","59.1280654","100","47.77777778","48.22222222","33.33333333","81.55555556","47.77777778","48.22222222","33.33333333","81.55555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01927","","","","3","3","1","1","7","3","2","3","4","3","1.5","0.05","3.6","6","1","4","2","1","6","1.55","5.15","7","0.375","0.016666667","0.221428571","2.333333333","2.333333333","1.333333333","1.333333333","0.516666667","0.516666667","1.2","1.2","57.14285714","30.09708738","100","16.66666667","17.22222222","40","57.22222222","16.66666667","17.22222222","40","57.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01949","","","","3","3","3","1","7","3","2","3","4","1","1.2","0.65","2.4","6","3","2","2","1","6","1.85","4.25","5","0.3","0.65","0.37","1.666666667","1.666666667","1.333333333","1.333333333","0.616666667","0.616666667","0.8","0.8","80","43.52941176","100","13.33333333","20.55555556","26.66666667","47.22222222","13.33333333","20.55555556","26.66666667","47.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01972","","","","3","3","1","1","9","2","2","3","6","2","2.2","0.02","10","6","1","4","3","1","6","2.22","12.22","8","0.366666667","0.01","0.2775","2.666666667","2.666666667","2","2","0.74","0.74","3.333333333","3.333333333","75","18.16693944","100","24.44444444","24.66666667","111.1111111","135.7777778","24.44444444","24.66666667","111.1111111","135.7777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01994","","","","3","3","4","2","9","2","2","2","8","3","3.5","0.05","4","6","2","6","2","1","6","3.55","7.55","11","0.4375","0.016666667","0.322727273","5.5","3.666666667","4","2.666666667","1.775","1.183333333","2","1.333333333","72.72727273","47.01986755","66.66666667","38.88888889","39.44444444","44.44444444","83.88888889","58.33333333","59.16666667","66.66666667","125.8333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02016","","","","3","3","1","1","9","2","2","3","10","3","8","0.04","4.8","8","3","4","2","1","6","8.04","12.84","13","0.8","0.013333333","0.618461538","4.333333333","4.333333333","3.333333333","3.333333333","2.68","2.68","1.6","1.6","76.92307692","62.61682243","100","88.88888889","89.33333333","53.33333333","142.6666667","88.88888889","89.33333333","53.33333333","142.6666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02017","","","","3","3","1","1","9","2","2","3","13","1","12.1","0.05","11","6","2","4","1","1","6","12.15","23.15","14","0.930769231","0.05","0.867857143","4.666666667","4.666666667","4.333333333","4.333333333","4.05","4.05","3.666666667","3.666666667","92.85714286","52.4838013","100","134.4444444","135","122.2222222","257.2222222","134.4444444","135","122.2222222","257.2222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02039","","","","3","3","3","1","9","2","2","3","7","2","6","0.2","9","6","3","4","2","1","6","6.2","15.2","9","0.857142857","0.1","0.688888889","3","3","2.333333333","2.333333333","2.066666667","2.066666667","3","3","77.77777778","40.78947368","100","66.66666667","68.88888889","100","168.8888889","66.66666667","68.88888889","100","168.8888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02061","","","","3","3","1","2","8","3","2","3","5","2","6.4","0.05","4","8","2","4","2","1","6","6.45","10.45","7","1.28","0.025","0.921428571","2.333333333","2.333333333","1.666666667","1.666666667","2.15","2.15","1.333333333","1.333333333","71.42857143","61.72248804","100","71.11111111","71.66666667","44.44444444","116.1111111","71.11111111","71.66666667","44.44444444","116.1111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02084","","","","3","3","1","1","9","3","2","3","2","0","5.5","0","11","6","2","4","1","1","6","5.5","16.5","2","2.75","","2.75","0.666666667","0.666666667","0.666666667","0.666666667","1.833333333","1.833333333","3.666666667","3.666666667","100","33.33333333","100","61.11111111","61.11111111","122.2222222","183.3333333","61.11111111","61.11111111","122.2222222","183.3333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02106","","","","3","3","2","2","9","2","2","3","6","2","9.2","0.05","17.4","8","4","6","1","1","6","9.25","26.65","8","1.533333333","0.025","1.15625","2.666666667","2.666666667","2","2","3.083333333","3.083333333","5.8","5.8","75","34.70919325","100","102.2222222","102.7777778","193.3333333","296.1111111","102.2222222","102.7777778","193.3333333","296.1111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02128","","","","3","3","2","2","9","3","2","3","22","6","11","0.35","25","6","2","4","1","1","6","11.35","36.35","28","0.5","0.058333333","0.405357143","9.333333333","9.333333333","7.333333333","7.333333333","3.783333333","3.783333333","8.333333333","8.333333333","78.57142857","31.22420908","100","122.2222222","126.1111111","277.7777778","403.8888889","122.2222222","126.1111111","277.7777778","403.8888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02129","","","","3","3","1","1","9","2","2","3","8","1","7.3","0.08","1.5","6","2","4","1","1","6","7.38","8.88","9","0.9125","0.08","0.82","3","3","2.666666667","2.666666667","2.46","2.46","0.5","0.5","88.88888889","83.10810811","100","81.11111111","82","16.66666667","98.66666667","81.11111111","82","16.66666667","98.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02151","","","","3","3","3","2","8","3","2","3","12","5","6","0.1","4","6","3","2","2","1","6","6.1","10.1","17","0.5","0.02","0.358823529","5.666666667","5.666666667","4","4","2.033333333","2.033333333","1.333333333","1.333333333","70.58823529","60.3960396","100","66.66666667","67.77777778","44.44444444","112.2222222","66.66666667","67.77777778","44.44444444","112.2222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02173","","","","3","3","3","2","8","3","2","3","13","0","5.5","0","5","6","3","4","1","1","6","5.5","10.5","13","0.423076923","","0.423076923","4.333333333","4.333333333","4.333333333","4.333333333","1.833333333","1.833333333","1.666666667","1.666666667","100","52.38095238","100","61.11111111","61.11111111","55.55555556","116.6666667","61.11111111","61.11111111","55.55555556","116.6666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02196","","","","3","3","1","1","9","5","2","3","3","34","12","0.6","30","8","2","6","2","1","6","12.6","42.6","37","4","0.017647059","0.340540541","12.33333333","12.33333333","1","1","4.2","4.2","10","10","8.108108108","29.57746479","100","133.3333333","140","333.3333333","473.3333333","133.3333333","140","333.3333333","473.3333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02218","","","","3","3","2","2","8","2","3","3","3","0","0.9","0","9","8","1","6","4","1","6","0.9","9.9","3","0.3","","0.3","1","1","1","1","0.3","0.3","3","3","100","9.090909091","100","10","10","100","110","10","10","100","110"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02240","","","","3","3","2","2","9","2","2","3","5","0","5","0","13","6","2","2","4","1","6","5","18","5","1","","1","1.666666667","1.666666667","1.666666667","1.666666667","1.666666667","1.666666667","4.333333333","4.333333333","100","27.77777778","100","55.55555556","55.55555556","144.4444444","200","55.55555556","55.55555556","144.4444444","200"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02241","","","","3","3","2","2","9","3","2","3","24","1","9.6","0.05","3.4","8","2","6","1","1","6","9.65","13.05","25","0.4","0.05","0.386","8.333333333","8.333333333","8","8","3.216666667","3.216666667","1.133333333","1.133333333","96","73.94636015","100","106.6666667","107.2222222","37.77777778","145","106.6666667","107.2222222","37.77777778","145"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02263","","","","3","3","3","2","8","2","2","3","19","0","4","0","6","6","2","3","3","1","6","4","10","19","0.210526316","","0.210526316","6.333333333","6.333333333","6.333333333","6.333333333","1.333333333","1.333333333","2","2","100","40","100","44.44444444","44.44444444","66.66666667","111.1111111","44.44444444","44.44444444","66.66666667","111.1111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02285","","","","3","3","2","2","9","2","2","2","33","11","11.1","0.6","20","8","2","4","2","1","6","11.7","31.7","44","0.336363636","0.054545455","0.265909091","22","14.66666667","16.5","11","5.85","3.9","10","6.666666667","75","36.90851735","66.66666667","123.3333333","130","222.2222222","352.2222222","185","195","333.3333333","528.3333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02308","","","","3","3","2","2","9","3","2","3","18","0","15","0","18","6","2","4","1","1","6","15","33","18","0.833333333","","0.833333333","6","6","6","6","5","5","6","6","100","45.45454545","100","166.6666667","166.6666667","200","366.6666667","166.6666667","166.6666667","200","366.6666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02330","","","","3","3","1","2","9","2","2","3","31","0","15.6","0","9","8","2","4","1","1","6","15.6","24.6","31","0.503225806","","0.503225806","10.33333333","10.33333333","10.33333333","10.33333333","5.2","5.2","3","3","100","63.41463415","100","173.3333333","173.3333333","100","273.3333333","173.3333333","173.3333333","100","273.3333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02352","","","","3","3","2","2","7","4","2","3","7","3","2.5","0.1","0.5","6","2","3","3","1","6","2.6","3.1","10","0.357142857","0.033333333","0.26","3.333333333","3.333333333","2.333333333","2.333333333","0.866666667","0.866666667","0.166666667","0.166666667","70","83.87096774","100","27.77777778","28.88888889","5.555555556","34.44444444","27.77777778","28.88888889","5.555555556","34.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02353","","","","3","3","1","1","8","3","2","3","10","5","3","0.2","3.8","6","2","3","2","1","6","3.2","7","15","0.3","0.04","0.213333333","5","5","3.333333333","3.333333333","1.066666667","1.066666667","1.266666667","1.266666667","66.66666667","45.71428571","100","33.33333333","35.55555556","42.22222222","77.77777778","33.33333333","35.55555556","42.22222222","77.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02375","","","","3","3","2","2","8","3","2","3","15","11","5.6","0.05","4","8","2","3","2","1","6","5.65","9.65","26","0.373333333","0.004545455","0.217307692","8.666666667","8.666666667","5","5","1.883333333","1.883333333","1.333333333","1.333333333","57.69230769","58.5492228","100","62.22222222","62.77777778","44.44444444","107.2222222","62.22222222","62.77777778","44.44444444","107.2222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02397","","","","3","3","1","2","7","2","2","3","8","1","4.6","0.02","3","8","2","4","2","1","6","4.62","7.62","9","0.575","0.02","0.513333333","3","3","2.666666667","2.666666667","1.54","1.54","1","1","88.88888889","60.62992126","100","51.11111111","51.33333333","33.33333333","84.66666667","51.11111111","51.33333333","33.33333333","84.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02417","","","","3","3","2","2","7","2","2","3","6","13","0.8","0.1","1","8","2","4","2","3","6","0.9","1.9","19","0.133333333","0.007692308","0.047368421","6.333333333","6.333333333","2","2","0.3","0.3","0.333333333","0.333333333","31.57894737","47.36842105","100","8.888888889","10","11.11111111","21.11111111","8.888888889","10","11.11111111","21.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01614","","","","3","3","2","1","9","4","2","3","4","0","6","0","25","8","3","2","1","1","1","6","31","4","1.5","","1.5","1.333333333","1.333333333","1.333333333","1.333333333","2","2","8.333333333","8.333333333","100","19.35483871","100","66.66666667","66.66666667","277.7777778","344.4444444","66.66666667","66.66666667","277.7777778","344.4444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01774","","","","3","1","2","1","4","2","2","1","0","0","0","0","3.4","","","","","","","0","3.4","0","","","","0","0","0","0","0","0","3.4","1.133333333","","0","33.33333333","0","0","37.77777778","37.77777778","0","0","113.3333333","113.3333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01753","","","","3","2","2","1","6","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01352","","","","3","3","2","2","7","3","2","3","8","2","1.5","0.05","0.7","8","2","4","3","1","1","1.55","2.25","10","0.1875","0.025","0.155","3.333333333","3.333333333","2.666666667","2.666666667","0.516666667","0.516666667","0.233333333","0.233333333","80","68.88888889","100","16.66666667","17.22222222","7.777777778","25","16.66666667","17.22222222","7.777777778","25"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00026","","","","3","2","1","1","5","2","2","2","3","0","0.4","0","1","3","2","2","6","1","1","0.4","1.4","3","0.133333333","","0.133333333","1.5","1","1.5","1","0.2","0.133333333","0.5","0.333333333","100","28.57142857","66.66666667","4.444444444","4.444444444","11.11111111","15.55555556","6.666666667","6.666666667","16.66666667","23.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00133","","","","3","1","1","1","5","3","3","1","4","0","0.5","0","0.8","8","2","3","4","1","1","0.5","1.3","4","0.125","","0.125","4","1.333333333","4","1.333333333","0.5","0.166666667","0.8","0.266666667","100","38.46153846","33.33333333","5.555555556","5.555555556","8.888888889","14.44444444","16.66666667","16.66666667","26.66666667","43.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00490","","","","3","3","2","1","6","2","2","3","4","0","1.3","0","0.5","3","4","2","4","1","1","1.3","1.8","4","0.325","","0.325","1.333333333","1.333333333","1.333333333","1.333333333","0.433333333","0.433333333","0.166666667","0.166666667","100","72.22222222","100","14.44444444","14.44444444","5.555555556","20","14.44444444","14.44444444","5.555555556","20"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01628","","","","3","2","2","2","6","2","2","2","4","1","1.4","0.02","4","8","2","2","3","3","1","1.42","5.42","5","0.35","0.02","0.284","2.5","1.666666667","2","1.333333333","0.71","0.473333333","2","1.333333333","80","26.19926199","66.66666667","15.55555556","15.77777778","44.44444444","60.22222222","23.33333333","23.66666667","66.66666667","90.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00570","","","","3","1","2","1","4","2","2","1","1","0","0.3","0","0.1","2","2","3","5","1","1","0.3","0.4","1","0.3","","0.3","1","0.333333333","1","0.333333333","0.3","0.1","0.1","0.033333333","100","75","33.33333333","3.333333333","3.333333333","1.111111111","4.444444444","10","10","3.333333333","13.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00507","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01508","","","","3","2","2","2","5","2","2","2","0","1","0","0.04","","2","1","6","8","1","1","0.04","","1","","0.04","0.04","0.5","0.333333333","0","0","0.02","0.013333333","","","0","","66.66666667","0","0.444444444","","","0","0.666666667","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00181","","","","3","3","4","1","6","2","2","3","1","1","0.1","0.01","0.5","3","2","3","3","1","1","0.11","0.61","2","0.1","0.01","0.055","0.666666667","0.666666667","0.333333333","0.333333333","0.036666667","0.036666667","0.166666667","0.166666667","50","18.03278689","100","1.111111111","1.222222222","5.555555556","6.777777778","1.111111111","1.222222222","5.555555556","6.777777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00575","","","","3","1","2","1","6","3","2","1","1","1","0.5","0.01","1","6","1","2","3","1","","0.51","1.51","2","0.5","0.01","0.255","2","0.666666667","1","0.333333333","0.51","0.17","1","0.333333333","50","33.77483444","33.33333333","5.555555556","5.666666667","11.11111111","16.77777778","16.66666667","17","33.33333333","50.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01707","","","","3","3","2","2","7","4","2","3","5","0","1.6","0","4","6","1","6","2","1","1","1.6","5.6","5","0.32","","0.32","1.666666667","1.666666667","1.666666667","1.666666667","0.533333333","0.533333333","1.333333333","1.333333333","100","28.57142857","100","17.77777778","17.77777778","44.44444444","62.22222222","17.77777778","17.77777778","44.44444444","62.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01599","","","","3","3","3","2","8","2","2","3","5","13","0.6","0.45","11","6","1","6","4","1","1","1.05","12.05","18","0.12","0.034615385","0.058333333","6","6","1.666666667","1.666666667","0.35","0.35","3.666666667","3.666666667","27.77777778","8.713692946","100","6.666666667","11.66666667","122.2222222","133.8888889","6.666666667","11.66666667","122.2222222","133.8888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01507","","","","3","3","2","2","7","3","2","3","8","3","1.5","0.02","1.2","2","2","4","4","1","1","1.52","2.72","11","0.1875","0.006666667","0.138181818","3.666666667","3.666666667","2.666666667","2.666666667","0.506666667","0.506666667","0.4","0.4","72.72727273","55.88235294","100","16.66666667","16.88888889","13.33333333","30.22222222","16.66666667","16.88888889","13.33333333","30.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00759","","","","3","3","2","2","8","3","2","3","4","5","0.6","0.08","6","8","1","3","4","1","1","0.68","6.68","9","0.15","0.016","0.075555556","3","3","1.333333333","1.333333333","0.226666667","0.226666667","2","2","44.44444444","10.17964072","100","6.666666667","7.555555556","66.66666667","74.22222222","6.666666667","7.555555556","66.66666667","74.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00768","","","","3","2","2","2","5","2","2","2","1","0","0.14","0","0.08","6","1","4","6","1","1","0.14","0.22","1","0.14","","0.14","0.5","0.333333333","0.5","0.333333333","0.07","0.046666667","0.04","0.026666667","100","63.63636364","66.66666667","1.555555556","1.555555556","0.888888889","2.444444444","2.333333333","2.333333333","1.333333333","3.666666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01562","","","","3","2","2","1","6","3","2","2","4","0","1.7","0","0.6","2","1","2","4","1","1","1.7","2.3","4","0.425","","0.425","2","1.333333333","2","1.333333333","0.85","0.566666667","0.3","0.2","100","73.91304348","66.66666667","18.88888889","18.88888889","6.666666667","25.55555556","28.33333333","28.33333333","10","38.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00447","","","","3","3","3","1","7","2","2","3","8","13","1.4","0.3","3","8","1","2","2","1","1","1.7","4.7","21","0.175","0.023076923","0.080952381","7","7","2.666666667","2.666666667","0.566666667","0.566666667","1","1","38.0952381","36.17021277","100","15.55555556","18.88888889","33.33333333","52.22222222","15.55555556","18.88888889","33.33333333","52.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01055","","","","3","3","2","1","7","3","2","3","2","2","1.2","0.08","1","6","4","2","3","1","1","1.28","2.28","4","0.6","0.04","0.32","1.333333333","1.333333333","0.666666667","0.666666667","0.426666667","0.426666667","0.333333333","0.333333333","50","56.14035088","100","13.33333333","14.22222222","11.11111111","25.33333333","13.33333333","14.22222222","11.11111111","25.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01032","","","","3","2","3","1","4","3","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00331","","","","3","3","1","1","6","2","2","3","0","5","0","0.01","1","3","2","6","7","1","1","0.01","1.01","5","","0.002","0.002","1.666666667","1.666666667","0","0","0.003333333","0.003333333","0.333333333","0.333333333","0","0.99009901","100","0","0.111111111","11.11111111","11.22222222","0","0.111111111","11.11111111","11.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02040","","","","3","3","2","1","8","2","2","3","0","0","0","0","1","","","","","","","0","1","0","","","","0","0","0","0","0","0","0.333333333","0.333333333","","0","100","0","0","11.11111111","11.11111111","0","0","11.11111111","11.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00771","","","","3","3","3","1","7","2","2","3","2","1","0.6","0.01","3.3","2","1","4","3","1","1","0.61","3.91","3","0.3","0.01","0.203333333","1","1","0.666666667","0.666666667","0.203333333","0.203333333","1.1","1.1","66.66666667","15.60102302","100","6.666666667","6.777777778","36.66666667","43.44444444","6.666666667","6.777777778","36.66666667","43.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00793","","","","3","3","2","1","7","3","2","3","4","0","1.5","0","1","2","1","6","4","1","6","1.5","2.5","4","0.375","","0.375","1.333333333","1.333333333","1.333333333","1.333333333","0.5","0.5","0.333333333","0.333333333","100","60","100","16.66666667","16.66666667","11.11111111","27.77777778","16.66666667","16.66666667","11.11111111","27.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00444","","","","3","3","2","1","7","3","2","3","4","6","0.24","0.1","1","3","2","3","4","1","1","0.34","1.34","10","0.06","0.016666667","0.034","3.333333333","3.333333333","1.333333333","1.333333333","0.113333333","0.113333333","0.333333333","0.333333333","40","25.37313433","100","2.666666667","3.777777778","11.11111111","14.88888889","2.666666667","3.777777778","11.11111111","14.88888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01034","","","","3","3","2","2","8","4","2","3","6","0","2.6","0","3.5","5","3","6","2","1","1","2.6","6.1","6","0.433333333","","0.433333333","2","2","2","2","0.866666667","0.866666667","1.166666667","1.166666667","100","42.62295082","100","28.88888889","28.88888889","38.88888889","67.77777778","28.88888889","28.88888889","38.88888889","67.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01148","","","","3","3","3","2","7","2","2","3","3","3","1.3","0.15","4.7","2","3","6","3","1","1","1.45","6.15","6","0.433333333","0.05","0.241666667","2","2","1","1","0.483333333","0.483333333","1.566666667","1.566666667","50","23.57723577","100","14.44444444","16.11111111","52.22222222","68.33333333","14.44444444","16.11111111","52.22222222","68.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01267","","","","3","3","2","2","7","2","2","3","2","0","","0","5","4","1","4","3","1","1","","","2","","","","0.666666667","0.666666667","0.666666667","0.666666667","","","1.666666667","1.666666667","100","","100","","","55.55555556","","","","55.55555556",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01744","","","","3","1","1","5","1","3","2","1","0","0","0","0","2.4","","","","","","","0","2.4","0","","","","0","0","0","0","0","0","2.4","0.8","","0","33.33333333","0","0","26.66666667","26.66666667","0","0","80","80"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00921","","","","3","3","2","1","7","3","2","3","2","0","0.24","0","3","3","1","3","1","1","1","0.24","3.24","2","0.12","","0.12","0.666666667","0.666666667","0.666666667","0.666666667","0.08","0.08","1","1","100","7.407407407","100","2.666666667","2.666666667","33.33333333","36","2.666666667","2.666666667","33.33333333","36"
