"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02042","","","","3","1","2","2","4","4","2","1","0","0","0","0","0.8","","","","","","","0","0.8","0","","","","0","0","0","0","0","0","0.8","0.266666667","","0","33.33333333","0","0","8.888888889","8.888888889","0","0","26.66666667","26.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00641","","","","3","1","2","2","5","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01630","","","","3","3","4","2","8","2","2","3","6","8","1.8","0.38","6","4","2","4","3","1","1","2.18","8.18","14","0.3","0.0475","0.155714286","4.666666667","4.666666667","2","2","0.726666667","0.726666667","2","2","42.85714286","26.65036675","100","20","24.22222222","66.66666667","90.88888889","20","24.22222222","66.66666667","90.88888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00445","","","","3","3","3","1","6","3","2","3","3","5","0.3","0.08","0.7","3","2","4","6","1","1","0.38","1.08","8","0.1","0.016","0.0475","2.666666667","2.666666667","1","1","0.126666667","0.126666667","0.233333333","0.233333333","37.5","35.18518519","100","3.333333333","4.222222222","7.777777778","12","3.333333333","4.222222222","7.777777778","12"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01939","","","","3","3","3","1","7","3","2","3","1","2","1","0.08","0.2","2","2","4","3","4","1","1.08","1.28","3","1","0.04","0.36","1","1","0.333333333","0.333333333","0.36","0.36","0.066666667","0.066666667","33.33333333","84.375","100","11.11111111","12","2.222222222","14.22222222","11.11111111","12","2.222222222","14.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02380","","","","3","3","1","2","6","3","2","3","1","0","0.05","0","0.2","2","1","2","7","1","1","0.05","0.25","1","0.05","","0.05","0.333333333","0.333333333","0.333333333","0.333333333","0.016666667","0.016666667","0.066666667","0.066666667","100","20","100","0.555555556","0.555555556","2.222222222","2.777777778","0.555555556","0.555555556","2.222222222","2.777777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01661","","","","3","1","1","1","5","2","2","1","1","0","0.3","0","0.3","2","1","2","4","1","1","0.3","0.6","1","0.3","","0.3","1","0.333333333","1","0.333333333","0.3","0.1","0.3","0.1","100","50","33.33333333","3.333333333","3.333333333","3.333333333","6.666666667","10","10","10","20"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01603","","","","3","3","4","2","8","2","2","2","8","0","1","0","","5","1","3","5","1","1","1","","8","0.125","","0.125","4","2.666666667","4","2.666666667","0.5","0.333333333","","","100","","66.66666667","11.11111111","11.11111111","","","16.66666667","16.66666667","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00065","","","","3","3","1","2","8","3","2","2","4","2","0.2","0.04","1","3","2","2","3","1","1","0.24","1.24","6","0.05","0.02","0.04","3","2","2","1.333333333","0.12","0.08","0.5","0.333333333","66.66666667","19.35483871","66.66666667","2.222222222","2.666666667","11.11111111","13.77777778","3.333333333","4","16.66666667","20.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00701","","","","3","3","3","1","7","2","2","3","4","0","1.25","0","1.1","3","3","2","3","1","1","1.25","2.35","4","0.3125","","0.3125","1.333333333","1.333333333","1.333333333","1.333333333","0.416666667","0.416666667","0.366666667","0.366666667","100","53.19148936","100","13.88888889","13.88888889","12.22222222","26.11111111","13.88888889","13.88888889","12.22222222","26.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01168","","","","3","3","2","2","7","3","2","3","2","0","0.4","0","3","3","2","6","4","1","1","0.4","3.4","2","0.2","","0.2","0.666666667","0.666666667","0.666666667","0.666666667","0.133333333","0.133333333","1","1","100","11.76470588","100","4.444444444","4.444444444","33.33333333","37.77777778","4.444444444","4.444444444","33.33333333","37.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02090","","","","3","1","1","1","5","3","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00597","","","","3","2","2","2","6","2","2","2","3","0","0.51","0","0.8","2","2","2","4","1","1","0.51","1.31","3","0.17","","0.17","1.5","1","1.5","1","0.255","0.17","0.4","0.266666667","100","38.93129771","66.66666667","5.666666667","5.666666667","8.888888889","14.55555556","8.5","8.5","13.33333333","21.83333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00022","","","","3","3","3","1","8","3","2","3","5","1","2.5","0.3","4.3","9","2","6","1","1","1","2.8","7.1","6","0.5","0.3","0.466666667","2","2","1.666666667","1.666666667","0.933333333","0.933333333","1.433333333","1.433333333","83.33333333","39.43661972","100","27.77777778","31.11111111","47.77777778","78.88888889","27.77777778","31.11111111","47.77777778","78.88888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01357","","","","3","3","3","1","4","4","2","2","2","0","2","0","12","2","3","6","1","1","8","2","14","2","1","","1","1","0.666666667","1","0.666666667","1","0.666666667","6","4","100","14.28571429","66.66666667","22.22222222","22.22222222","133.3333333","155.5555556","33.33333333","33.33333333","200","233.3333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00144","","","","3","3","3","1","6","3","2","3","5","0","0.4","0","1.2","2","2","7","6","1","1","0.4","1.6","5","0.08","","0.08","1.666666667","1.666666667","1.666666667","1.666666667","0.133333333","0.133333333","0.4","0.4","100","25","100","4.444444444","4.444444444","13.33333333","17.77777778","4.444444444","4.444444444","13.33333333","17.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00786","","","","3","3","2","1","6","3","2","1","0","0","0","0","0.07","","","","","","","0","0.07","0","","","","0","0","0","0","0","0","0.07","0.023333333","","0","33.33333333","0","0","0.777777778","0.777777778","0","0","2.333333333","2.333333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00244","","","","3","1","1","1","5","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02118","","","","3","2","2","1","2","2","2","2","0","0","0","0","0.4","","","","","","","0","0.4","0","","","","0","0","0","0","0","0","0.2","0.133333333","","0","66.66666667","0","0","4.444444444","4.444444444","0","0","6.666666667","6.666666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01518","","","","3","2","3","1","4","5","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01811","","","","3","1","2","1","7","2","2","","0","1","0","0.05","0.02","3","2","2","8","1","1","0.05","0.07","1","","0.05","0.05","","0.333333333","","0","","0.016666667","","0.006666667","0","71.42857143","","0","0.555555556","0.222222222","0.777777778","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00416","","","","3","1","2","2","5","2","2","1","1","1","0.1","0.01","1","3","1","2","5","1","1","0.11","1.11","2","0.1","0.01","0.055","2","0.666666667","1","0.333333333","0.11","0.036666667","1","0.333333333","50","9.90990991","33.33333333","1.111111111","1.222222222","11.11111111","12.33333333","3.333333333","3.666666667","33.33333333","37"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01141","","","","3","1","2","2","5","2","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02372","","","","3","1","2","1","5","3","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00659","","","","3","1","1","1","6","2","2","1","1","0","0.2","0","0.6","3","1","3","3","1","1","0.2","0.8","1","0.2","","0.2","1","0.333333333","1","0.333333333","0.2","0.066666667","0.6","0.2","100","25","33.33333333","2.222222222","2.222222222","6.666666667","8.888888889","6.666666667","6.666666667","20","26.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01821","","","","3","3","3","1","8","3","2","3","4","1","1.2","0.02","1.4","4","1","6","3","1","1","1.22","2.62","5","0.3","0.02","0.244","1.666666667","1.666666667","1.333333333","1.333333333","0.406666667","0.406666667","0.466666667","0.466666667","80","46.5648855","100","13.33333333","13.55555556","15.55555556","29.11111111","13.33333333","13.55555556","15.55555556","29.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00342","","","","3","1","1","1","5","2","2","1","1","0","0.1","0","","2","1","2","4","1","1","0.1","","1","0.1","","0.1","1","0.333333333","1","0.333333333","0.1","0.033333333","","","100","","33.33333333","1.111111111","1.111111111","","","3.333333333","3.333333333","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00892","","","","3","3","1","1","5","3","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00702","","","","3","3","2","2","8","3","2","3","4","1","2","0.2","6","3","1","6","2","3","1","2.2","8.2","5","0.5","0.2","0.44","1.666666667","1.666666667","1.333333333","1.333333333","0.733333333","0.733333333","2","2","80","26.82926829","100","22.22222222","24.44444444","66.66666667","91.11111111","22.22222222","24.44444444","66.66666667","91.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00506","","","","3","3","2","2","8","3","2","3","0","0","0","0","3.1","","","","","","","0","3.1","0","","","","0","0","0","0","0","0","1.033333333","1.033333333","","0","100","0","0","34.44444444","34.44444444","0","0","34.44444444","34.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02381","","","","3","3","2","2","8","3","2","3","6","4","1","0.01","2","2","2","3","1","1","1","1.01","3.01","10","0.166666667","0.0025","0.101","3.333333333","3.333333333","2","2","0.336666667","0.336666667","0.666666667","0.666666667","60","33.55481728","100","11.11111111","11.22222222","22.22222222","33.44444444","11.11111111","11.22222222","22.22222222","33.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01710","","","","3","1","2","1","4","2","3","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01583","","","","3","3","2","2","8","3","2","3","2","1","0.4","0.01","3.4","4","1","6","4","1","1","0.41","3.81","3","0.2","0.01","0.136666667","1","1","0.666666667","0.666666667","0.136666667","0.136666667","1.133333333","1.133333333","66.66666667","10.76115486","100","4.444444444","4.555555556","37.77777778","42.33333333","4.444444444","4.555555556","37.77777778","42.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01395","","","","3","3","2","2","7","2","2","3","0","0","0","0","3.5","","","","","","","0","3.5","0","","","","0","0","0","0","0","0","1.166666667","1.166666667","","0","100","0","0","38.88888889","38.88888889","0","0","38.88888889","38.88888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02290","","","","3","3","3","2","7","2","2","2","1","0","0.05","0","1.2","8","1","4","8","1","1","0.05","1.25","1","0.05","","0.05","0.5","0.333333333","0.5","0.333333333","0.025","0.016666667","0.6","0.4","100","4","66.66666667","0.555555556","0.555555556","13.33333333","13.88888889","0.833333333","0.833333333","20","20.83333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02233","","","","3","3","3","1","7","3","2","3","1","0","0.03","0","1.2","3","2","4","4","1","4","0.03","1.23","1","0.03","","0.03","0.333333333","0.333333333","0.333333333","0.333333333","0.01","0.01","0.4","0.4","100","2.43902439","100","0.333333333","0.333333333","13.33333333","13.66666667","0.333333333","0.333333333","13.33333333","13.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00123","","","","3","1","3","1","4","3","2","1","1","0","0.1","0","0.4","9","2","4","5","1","1","0.1","0.5","1","0.1","","0.1","1","0.333333333","1","0.333333333","0.1","0.033333333","0.4","0.133333333","100","20","33.33333333","1.111111111","1.111111111","4.444444444","5.555555556","3.333333333","3.333333333","13.33333333","16.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01771","","","","3","3","3","1","8","3","2","3","0","0","0","0","14","","","","","","","0","14","0","","","","0","0","0","0","0","0","4.666666667","4.666666667","","0","100","0","0","155.5555556","155.5555556","0","0","155.5555556","155.5555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02053","","","","3","3","3","1","6","3","2","3","0","0","0","0","3.4","","","","","","","0","3.4","0","","","","0","0","0","0","0","0","1.133333333","1.133333333","","0","100","0","0","37.77777778","37.77777778","0","0","37.77777778","37.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00186","","","","3","2","3","1","5","3","2","2","1","0","0.1","0","0.9","5","2","3","7","3","1","0.1","1","1","0.1","","0.1","0.5","0.333333333","0.5","0.333333333","0.05","0.033333333","0.45","0.3","100","10","66.66666667","1.111111111","1.111111111","10","11.11111111","1.666666667","1.666666667","15","16.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02036","","","","3","3","3","1","7","3","2","3","6","2","2.5","0.08","8","6","2","4","4","1","1","2.58","10.58","8","0.416666667","0.04","0.3225","2.666666667","2.666666667","2","2","0.86","0.86","2.666666667","2.666666667","75","24.38563327","100","27.77777778","28.66666667","88.88888889","117.5555556","27.77777778","28.66666667","88.88888889","117.5555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00950","","","","3","1","1","1","6","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00696","","","","3","3","3","1","6","3","2","","3","0","0.3","0","4","3","1","3","4","1","1","0.3","4.3","3","0.1","","0.1","","1","","1","","0.1","","1.333333333","100","6.976744186","","3.333333333","3.333333333","44.44444444","47.77777778","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01433","","","","3","3","4","1","7","3","2","3","1","1","0.1","0.01","2.5","3","1","6","6","1","1","0.11","2.61","2","0.1","0.01","0.055","0.666666667","0.666666667","0.333333333","0.333333333","0.036666667","0.036666667","0.833333333","0.833333333","50","4.214559387","100","1.111111111","1.222222222","27.77777778","29","1.111111111","1.222222222","27.77777778","29"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00395","","","","3","3","2","2","7","3","2","3","0","0","0","0","4","","","","","","","0","4","0","","","","0","0","0","0","0","0","1.333333333","1.333333333","","0","100","0","0","44.44444444","44.44444444","0","0","44.44444444","44.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00363","","","","3","3","2","1","7","3","2","3","0","0","0","0","2","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.666666667","0.666666667","","0","100","0","0","22.22222222","22.22222222","0","0","22.22222222","22.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01491","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01505","","","","3","3","2","2","7","3","2","3","11","2","3","0.02","1.6","6","2","3","3","1","1","3.02","4.62","13","0.272727273","0.01","0.232307692","4.333333333","4.333333333","3.666666667","3.666666667","1.006666667","1.006666667","0.533333333","0.533333333","84.61538462","65.36796537","100","33.33333333","33.55555556","17.77777778","51.33333333","33.33333333","33.55555556","17.77777778","51.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00770","","","","3","3","2","2","6","2","2","1","2","0","0.12","0","0.2","6","1","4","7","1","1","0.12","0.32","2","0.06","","0.06","2","0.666666667","2","0.666666667","0.12","0.04","0.2","0.066666667","100","37.5","33.33333333","1.333333333","1.333333333","2.222222222","3.555555556","4","4","6.666666667","10.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00792","","","","3","1","1","1","5","3","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00653","","","","3","1","2","2","6","4","2","1","0","1","0","0.04","1.6","6","3","4","8","1","1","0.04","1.64","1","","0.04","0.04","1","0.333333333","0","0","0.04","0.013333333","1.6","0.533333333","0","2.43902439","33.33333333","0","0.444444444","17.77777778","18.22222222","0","1.333333333","53.33333333","54.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00008","","","","3","3","3","2","7","2","2","2","9","2","2.5","0.15","2","8","4","4","2","4","1","2.65","4.65","11","0.277777778","0.075","0.240909091","5.5","3.666666667","4.5","3","1.325","0.883333333","1","0.666666667","81.81818182","56.98924731","66.66666667","27.77777778","29.44444444","22.22222222","51.66666667","41.66666667","44.16666667","33.33333333","77.5"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00453","","","","3","3","3","1","7","3","2","3","4","1","1.5","0.01","4.2","8","4","4","3","3","1","1.51","5.71","5","0.375","0.01","0.302","1.666666667","1.666666667","1.333333333","1.333333333","0.503333333","0.503333333","1.4","1.4","80","26.44483363","100","16.66666667","16.77777778","46.66666667","63.44444444","16.66666667","16.77777778","46.66666667","63.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00371","","","","3","3","2","2","7","2","2","3","18","6","2.3","0.06","5.4","9","1","4","3","1","1","2.36","7.76","24","0.127777778","0.01","0.098333333","8","8","6","6","0.786666667","0.786666667","1.8","1.8","75","30.41237113","100","25.55555556","26.22222222","60","86.22222222","25.55555556","26.22222222","60","86.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00464","","","","3","3","2","2","7","2","2","3","2","5","0.6","0.01","6","6","1","6","3","1","1","0.61","6.61","7","0.3","0.002","0.087142857","2.333333333","2.333333333","0.666666667","0.666666667","0.203333333","0.203333333","2","2","28.57142857","9.228441755","100","6.666666667","6.777777778","66.66666667","73.44444444","6.666666667","6.777777778","66.66666667","73.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02025","","","","3","3","2","1","7","3","2","3","1","0","0.5","0","2.2","8","2","3","3","1","1","0.5","2.7","1","0.5","","0.5","0.333333333","0.333333333","0.333333333","0.333333333","0.166666667","0.166666667","0.733333333","0.733333333","100","18.51851852","100","5.555555556","5.555555556","24.44444444","30","5.555555556","5.555555556","24.44444444","30"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01119","","","","3","3","4","2","8","4","2","3","1","1","3","0.05","9.4","2","1","5","1","1","1","3.05","12.45","2","3","0.05","1.525","0.666666667","0.666666667","0.333333333","0.333333333","1.016666667","1.016666667","3.133333333","3.133333333","50","24.49799197","100","33.33333333","33.88888889","104.4444444","138.3333333","33.33333333","33.88888889","104.4444444","138.3333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00512","","","","3","3","5","2","7","3","3","3","1","3","0.5","0.03","1","3","4","4","3","1","1","0.53","1.53","4","0.5","0.01","0.1325","1.333333333","1.333333333","0.333333333","0.333333333","0.176666667","0.176666667","0.333333333","0.333333333","25","34.64052288","100","5.555555556","5.888888889","11.11111111","17","5.555555556","5.888888889","11.11111111","17"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02392","","","","3","1","1","1","5","2","2","1","0","0","0","0","1","","","","","","","0","1","0","","","","0","0","0","0","0","0","1","0.333333333","","0","33.33333333","0","0","11.11111111","11.11111111","0","0","33.33333333","33.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00582","","","","3","3","3","1","7","3","2","3","1","0","0.5","0","3.3","6","3","2","2","1","4","0.5","3.8","1","0.5","","0.5","0.333333333","0.333333333","0.333333333","0.333333333","0.166666667","0.166666667","1.1","1.1","100","13.15789474","100","5.555555556","5.555555556","36.66666667","42.22222222","5.555555556","5.555555556","36.66666667","42.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00691","","","","3","3","2","2","8","4","2","3","4","1","3","0.3","1","5","2","3","5","1","4","3.3","4.3","5","0.75","0.3","0.66","1.666666667","1.666666667","1.333333333","1.333333333","1.1","1.1","0.333333333","0.333333333","80","76.74418605","100","33.33333333","36.66666667","11.11111111","47.77777778","33.33333333","36.66666667","11.11111111","47.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01536","","","","3","3","2","1","6","2","2","3","7","0","3","0","1.9","8","1","4","3","1","1","3","4.9","7","0.428571429","","0.428571429","2.333333333","2.333333333","2.333333333","2.333333333","1","1","0.633333333","0.633333333","100","61.2244898","100","33.33333333","33.33333333","21.11111111","54.44444444","33.33333333","33.33333333","21.11111111","54.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00839","","","","3","3","2","2","7","2","2","3","1","0","0.95","0","1","5","3","4","2","1","1","0.95","1.95","1","0.95","","0.95","0.333333333","0.333333333","0.333333333","0.333333333","0.316666667","0.316666667","0.333333333","0.333333333","100","48.71794872","100","10.55555556","10.55555556","11.11111111","21.66666667","10.55555556","10.55555556","11.11111111","21.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00488","","","","3","2","2","2","5","3","2","2","1","0","0.18","0","3.4","9","1","4","4","1","4","0.18","3.58","1","0.18","","0.18","0.5","0.333333333","0.5","0.333333333","0.09","0.06","1.7","1.133333333","100","5.027932961","66.66666667","2","2","37.77777778","39.77777778","3","3","56.66666667","59.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01408","","","","3","3","2","2","6","3","2","3","7","3","0.9","0.16","3.5","8","1","3","3","1","1","1.06","4.56","10","0.128571429","0.053333333","0.106","3.333333333","3.333333333","2.333333333","2.333333333","0.353333333","0.353333333","1.166666667","1.166666667","70","23.24561404","100","10","11.77777778","38.88888889","50.66666667","10","11.77777778","38.88888889","50.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00011","","","","3","3","2","2","5","3","2","2","2","1","0.2","0.5","0.2","8","2","2","7","1","6","0.7","0.9","3","0.1","0.5","0.233333333","1.5","1","1","0.666666667","0.35","0.233333333","0.1","0.066666667","66.66666667","77.77777778","66.66666667","2.222222222","7.777777778","2.222222222","10","3.333333333","11.66666667","3.333333333","15"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00622","","","","3","3","2","2","6","3","2","3","1","0","0.16","0","0.2","9","1","2","3","1","1","0.16","0.36","1","0.16","","0.16","0.333333333","0.333333333","0.333333333","0.333333333","0.053333333","0.053333333","0.066666667","0.066666667","100","44.44444444","100","1.777777778","1.777777778","2.222222222","4","1.777777778","1.777777778","2.222222222","4"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00634","","","","3","1","2","2","5","2","2","1","2","2","0.32","0.08","0.1","8","1","2","5","1","1","0.4","0.5","4","0.16","0.04","0.1","4","1.333333333","2","0.666666667","0.4","0.133333333","0.1","0.033333333","50","80","33.33333333","3.555555556","4.444444444","1.111111111","5.555555556","10.66666667","13.33333333","3.333333333","16.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01563","","","","3","3","3","2","8","2","2","3","2","0","5.6","0","1.4","9","3","4","1","1","1","5.6","7","2","2.8","","2.8","0.666666667","0.666666667","0.666666667","0.666666667","1.866666667","1.866666667","0.466666667","0.466666667","100","80","100","62.22222222","62.22222222","15.55555556","77.77777778","62.22222222","62.22222222","15.55555556","77.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01159","","","","3","3","1","1","8","3","2","3","8","0","7","0","10","4","2","4","1","1","1","7","17","8","0.875","","0.875","2.666666667","2.666666667","2.666666667","2.666666667","2.333333333","2.333333333","3.333333333","3.333333333","100","41.17647059","100","77.77777778","77.77777778","111.1111111","188.8888889","77.77777778","77.77777778","111.1111111","188.8888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01739","","","","3","1","2","1","6","2","2","1","0","0","0","0","3","","","","","","","0","3","0","","","","0","0","0","0","0","0","3","1","","0","33.33333333","0","0","33.33333333","33.33333333","0","0","100","100"
