"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00023","","","","20","20","2","2","8","5","3","20","16","43","1.9","1.9","3.7","2","3","3","6","5","2","3.8","7.5","59","0.11875","0.044186047","0.06440678","2.95","2.95","0.8","0.8","0.19","0.19","0.185","0.185","27.11864407","50.66666667","100","3.166666667","6.333333333","6.166666667","12.5","3.166666667","6.333333333","6.166666667","12.5"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00024","","","","20","20","2","2","4","4","4","17","0","2","0","0.02","1","2","4","1","7","8","1","0.02","1.02","2","","0.01","0.01","0.117647059","0.1","0","0","0.001176471","0.001","0.058823529","0.05","0","1.960784314","85","0","0.033333333","1.666666667","1.7","0","0.039215686","1.960784314","2"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00025","","","","20","17","2","2","4","6","4","14","16","25","1.8","0.75","1.2","2","6","2","6","5","2","2.55","3.75","41","0.1125","0.03","0.062195122","2.928571429","2.05","1.142857143","0.8","0.182142857","0.1275","0.085714286","0.06","39.02439024","68","70","3","4.25","2","6.25","4.285714286","6.071428571","2.857142857","8.928571429"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00026","","","","20","20","4","2","4","7","4","20","21","22","3.65","0.85","2.5","2","3","2","4","4","1","4.5","7","43","0.173809524","0.038636364","0.104651163","2.15","2.15","1.05","1.05","0.225","0.225","0.125","0.125","48.8372093","64.28571429","100","6.083333333","7.5","4.166666667","11.66666667","6.083333333","7.5","4.166666667","11.66666667"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00027","","","","20","18","2","2","3","6","4","13","25","29","2.75","1.1","4.3","2","5","1","7","6","2","3.85","8.15","54","0.11","0.037931034","0.071296296","4.153846154","2.7","1.923076923","1.25","0.296153846","0.1925","0.330769231","0.215","46.2962963","47.2392638","65","4.583333333","6.416666667","7.166666667","13.58333333","7.051282051","9.871794872","11.02564103","20.8974359"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00028","","","","20","18","2","2","8","6","3","18","14","7","1.25","0.2","0.8","5","5","2","7","5","1","1.45","2.25","21","0.089285714","0.028571429","0.069047619","1.166666667","1.05","0.777777778","0.7","0.080555556","0.0725","0.044444444","0.04","66.66666667","64.44444444","90","2.083333333","2.416666667","1.333333333","3.75","2.314814815","2.685185185","1.481481481","4.166666667"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00029","","","","20","17","2","2","8","3","2","17","40","31","5.45","1.5","9.9","5","2","4","6","4","3","6.95","16.85","71","0.13625","0.048387097","0.097887324","4.176470588","3.55","2.352941176","2","0.408823529","0.3475","0.582352941","0.495","56.33802817","41.2462908","85","9.083333333","11.58333333","16.5","28.08333333","10.68627451","13.62745098","19.41176471","33.03921569"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00030","","","","20","19","3","2","8","7","5","19","34","74","2.6","1.4","1.7","2","5","6","3","7","3","4","5.7","108","0.076470588","0.018918919","0.037037037","5.684210526","5.4","1.789473684","1.7","0.210526316","0.2","0.089473684","0.085","31.48148148","70.1754386","95","4.333333333","6.666666667","2.833333333","9.5","4.561403509","7.01754386","2.98245614","10"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00031","","","","20","20","3","2","8","8","6","19","15","31","1.45","0.9","1","2","8","1","6","5","3","2.35","3.35","46","0.096666667","0.029032258","0.051086957","2.421052632","2.3","0.789473684","0.75","0.123684211","0.1175","0.052631579","0.05","32.60869565","70.14925373","95","2.416666667","3.916666667","1.666666667","5.583333333","2.543859649","4.122807018","1.754385965","5.877192982"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00032","","","","20","20","3","2","8","5","5","20","22","34","2.5","1.2","6.5","2","2","1","2","3","1","3.7","10.2","56","0.113636364","0.035294118","0.066071429","2.8","2.8","1.1","1.1","0.185","0.185","0.325","0.325","39.28571429","36.2745098","100","4.166666667","6.166666667","10.83333333","17","4.166666667","6.166666667","10.83333333","17"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00033","","","","20","20","2","2","7","7","6","17","7","39","0.65","1.15","4.8","4","8","2","3","6","1","1.8","6.6","46","0.092857143","0.029487179","0.039130435","2.705882353","2.3","0.411764706","0.35","0.105882353","0.09","0.282352941","0.24","15.2173913","27.27272727","85","1.083333333","3","8","11","1.274509804","3.529411765","9.411764706","12.94117647"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00034","","","","20","15","2","2","8","4","3","12","1","8","0.35","0.1","0.7","6","5","1","3","7","1","0.45","1.15","9","0.35","0.0125","0.05","0.75","0.45","0.083333333","0.05","0.0375","0.0225","0.058333333","0.035","11.11111111","39.13043478","60","0.583333333","0.75","1.166666667","1.916666667","0.972222222","1.25","1.944444444","3.194444444"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00035","","","","20","16","2","1","8","4","3","14","19","11","1.3","0.45","2.3","5","5","2","7","6","2","1.75","4.05","30","0.068421053","0.040909091","0.058333333","2.142857143","1.5","1.357142857","0.95","0.125","0.0875","0.164285714","0.115","63.33333333","43.20987654","70","2.166666667","2.916666667","3.833333333","6.75","3.095238095","4.166666667","5.476190476","9.642857143"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00036","","","","20","16","3","2","8","5","4","16","22","33","3","1.15","1.1","6","3","6","8","4","2","4.15","5.25","55","0.136363636","0.034848485","0.075454545","3.4375","2.75","1.375","1.1","0.259375","0.2075","0.06875","0.055","40","79.04761905","80","5","6.916666667","1.833333333","8.75","6.25","8.645833333","2.291666667","10.9375"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00037","","","","20","16","2","2","4","7","4","15","16","11","1.8","0.55","2.6","2","5","5","7","6","5","2.35","4.95","27","0.1125","0.05","0.087037037","1.8","1.35","1.066666667","0.8","0.156666667","0.1175","0.173333333","0.13","59.25925926","47.47474747","75","3","3.916666667","4.333333333","8.25","4","5.222222222","5.777777778","11"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00038","","","","20","20","2","2","8","5","4","17","17","7","1.2","0.4","1.3","2","2","1","3","5","1","1.6","2.9","24","0.070588235","0.057142857","0.066666667","1.411764706","1.2","1","0.85","0.094117647","0.08","0.076470588","0.065","70.83333333","55.17241379","85","2","2.666666667","2.166666667","4.833333333","2.352941176","3.137254902","2.549019608","5.68627451"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00039","","","","20","20","2","1","9","5","4","14","5","2","1.5","0.2","2.8","5","3","4","4","4","1","1.7","4.5","7","0.3","0.1","0.242857143","0.5","0.35","0.357142857","0.25","0.121428571","0.085","0.2","0.14","71.42857143","37.77777778","70","2.5","2.833333333","4.666666667","7.5","3.571428571","4.047619048","6.666666667","10.71428571"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00040","","","","20","17","2","2","8","5","5","15","2","0","0.35","0","9","2","4","1","2","5","1","0.35","9.35","2","0.175","","0.175","0.133333333","0.1","0.133333333","0.1","0.023333333","0.0175","0.6","0.45","100","3.743315508","75","0.583333333","0.583333333","15","15.58333333","0.777777778","0.777777778","20","20.77777778"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00041","","","","20","20","4","2","8","7","5","17","17","12","2.85","0.5","12","2","4","3","7","4","1","3.35","15.35","29","0.167647059","0.041666667","0.115517241","1.705882353","1.45","1","0.85","0.197058824","0.1675","0.705882353","0.6","58.62068966","21.82410423","85","4.75","5.583333333","20","25.58333333","5.588235294","6.568627451","23.52941176","30.09803922"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00042","","","","20","20","2","1","6","6","4","16","20","24","3.45","1.15","3.1","2","4","2","6","3","2","4.6","7.7","44","0.1725","0.047916667","0.104545455","2.75","2.2","1.25","1","0.2875","0.23","0.19375","0.155","45.45454545","59.74025974","80","5.75","7.666666667","5.166666667","12.83333333","7.1875","9.583333333","6.458333333","16.04166667"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00043","","","","20","20","4","1","8","4","4","17","20","8","2","0.45","13.3","2","5","1","8","5","1","2.45","15.75","28","0.1","0.05625","0.0875","1.647058824","1.4","1.176470588","1","0.144117647","0.1225","0.782352941","0.665","71.42857143","15.55555556","85","3.333333333","4.083333333","22.16666667","26.25","3.921568627","4.803921569","26.07843137","30.88235294"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00044","","","","20","16","2","2","8","6","4","14","11","6","1.1","0.45","13.8","5","3","2","7","5","2","1.55","15.35","17","0.1","0.075","0.091176471","1.214285714","0.85","0.785714286","0.55","0.110714286","0.0775","0.985714286","0.69","64.70588235","10.09771987","70","1.833333333","2.583333333","23","25.58333333","2.619047619","3.69047619","32.85714286","36.54761905"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00045","","","","20","20","2","1","8","3","5","20","0","0","0","0","36.3","","","","","","","0","36.3","0","","","","0","0","0","0","0","0","1.815","1.815","","0","100","0","0","60.5","60.5","0","0","60.5","60.5"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00046","","","","20","20","2","2","8","6","3","19","13","16","0.8","0.45","0.5","2","6","5","3","7","3","1.25","1.75","29","0.061538462","0.028125","0.043103448","1.526315789","1.45","0.684210526","0.65","0.065789474","0.0625","0.026315789","0.025","44.82758621","71.42857143","95","1.333333333","2.083333333","0.833333333","2.916666667","1.403508772","2.192982456","0.877192982","3.070175439"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00047","","","","20","20","2","2","8","4","3","20","12","20","1.85","0.7","3.2","5","2","5","8","5","2","2.55","5.75","32","0.154166667","0.035","0.0796875","1.6","1.6","0.6","0.6","0.1275","0.1275","0.16","0.16","37.5","44.34782609","100","3.083333333","4.25","5.333333333","9.583333333","3.083333333","4.25","5.333333333","9.583333333"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00048","","","","20","20","2","2","8","4","4","17","20","17","3.45","0.65","7.2","2","5","6","4","3","2","4.1","11.3","37","0.1725","0.038235294","0.110810811","2.176470588","1.85","1.176470588","1","0.241176471","0.205","0.423529412","0.36","54.05405405","36.28318584","85","5.75","6.833333333","12","18.83333333","6.764705882","8.039215686","14.11764706","22.15686275"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00049","","","","20","20","2","2","7","3","3","18","6","14","0.85","0.85","7.7","2","3","4","8","5","3","1.7","9.4","20","0.141666667","0.060714286","0.085","1.111111111","1","0.333333333","0.3","0.094444444","0.085","0.427777778","0.385","30","18.08510638","90","1.416666667","2.833333333","12.83333333","15.66666667","1.574074074","3.148148148","14.25925926","17.40740741"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00050","","","","20","15","2","1","4","3","4","13","0","7","0","0.35","2.1","2","4","1","3","7","1","0.35","2.45","7","","0.05","0.05","0.538461538","0.35","0","0","0.026923077","0.0175","0.161538462","0.105","0","14.28571429","65","0","0.583333333","3.5","4.083333333","0","0.897435897","5.384615385","6.282051282"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00051","","","","20","20","2","2","6","3","2","18","45","28","4.45","0.85","6.6","4","7","1","2","4","2","5.3","11.9","73","0.098888889","0.030357143","0.07260274","4.055555556","3.65","2.5","2.25","0.294444444","0.265","0.366666667","0.33","61.64383562","44.53781513","90","7.416666667","8.833333333","11","19.83333333","8.240740741","9.814814815","12.22222222","22.03703704"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00052","","","","20","17","2","2","8","4","3","14","18","11","2.35","0.65","4","6","9","1","7","5","1","3","7","29","0.130555556","0.059090909","0.103448276","2.071428571","1.45","1.285714286","0.9","0.214285714","0.15","0.285714286","0.2","62.06896552","42.85714286","70","3.916666667","5","6.666666667","11.66666667","5.595238095","7.142857143","9.523809524","16.66666667"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00053","","","","20","20","2","2","8","6","3","18","18","35","1.85","0.85","4","6","3","3","6","5","4","2.7","6.7","53","0.102777778","0.024285714","0.050943396","2.944444444","2.65","1","0.9","0.15","0.135","0.222222222","0.2","33.96226415","40.29850746","90","3.083333333","4.5","6.666666667","11.16666667","3.425925926","5","7.407407407","12.40740741"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00054","","","","20","20","2","1","8","4","4","18","22","30","1.7","0.6","1.2","2","3","1","5","4","2","2.3","3.5","52","0.077272727","0.02","0.044230769","2.888888889","2.6","1.222222222","1.1","0.127777778","0.115","0.066666667","0.06","42.30769231","65.71428571","90","2.833333333","3.833333333","2","5.833333333","3.148148148","4.259259259","2.222222222","6.481481481"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00055","","","","20","17","5","2","8","7","4","17","13","18","1","0.85","1","2","7","3","3","5","1","1.85","2.85","31","0.076923077","0.047222222","0.059677419","1.823529412","1.55","0.764705882","0.65","0.108823529","0.0925","0.058823529","0.05","41.93548387","64.9122807","85","1.666666667","3.083333333","1.666666667","4.75","1.960784314","3.62745098","1.960784314","5.588235294"
"","","UGP2018NAM-PT01","","","","","","","","","UGP2018NAM-PT01-00056","","","","20","18","2","2","9","6","5","18","25","69","5.5","2.4","20.3","6","4","4","7","4","1","7.9","28.2","94","0.22","0.034782609","0.084042553","5.222222222","4.7","1.388888889","1.25","0.438888889","0.395","1.127777778","1.015","26.59574468","28.0141844","90","9.166666667","13.16666667","33.83333333","47","10.18518519","14.62962963","37.59259259","52.22222222"
