"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015NAM-OT02","","","","","","","","","UGP2015NAM-OT02-00001","","","","3","3","2","2","7","1","3","3","5","4","1.12","0.16","2","8","3","2","5","3","5.46","1.28","3.28","9","0.224","0.04","0.142222222","3","3","1.666666667","1.666666667","0.426666667","0.426666667","0.666666667","0.666666667","55.55555556","39.02439024","100","12.44444444","14.22222222","22.22222222","36.44444444","12.44444444","14.22222222","22.22222222","36.44444444"
"","","UGP2015NAM-OT02","","","","","","","","","UGP2015NAM-OT02-00002","","","","3","3","1","2","7","1","4","3","2","8","0.24","0.2","1.1","5","4","4","2","5","3.76","0.44","1.54","10","0.12","0.025","0.044","3.333333333","3.333333333","0.666666667","0.666666667","0.146666667","0.146666667","0.366666667","0.366666667","20","28.57142857","100","2.666666667","4.888888889","12.22222222","17.11111111","2.666666667","4.888888889","12.22222222","17.11111111"
"","","UGP2015NAM-OT02","","","","","","","","","UGP2015NAM-OT02-00003","","","","3","3","1","2","5","1","3","3","0","0","0","0","0.28","","","","","","","0","0.28","0","","","","0","0","0","0","0","0","0.093333333","0.093333333","","0","100","0","0","3.111111111","3.111111111","0","0","3.111111111","3.111111111"
"","","UGP2015NAM-OT02","","","","","","","","","UGP2015NAM-OT02-00004","","","","3","3","1","3","5","1","2","3","5","1","0.64","0.04","0.4","2","4","5","5","3","0.12","0.68","1.08","6","0.128","0.04","0.113333333","2","2","1.666666667","1.666666667","0.226666667","0.226666667","0.133333333","0.133333333","83.33333333","62.96296296","100","7.111111111","7.555555556","4.444444444","12","7.111111111","7.555555556","4.444444444","12"
"","","UGP2015NAM-OT02","","","","","","","","","UGP2015NAM-OT02-00005","","","","3","2","1","2","5","1","4","1","1","1","0.4","0.02","0.19","3","2","2","6","3","0.02","0.42","0.61","2","0.4","0.02","0.21","2","0.666666667","1","0.333333333","0.42","0.14","0.19","0.063333333","50","68.85245902","33.33333333","4.444444444","4.666666667","2.111111111","6.777777778","13.33333333","14","6.333333333","20.33333333"
"","","UGP2015NAM-OT02","","","","","","","","","UGP2015NAM-OT02-00006","","","","3","3","2","2","7","1","2","3","9","2","1.8","0.04","0.7","3","1","3","6","3","0.15","1.84","2.54","11","0.2","0.02","0.167272727","3.666666667","3.666666667","3","3","0.613333333","0.613333333","0.233333333","0.233333333","81.81818182","72.44094488","100","20","20.44444444","7.777777778","28.22222222","20","20.44444444","7.777777778","28.22222222"
"","","UGP2015NAM-OT02","","","","","","","","","UGP2015NAM-OT02-00007","","","","3","3","2","4","5","1","2","2","1","3","0.15","0.1","1.1","6","1","2","2","7","0","0.25","1.35","4","0.15","0.033333333","0.0625","2","1.333333333","0.5","0.333333333","0.125","0.083333333","0.55","0.366666667","25","18.51851852","66.66666667","1.666666667","2.777777778","12.22222222","15","2.5","4.166666667","18.33333333","22.5"
"","","UGP2015NAM-OT02","","","","","","","","","UGP2015NAM-OT02-00008","","","","3","3","2","3","8","1","2","2","2","3","0.16","0.08","2.8","8","2","1","2","9","0","0.24","3.04","5","0.08","0.026666667","0.048","2.5","1.666666667","1","0.666666667","0.12","0.08","1.4","0.933333333","40","7.894736842","66.66666667","1.777777778","2.666666667","31.11111111","33.77777778","2.666666667","4","46.66666667","50.66666667"
"","","UGP2015NAM-OT02","","","","","","","","","UGP2015NAM-OT02-00009","","","","3","3","2","4","6","1","2","3","6","0","0.68","0","0.8","2","3","2","2","5","0.02","0.68","1.48","6","0.113333333","","0.113333333","2","2","2","2","0.226666667","0.226666667","0.266666667","0.266666667","100","45.94594595","100","7.555555556","7.555555556","8.888888889","16.44444444","7.555555556","7.555555556","8.888888889","16.44444444"
"","","UGP2015NAM-OT02","","","","","","","","","UGP2015NAM-OT02-00010","","","","3","3","1","3","7","1","2","3","5","1","1.8","0.04","1.8","6","1","2","7","3","1.38","1.84","3.64","6","0.36","0.04","0.306666667","2","2","1.666666667","1.666666667","0.613333333","0.613333333","0.6","0.6","83.33333333","50.54945055","100","20","20.44444444","20","40.44444444","20","20.44444444","20","40.44444444"
