"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00001","","","","20","2","1","2","5","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00002","","","","20","13","2","3","5","1","3","9","5","14","0.29","0.2","4","9","1","1","4","7","1.38","0.49","4.49","0.058","0.014285714","19","2.111111111","0.95","0.555555556","0.25","0.054444444","0.0245","0.444444444","0.2","26.31578947","10.91314031","45","0.483333333","0.816666667","6.666666667","7.483333333","0.025789474","1.074074074","1.814814815","14.81481481","16.62962963"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00003","","","","20","5","1","4","4","1","2","5","0","2","0","0.06","0.5","2","3","1","5","9","0","0.06","0.56","","0.03","2","0.4","0.1","0","0","0.012","0.003","0.1","0.025","0","10.71428571","25","0","0.1","0.833333333","0.933333333","0.03","0","0.4","3.333333333","3.733333333"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00004","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00005","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00006","","","","20","5","1","2","5","1","2","5","0","0","0","0","0.6","","","","","","","0","0.6","","","0","0","0","0","0","0","0","0.12","0.03","","0","25","0","0","1","1","","0","0","4","4"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00007","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00008","","","","20","13","1","2","5","1","2","8","0","5","0","0.08","10.8","9","1","1","8","9","0.15","0.08","10.88","","0.016","5","0.625","0.25","0","0","0.01","0.004","1.35","0.54","0","0.735294118","40","0","0.133333333","18","18.13333333","0.016","0","0.333333333","45","45.33333333"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00009","","","","20","12","1","2","5","1","2","12","1","5","0.08","0.06","4.5","6","1","1","5","9","7.76","0.14","4.64","0.08","0.012","6","0.5","0.3","0.083333333","0.05","0.011666667","0.007","0.375","0.225","16.66666667","3.017241379","60","0.133333333","0.233333333","7.5","7.733333333","0.023333333","0.222222222","0.388888889","12.5","12.88888889"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00010","","","","20","7","2","2","3","2","4","4","0","4","0","0.1","0.9","2","1","1","9","9","0.12","0.1","1","","0.025","4","1","0.2","0","0","0.025","0.005","0.225","0.045","0","10","20","0","0.166666667","1.5","1.666666667","0.025","0","0.833333333","7.5","8.333333333"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00011","","","","20","18","1","1","6","1","1","15","4","7","1","0.08","15.6","8","1","1","4","5","0","1.08","16.68","0.25","0.011428571","11","0.733333333","0.55","0.266666667","0.2","0.072","0.054","1.04","0.78","36.36363636","6.474820144","75","1.666666667","1.8","26","27.8","0.098181818","2.222222222","2.4","34.66666667","37.06666667"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00012","","","","20","10","1","2","5","1","2","9","4","4","0.3","0.08","0.6","8","1","1","5","5","0","0.38","0.98","0.075","0.02","8","0.888888889","0.4","0.444444444","0.2","0.042222222","0.019","0.066666667","0.03","50","38.7755102","45","0.5","0.633333333","1","1.633333333","0.0475","1.111111111","1.407407407","2.222222222","3.62962963"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00013","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00014","","","","20","15","1","2","5","1","2","12","0","1","0","0.02","1.6","8","1","1","5","9","0.12","0.02","1.62","","0.02","1","0.083333333","0.05","0","0","0.001666667","0.001","0.133333333","0.08","0","1.234567901","60","0","0.033333333","2.666666667","2.7","0.02","0","0.055555556","4.444444444","4.5"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00015","","","","20","3","1","3","5","1","2","2","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.05","0.005","","0","10","0","0","0.166666667","0.166666667","","0","0","1.666666667","1.666666667"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00016","","","","20","5","1","1","6","2","2","3","0","4","0","0.08","3.5","6","1","1","5","9","4.61","0.08","3.58","","0.02","4","1.333333333","0.2","0","0","0.026666667","0.004","1.166666667","0.175","0","2.234636872","15","0","0.133333333","5.833333333","5.966666667","0.02","0","0.888888889","38.88888889","39.77777778"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00017","","","","20","20","1","1","5","1","2","20","11","16","1.2","0.39","10.2","9","1","1","5","5","0","1.59","11.79","0.109090909","0.024375","27","1.35","1.35","0.55","0.55","0.0795","0.0795","0.51","0.51","40.74074074","13.48600509","100","2","2.65","17","19.65","0.058888889","2","2.65","17","19.65"
"","","UGP2015KAC-PT01","","","","","","","","","UGP2015KAC-PT01-00018","","","","20","14","1","2","6","1","2","10","7","3","0.7","0.04","3.4","8","1","1","9","5","0","0.74","4.14","0.1","0.013333333","10","1","0.5","0.7","0.35","0.074","0.037","0.34","0.17","70","17.87439614","50","1.166666667","1.233333333","5.666666667","6.9","0.074","2.333333333","2.466666667","11.33333333","13.8"
