"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017KAC-AT01","","","","","","","","","UGP2017KAC-AT01-00001","","","","10","5","2","2","9","1","2","5","6","6","1","0.2","8","8","1","1","6","2","0","1.2","9.2","12","0.166666667","0.033333333","0.1","2.4","1.2","1.2","0.6","0.24","0.12","1.6","0.8","50","13.04347826","50","3.333333333","4","26.66666667","30.66666667","6.666666667","8","53.33333333","61.33333333"
"","","UGP2017KAC-AT01","","","","","","","","","UGP2017KAC-AT01-00002","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017KAC-AT01","","","","","","","","","UGP2017KAC-AT01-00003","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017KAC-AT01","","","","","","","","","UGP2017KAC-AT01-00004","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017KAC-AT01","","","","","","","","","UGP2017KAC-AT01-00005","","","","10","1","2","1","7","1","1","1","0","4","0","0.1","1","8","1","1","3","8","0","0.1","1.1","4","","0.025","0.025","4","0.4","0","0","0.1","0.01","1","0.1","0","9.090909091","10","0","0.333333333","3.333333333","3.666666667","0","3.333333333","33.33333333","36.66666667"
"","","UGP2017KAC-AT01","","","","","","","","","UGP2017KAC-AT01-00006","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017KAC-AT01","","","","","","","","","UGP2017KAC-AT01-00007","","","","10","2","2","1","8","1","1","2","5","5","1","0.05","4","3","1","1","3","4","0","1.05","5.05","10","0.2","0.01","0.105","5","1","2.5","0.5","0.525","0.105","2","0.4","50","20.79207921","20","3.333333333","3.5","13.33333333","16.83333333","16.66666667","17.5","66.66666667","84.16666667"
"","","UGP2017KAC-AT01","","","","","","","","","UGP2017KAC-AT01-00008","","","","10","3","1","1","8","1","1","3","6","7","2","0.1","5","9","1","1","7","4","0","2.1","7.1","13","0.333333333","0.014285714","0.161538462","4.333333333","1.3","2","0.6","0.7","0.21","1.666666667","0.5","46.15384615","29.57746479","30","6.666666667","7","16.66666667","23.66666667","22.22222222","23.33333333","55.55555556","78.88888889"
"","","UGP2017KAC-AT01","","","","","","","","","UGP2017KAC-AT01-00009","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017KAC-AT01","","","","","","","","","UGP2017KAC-AT01-00010","","","","10","4","1","1","9","1","1","4","4","13","0.5","0.05","9","9","1","1","3","7","0","0.55","9.55","17","0.125","0.003846154","0.032352941","4.25","1.7","1","0.4","0.1375","0.055","2.25","0.9","23.52941176","5.759162304","40","1.666666667","1.833333333","30","31.83333333","4.166666667","4.583333333","75","79.58333333"
