"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00051","","","","20","16","2","2","8","2","2","16","0","4","0","0.8","0.16","","5","6","1","3","","0.8","0.96","","0.2","4","0.25","0.2","0","0","0.05","0.04","0.01","0.008","0","83.33333333","80","0","1.333333333","0.266666667","1.6","0.2","0","1.666666667","0.333333333","2"
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00052","","","","20","20","1","1","8","1","2","20","15","6","12.5","1.3","13","5","4","5","2","1","0.12","13.8","26.8","0.833333333","0.216666667","21","1.05","1.05","0.75","0.75","0.69","0.69","0.65","0.65","71.42857143","51.49253731","100","20.83333333","23","21.66666667","44.66666667","0.657142857","20.83333333","23","21.66666667","44.66666667"
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00053","","","","20","16","3","3","7","1","1","16","0","14","0","0.8","0.8","","","","","","","0.8","1.6","","0.057142857","14","0.875","0.7","0","0","0.05","0.04","0.05","0.04","0","50","80","0","1.333333333","1.333333333","2.666666667","0.057142857","0","1.666666667","1.666666667","3.333333333"
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00054","","","","20","20","2","2","8","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00055","","","","20","12","1","1","8","1","2","12","24","24","14","0.8","15.5","4","3","4","2","1","0","14.8","30.3","0.583333333","0.033333333","48","4","2.4","2","1.2","1.233333333","0.74","1.291666667","0.775","50","48.84488449","60","23.33333333","24.66666667","25.83333333","50.5","0.308333333","38.88888889","41.11111111","43.05555556","84.16666667"
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00056","","","","20","16","1","2","5","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00057","","","","20","16","2","1","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00058","","","","20","12","1","2","8","2","2","12","4","4","0.4","0.16","14","3","6","3","3","3","0","0.56","14.56","0.1","0.04","8","0.666666667","0.4","0.333333333","0.2","0.046666667","0.028","1.166666667","0.7","50","3.846153846","60","0.666666667","0.933333333","23.33333333","24.26666667","0.07","1.111111111","1.555555556","38.88888889","40.44444444"
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00059","","","","20","14","1","2","8","1","2","14","8","0","4","0","12","9","2","6","4","1","0","4","16","0.5","","8","0.571428571","0.4","0.571428571","0.4","0.285714286","0.2","0.857142857","0.6","100","25","70","6.666666667","6.666666667","20","26.66666667","0.5","9.523809524","9.523809524","28.57142857","38.0952381"
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00060","","","","20","20","1","2","7","1","2","20","0","2","0","0.4","","","5","6","1","1","","0.4","","","0.2","2","0.1","0.1","0","0","0.02","0.02","","","0","","100","0","0.666666667","","","0.2","0","0.666666667","",""
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00061","","","","20","20","1","2","8","1","2","20","17","6","12","0.4","14","3","3","5","2","1","4.61","12.4","26.4","0.705882353","0.066666667","23","1.15","1.15","0.85","0.85","0.62","0.62","0.7","0.7","73.91304348","46.96969697","100","20","20.66666667","23.33333333","44","0.539130435","20","20.66666667","23.33333333","44"
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00062","","","","20","8","2","2","5","2","1","8","0","0","0","0","0.4","","","","","","","0","0.4","","","0","0","0","0","0","0","0","0.05","0.02","","0","40","0","0","0.666666667","0.666666667","","0","0","1.666666667","1.666666667"
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00063","","","","20","20","1","2","7","1","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00064","","","","20","12","2","2","6","1","1","12","0","2","0","0.2","0.16","","","8","1","1","14.37","0.2","0.36","","0.1","2","0.166666667","0.1","0","0","0.016666667","0.01","0.013333333","0.008","0","55.55555556","60","0","0.333333333","0.266666667","0.6","0.1","0","0.555555556","0.444444444","1"
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00065","","","","20","20","2","2","7","1","1","16","0","2","0","0.4","","","","","","","","0.4","","","0.2","2","0.125","0.1","0","0","0.025","0.02","","","0","","80","0","0.666666667","","","0.2","0","0.833333333","",""
"","","UGP2015SER-ST01","","","","","","","","","UGP2015SER-ST01-00066","","","","20","20","1","2","9","1","1","20","","2","4","0.4","0.04","","","5","1","1","6.12","4.4","4.44","","0.2","","","","","","0.22","0.22","0.002","0.002","","99.0990991","100","6.666666667","7.333333333","0.066666667","7.4","","6.666666667","7.333333333","0.066666667","7.4"
