"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014NAM-PT02","","","","","","","","","UGP2014NAM-PT02-00001","","","","30","15","2","3","9","1","2","9","9","2","3","0.04","35.1","2","3","3","2","2","0.15","3.04","38.14","0.333333333","0.02","11","1.222222222","0.366666667","1","0.3","0.337777778","0.101333333","3.9","1.17","81.81818182","7.970634504","30","0.276363636","3.333333333","3.377777778","39","42.37777778","11.11111111","11.25925926","130","141.2592593"
"","","UGP2014NAM-PT02","","","","","","","","","UGP2014NAM-PT02-00002","","","","30","26","1","2","9","1","2","19","13","20","5","1.5","55","2","5","2","2","2","0.12","6.5","61.5","0.384615385","0.075","33","1.736842105","1.1","0.684210526","0.433333333","0.342105263","0.216666667","2.894736842","1.833333333","39.39393939","10.56910569","63.33333333","0.196969697","5.555555556","7.222222222","61.11111111","68.33333333","8.771929825","11.40350877","96.49122807","107.8947368"
"","","UGP2014NAM-PT02","","","","","","","","","UGP2014NAM-PT02-00003","","","","30","27","1","3","7","1","4","27","53","73","13","1.2","14.5","2","3","2","4","4","1.65","14.2","28.7","0.245283019","0.016438356","126","4.666666667","4.2","1.962962963","1.766666667","0.525925926","0.473333333","0.537037037","0.483333333","42.06349206","49.47735192","90","0.112698413","14.44444444","15.77777778","16.11111111","31.88888889","16.04938272","17.5308642","17.90123457","35.43209877"
"","","UGP2014NAM-PT02","","","","","","","","","UGP2014NAM-PT02-00004","","","","30","22","1","3","7","1","2","10","28","11","12.5","0.24","22.7","9","1","6","3","1","0.15","12.74","35.44","0.446428571","0.021818182","39","3.9","1.3","2.8","0.933333333","1.274","0.424666667","2.27","0.756666667","71.79487179","35.94808126","33.33333333","0.326666667","13.88888889","14.15555556","25.22222222","39.37777778","41.66666667","42.46666667","75.66666667","118.1333333"
"","","UGP2014NAM-PT02","","","","","","","","","UGP2014NAM-PT02-00005","","","","30","20","2","5","9","1","2","20","8","5","1.5","0.08","35","8","5","3","1","1","0.12","1.58","36.58","0.1875","0.016","13","0.65","0.433333333","0.4","0.266666667","0.079","0.052666667","1.75","1.166666667","61.53846154","4.319300164","66.66666667","0.121538462","1.666666667","1.755555556","38.88888889","40.64444444","2.5","2.633333333","58.33333333","60.96666667"
"","","UGP2014NAM-PT02","","","","","","","","","UGP2014NAM-PT02-00006","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014NAM-PT02","","","","","","","","","UGP2014NAM-PT02-00007","","","","30","21","3","6","5","1","3","15","14","5","3.5","0.08","4","2","3","2","2","2","0.02","3.58","7.58","0.25","0.016","19","1.266666667","0.633333333","0.933333333","0.466666667","0.238666667","0.119333333","0.266666667","0.133333333","73.68421053","47.22955145","50","0.188421053","3.888888889","3.977777778","4.444444444","8.422222222","7.777777778","7.955555556","8.888888889","16.84444444"
"","","UGP2014NAM-PT02","","","","","","","","","UGP2014NAM-PT02-00008","","","","30","19","2","3","9","1","3","18","29","14","8.2","0.38","64.5","2","3","6","3","1","1.5","8.58","73.08","0.282758621","0.027142857","43","2.388888889","1.433333333","1.611111111","0.966666667","0.476666667","0.286","3.583333333","2.15","67.44186047","11.74055829","60","0.199534884","9.111111111","9.533333333","71.66666667","81.2","15.18518519","15.88888889","119.4444444","135.3333333"
"","","UGP2014NAM-PT02","","","","","","","","","UGP2014NAM-PT02-00009","","","","30","10","3","7","6","1","2","10","4","1","0.74","0.04","3.3","2","5","1","3","2","0.12","0.78","4.08","0.185","0.04","5","0.5","0.166666667","0.4","0.133333333","0.078","0.026","0.33","0.11","80","19.11764706","33.33333333","0.156","0.822222222","0.866666667","3.666666667","4.533333333","2.466666667","2.6","11","13.6"
"","","UGP2014NAM-PT02","","","","","","","","","UGP2014NAM-PT02-00010","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
