"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00024","","","","20","10","1","2","8","1","2","10","22","5","9","0.4","15.5","3","1","5","3","1","7.23","9.4","24.9","0.409090909","0.08","27","2.7","1.35","2.2","1.1","0.94","0.47","1.55","0.775","81.48148148","37.75100402","50","15","15.66666667","25.83333333","41.5","0.348148148","30","31.33333333","51.66666667","83"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00025","","","","20","16","1","1","8","1","1","16","0","0","0","0","5","","","","","","","0","5","","","0","0","0","0","0","0","0","0.3125","0.25","","0","80","0","0","8.333333333","8.333333333","","0","0","10.41666667","10.41666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00026","","","","20","12","2","2","6","2","1","12","0","0","0","0","0.48","","","","","","","0","0.48","","","0","0","0","0","0","0","0","0.04","0.024","","0","60","0","0","0.8","0.8","","0","0","1.333333333","1.333333333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00027","","","","20","7","1","2","7","1","2","7","10","2","4","0.04","4","2","1","1","6","3","1.38","4.04","8.04","0.4","0.02","12","1.714285714","0.6","1.428571429","0.5","0.577142857","0.202","0.571428571","0.2","83.33333333","50.24875622","35","6.666666667","6.733333333","6.666666667","13.4","0.336666667","19.04761905","19.23809524","19.04761905","38.28571429"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00028","","","","20","10","2","2","8","2","2","5","5","0","3","0","22","9","1","1","4","3","0.02","3","25","0.6","","5","1","0.25","1","0.25","0.6","0.15","4.4","1.1","100","12","25","5","5","36.66666667","41.66666667","0.6","20","20","146.6666667","166.6666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00029","","","","20","13","3","2","7","2","2","7","9","6","4","0.2","40","3","1","3","","","1.04","4.2","44.2","0.444444444","0.033333333","15","2.142857143","0.75","1.285714286","0.45","0.6","0.21","5.714285714","2","60","9.502262443","35","6.666666667","7","66.66666667","73.66666667","0.28","19.04761905","20","190.4761905","210.4761905"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00030","","","","20","14","1","2","7","1","2","14","15","4","13.5","0.4","11.3","7","2","3","3","1","7.76","13.9","25.2","0.9","0.1","19","1.357142857","0.95","1.071428571","0.75","0.992857143","0.695","0.807142857","0.565","78.94736842","55.15873016","70","22.5","23.16666667","18.83333333","42","0.731578947","32.14285714","33.0952381","26.9047619","60"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00031","","","","20","13","1","2","7","2","2","6","6","3","1.8","0.04","10","9","1","1","2","3","0.03","1.84","11.84","0.3","0.013333333","9","1.5","0.45","1","0.3","0.306666667","0.092","1.666666667","0.5","66.66666667","15.54054054","30","3","3.066666667","16.66666667","19.73333333","0.204444444","10","10.22222222","55.55555556","65.77777778"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00032","","","","20","11","2","2","7","1","2","6","12","4","3","0.06","11.5","8","1","2","4","3","1.38","3.06","14.56","0.25","0.015","16","2.666666667","0.8","2","0.6","0.51","0.153","1.916666667","0.575","75","21.01648352","30","5","5.1","19.16666667","24.26666667","0.19125","16.66666667","17","63.88888889","80.88888889"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00033","","","","20","14","3","3","6","1","2","7","6","0","0.64","0","29","9","1","1","5","5","0","0.64","29.64","0.106666667","","6","0.857142857","0.3","0.857142857","0.3","0.091428571","0.032","4.142857143","1.45","100","2.159244265","35","1.066666667","1.066666667","48.33333333","49.4","0.106666667","3.047619048","3.047619048","138.0952381","141.1428571"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00034","","","","20","8","3","2","7","1","2","5","1","4","0.4","0.06","16","6","1","1","4","5","7.76","0.46","16.46","0.4","0.015","5","1","0.25","0.2","0.05","0.092","0.023","3.2","0.8","20","2.794653706","25","0.666666667","0.766666667","26.66666667","27.43333333","0.092","2.666666667","3.066666667","106.6666667","109.7333333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00035","","","","20","20","2","1","9","1","1","20","8","0","1","0","11","3","8","3","3","1","0","1","12","0.125","","8","0.4","0.4","0.4","0.4","0.05","0.05","0.55","0.55","100","8.333333333","100","1.666666667","1.666666667","18.33333333","20","0.125","1.666666667","1.666666667","18.33333333","20"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00036","","","","20","14","1","2","6","1","1","14","0","0","0","0","0.4","","","","","","","0","0.4","","","0","0","0","0","0","0","0","0.028571429","0.02","","0","70","0","0","0.666666667","0.666666667","","0","0","0.952380952","0.952380952"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00037","","","","20","12","2","2","8","2","2","9","25","2","8","0.06","22","5","1","3","8","1","7.76","8.06","30.06","0.32","0.03","27","3","1.35","2.777777778","1.25","0.895555556","0.403","2.444444444","1.1","92.59259259","26.81304059","45","13.33333333","13.43333333","36.66666667","50.1","0.298518519","29.62962963","29.85185185","81.48148148","111.3333333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00038","","","","20","10","1","2","5","1","2","10","","7","16","0.02","13.5","4","4","4","3","1","0","16.02","29.52","","0.002857143","","","","","","1.602","0.801","1.35","0.675","","54.26829268","50","26.66666667","26.7","22.5","49.2","","53.33333333","53.4","45","98.4"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00039","","","","20","15","1","3","8","1","2","15","27","7","10.1","0.2","17","3","1","3","8","3","0.12","10.3","27.3","0.374074074","0.028571429","34","2.266666667","1.7","1.8","1.35","0.686666667","0.515","1.133333333","0.85","79.41176471","37.72893773","75","16.83333333","17.16666667","28.33333333","45.5","0.302941176","22.44444444","22.88888889","37.77777778","60.66666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00040","","","","20","20","1","2","8","2","1","20","20","8","6","0.2","9","8","3","3","3","1","4.41","6.2","15.2","0.3","0.025","28","1.4","1.4","1","1","0.31","0.31","0.45","0.45","71.42857143","40.78947368","100","10","10.33333333","15","25.33333333","0.221428571","10","10.33333333","15","25.33333333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00041","","","","20","16","1","2","7","1","2","14","11","4","22.1","0.4","17.5","7","1","2","2","1","0.69","22.5","40","2.009090909","0.1","15","1.071428571","0.75","0.785714286","0.55","1.607142857","1.125","1.25","0.875","73.33333333","56.25","70","36.83333333","37.5","29.16666667","66.66666667","1.5","52.61904762","53.57142857","41.66666667","95.23809524"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00042","","","","20","10","2","2","8","1","2","4","4","1","3.6","0.02","20","9","1","1","4","1","0.12","3.62","23.62","0.9","0.02","5","1.25","0.25","1","0.2","0.905","0.181","5","1","80","15.32599492","20","6","6.033333333","33.33333333","39.36666667","0.724","30","30.16666667","166.6666667","196.8333333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00043","","","","20","10","3","2","7","1","2","5","22","5","8","0.1","8","5","1","1","4","3","0","8.1","16.1","0.363636364","0.02","27","5.4","1.35","4.4","1.1","1.62","0.405","1.6","0.4","81.48148148","50.31055901","25","13.33333333","13.5","13.33333333","26.83333333","0.3","53.33333333","54","53.33333333","107.3333333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00044","","","","20","20","1","2","5","1","2","20","12","6","16.5","0.3","13.5","6","2","4","3","1","0","16.8","30.3","1.375","0.05","18","0.9","0.9","0.6","0.6","0.84","0.84","0.675","0.675","66.66666667","55.44554455","100","27.5","28","22.5","50.5","0.933333333","27.5","28","22.5","50.5"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00045","","","","20","9","2","2","8","1","2","7","15","6","3.5","0.22","21","5","1","1","5","3","0.12","3.72","24.72","0.233333333","0.036666667","21","3","1.05","2.142857143","0.75","0.531428571","0.186","3","1.05","71.42857143","15.04854369","35","5.833333333","6.2","35","41.2","0.177142857","16.66666667","17.71428571","100","117.7142857"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00046","","","","20","14","2","2","8","1","1","14","20","0","6","0","6","3","2","3","3","2","1.65","6","12","0.3","","20","1.428571429","1","1.428571429","1","0.428571429","0.3","0.428571429","0.3","100","50","70","10","10","10","20","0.3","14.28571429","14.28571429","14.28571429","28.57142857"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00047","","","","20","14","2","1","9","1","2","14","10","0","1","0","6","3","6","3","2","1","3.96","1","7","0.1","","10","0.714285714","0.5","0.714285714","0.5","0.071428571","0.05","0.428571429","0.3","100","14.28571429","70","1.666666667","1.666666667","10","11.66666667","0.1","2.380952381","2.380952381","14.28571429","16.66666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00048","","","","20","12","2","2","6","2","2","6","0","0","0","0","6.5","","","","","","","0","6.5","","","0","0","0","0","0","0","0","1.083333333","0.325","","0","30","0","0","10.83333333","10.83333333","","0","0","36.11111111","36.11111111"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00049","","","","20","10","4","2","1","5","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00050","","","","20","14","1","2","6","1","2","14","22","7","12","0.09","11.5","5","2","4","3","1","1.38","12.09","23.59","0.545454545","0.012857143","29","2.071428571","1.45","1.571428571","1.1","0.863571429","0.6045","0.821428571","0.575","75.86206897","51.25052989","70","20","20.15","19.16666667","39.31666667","0.416896552","28.57142857","28.78571429","27.38095238","56.16666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00051","","","","20","11","2","2","7","1","2","7","13","4","3.9","0.02","5","3","1","3","6","3","0.69","3.92","8.92","0.3","0.005","17","2.428571429","0.85","1.857142857","0.65","0.56","0.196","0.714285714","0.25","76.47058824","43.94618834","35","6.5","6.533333333","8.333333333","14.86666667","0.230588235","18.57142857","18.66666667","23.80952381","42.47619048"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00052","","","","20","10","1","2","8","2","1","10","0","8","0","0.04","6","3","8","3","2","3","6.12","0.04","6.04","","0.005","8","0.8","0.4","0","0","0.004","0.002","0.6","0.3","0","0.662251656","50","0","0.066666667","10","10.06666667","0.005","0","0.133333333","20","20.13333333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00053","","","","20","12","1","1","8","1","1","12","10","4","2.4","0.06","6","8","1","6","5","1","4.61","2.46","8.46","0.24","0.015","14","1.166666667","0.7","0.833333333","0.5","0.205","0.123","0.5","0.3","71.42857143","29.07801418","60","4","4.1","10","14.1","0.175714286","6.666666667","6.833333333","16.66666667","23.5"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00054","","","","20","14","2","2","9","1","2","6","24","9","11","0.24","13","2","3","4","6","1","1.17","11.24","24.24","0.458333333","0.026666667","33","5.5","1.65","4","1.2","1.873333333","0.562","2.166666667","0.65","72.72727273","46.36963696","30","18.33333333","18.73333333","21.66666667","40.4","0.340606061","61.11111111","62.44444444","72.22222222","134.6666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00055","","","","20","12","1","2","8","1","2","12","18","3","10.5","0.3","18","3","3","4","2","1","11.03","10.8","28.8","0.583333333","0.1","21","1.75","1.05","1.5","0.9","0.9","0.54","1.5","0.9","85.71428571","37.5","60","17.5","18","30","48","0.514285714","29.16666667","30","50","80"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00056","","","","20","12","1","2","8","2","2","12","2","2","0.4","0.06","9","2","7","6","1","3","0","0.46","9.46","0.2","0.03","4","0.333333333","0.2","0.166666667","0.1","0.038333333","0.023","0.75","0.45","50","4.862579281","60","0.666666667","0.766666667","15","15.76666667","0.115","1.111111111","1.277777778","25","26.27777778"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00057","","","","20","18","1","2","4","1","2","18","15","2","12.4","0.3","12.5","6","3","3","4","1","1.65","12.7","25.2","0.826666667","0.15","17","0.944444444","0.85","0.833333333","0.75","0.705555556","0.635","0.694444444","0.625","88.23529412","50.3968254","90","20.66666667","21.16666667","20.83333333","42","0.747058824","22.96296296","23.51851852","23.14814815","46.66666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00058","","","","20","8","2","2","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00059","","","","20","12","1","2","9","1","2","12","22","10","6","0.2","15","2","2","4","2","1","0","6.2","21.2","0.272727273","0.02","32","2.666666667","1.6","1.833333333","1.1","0.516666667","0.31","1.25","0.75","68.75","29.24528302","60","10","10.33333333","25","35.33333333","0.19375","16.66666667","17.22222222","41.66666667","58.88888889"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00060","","","","20","20","1","2","4","1","2","20","","6","17.2","0.3","16","4","4","5","3","1","0.03","17.5","33.5","","0.05","","","","","","0.875","0.875","0.8","0.8","","52.23880597","100","28.66666667","29.16666667","26.66666667","55.83333333","","28.66666667","29.16666667","26.66666667","55.83333333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00061","","","","20","14","1","2","8","1","2","7","15","4","5","0.2","6","2","1","1","4","3","0","5.2","11.2","0.333333333","0.05","19","2.714285714","0.95","2.142857143","0.75","0.742857143","0.26","0.857142857","0.3","78.94736842","46.42857143","35","8.333333333","8.666666667","10","18.66666667","0.273684211","23.80952381","24.76190476","28.57142857","53.33333333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00062","","","","20","8","1","1","7","1","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00063","","","","20","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
