"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017SER-AT02","","","","","","","","","UGP2017SER-AT02-00001","","","","30","27","2","2","8","2","2","27","28","3","9","0.1","5","8","6","3","3","2","0","9.1","14.1","0.321428571","0.033333333","31","1.148148148","1.033333333","1.037037037","0.933333333","0.337037037","0.303333333","0.185185185","0.166666667","90.32258065","64.53900709","90","0.293548387","10","10.11111111","5.555555556","15.66666667","11.11111111","11.2345679","6.172839506","17.40740741"
"","","UGP2017SER-AT02","","","","","","","","","UGP2017SER-AT02-00002","","","","30","30","3","2","7","2","2","30","17","22","4","1.5","1.5","8","6","3","3","3","7.76","5.5","7","0.235294118","0.068181818","39","1.3","1.3","0.566666667","0.566666667","0.183333333","0.183333333","0.05","0.05","43.58974359","78.57142857","100","0.141025641","4.444444444","6.111111111","1.666666667","7.777777778","4.444444444","6.111111111","1.666666667","7.777777778"
"","","UGP2017SER-AT02","","","","","","","","","UGP2017SER-AT02-00003","","","","30","20","2","2","7","2","1","20","10","6","1.5","0.5","1","3","4","3","4","4","10.5","2","3","0.15","0.083333333","16","0.8","0.533333333","0.5","0.333333333","0.1","0.066666667","0.05","0.033333333","62.5","66.66666667","66.66666667","0.125","1.666666667","2.222222222","1.111111111","3.333333333","2.5","3.333333333","1.666666667","5"
"","","UGP2017SER-AT02","","","","","","","","","UGP2017SER-AT02-00004","","","","30","18","3","1","8","2","1","18","20","4","4.2","0.8","12","6","4","4","6","2","7.23","5","17","0.21","0.2","24","1.333333333","0.8","1.111111111","0.666666667","0.277777778","0.166666667","0.666666667","0.4","83.33333333","29.41176471","60","0.208333333","4.666666667","5.555555556","13.33333333","18.88888889","7.777777778","9.259259259","22.22222222","31.48148148"
"","","UGP2017SER-AT02","","","","","","","","","UGP2017SER-AT02-00005","","","","30","14","1","2","8","1","1","14","1","1","0.1","0.02","6","8","2","1","7","7","7.76","0.12","6.12","0.1","0.02","2","0.142857143","0.066666667","0.071428571","0.033333333","0.008571429","0.004","0.428571429","0.2","50","1.960784314","46.66666667","0.06","0.111111111","0.133333333","6.666666667","6.8","0.238095238","0.285714286","14.28571429","14.57142857"
"","","UGP2017SER-AT02","","","","","","","","","UGP2017SER-AT02-00006","","","","30","20","2","2","7","1","1","20","33","5","7.3","0.03","4","4","7","3","3","1","7.23","7.33","11.33","0.221212121","0.006","38","1.9","1.266666667","1.65","1.1","0.3665","0.244333333","0.2","0.133333333","86.84210526","64.69549868","66.66666667","0.192894737","8.111111111","8.144444444","4.444444444","12.58888889","12.16666667","12.21666667","6.666666667","18.88333333"
"","","UGP2017SER-AT02","","","","","","","","","UGP2017SER-AT02-00007","","","","30","21","2","3","8","2","1","21","4","2","0.5","0.2","3","3","4","1","3","3","10.5","0.7","3.7","0.125","0.1","6","0.285714286","0.2","0.19047619","0.133333333","0.033333333","0.023333333","0.142857143","0.1","66.66666667","18.91891892","70","0.116666667","0.555555556","0.777777778","3.333333333","4.111111111","0.793650794","1.111111111","4.761904762","5.873015873"
"","","UGP2017SER-AT02","","","","","","","","","UGP2017SER-AT02-00008","","","","30","10","2","2","7","2","2","10","2","0","0.1","0","3","8","5","3","3","4","3.96","0.1","3.1","0.05","","2","0.2","0.066666667","0.2","0.066666667","0.01","0.003333333","0.3","0.1","100","3.225806452","33.33333333","0.05","0.111111111","0.111111111","3.333333333","3.444444444","0.333333333","0.333333333","10","10.33333333"
"","","UGP2017SER-AT02","","","","","","","","","UGP2017SER-AT02-00009","","","","30","16","2","2","8","2","2","16","3","2","0.5","0.1","2","9","3","1","3","3","7.76","0.6","2.6","0.166666667","0.05","5","0.3125","0.166666667","0.1875","0.1","0.0375","0.02","0.125","0.066666667","60","23.07692308","53.33333333","0.12","0.555555556","0.666666667","2.222222222","2.888888889","1.041666667","1.25","4.166666667","5.416666667"
"","","UGP2017SER-AT02","","","","","","","","","UGP2017SER-AT02-00010","","","","30","21","3","2","9","2","1","21","30","6","2","0.5","5","5","6","4","2","3","11.03","2.5","7.5","0.066666667","0.083333333","36","1.714285714","1.2","1.428571429","1","0.119047619","0.083333333","0.238095238","0.166666667","83.33333333","33.33333333","70","0.069444444","2.222222222","2.777777778","5.555555556","8.333333333","3.174603175","3.968253968","7.936507937","11.9047619"
