"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00042","","","","5","4","1","2","6","1","2","2","5","1","0.28","0.04","1.5","2","3","1","3","5","","0.12","0.32","1.82","0.056","0.04","6","3","1.2","2.5","1","0.16","0.064","0.75","0.3","83.33333333","17.58241758","40","0.053333333","1.866666667","2.133333333","10","12.13333333","4.666666667","5.333333333","25","30.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00043","","","","5","2","1","2","3","1","1","1","0","2","0","0.04","0.6","2","1","1","9","9","","0.02","0.04","0.64","","0.02","2","2","0.4","0","0","0.04","0.008","0.6","0.12","0","6.25","20","0.02","0","0.266666667","4","4.266666667","0","1.333333333","20","21.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00044","","","","5","5","2","3","8","1","2","5","22","17","3.5","0.48","7.6","2","3","1","3","3","","0.12","3.98","11.58","0.159090909","0.028235294","39","7.8","7.8","4.4","4.4","0.796","0.796","1.52","1.52","56.41025641","34.36960276","100","0.102051282","23.33333333","26.53333333","50.66666667","77.2","23.33333333","26.53333333","50.66666667","77.2"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00045","","","","5","3","1","","","1","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00046","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00047","","","","5","5","2","6","8","1","3","5","16","18","2.1","0.44","4","8","1","1","8","3","","0.12","2.54","6.54","0.13125","0.024444444","34","6.8","6.8","3.2","3.2","0.508","0.508","0.8","0.8","47.05882353","38.83792049","100","0.074705882","14","16.93333333","26.66666667","43.6","14","16.93333333","26.66666667","43.6"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00048","","","","5","4","1","3","5","1","2","3","0","3","0","0.08","0.2","2","1","1","9","7","","4.92","0.08","0.28","","0.026666667","3","1","0.6","0","0","0.026666667","0.016","0.066666667","0.04","0","28.57142857","60","0.026666667","0","0.533333333","1.333333333","1.866666667","0","0.888888889","2.222222222","3.111111111"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00049","","","","5","4","2","5","5","1","2","3","0","8","0","0.16","0.5","2","1","1","3","7","","0.12","0.16","0.66","","0.02","8","2.666666667","1.6","0","0","0.053333333","0.032","0.166666667","0.1","0","24.24242424","60","0.02","0","1.066666667","3.333333333","4.4","0","1.777777778","5.555555556","7.333333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00050","","","","5","3","2","4","7","1","2","2","8","2","2.4","0.06","3.8","2","3","1","8","3","","0.15","2.46","6.26","0.3","0.03","10","5","2","4","1.6","1.23","0.492","1.9","0.76","80","39.2971246","40","0.246","16","16.4","25.33333333","41.73333333","40","41","63.33333333","104.3333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00051","","","","5","2","1","3","6","1","2","2","3","3","0.24","0.04","2.3","2","1","1","9","5","","0.15","0.28","2.58","0.08","0.013333333","6","3","1.2","1.5","0.6","0.14","0.056","1.15","0.46","50","10.85271318","40","0.046666667","1.6","1.866666667","15.33333333","17.2","4","4.666666667","38.33333333","43"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00052","","","","5","5","1","2","7","1","2","4","7","0","1.5","0","1.4","2","1","1","1","3","","0.15","1.5","2.9","0.214285714","","7","1.75","1.4","1.75","1.4","0.375","0.3","0.35","0.28","100","51.72413793","80","0.214285714","10","10","9.333333333","19.33333333","12.5","12.5","11.66666667","24.16666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00053","","","","5","5","2","5","6","1","2","4","9","2","2.1","0.1","1.7","8","3","1","8","3","","1.5","2.2","3.9","0.233333333","0.05","11","2.75","2.2","2.25","1.8","0.55","0.44","0.425","0.34","81.81818182","56.41025641","80","0.2","14","14.66666667","11.33333333","26","17.5","18.33333333","14.16666667","32.5"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00054","","","","5","5","1","2","8","1","2","4","15","0","3.9","0","3.7","2","1","","6","3","","0.15","3.9","7.6","0.26","","15","3.75","3","3.75","3","0.975","0.78","0.925","0.74","100","51.31578947","80","0.26","26","26","24.66666667","50.66666667","32.5","32.5","30.83333333","63.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00055","","","","5","2","1","","","1","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00056","","","","5","5","1","2","5","1","2","5","8","15","1.7","0.56","1.8","2","1","1","9","3","","0.12","2.26","4.06","0.2125","0.037333333","23","4.6","4.6","1.6","1.6","0.452","0.452","0.36","0.36","34.7826087","55.66502463","100","0.09826087","11.33333333","15.06666667","12","27.06666667","11.33333333","15.06666667","12","27.06666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00057","","","","5","3","1","2","3","1","2","1","0","1","0","0.03","0.06","2","1","1","3","7","","1.74","0.03","0.09","","0.03","1","1","0.2","0","0","0.03","0.006","0.06","0.012","0","33.33333333","20","0.03","0","0.2","0.4","0.6","0","1","2","3"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00058","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00059","","","","5","5","1","3","5","1","2","4","6","8","1.4","0.26","1.2","2","3","1","6","3","","0.15","1.66","2.86","0.233333333","0.0325","14","3.5","2.8","1.5","1.2","0.415","0.332","0.3","0.24","42.85714286","58.04195804","80","0.118571429","9.333333333","11.06666667","8","19.06666667","11.66666667","13.83333333","10","23.83333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00060","","","","5","4","1","3","6","1","3","3","3","2","0.48","0.04","1.4","2","3","1","9","3","","0","0.52","1.92","0.16","0.02","5","1.666666667","1","1","0.6","0.173333333","0.104","0.466666667","0.28","60","27.08333333","60","0.104","3.2","3.466666667","9.333333333","12.8","5.333333333","5.777777778","15.55555556","21.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00061","","","","5","5","1","2","6","1","2","4","7","3","1.6","0.08","1","2","3","1","3","3","","3.96","1.68","2.68","0.228571429","0.026666667","10","2.5","2","1.75","1.4","0.42","0.336","0.25","0.2","70","62.68656716","80","0.168","10.66666667","11.2","6.666666667","17.86666667","13.33333333","14","8.333333333","22.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00062","","","","5","2","1","3","5","1","5","2","1","5","0.08","0.1","0.08","8","1","1","3","7","","3.96","0.18","0.26","0.08","0.02","6","3","1.2","0.5","0.2","0.09","0.036","0.04","0.016","16.66666667","69.23076923","40","0.03","0.533333333","1.2","0.533333333","1.733333333","1.333333333","3","1.333333333","4.333333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00063","","","","5","5","1","2","9","1","2","5","11","12","2.7","0.3","7.7","3","1","1","3","3","","0.02","3","10.7","0.245454545","0.025","23","4.6","4.6","2.2","2.2","0.6","0.6","1.54","1.54","47.82608696","28.03738318","100","0.130434783","18","20","51.33333333","71.33333333","18","20","51.33333333","71.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00064","","","","5","3","1","2","7","1","4","3","0","3","0","0.06","2","2","1","1","3","7","","0.12","0.06","2.06","","0.02","3","1","0.6","0","0","0.02","0.012","0.666666667","0.4","0","2.912621359","60","0.02","0","0.4","13.33333333","13.73333333","0","0.666666667","22.22222222","22.88888889"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00065","","","","5","4","1","3","7","1","2","4","9","0","3.2","0","3.3","8","3","1","1","1","","0","3.2","6.5","0.355555556","","9","2.25","1.8","2.25","1.8","0.8","0.64","0.825","0.66","100","49.23076923","80","0.355555556","21.33333333","21.33333333","22","43.33333333","26.66666667","26.66666667","27.5","54.16666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00066","","","","5","5","1","2","7","2","5","5","5","0","1.7","0","2","2","3","1","2","3","","0.02","1.7","3.7","0.34","","5","1","1","1","1","0.34","0.34","0.4","0.4","100","45.94594595","100","0.34","11.33333333","11.33333333","13.33333333","24.66666667","11.33333333","11.33333333","13.33333333","24.66666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00067","","","","5","4","1","3","6","1","3","3","6","5","1.3","0.2","0.8","2","3","1","3","3","","0.12","1.5","2.3","0.216666667","0.04","11","3.666666667","2.2","2","1.2","0.5","0.3","0.266666667","0.16","54.54545455","65.2173913","60","0.136363636","8.666666667","10","5.333333333","15.33333333","14.44444444","16.66666667","8.888888889","25.55555556"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00068","","","","5","5","1","2","6","1","4","4","7","3","1.1","0.1","1.1","5","3","3","4","3","","4.92","1.2","2.3","0.157142857","0.033333333","10","2.5","2","1.75","1.4","0.3","0.24","0.275","0.22","70","52.17391304","80","0.12","7.333333333","8","7.333333333","15.33333333","9.166666667","10","9.166666667","19.16666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00069","","","","5","5","2","7","4","1","2","4","0","0","0","0","0.1","","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.025","0.02","","0","80","","0","0","0.666666667","0.666666667","0","0","0.833333333","0.833333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00070","","","","5","2","2","4","3","1","2","1","0","1","0","0.02","0.11","2","1","1","3","9","","0.02","0.02","0.13","","0.02","1","1","0.2","0","0","0.02","0.004","0.11","0.022","0","15.38461538","20","0.02","0","0.133333333","0.733333333","0.866666667","0","0.666666667","3.666666667","4.333333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00071","","","","5","4","1","3","7","1","3","3","7","0","1.2","0","1.4","2","1","1","3","3","","1.5","1.2","2.6","0.171428571","","7","2.333333333","1.4","2.333333333","1.4","0.4","0.24","0.466666667","0.28","100","46.15384615","60","0.171428571","8","8","9.333333333","17.33333333","13.33333333","13.33333333","15.55555556","28.88888889"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00072","","","","5","5","2","3","6","1","2","5","5","18","0.9","0.44","1.3","2","1","1","9","5","","0.15","1.34","2.64","0.18","0.024444444","23","4.6","4.6","1","1","0.268","0.268","0.26","0.26","21.73913043","50.75757576","100","0.05826087","6","8.933333333","8.666666667","17.6","6","8.933333333","8.666666667","17.6"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00073","","","","5","5","1","3","6","1","2","3","3","4","0.3","0.12","1","2","1","1","3","5","","0.12","0.42","1.42","0.1","0.03","7","2.333333333","1.4","1","0.6","0.14","0.084","0.333333333","0.2","42.85714286","29.57746479","60","0.06","2","2.8","6.666666667","9.466666667","3.333333333","4.666666667","11.11111111","15.77777778"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00074","","","","5","5","2","5","7","1","2","4","4","7","0.4","0.16","2.8","8","1","1","9","5","","0","0.56","3.36","0.1","0.022857143","11","2.75","2.2","1","0.8","0.14","0.112","0.7","0.56","36.36363636","16.66666667","80","0.050909091","2.666666667","3.733333333","18.66666667","22.4","3.333333333","4.666666667","23.33333333","28"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00075","","","","5","4","1","2","6","1","2","4","12","11","1.4","0.28","1.1","5","1","1","8","3","","7.23","1.68","2.78","0.116666667","0.025454545","23","5.75","4.6","3","2.4","0.42","0.336","0.275","0.22","52.17391304","60.43165468","80","0.073043478","9.333333333","11.2","7.333333333","18.53333333","11.66666667","14","9.166666667","23.16666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00076","","","","5","5","1","2","6","1","2","5","7","6","1.3","0.24","0.8","8","1","1","9","3","","4.41","1.54","2.34","0.185714286","0.04","13","2.6","2.6","1.4","1.4","0.308","0.308","0.16","0.16","53.84615385","65.81196581","100","0.118461538","8.666666667","10.26666667","5.333333333","15.6","8.666666667","10.26666667","5.333333333","15.6"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00077","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00078","","","","5","3","","3","8","1","2","2","6","8","1.8","0.1","3.9","2","3","1","8","3","","3.76","1.9","5.8","0.3","0.0125","14","7","2.8","3","1.2","0.95","0.38","1.95","0.78","42.85714286","32.75862069","40","0.135714286","12","12.66666667","26","38.66666667","30","31.66666667","65","96.66666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00079","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00080","","","","5","5","1","5","9","1","3","4","8","25","0.6","0.5","16.7","2","1","1","8","5","","0","1.1","17.8","0.075","0.02","33","8.25","6.6","2","1.6","0.275","0.22","4.175","3.34","24.24242424","6.179775281","80","0.033333333","4","7.333333333","111.3333333","118.6666667","5","9.166666667","139.1666667","148.3333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00081","","","","5","2","1","2","7","1","2","2","0","7","0","0.2","1.9","2","3","1","9","7","","1.17","0.2","2.1","","0.028571429","7","3.5","1.4","0","0","0.1","0.04","0.95","0.38","0","9.523809524","40","0.028571429","0","1.333333333","12.66666667","14","0","3.333333333","31.66666667","35"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00082","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00083","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00084","","","","5","3","1","2","5","1","2","2","1","2","0.1","0.06","0.8","2","1","1","9","7","","0.02","0.16","0.96","0.1","0.03","3","1.5","0.6","0.5","0.2","0.08","0.032","0.4","0.16","33.33333333","16.66666667","40","0.053333333","0.666666667","1.066666667","5.333333333","6.4","1.666666667","2.666666667","13.33333333","16"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00085","","","","5","4","1","2","8","1","2","4","10","2","3.8","0.04","4.1","2","3","1","2","3","","0.02","3.84","7.94","0.38","0.02","12","3","2.4","2.5","2","0.96","0.768","1.025","0.82","83.33333333","48.3627204","80","0.32","25.33333333","25.6","27.33333333","52.93333333","31.66666667","32","34.16666667","66.16666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00086","","","","5","5","1","2","7","1","2","4","8","13","1.6","0.4","3.6","2","3","1","9","3","","0.12","2","5.6","0.2","0.030769231","21","5.25","4.2","2","1.6","0.5","0.4","0.9","0.72","38.0952381","35.71428571","80","0.095238095","10.66666667","13.33333333","24","37.33333333","13.33333333","16.66666667","30","46.66666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00087","","","","5","3","1","2","6","1","2","3","2","0","0.4","0","0.9","2","1","1","9","3","","0","0.4","1.3","0.2","","2","0.666666667","0.4","0.666666667","0.4","0.133333333","0.08","0.3","0.18","100","30.76923077","60","0.2","2.666666667","2.666666667","6","8.666666667","4.444444444","4.444444444","10","14.44444444"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00088","","","","5","5","2","3","7","1","2","4","4","12","0.4","0.52","3","2","3","1","9","5","","3.96","0.92","3.92","0.1","0.043333333","16","4","3.2","1","0.8","0.23","0.184","0.75","0.6","25","23.46938776","80","0.0575","2.666666667","6.133333333","20","26.13333333","3.333333333","7.666666667","25","32.66666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00089","","","","5","5","2","6","6","1","2","4","5","5","1.1","0.2","8.5","5","3","1","3","3","","3.96","1.3","9.8","0.22","0.04","10","2.5","2","1.25","1","0.325","0.26","2.125","1.7","50","13.26530612","80","0.13","7.333333333","8.666666667","56.66666667","65.33333333","9.166666667","10.83333333","70.83333333","81.66666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00090","","","","5","1","1","4","3","1","2","1","2","4","0.2","0.08","2.8","2","3","1","3","5","","1.04","0.28","3.08","0.1","0.02","6","6","1.2","2","0.4","0.28","0.056","2.8","0.56","33.33333333","9.090909091","20","0.046666667","1.333333333","1.866666667","18.66666667","20.53333333","6.666666667","9.333333333","93.33333333","102.6666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00091","","","","5","4","2","3","7","1","2","4","6","5","1.6","0.1","2.6","2","3","1","9","3","","1.32","1.7","4.3","0.266666667","0.02","11","2.75","2.2","1.5","1.2","0.425","0.34","0.65","0.52","54.54545455","39.53488372","80","0.154545455","10.66666667","11.33333333","17.33333333","28.66666667","13.33333333","14.16666667","21.66666667","35.83333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00092","","","","5","2","1","4","5","1","3","1","3","0","0.2","0","0.2","2","3","1","5","5","","0.12","0.2","0.4","0.066666667","","3","3","0.6","3","0.6","0.2","0.04","0.2","0.04","100","50","20","0.066666667","1.333333333","1.333333333","1.333333333","2.666666667","6.666666667","6.666666667","6.666666667","13.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00093","","","","5","3","2","6","4","1","2","1","1","0","0.06","0","0.7","8","1","1","3","5","","14.37","0.06","0.76","0.06","","1","1","0.2","1","0.2","0.06","0.012","0.7","0.14","100","7.894736842","20","0.06","0.4","0.4","4.666666667","5.066666667","2","2","23.33333333","25.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00094","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00095","","","","5","4","1","3","6","1","2","4","2","2","0.24","","1.6","2","1","1","4","3","","0.12","","","0.12","","4","1","0.8","0.5","0.4","","","0.4","0.32","50","","80","","1.6","","10.66666667","","2","","13.33333333",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00096","","","","5","3","2","7","4","1","3","2","0","6","0","0.16","0.08","8","3","1","3","7","","4.61","0.16","0.24","","0.026666667","6","3","1.2","0","0","0.08","0.032","0.04","0.016","0","66.66666667","40","0.026666667","0","1.066666667","0.533333333","1.6","0","2.666666667","1.333333333","4"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00097","","","","5","5","1","2","6","1","2","2","0","0","0","0","3.8","","","","","","","","0","3.8","","","0","0","0","0","0","0","0","1.9","0.76","","0","40","","0","0","25.33333333","25.33333333","0","0","63.33333333","63.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00098","","","","5","5","1","3","7","1","2","3","9","1","6.3","0.03","5","8","3","1","2","3","","0","6.33","11.33","0.7","0.03","10","3.333333333","2","3","1.8","2.11","1.266","1.666666667","1","90","55.86937335","60","0.633","42","42.2","33.33333333","75.53333333","70","70.33333333","55.55555556","125.8888889"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00099","","","","5","4","1","3","8","1","3","2","6","5","2.2","0.12","6.1","2","3","1","1","3","","0.12","2.32","8.42","0.366666667","0.024","11","5.5","2.2","3","1.2","1.16","0.464","3.05","1.22","54.54545455","27.55344418","40","0.210909091","14.66666667","15.46666667","40.66666667","56.13333333","36.66666667","38.66666667","101.6666667","140.3333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00100","","","","5","5","1","3","8","1","2","4","14","15","3.2","0.4","2.5","2","3","3","8","3","","0.15","3.6","6.1","0.228571429","0.026666667","29","7.25","5.8","3.5","2.8","0.9","0.72","0.625","0.5","48.27586207","59.01639344","80","0.124137931","21.33333333","24","16.66666667","40.66666667","26.66666667","30","20.83333333","50.83333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00101","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00102","","","","5","5","2","5","7","1","2","3","9","5","1.6","0.1","3.3","2","1","1","8","3","","0.12","1.7","5","0.177777778","0.02","14","4.666666667","2.8","3","1.8","0.566666667","0.34","1.1","0.66","64.28571429","34","60","0.121428571","10.66666667","11.33333333","22","33.33333333","17.77777778","18.88888889","36.66666667","55.55555556"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00103","","","","5","5","2","3","6","1","2","3","0","0","0","0","2.9","","","","","","","","0","2.9","","","0","0","0","0","0","0","0","0.966666667","0.58","","0","60","","0","0","19.33333333","19.33333333","0","0","32.22222222","32.22222222"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00104","","","","5","5","1","3","9","1","2","5","9","5","2.3","0.21","14.2","2","1","1","3","3","","1.17","2.51","16.71","0.255555556","0.042","14","2.8","2.8","1.8","1.8","0.502","0.502","2.84","2.84","64.28571429","15.02094554","100","0.179285714","15.33333333","16.73333333","94.66666667","111.4","15.33333333","16.73333333","94.66666667","111.4"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00105","","","","5","3","1","2","5","1","2","2","4","2","0.56","0.06","0.5","2","1","1","4","3","","0","0.62","1.12","0.14","0.03","6","3","1.2","2","0.8","0.31","0.124","0.25","0.1","66.66666667","55.35714286","40","0.103333333","3.733333333","4.133333333","3.333333333","7.466666667","9.333333333","10.33333333","8.333333333","18.66666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00106","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00107","","","","5","4","2","6","5","1","3","3","12","7","2.4","0.16","0.16","8","3","1","9","3","","0.02","2.56","2.72","0.2","0.022857143","19","6.333333333","3.8","4","2.4","0.853333333","0.512","0.053333333","0.032","63.15789474","94.11764706","60","0.134736842","16","17.06666667","1.066666667","18.13333333","26.66666667","28.44444444","1.777777778","30.22222222"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00108","","","","5","4","2","6","7","1","2","4","5","5","5.6","0.08","3.5","8","1","1","2","5","","0.12","5.68","9.18","1.12","0.016","10","2.5","2","1.25","1","1.42","1.136","0.875","0.7","50","61.87363834","80","0.568","37.33333333","37.86666667","23.33333333","61.2","46.66666667","47.33333333","29.16666667","76.5"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00109","","","","5","1","1","","","1","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00110","","","","5","3","1","3","6","1","2","2","0","3","0","0.04","1","2","1","1","3","9","","0.15","0.04","1.04","","0.013333333","3","1.5","0.6","0","0","0.02","0.008","0.5","0.2","0","3.846153846","40","0.013333333","0","0.266666667","6.666666667","6.933333333","0","0.666666667","16.66666667","17.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00111","","","","5","5","1","5","7","1","3","3","6","3","0.68","0.1","1.2","2","1","1","8","3","","0.02","0.78","1.98","0.113333333","0.033333333","9","3","1.8","2","1.2","0.26","0.156","0.4","0.24","66.66666667","39.39393939","60","0.086666667","4.533333333","5.2","8","13.2","7.555555556","8.666666667","13.33333333","22"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00112","","","","5","5","1","3","7","1","2","5","6","13","1.4","0.4","4.2","2","1","1","3","3","","0.15","1.8","6","0.233333333","0.030769231","19","3.8","3.8","1.2","1.2","0.36","0.36","0.84","0.84","31.57894737","30","100","0.094736842","9.333333333","12","28","40","9.333333333","12","28","40"
