"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00113","","","","5","5","1","3","6","1","2","4","1","0","0.1","0","1.9","2","1","1","3","7","","0.69","0.1","2","0.1","","1","0.25","0.2","0.25","0.2","0.025","0.02","0.475","0.38","100","5","80","0.1","0.666666667","0.666666667","12.66666667","13.33333333","0.833333333","0.833333333","15.83333333","16.66666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00114","","","","5","4","1","2","7","1","2","4","3","2","0.6","0.1","1.7","5","1","1","9","3","","7.23","0.7","2.4","0.2","0.05","5","1.25","1","0.75","0.6","0.175","0.14","0.425","0.34","60","29.16666667","80","0.14","4","4.666666667","11.33333333","16","5","5.833333333","14.16666667","20"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00115","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00116","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00117","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00118","","","","5","5","1","2","6","1","2","4","7","3","0.7","0.04","1.7","2","5","1","2","3","","0","0.74","2.44","0.1","0.013333333","10","2.5","2","1.75","1.4","0.185","0.148","0.425","0.34","70","30.32786885","80","0.074","4.666666667","4.933333333","11.33333333","16.26666667","5.833333333","6.166666667","14.16666667","20.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00119","","","","5","4","1","2","6","1","2","3","4","5","0.48","0.16","0.8","2","1","1","3","5","","0","0.64","1.44","0.12","0.032","9","3","1.8","1.333333333","0.8","0.213333333","0.128","0.266666667","0.16","44.44444444","44.44444444","60","0.071111111","3.2","4.266666667","5.333333333","9.6","5.333333333","7.111111111","8.888888889","16"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00120","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00121","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00122","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00123","","","","5","5","1","5","5","1","2","2","5","3","0.68","0.06","1.5","5","1","1","2","3","","0","0.74","2.24","0.136","0.02","8","4","1.6","2.5","1","0.37","0.148","0.75","0.3","62.5","33.03571429","40","0.0925","4.533333333","4.933333333","10","14.93333333","11.33333333","12.33333333","25","37.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00124","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00125","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00126","","","","5","5","2","6","7","1","4","5","4","3","0.66","0.1","1.6","5","1","1","1","3","","0","0.76","2.36","0.165","0.033333333","7","1.4","1.4","0.8","0.8","0.152","0.152","0.32","0.32","57.14285714","32.20338983","100","0.108571429","4.4","5.066666667","10.66666667","15.73333333","4.4","5.066666667","10.66666667","15.73333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00127","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00128","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00129","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00130","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00131","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00132","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00133","","","","5","4","2","6","7","1","2","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00134","","","","5","5","1","3","6","1","2","5","12","8","4","0.2","3","8","3","3","4","3","","0","4.2","7.2","0.333333333","0.025","20","4","4","2.4","2.4","0.84","0.84","0.6","0.6","60","58.33333333","100","0.21","26.66666667","28","20","48","26.66666667","28","20","48"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00135","","","","5","5","1","4","7","1","3","5","14","6","2.5","0.16","2.8","2","1","2","3","3","","0.12","2.66","5.46","0.178571429","0.026666667","20","4","4","2.8","2.8","0.532","0.532","0.56","0.56","70","48.71794872","100","0.133","16.66666667","17.73333333","18.66666667","36.4","16.66666667","17.73333333","18.66666667","36.4"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00136","","","","5","2","1","4","3","1","2","2","0","3","0","0.04","0.08","6","3","1","3","7","","0","0.04","0.12","","0.013333333","3","1.5","0.6","0","0","0.02","0.008","0.04","0.016","0","33.33333333","40","0.013333333","0","0.266666667","0.533333333","0.8","0","0.666666667","1.333333333","2"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00137","","","","5","5","1","2","7","1","2","5","10","5","2","0.16","2.2","2","1","1","4","3","","0","2.16","4.36","0.2","0.032","15","3","3","2","2","0.432","0.432","0.44","0.44","66.66666667","49.5412844","100","0.144","13.33333333","14.4","14.66666667","29.06666667","13.33333333","14.4","14.66666667","29.06666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00138","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00139","","","","5","1","1","2","3","1","1","1","0","0","0","0","0.1","","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.1","0.02","","0","20","","0","0","0.666666667","0.666666667","0","0","3.333333333","3.333333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00140","","","","5","3","2","5","6","1","2","2","2","0","0.24","0","0.7","2","1","1","2","5","","0.12","0.24","0.94","0.12","","2","1","0.4","1","0.4","0.12","0.048","0.35","0.14","100","25.53191489","40","0.12","1.6","1.6","4.666666667","6.266666667","4","4","11.66666667","15.66666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00141","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00142","","","","5","5","1","4","8","1","2","4","10","12","2.3","0.32","7.8","8","1","1","3","3","","0","2.62","10.42","0.23","0.026666667","22","5.5","4.4","2.5","2","0.655","0.524","1.95","1.56","45.45454545","25.14395393","80","0.119090909","15.33333333","17.46666667","52","69.46666667","19.16666667","21.83333333","65","86.83333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00143","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00144","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00145","","","","5","5","2","7","5","1","3","2","2","12","0.2","0.28","2.1","2","1","1","3","5","","0","0.48","2.58","0.1","0.023333333","14","7","2.8","1","0.4","0.24","0.096","1.05","0.42","14.28571429","18.60465116","40","0.034285714","1.333333333","3.2","14","17.2","3.333333333","8","35","43"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00146","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00147","","","","5","5","1","3","7","2","4","5","12","2","4.4","0.09","6.2","8","3","1","4","1","","0","4.49","10.69","0.366666667","0.045","14","2.8","2.8","2.4","2.4","0.898","0.898","1.24","1.24","85.71428571","42.00187091","100","0.320714286","29.33333333","29.93333333","41.33333333","71.26666667","29.33333333","29.93333333","41.33333333","71.26666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00148","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00149","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00150","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00151","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00152","","","","5","3","2","4","6","1","2","2","4","1","0.64","0.05","1.5","2","1","1","4","3","","0","0.69","2.19","0.16","0.05","5","2.5","1","2","0.8","0.345","0.138","0.75","0.3","80","31.50684932","40","0.138","4.266666667","4.6","10","14.6","10.66666667","11.5","25","36.5"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00153","","","","5","5","1","4","6","1","2","4","6","3","0.6","0.02","0.7","5","1","5","5","5","9","11.03","0.62","1.32","0.1","0.006666667","9","2.25","1.8","1.5","1.2","0.155","0.124","0.175","0.14","66.66666667","46.96969697","80","0.068888889","4","4.133333333","4.666666667","8.8","5","5.166666667","5.833333333","11"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00154","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00155","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00156","","","","5","4","2","5","7","1","3","4","8","0","2.5","0","2.5","8","1","1","7","3","","0","2.5","5","0.3125","","8","2","1.6","2","1.6","0.625","0.5","0.625","0.5","100","50","80","0.3125","16.66666667","16.66666667","16.66666667","33.33333333","20.83333333","20.83333333","20.83333333","41.66666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00157","","","","5","5","1","3","6","1","2","4","0","0","0","0","1.5","","","","","","","","0","1.5","","","0","0","0","0","0","0","0","0.375","0.3","","0","80","","0","0","10","10","0","0","12.5","12.5"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00158","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00159","","","","5","5","1","3","7","1","2","5","21","12","2.7","0.38","3","2","3","1","2","3","","0","3.08","6.08","0.128571429","0.031666667","33","6.6","6.6","4.2","4.2","0.616","0.616","0.6","0.6","63.63636364","50.65789474","100","0.093333333","18","20.53333333","20","40.53333333","18","20.53333333","20","40.53333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00160","","","","5","5","1","3","7","1","2","5","6","1","0.7","0.04","1.2","2","3","2","6","3","","0","0.74","1.94","0.116666667","0.04","7","1.4","1.4","1.2","1.2","0.148","0.148","0.24","0.24","85.71428571","38.1443299","100","0.105714286","4.666666667","4.933333333","8","12.93333333","4.666666667","4.933333333","8","12.93333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00161","","","","5","4","1","3","4","2","6","4","0","1","0","0.06","0.08","2","3","1","3","9","","0","0.06","0.14","","0.06","1","0.25","0.2","0","0","0.015","0.012","0.02","0.016","0","42.85714286","80","0.06","0","0.4","0.533333333","0.933333333","0","0.5","0.666666667","1.166666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00162","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00163","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00164","","","","5","3","2","7","6","1","3","3","1","2","0.08","0.07","0.05","6","1","1","3","7","","0.15","0.15","0.2","0.08","0.035","3","1","0.6","0.333333333","0.2","0.05","0.03","0.016666667","0.01","33.33333333","75","60","0.05","0.533333333","1","0.333333333","1.333333333","0.888888889","1.666666667","0.555555556","2.222222222"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00165","","","","5","5","2","3","6","1","2","5","4","6","0.26","0.18","1","2","1","1","9","7","","0","0.44","1.44","0.065","0.03","10","2","2","0.8","0.8","0.088","0.088","0.2","0.2","40","30.55555556","100","0.044","1.733333333","2.933333333","6.666666667","9.6","1.733333333","2.933333333","6.666666667","9.6"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00166","","","","5","5","1","2","7","1","2","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00167","","","","5","5","1","3","7","1","2","4","6","0","4.8","0","5.1","8","1","1","6","1","","0","4.8","9.9","0.8","","6","1.5","1.2","1.5","1.2","1.2","0.96","1.275","1.02","100","48.48484848","80","0.8","32","32","34","66","40","40","42.5","82.5"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00168","","","","5","5","2","3","8","1","4","3","11","2","5","0.08","6.4","2","3","1","3","1","","0.12","5.08","11.48","0.454545455","0.04","13","4.333333333","2.6","3.666666667","2.2","1.693333333","1.016","2.133333333","1.28","84.61538462","44.25087108","60","0.390769231","33.33333333","33.86666667","42.66666667","76.53333333","55.55555556","56.44444444","71.11111111","127.5555556"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00169","","","","5","5","1","3","7","2","2","5","11","0","4.5","0","2.6","2","1","1","2","1","","0","4.5","7.1","0.409090909","","11","2.2","2.2","2.2","2.2","0.9","0.9","0.52","0.52","100","63.38028169","100","0.409090909","30","30","17.33333333","47.33333333","30","30","17.33333333","47.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00170","","","","5","1","1","3","2","","1","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00171","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00172","","","","5","2","1","5","5","1","1","1","0","0","0","0","0.04","","","","","","","","0","0.04","","","0","0","0","0","0","0","0","0.04","0.008","","0","20","","0","0","0.266666667","0.266666667","0","0","1.333333333","1.333333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00173","","","","5","3","1","2","7","1","2","2","5","1","2.4","0.04","6.6","8","1","1","2","3","","0","2.44","9.04","0.48","0.04","6","3","1.2","2.5","1","1.22","0.488","3.3","1.32","83.33333333","26.99115044","40","0.406666667","16","16.26666667","44","60.26666667","40","40.66666667","110","150.6666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00174","","","","5","3","1","2","7","1","2","2","6","0","2","0","2.2","2","1","1","3","3","","0","2","4.2","0.333333333","","6","3","1.2","3","1.2","1","0.4","1.1","0.44","100","47.61904762","40","0.333333333","13.33333333","13.33333333","14.66666667","28","33.33333333","33.33333333","36.66666667","70"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00175","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00176","","","","5","5","1","2","7","1","2","5","13","26","2.4","0.8","4.7","2","3","1","1","3","","0","3.2","7.9","0.184615385","0.030769231","39","7.8","7.8","2.6","2.6","0.64","0.64","0.94","0.94","33.33333333","40.50632911","100","0.082051282","16","21.33333333","31.33333333","52.66666667","16","21.33333333","31.33333333","52.66666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00177","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00178","","","","5","5","1","3","6","1","3","4","7","4","1.31","0.12","5","6","1","1","3","3","","0","1.43","6.43","0.187142857","0.03","11","2.75","2.2","1.75","1.4","0.3575","0.286","1.25","1","63.63636364","22.23950233","80","0.13","8.733333333","9.533333333","33.33333333","42.86666667","10.91666667","11.91666667","41.66666667","53.58333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00179","","","","5","4","2","6","4","1","2","3","0","0","0","0","0.1","","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.033333333","0.02","","0","60","","0","0","0.666666667","0.666666667","0","0","1.111111111","1.111111111"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00180","","","","5","5","1","3","7","1","3","5","10","6","3.1","0.2","3.3","8","3","1","4","3","","1.38","3.3","6.6","0.31","0.033333333","16","3.2","3.2","2","2","0.66","0.66","0.66","0.66","62.5","50","100","0.20625","20.66666667","22","22","44","20.66666667","22","22","44"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00181","","","","5","3","2","6","5","1","2","1","0","0","0","0","0.16","","","","","","","","0","0.16","","","0","0","0","0","0","0","0","0.16","0.032","","0","20","","0","0","1.066666667","1.066666667","0","0","5.333333333","5.333333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00182","","","","5","5","2","5","5","1","2","5","","4","0.08","0.15","1","2","1","1","5","5","","0","0.23","1.23","","0.0375","","","","","","0.046","0.046","0.2","0.2","","18.69918699","100","","0.533333333","1.533333333","6.666666667","8.2","0.533333333","1.533333333","6.666666667","8.2"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00183","","","","5","2","1","2","4","1","2","1","0","1","0","0.01","0.2","2","1","1","8","9","","0","0.01","0.21","","0.01","1","1","0.2","0","0","0.01","0.002","0.2","0.04","0","4.761904762","20","0.01","0","0.066666667","1.333333333","1.4","0","0.333333333","6.666666667","7"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00184","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00185","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00186","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00187","","","","5","5","1","3","6","1","3","5","8","12","0.8","0.2","1.2","8","3","1","2","3","","0","1","2.2","0.1","0.016666667","20","4","4","1.6","1.6","0.2","0.2","0.24","0.24","40","45.45454545","100","0.05","5.333333333","6.666666667","8","14.66666667","5.333333333","6.666666667","8","14.66666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00188","","","","5","2","1","4","5","1","2","2","4","0","0.36","0","1.1","8","1","1","8","5","","0","0.36","1.46","0.09","","4","2","0.8","2","0.8","0.18","0.072","0.55","0.22","100","24.65753425","40","0.09","2.4","2.4","7.333333333","9.733333333","6","6","18.33333333","24.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00189","","","","5","3","1","3","6","1","2","2","0","1","0","0.04","0.5","2","1","1","1","7","","0","0.04","0.54","","0.04","1","0.5","0.2","0","0","0.02","0.008","0.25","0.1","0","7.407407407","40","0.04","0","0.266666667","3.333333333","3.6","0","0.666666667","8.333333333","9"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00190","","","","5","5","1","4","7","1","2","5","10","17","1.7","0.64","3.9","8","3","1","3","3","","0","2.34","6.24","0.17","0.037647059","27","5.4","5.4","2","2","0.468","0.468","0.78","0.78","37.03703704","37.5","100","0.086666667","11.33333333","15.6","26","41.6","11.33333333","15.6","26","41.6"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00191","","","","5","5","1","3","6","1","3","5","8","2","1.8","0.04","1.2","8","1","1","3","3","","0","1.84","3.04","0.225","0.02","10","2","2","1.6","1.6","0.368","0.368","0.24","0.24","80","60.52631579","100","0.184","12","12.26666667","8","20.26666667","12","12.26666667","8","20.26666667"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00192","","","","5","5","1","2","6","1","2","5","4","7","0.52","0.2","1.1","2","3","1","4","3","","0","0.72","1.82","0.13","0.028571429","11","2.2","2.2","0.8","0.8","0.144","0.144","0.22","0.22","36.36363636","39.56043956","100","0.065454545","3.466666667","4.8","7.333333333","12.13333333","3.466666667","4.8","7.333333333","12.13333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00193","","","","5","3","1","4","5","1","3","3","3","5","0.68","0.08","1","2","2","1","5","3","","0","0.76","1.76","0.226666667","0.016","8","2.666666667","1.6","1","0.6","0.253333333","0.152","0.333333333","0.2","37.5","43.18181818","60","0.095","4.533333333","5.066666667","6.666666667","11.73333333","7.555555556","8.444444444","11.11111111","19.55555556"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00194","","","","5","5","1","3","8","1","2","5","5","0","1.2","0","2.9","8","1","1","2","3","","0.12","1.2","4.1","0.24","","5","1","1","1","1","0.24","0.24","0.58","0.58","100","29.26829268","100","0.24","8","8","19.33333333","27.33333333","8","8","19.33333333","27.33333333"
"","","UGP2013NAM-OT04","","","","","","","","","UGP2013NAM-OT04-00195","","","","5","5","2","3","6","1","2","4","5","4","0.6","0.12","1.4","2","3","1","4","5","","0","0.72","2.12","0.12","0.03","9","2.25","1.8","1.25","1","0.18","0.144","0.35","0.28","55.55555556","33.96226415","80","0.08","4","4.8","9.333333333","14.13333333","5","6","11.66666667","17.66666667"
