"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00001","","","","16","15","2","4","5","1","2","13","44","18","11","0.54","8","6","1","1","4","7.76","11.54","19.54","62","0.25","0.03","0.186129032","4.769230769","3.875","3.384615385","2.75","0.887692308","0.72125","0.615384615","0.5","70.96774194","59.05834186","81.25","22.91666667","24.04166667","16.66666667","40.70833333","28.20512821","29.58974359","20.51282051","50.1025641"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00002","","","","16","15","3","4","6","1","1","15","37","72","4","1.5","3.5","2","6","8","3","1.32","5.5","9","109","0.108108108","0.020833333","0.050458716","7.266666667","6.8125","2.466666667","2.3125","0.366666667","0.34375","0.233333333","0.21875","33.94495413","61.11111111","93.75","8.333333333","11.45833333","7.291666667","18.75","8.888888889","12.22222222","7.777777778","20"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00003","","","","16","16","1","5","4","1","1","13","33","23","3","0.6","3.2","6","4","5","2","7.76","3.6","6.8","56","0.090909091","0.026086957","0.064285714","4.307692308","3.5","2.538461538","2.0625","0.276923077","0.225","0.246153846","0.2","58.92857143","52.94117647","81.25","6.25","7.5","6.666666667","14.16666667","7.692307692","9.230769231","8.205128205","17.43589744"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00004","","","","16","14","3","5","4","1","1","14","27","27","2.5","0.64","7","6","6","5","3","0.15","3.14","10.14","54","0.092592593","0.023703704","0.058148148","3.857142857","3.375","1.928571429","1.6875","0.224285714","0.19625","0.5","0.4375","50","30.96646943","87.5","5.208333333","6.541666667","14.58333333","21.125","5.952380952","7.476190476","16.66666667","24.14285714"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00005","","","","16","16","3","4","9","1","1","15","43","80","4","1","6","5","4","3","3","1.38","5","11","123","0.093023256","0.0125","0.040650407","8.2","7.6875","2.866666667","2.6875","0.333333333","0.3125","0.4","0.375","34.95934959","45.45454545","93.75","8.333333333","10.41666667","12.5","22.91666667","8.888888889","11.11111111","13.33333333","24.44444444"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00006","","","","16","14","4","3","8","1","1","14","33","28","3.5","0.6","5.3","3","3","2","4","0","4.1","9.4","61","0.106060606","0.021428571","0.067213115","4.357142857","3.8125","2.357142857","2.0625","0.292857143","0.25625","0.378571429","0.33125","54.09836066","43.61702128","87.5","7.291666667","8.541666667","11.04166667","19.58333333","8.333333333","9.761904762","12.61904762","22.38095238"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00007","","","","16","15","1","3","7","1","1","14","53","38","9","1.5","7.8","5","3","5","5","12.39","10.5","18.3","91","0.169811321","0.039473684","0.115384615","6.5","5.6875","3.785714286","3.3125","0.75","0.65625","0.557142857","0.4875","58.24175824","57.37704918","87.5","18.75","21.875","16.25","38.125","21.42857143","25","18.57142857","43.57142857"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00008","","","","16","15","1","3","6","1","1","13","35","20","4","0.48","6.7","7","5","3","4","1.65","4.48","11.18","55","0.114285714","0.024","0.081454545","4.230769231","3.4375","2.692307692","2.1875","0.344615385","0.28","0.515384615","0.41875","63.63636364","40.07155635","81.25","8.333333333","9.333333333","13.95833333","23.29166667","10.25641026","11.48717949","17.17948718","28.66666667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00009","","","","16","14","1","3","9","1","1","13","26","27","5.5","0.6","8","5","1","2","4","12.39","6.1","14.1","53","0.211538462","0.022222222","0.11509434","4.076923077","3.3125","2","1.625","0.469230769","0.38125","0.615384615","0.5","49.05660377","43.26241135","81.25","11.45833333","12.70833333","16.66666667","29.375","14.1025641","15.64102564","20.51282051","36.15384615"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00010","","","","16","15","2","3","9","1","1","13","32","65","4.5","2.5","13.5","6","4","8","4","0","7","20.5","97","0.140625","0.038461538","0.072164948","7.461538462","6.0625","2.461538462","2","0.538461538","0.4375","1.038461538","0.84375","32.98969072","34.14634146","81.25","9.375","14.58333333","28.125","42.70833333","11.53846154","17.94871795","34.61538462","52.56410256"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00011","","","","16","15","1","3","8","1","2","15","33","20","5.5","0.56","6.2","3","2","1","3","0.02","6.06","12.26","53","0.166666667","0.028","0.114339623","3.533333333","3.3125","2.2","2.0625","0.404","0.37875","0.413333333","0.3875","62.26415094","49.42903752","93.75","11.45833333","12.625","12.91666667","25.54166667","12.22222222","13.46666667","13.77777778","27.24444444"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00012","","","","16","15","4","3","7","1","3","14","27","28","4","0.74","4","6","3","5","4","1.65","4.74","8.74","55","0.148148148","0.026428571","0.086181818","3.928571429","3.4375","1.928571429","1.6875","0.338571429","0.29625","0.285714286","0.25","49.09090909","54.23340961","87.5","8.333333333","9.875","8.333333333","18.20833333","9.523809524","11.28571429","9.523809524","20.80952381"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00013","","","","16","16","1","2","6","1","1","15","30","52","5.6","1.2","3.2","6","1","6","5","3.03","6.8","10","82","0.186666667","0.023076923","0.082926829","5.466666667","5.125","2","1.875","0.453333333","0.425","0.213333333","0.2","36.58536585","68","93.75","11.66666667","14.16666667","6.666666667","20.83333333","12.44444444","15.11111111","7.111111111","22.22222222"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00014","","","","16","13","7","5","4","1","1","13","21","30","1.7","0.48","1","7","5","3","4","10.5","2.18","3.18","51","0.080952381","0.016","0.042745098","3.923076923","3.1875","1.615384615","1.3125","0.167692308","0.13625","0.076923077","0.0625","41.17647059","68.55345912","81.25","3.541666667","4.541666667","2.083333333","6.625","4.358974359","5.58974359","2.564102564","8.153846154"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00015","","","","16","14","2","3","6","1","3","12","33","29","4.5","1","2.2","4","3","8","6","7.23","5.5","7.7","62","0.136363636","0.034482759","0.088709677","5.166666667","3.875","2.75","2.0625","0.458333333","0.34375","0.183333333","0.1375","53.22580645","71.42857143","75","9.375","11.45833333","4.583333333","16.04166667","12.5","15.27777778","6.111111111","21.38888889"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00016","","","","16","16","2","4","7","2","4","15","27","27","3.5","0.68","2.2","6","4","2","5","0.12","4.18","6.38","54","0.12962963","0.025185185","0.077407407","3.6","3.375","1.8","1.6875","0.278666667","0.26125","0.146666667","0.1375","50","65.51724138","93.75","7.291666667","8.708333333","4.583333333","13.29166667","7.777777778","9.288888889","4.888888889","14.17777778"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00017","","","","16","16","2","2","8","1","2","16","44","54","8.5","1.3","7.9","8","1","7","4","10.5","9.8","17.7","98","0.193181818","0.024074074","0.1","6.125","6.125","2.75","2.75","0.6125","0.6125","0.49375","0.49375","44.89795918","55.36723164","100","17.70833333","20.41666667","16.45833333","36.875","17.70833333","20.41666667","16.45833333","36.875"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00018","","","","16","16","4","4","7","2","4","14","29","40","3","0.8","2","2","4","3","3","1.38","3.8","5.8","69","0.103448276","0.02","0.055072464","4.928571429","4.3125","2.071428571","1.8125","0.271428571","0.2375","0.142857143","0.125","42.02898551","65.51724138","87.5","6.25","7.916666667","4.166666667","12.08333333","7.142857143","9.047619048","4.761904762","13.80952381"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00019","","","","16","16","2","3","4","2","3","16","40","45","6","1.2","0.5","4","3","8","4","4.61","7.2","7.7","85","0.15","0.026666667","0.084705882","5.3125","5.3125","2.5","2.5","0.45","0.45","0.03125","0.03125","47.05882353","93.50649351","100","12.5","15","1.041666667","16.04166667","12.5","15","1.041666667","16.04166667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00020","","","","16","14","1","2","7","2","1","13","35","22","8","0.9","5.7","5","2","2","5","1.5","8.9","14.6","57","0.228571429","0.040909091","0.156140351","4.384615385","3.5625","2.692307692","2.1875","0.684615385","0.55625","0.438461538","0.35625","61.40350877","60.95890411","81.25","16.66666667","18.54166667","11.875","30.41666667","20.51282051","22.82051282","14.61538462","37.43589744"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00021","","","","16","16","3","3","6","2","1","16","41","43","7.5","1","8","4","1","8","4","10.5","8.5","16.5","84","0.182926829","0.023255814","0.101190476","5.25","5.25","2.5625","2.5625","0.53125","0.53125","0.5","0.5","48.80952381","51.51515152","100","15.625","17.70833333","16.66666667","34.375","15.625","17.70833333","16.66666667","34.375"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00022","","","","16","14","3","2","8","1","1","12","23","33","4","0.6","12.4","6","5","2","3","0","4.6","17","56","0.173913043","0.018181818","0.082142857","4.666666667","3.5","1.916666667","1.4375","0.383333333","0.2875","1.033333333","0.775","41.07142857","27.05882353","75","8.333333333","9.583333333","25.83333333","35.41666667","11.11111111","12.77777778","34.44444444","47.22222222"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00023","","","","16","16","4","3","7","1","1","13","53","70","6.5","1.5","8","6","3","8","2","7.76","8","16","123","0.122641509","0.021428571","0.06504065","9.461538462","7.6875","4.076923077","3.3125","0.615384615","0.5","0.615384615","0.5","43.08943089","50","81.25","13.54166667","16.66666667","16.66666667","33.33333333","16.66666667","20.51282051","20.51282051","41.02564103"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00024","","","","16","16","1","2","6","1","1","13","27","15","5.4","0.4","5.2","8","2","1","3","0.15","5.8","11","42","0.2","0.026666667","0.138095238","3.230769231","2.625","2.076923077","1.6875","0.446153846","0.3625","0.4","0.325","64.28571429","52.72727273","81.25","11.25","12.08333333","10.83333333","22.91666667","13.84615385","14.87179487","13.33333333","28.20512821"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00025","","","","16","15","2","2","8","1","1","14","45","39","5.4","0.6","11","5","3","3","6","10.5","6","17","84","0.12","0.015384615","0.071428571","6","5.25","3.214285714","2.8125","0.428571429","0.375","0.785714286","0.6875","53.57142857","35.29411765","87.5","11.25","12.5","22.91666667","35.41666667","12.85714286","14.28571429","26.19047619","40.47619048"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00026","","","","16","15","3","2","5","4","4","15","38","14","5.3","0.18","6","7","3","8","2","12.39","5.48","11.48","52","0.139473684","0.012857143","0.105384615","3.466666667","3.25","2.533333333","2.375","0.365333333","0.3425","0.4","0.375","73.07692308","47.73519164","93.75","11.04166667","11.41666667","12.5","23.91666667","11.77777778","12.17777778","13.33333333","25.51111111"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00027","","","","16","15","2","3","4","1","3","15","34","29","5","0.6","3","3","3","7","3","0.02","5.6","8.6","63","0.147058824","0.020689655","0.088888889","4.2","3.9375","2.266666667","2.125","0.373333333","0.35","0.2","0.1875","53.96825397","65.11627907","93.75","10.41666667","11.66666667","6.25","17.91666667","11.11111111","12.44444444","6.666666667","19.11111111"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00028","","","","16","14","2","4","6","1","2","13","35","37","4.6","1.4","6","5","4","7","3","10.5","6","12","72","0.131428571","0.037837838","0.083333333","5.538461538","4.5","2.692307692","2.1875","0.461538462","0.375","0.461538462","0.375","48.61111111","50","81.25","9.583333333","12.5","12.5","25","11.79487179","15.38461538","15.38461538","30.76923077"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00029","","","","16","16","4","2","7","1","2","16","60","30","9.3","1.4","2.9","5","","8","4","4.61","10.7","13.6","90","0.155","0.046666667","0.118888889","5.625","5.625","3.75","3.75","0.66875","0.66875","0.18125","0.18125","66.66666667","78.67647059","100","19.375","22.29166667","6.041666667","28.33333333","19.375","22.29166667","6.041666667","28.33333333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00030","","","","16","16","1","3","6","1","1","14","47","26","6.6","0.9","3.3","5","3","8","4","0.15","7.5","10.8","73","0.140425532","0.034615385","0.102739726","5.214285714","4.5625","3.357142857","2.9375","0.535714286","0.46875","0.235714286","0.20625","64.38356164","69.44444444","87.5","13.75","15.625","6.875","22.5","15.71428571","17.85714286","7.857142857","25.71428571"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00031","","","","16","14","4","4","8","2","1","13","39","26","5.2","0.6","3.5","4","3","5","3","1.76","5.8","9.3","65","0.133333333","0.023076923","0.089230769","5","4.0625","3","2.4375","0.446153846","0.3625","0.269230769","0.21875","60","62.3655914","81.25","10.83333333","12.08333333","7.291666667","19.375","13.33333333","14.87179487","8.974358974","23.84615385"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00032","","","","16","15","4","5","8","1","3","13","33","21","7","0.7","4.6","6","1","2","2","1.38","7.7","12.3","54","0.212121212","0.033333333","0.142592593","4.153846154","3.375","2.538461538","2.0625","0.592307692","0.48125","0.353846154","0.2875","61.11111111","62.60162602","81.25","14.58333333","16.04166667","9.583333333","25.625","17.94871795","19.74358974","11.79487179","31.53846154"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00033","","","","16","13","2","3","8","1","1","11","46","26","7","0.68","5.2","6","2","8","4","0","7.68","12.88","72","0.152173913","0.026153846","0.106666667","6.545454545","4.5","4.181818182","2.875","0.698181818","0.48","0.472727273","0.325","63.88888889","59.62732919","68.75","14.58333333","16","10.83333333","26.83333333","21.21212121","23.27272727","15.75757576","39.03030303"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00034","","","","16","14","4","4","7","1","1","14","46","21","5.2","0.68","3","6","3","2","4","0.15","5.88","8.88","67","0.113043478","0.032380952","0.087761194","4.785714286","4.1875","3.285714286","2.875","0.42","0.3675","0.214285714","0.1875","68.65671642","66.21621622","87.5","10.83333333","12.25","6.25","18.5","12.38095238","14","7.142857143","21.14285714"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00035","","","","16","11","1","3","4","1","1","11","43","47","4.5","1.28","1.5","7","5","8","5","14.37","5.78","7.28","90","0.104651163","0.027234043","0.064222222","8.181818182","5.625","3.909090909","2.6875","0.525454545","0.36125","0.136363636","0.09375","47.77777778","79.3956044","68.75","9.375","12.04166667","3.125","15.16666667","13.63636364","17.51515152","4.545454545","22.06060606"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00036","","","","16","15","2","3","7","1","2","15","53","37","5","0.84","5.5","5","4","3","3","7.76","5.84","11.34","90","0.094339623","0.022702703","0.064888889","6","5.625","3.533333333","3.3125","0.389333333","0.365","0.366666667","0.34375","58.88888889","51.49911817","93.75","10.41666667","12.16666667","11.45833333","23.625","11.11111111","12.97777778","12.22222222","25.2"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00037","","","","16","14","2","2","8","1","1","13","52","34","7.5","1","5.7","5","2","8","4","1.5","8.5","14.2","86","0.144230769","0.029411765","0.098837209","6.615384615","5.375","4","3.25","0.653846154","0.53125","0.438461538","0.35625","60.46511628","59.85915493","81.25","15.625","17.70833333","11.875","29.58333333","19.23076923","21.79487179","14.61538462","36.41025641"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00038","","","","16","13","1","2","6","2","1","12","17","33","2","1.4","1.2","2","5","8","2","1.38","3.4","4.6","50","0.117647059","0.042424242","0.068","4.166666667","3.125","1.416666667","1.0625","0.283333333","0.2125","0.1","0.075","34","73.91304348","75","4.166666667","7.083333333","2.5","9.583333333","5.555555556","9.444444444","3.333333333","12.77777778"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00039","","","","16","16","3","3","7","1","1","16","64","39","8","0.74","6.2","8","3","7","4","10.5","8.74","14.94","103","0.125","0.018974359","0.084854369","6.4375","6.4375","4","4","0.54625","0.54625","0.3875","0.3875","62.13592233","58.50066934","100","16.66666667","18.20833333","12.91666667","31.125","16.66666667","18.20833333","12.91666667","31.125"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00040","","","","16","15","2","2","8","1","1","15","50","18","5.2","0.36","7.5","6","4","7","2","0","5.56","13.06","68","0.104","0.02","0.081764706","4.533333333","4.25","3.333333333","3.125","0.370666667","0.3475","0.5","0.46875","73.52941176","42.57274119","93.75","10.83333333","11.58333333","15.625","27.20833333","11.55555556","12.35555556","16.66666667","29.02222222"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00041","","","","16","15","1","3","4","1","5","13","57","57","5.5","1","2","5","3","3","4","7.76","6.5","8.5","114","0.096491228","0.01754386","0.057017544","8.769230769","7.125","4.384615385","3.5625","0.5","0.40625","0.153846154","0.125","50","76.47058824","81.25","11.45833333","13.54166667","4.166666667","17.70833333","14.1025641","16.66666667","5.128205128","21.79487179"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00042","","","","16","16","1","3","7","1","1","15","50","20","7.9","0.34","6","7","2","2","3","7.76","8.24","14.24","70","0.158","0.017","0.117714286","4.666666667","4.375","3.333333333","3.125","0.549333333","0.515","0.4","0.375","71.42857143","57.86516854","93.75","16.45833333","17.16666667","12.5","29.66666667","17.55555556","18.31111111","13.33333333","31.64444444"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00043","","","","16","16","2","3","7","2","1","16","58","25","9.5","0.48","4.8","2","2","8","3","0.02","9.98","14.78","83","0.163793103","0.0192","0.120240964","5.1875","5.1875","3.625","3.625","0.62375","0.62375","0.3","0.3","69.87951807","67.52368065","100","19.79166667","20.79166667","10","30.79166667","19.79166667","20.79166667","10","30.79166667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00044","","","","16","10","6","4","6","1","2","10","23","16","3.2","0.28","4.5","7","4","5","2","3.96","3.48","7.98","39","0.139130435","0.0175","0.089230769","3.9","2.4375","2.3","1.4375","0.348","0.2175","0.45","0.28125","58.97435897","43.60902256","62.5","6.666666667","7.25","9.375","16.625","10.66666667","11.6","15","26.6"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00045","","","","16","15","3","4","8","1","1","15","25","14","4","0.24","12","6","3","4","2","0.12","4.24","16.24","39","0.16","0.017142857","0.108717949","2.6","2.4375","1.666666667","1.5625","0.282666667","0.265","0.8","0.75","64.1025641","26.10837438","93.75","8.333333333","8.833333333","25","33.83333333","8.888888889","9.422222222","26.66666667","36.08888889"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00046","","","","16","16","1","2","7","1","1","16","46","16","7.9","0.36","3.5","4","1","8","5","0.12","8.26","11.76","62","0.17173913","0.0225","0.133225806","3.875","3.875","2.875","2.875","0.51625","0.51625","0.21875","0.21875","74.19354839","70.23809524","100","16.45833333","17.20833333","7.291666667","24.5","16.45833333","17.20833333","7.291666667","24.5"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00047","","","","16","15","4","6","7","2","2","14","24","16","5.9","0.48","8.9","4","4","4","3","1.65","6.38","15.28","40","0.245833333","0.03","0.1595","2.857142857","2.5","1.714285714","1.5","0.455714286","0.39875","0.635714286","0.55625","60","41.7539267","87.5","12.29166667","13.29166667","18.54166667","31.83333333","14.04761905","15.19047619","21.19047619","36.38095238"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00048","","","","16","15","3","4","8","1","1","14","90","34","12.5","0.7","10","3","3","8","4","5.46","13.2","23.2","124","0.138888889","0.020588235","0.106451613","8.857142857","7.75","6.428571429","5.625","0.942857143","0.825","0.714285714","0.625","72.58064516","56.89655172","87.5","26.04166667","27.5","20.83333333","48.33333333","29.76190476","31.42857143","23.80952381","55.23809524"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00049","","","","16","15","2","3","7","1","2","15","56","37","11","1.2","7.5","5","1","4","5","7.76","12.2","19.7","93","0.196428571","0.032432432","0.131182796","6.2","5.8125","3.733333333","3.5","0.813333333","0.7625","0.5","0.46875","60.21505376","61.92893401","93.75","22.91666667","25.41666667","15.625","41.04166667","24.44444444","27.11111111","16.66666667","43.77777778"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00050","","","","16","14","2","3","7","1","1","14","46","12","14","0.48","6.8","6","1","2","4","0.15","14.48","21.28","58","0.304347826","0.04","0.249655172","4.142857143","3.625","3.285714286","2.875","1.034285714","0.905","0.485714286","0.425","79.31034483","68.04511278","87.5","29.16666667","30.16666667","14.16666667","44.33333333","33.33333333","34.47619048","16.19047619","50.66666667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00051","","","","16","12","3","3","8","1","1","12","34","13","8.5","0.2","10","6","2","1","4","4.61","8.7","18.7","47","0.25","0.015384615","0.185106383","3.916666667","2.9375","2.833333333","2.125","0.725","0.54375","0.833333333","0.625","72.34042553","46.52406417","75","17.70833333","18.125","20.83333333","38.95833333","23.61111111","24.16666667","27.77777778","51.94444444"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00052","","","","16","11","3","4","7","1","1","11","30","16","6.8","0.4","7","5","2","1","3","1.5","7.2","14.2","46","0.226666667","0.025","0.156521739","4.181818182","2.875","2.727272727","1.875","0.654545455","0.45","0.636363636","0.4375","65.2173913","50.70422535","68.75","14.16666667","15","14.58333333","29.58333333","20.60606061","21.81818182","21.21212121","43.03030303"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00053","","","","16","14","3","3","5","1","2","14","44","40","5","0.68","3.5","4","4","3","5","3.96","5.68","9.18","84","0.113636364","0.017","0.067619048","6","5.25","3.142857143","2.75","0.405714286","0.355","0.25","0.21875","52.38095238","61.87363834","87.5","10.41666667","11.83333333","7.291666667","19.125","11.9047619","13.52380952","8.333333333","21.85714286"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00054","","","","16","16","6","2","7","1","1","14","43","21","8.3","0.94","3.2","5","2","3","2","11.03","9.24","12.44","64","0.193023256","0.044761905","0.144375","4.571428571","4","3.071428571","2.6875","0.66","0.5775","0.228571429","0.2","67.1875","74.27652733","87.5","17.29166667","19.25","6.666666667","25.91666667","19.76190476","22","7.619047619","29.61904762"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00055","","","","16","16","1","2","8","1","1","16","45","10","9","0.2","11","5","2","2","2","7.76","9.2","20.2","55","0.2","0.02","0.167272727","3.4375","3.4375","2.8125","2.8125","0.575","0.575","0.6875","0.6875","81.81818182","45.54455446","100","18.75","19.16666667","22.91666667","42.08333333","18.75","19.16666667","22.91666667","42.08333333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00056","","","","16","15","2","3","8","1","1","15","33","28","6","0.84","15","5","2","5","3","4.92","6.84","21.84","61","0.181818182","0.03","0.112131148","4.066666667","3.8125","2.2","2.0625","0.456","0.4275","1","0.9375","54.09836066","31.31868132","93.75","12.5","14.25","31.25","45.5","13.33333333","15.2","33.33333333","48.53333333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00057","","","","16","16","1","2","8","1","1","16","54","12","10.5","0.28","7","2","1","8","2","0.15","10.78","17.78","66","0.194444444","0.023333333","0.163333333","4.125","4.125","3.375","3.375","0.67375","0.67375","0.4375","0.4375","81.81818182","60.62992126","100","21.875","22.45833333","14.58333333","37.04166667","21.875","22.45833333","14.58333333","37.04166667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00058","","","","16","16","1","3","7","1","1","15","60","43","10","1.2","10.2","4","1","7","4","10.5","11.2","21.4","103","0.166666667","0.027906977","0.108737864","6.866666667","6.4375","4","3.75","0.746666667","0.7","0.68","0.6375","58.25242718","52.3364486","93.75","20.83333333","23.33333333","21.25","44.58333333","22.22222222","24.88888889","22.66666667","47.55555556"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00059","","","","16","16","2","3","8","1","1","15","49","15","6.5","0.28","10","6","5","3","3","0","6.78","16.78","64","0.132653061","0.018666667","0.1059375","4.266666667","4","3.266666667","3.0625","0.452","0.42375","0.666666667","0.625","76.5625","40.40524434","93.75","13.54166667","14.125","20.83333333","34.95833333","14.44444444","15.06666667","22.22222222","37.28888889"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00060","","","","16","16","3","3","6","1","1","16","35","49","4","1.6","2","6","5","3","5","1.65","5.6","7.6","84","0.114285714","0.032653061","0.066666667","5.25","5.25","2.1875","2.1875","0.35","0.35","0.125","0.125","41.66666667","73.68421053","100","8.333333333","11.66666667","4.166666667","15.83333333","8.333333333","11.66666667","4.166666667","15.83333333"
