"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00460","","","","16","13","4","4","7","1","1","13","13","15","2","0.8","3.6","2","7","1","4","0.15","2.8","6.4","28","0.153846154","0.053333333","0.1","2.153846154","1.75","1","0.8125","0.215384615","0.175","0.276923077","0.225","46.42857143","43.75","81.25","4.166666667","5.833333333","7.5","13.33333333","5.128205128","7.179487179","9.230769231","16.41025641"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00461","","","","16","13","3","4","5","1","1","13","7","12","0.8","0.6","1.4","5","8","3","5","1.65","1.4","2.8","19","0.114285714","0.05","0.073684211","1.461538462","1.1875","0.538461538","0.4375","0.107692308","0.0875","0.107692308","0.0875","36.84210526","50","81.25","1.666666667","2.916666667","2.916666667","5.833333333","2.051282051","3.58974359","3.58974359","7.179487179"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00462","","","","16","16","2","3","5","1","1","15","22","45","2.6","1.3","1","4","5","3","4","14.37","3.9","4.9","67","0.118181818","0.028888889","0.058208955","4.466666667","4.1875","1.466666667","1.375","0.26","0.24375","0.066666667","0.0625","32.8358209","79.59183673","93.75","5.416666667","8.125","2.083333333","10.20833333","5.777777778","8.666666667","2.222222222","10.88888889"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00463","","","","16","13","2","3","7","1","1","13","24","17","2.9","0.9","3.5","2","4","3","","1.74","3.8","7.3","41","0.120833333","0.052941176","0.092682927","3.153846154","2.5625","1.846153846","1.5","0.292307692","0.2375","0.269230769","0.21875","58.53658537","52.05479452","81.25","6.041666667","7.916666667","7.291666667","15.20833333","7.435897436","9.743589744","8.974358974","18.71794872"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00464","","","","16","15","3","4","7","1","1","15","17","17","3","0.9","1.8","7","4","2","3","1.5","3.9","5.7","34","0.176470588","0.052941176","0.114705882","2.266666667","2.125","1.133333333","1.0625","0.26","0.24375","0.12","0.1125","50","68.42105263","93.75","6.25","8.125","3.75","11.875","6.666666667","8.666666667","4","12.66666667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00465","","","","16","16","2","3","6","1","1","16","5","13","0.5","0.42","2.9","4","8","3","2","7.76","0.92","3.82","18","0.1","0.032307692","0.051111111","1.125","1.125","0.3125","0.3125","0.0575","0.0575","0.18125","0.18125","27.77777778","24.08376963","100","1.041666667","1.916666667","6.041666667","7.958333333","1.041666667","1.916666667","6.041666667","7.958333333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00466","","","","16","15","3","3","7","1","1","15","38","23","7","1","4.4","7","3","3","5","1.5","8","12.4","61","0.184210526","0.043478261","0.131147541","4.066666667","3.8125","2.533333333","2.375","0.533333333","0.5","0.293333333","0.275","62.29508197","64.51612903","93.75","14.58333333","16.66666667","9.166666667","25.83333333","15.55555556","17.77777778","9.777777778","27.55555556"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00467","","","","16","14","4","6","8","1","1","14","26","17","5","0.7","9","6","2","3","2","1.38","5.7","14.7","43","0.192307692","0.041176471","0.13255814","3.071428571","2.6875","1.857142857","1.625","0.407142857","0.35625","0.642857143","0.5625","60.46511628","38.7755102","87.5","10.41666667","11.875","18.75","30.625","11.9047619","13.57142857","21.42857143","35"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00468","","","","16","15","1","3","8","1","1","15","45","50","7.5","1.7","6","2","2","3","4","0.15","9.2","15.2","95","0.166666667","0.034","0.096842105","6.333333333","5.9375","3","2.8125","0.613333333","0.575","0.4","0.375","47.36842105","60.52631579","93.75","15.625","19.16666667","12.5","31.66666667","16.66666667","20.44444444","13.33333333","33.77777778"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00469","","","","16","16","4","3","9","1","1","16","40","20","10.4","1.3","11.2","3","1","3","3","3.76","11.7","22.9","60","0.26","0.065","0.195","3.75","3.75","2.5","2.5","0.73125","0.73125","0.7","0.7","66.66666667","51.09170306","100","21.66666667","24.375","23.33333333","47.70833333","21.66666667","24.375","23.33333333","47.70833333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00470","","","","16","15","2","3","8","3","1","15","32","15","8","0.4","5.4","2","1","2","2","0.12","8.4","13.8","47","0.25","0.026666667","0.178723404","3.133333333","2.9375","2.133333333","2","0.56","0.525","0.36","0.3375","68.08510638","60.86956522","93.75","16.66666667","17.5","11.25","28.75","17.77777778","18.66666667","12","30.66666667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00471","","","","16","12","2","4","8","1","1","12","30","18","7","0.7","10","6","1","1","3","7.23","7.7","17.7","48","0.233333333","0.038888889","0.160416667","4","3","2.5","1.875","0.641666667","0.48125","0.833333333","0.625","62.5","43.50282486","75","14.58333333","16.04166667","20.83333333","36.875","19.44444444","21.38888889","27.77777778","49.16666667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00472","","","","16","10","3","5","8","1","1","10","28","10","6","0.7","6.5","4","3","3","3","1.38","6.7","13.2","38","0.214285714","0.07","0.176315789","3.8","2.375","2.8","1.75","0.67","0.41875","0.65","0.40625","73.68421053","50.75757576","62.5","12.5","13.95833333","13.54166667","27.5","20","22.33333333","21.66666667","44"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00473","","","","16","14","3","4","7","1","1","14","13","16","2.4","0.5","1","7","4","3","3","1.65","2.9","3.9","29","0.184615385","0.03125","0.1","2.071428571","1.8125","0.928571429","0.8125","0.207142857","0.18125","0.071428571","0.0625","44.82758621","74.35897436","87.5","5","6.041666667","2.083333333","8.125","5.714285714","6.904761905","2.380952381","9.285714286"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00474","","","","16","15","4","4","7","1","1","15","16","8","3.4","0.4","4","6","3","3","3","0","3.8","7.8","24","0.2125","0.05","0.158333333","1.6","1.5","1.066666667","1","0.253333333","0.2375","0.266666667","0.25","66.66666667","48.71794872","93.75","7.083333333","7.916666667","8.333333333","16.25","7.555555556","8.444444444","8.888888889","17.33333333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00475","","","","16","16","3","2","7","1","1","16","23","14","3","0.4","3.2","4","4","2","3","0.69","3.4","6.6","37","0.130434783","0.028571429","0.091891892","2.3125","2.3125","1.4375","1.4375","0.2125","0.2125","0.2","0.2","62.16216216","51.51515152","100","6.25","7.083333333","6.666666667","13.75","6.25","7.083333333","6.666666667","13.75"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00476","","","","16","15","3","4","8","1","1","15","12","6","1.5","0.4","5","2","6","2","4","0","1.9","6.9","18","0.125","0.066666667","0.105555556","1.2","1.125","0.8","0.75","0.126666667","0.11875","0.333333333","0.3125","66.66666667","27.53623188","93.75","3.125","3.958333333","10.41666667","14.375","3.333333333","4.222222222","11.11111111","15.33333333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00477","","","","16","8","","2","3","1","1","8","3","3","0.38","0.2","0.3","2","8","2","2","0.15","0.58","0.88","6","0.126666667","0.066666667","0.096666667","0.75","0.375","0.375","0.1875","0.0725","0.03625","0.0375","0.01875","50","65.90909091","50","0.791666667","1.208333333","0.625","1.833333333","1.583333333","2.416666667","1.25","3.666666667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00478","","","","16","15","2","3","6","1","1","15","33","34","4","1","3.2","2","5","3","5","10.5","5","8.2","67","0.121212121","0.029411765","0.074626866","4.466666667","4.1875","2.2","2.0625","0.333333333","0.3125","0.213333333","0.2","49.25373134","60.97560976","93.75","8.333333333","10.41666667","6.666666667","17.08333333","8.888888889","11.11111111","7.111111111","18.22222222"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00479","","","","16","16","3","4","6","1","1","16","6","20","1","0.65","1","6","8","3","3","1.32","1.65","2.65","26","0.166666667","0.0325","0.063461538","1.625","1.625","0.375","0.375","0.103125","0.103125","0.0625","0.0625","23.07692308","62.26415094","100","2.083333333","3.4375","2.083333333","5.520833333","2.083333333","3.4375","2.083333333","5.520833333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00480","","","","16","11","5","5","8","1","1","11","30","9","5.7","0.45","6","6","2","3","2","1.38","6.15","12.15","39","0.19","0.05","0.157692308","3.545454545","2.4375","2.727272727","1.875","0.559090909","0.384375","0.545454545","0.375","76.92307692","50.61728395","68.75","11.875","12.8125","12.5","25.3125","17.27272727","18.63636364","18.18181818","36.81818182"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00481","","","","16","12","1","2","7","1","1","12","4","7","2.5","0.4","3.2","6","1","1","3","1.04","2.9","6.1","11","0.625","0.057142857","0.263636364","0.916666667","0.6875","0.333333333","0.25","0.241666667","0.18125","0.266666667","0.2","36.36363636","47.54098361","75","5.208333333","6.041666667","6.666666667","12.70833333","6.944444444","8.055555556","8.888888889","16.94444444"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00482","","","","16","12","3","2","9","1","1","12","29","50","7","1.3","12","2","2","3","2","0","8.3","20.3","79","0.24137931","0.026","0.105063291","6.583333333","4.9375","2.416666667","1.8125","0.691666667","0.51875","1","0.75","36.70886076","40.88669951","75","14.58333333","17.29166667","25","42.29166667","19.44444444","23.05555556","33.33333333","56.38888889"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00483","","","","16","12","2","4","8","1","3","12","27","10","5.2","0.4","14","4","2","2","3","0.15","5.6","19.6","37","0.192592593","0.04","0.151351351","3.083333333","2.3125","2.25","1.6875","0.466666667","0.35","1.166666667","0.875","72.97297297","28.57142857","75","10.83333333","11.66666667","29.16666667","40.83333333","14.44444444","15.55555556","38.88888889","54.44444444"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00484","","","","16","16","3","4","8","1","1","16","20","27","3.4","1","5","3","2","5","3","1.38","4.4","9.4","47","0.17","0.037037037","0.093617021","2.9375","2.9375","1.25","1.25","0.275","0.275","0.3125","0.3125","42.55319149","46.80851064","100","7.083333333","9.166666667","10.41666667","19.58333333","7.083333333","9.166666667","10.41666667","19.58333333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00485","","","","16","14","1","3","8","1","1","14","45","23","11.2","0.7","8","4","1","2","3","12.39","11.9","19.9","68","0.248888889","0.030434783","0.175","4.857142857","4.25","3.214285714","2.8125","0.85","0.74375","0.571428571","0.5","66.17647059","59.79899497","87.5","23.33333333","24.79166667","16.66666667","41.45833333","26.66666667","28.33333333","19.04761905","47.38095238"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00486","","","","16","15","4","4","7","1","1","15","52","24","10.7","1.2","5.7","4","3","4","3","10.5","11.9","17.6","76","0.205769231","0.05","0.156578947","5.066666667","4.75","3.466666667","3.25","0.793333333","0.74375","0.38","0.35625","68.42105263","67.61363636","93.75","22.29166667","24.79166667","11.875","36.66666667","23.77777778","26.44444444","12.66666667","39.11111111"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00487","","","","16","15","4","5","8","1","1","15","32","37","3","1","5","7","5","3","3","7.23","4","9","69","0.09375","0.027027027","0.057971014","4.6","4.3125","2.133333333","2","0.266666667","0.25","0.333333333","0.3125","46.37681159","44.44444444","93.75","6.25","8.333333333","10.41666667","18.75","6.666666667","8.888888889","11.11111111","20"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00488","","","","16","15","2","4","7","1","1","15","32","21","4.2","0.7","3.4","6","5","3","3","0","4.9","8.3","53","0.13125","0.033333333","0.09245283","3.533333333","3.3125","2.133333333","2","0.326666667","0.30625","0.226666667","0.2125","60.37735849","59.03614458","93.75","8.75","10.20833333","7.083333333","17.29166667","9.333333333","10.88888889","7.555555556","18.44444444"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00489","","","","16","16","1","3","7","1","1","16","29","17","8","0.8","4","4","2","3","4","4.61","8.8","12.8","46","0.275862069","0.047058824","0.191304348","2.875","2.875","1.8125","1.8125","0.55","0.55","0.25","0.25","63.04347826","68.75","100","16.66666667","18.33333333","8.333333333","26.66666667","16.66666667","18.33333333","8.333333333","26.66666667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00490","","","","16","13","3","4","7","1","1","13","19","19","3.2","2","3.2","6","3","2","2","0.12","5.2","8.4","38","0.168421053","0.105263158","0.136842105","2.923076923","2.375","1.461538462","1.1875","0.4","0.325","0.246153846","0.2","50","61.9047619","81.25","6.666666667","10.83333333","6.666666667","17.5","8.205128205","13.33333333","8.205128205","21.53846154"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00491","","","","16","16","4","5","6","1","2","16","10","22","2.6","0.5","3","6","6","3","3","1.65","3.1","6.1","32","0.26","0.022727273","0.096875","2","2","0.625","0.625","0.19375","0.19375","0.1875","0.1875","31.25","50.81967213","100","5.416666667","6.458333333","6.25","12.70833333","5.416666667","6.458333333","6.25","12.70833333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00492","","","","16","16","3","4","7","1","2","16","30","44","5","1","2.2","4","3","3","5","0","6","8.2","74","0.166666667","0.022727273","0.081081081","4.625","4.625","1.875","1.875","0.375","0.375","0.1375","0.1375","40.54054054","73.17073171","100","10.41666667","12.5","4.583333333","17.08333333","10.41666667","12.5","4.583333333","17.08333333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00493","","","","16","13","1","4","8","1","1","13","21","23","4.3","0.7","5.6","2","3","1","2","4.41","5","10.6","44","0.204761905","0.030434783","0.113636364","3.384615385","2.75","1.615384615","1.3125","0.384615385","0.3125","0.430769231","0.35","47.72727273","47.16981132","81.25","8.958333333","10.41666667","11.66666667","22.08333333","11.02564103","12.82051282","14.35897436","27.17948718"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00494","","","","16","16","3","5","8","1","1","14","34","57","7","1.2","9","5","3","2","4","14.37","8.2","17.2","91","0.205882353","0.021052632","0.09010989","6.5","5.6875","2.428571429","2.125","0.585714286","0.5125","0.642857143","0.5625","37.36263736","47.6744186","87.5","14.58333333","17.08333333","18.75","35.83333333","16.66666667","19.52380952","21.42857143","40.95238095"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00495","","","","16","16","2","2","9","1","1","16","56","63","1.8","2","10","3","1","3","3","0.15","3.8","13.8","119","0.032142857","0.031746032","0.031932773","7.4375","7.4375","3.5","3.5","0.2375","0.2375","0.625","0.625","47.05882353","27.53623188","100","3.75","7.916666667","20.83333333","28.75","3.75","7.916666667","20.83333333","28.75"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00496","","","","16","11","2","4","8","1","1","11","24","54","5.8","1.2","9","4","1","3","3","11.03","7","16","78","0.241666667","0.022222222","0.08974359","7.090909091","4.875","2.181818182","1.5","0.636363636","0.4375","0.818181818","0.5625","30.76923077","43.75","68.75","12.08333333","14.58333333","18.75","33.33333333","17.57575758","21.21212121","27.27272727","48.48484848"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00497","","","","16","10","3","5","8","1","1","10","32","35","6.5","0.9","14","4","2","1","2","0","7.4","21.4","67","0.203125","0.025714286","0.110447761","6.7","4.1875","3.2","2","0.74","0.4625","1.4","0.875","47.76119403","34.57943925","62.5","13.54166667","15.41666667","29.16666667","44.58333333","21.66666667","24.66666667","46.66666667","71.33333333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00498","","","","16","12","3","3","8","1","1","12","27","33","5.3","1","9.2","4","2","1","3","5.46","6.3","15.5","60","0.196296296","0.03030303","0.105","5","3.75","2.25","1.6875","0.525","0.39375","0.766666667","0.575","45","40.64516129","75","11.04166667","13.125","19.16666667","32.29166667","14.72222222","17.5","25.55555556","43.05555556"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00499","","","","16","14","2","4","9","1","1","12","22","26","3","0.9","9","3","4","2","2","0.15","3.9","12.9","48","0.136363636","0.034615385","0.08125","4","3","1.833333333","1.375","0.325","0.24375","0.75","0.5625","45.83333333","30.23255814","75","6.25","8.125","18.75","26.875","8.333333333","10.83333333","25","35.83333333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00500","","","","16","15","4","4","8","1","1","15","28","23","5.5","0.7","3.5","4","3","2","4","3.76","6.2","9.7","51","0.196428571","0.030434783","0.121568627","3.4","3.1875","1.866666667","1.75","0.413333333","0.3875","0.233333333","0.21875","54.90196078","63.91752577","93.75","11.45833333","12.91666667","7.291666667","20.20833333","12.22222222","13.77777778","7.777777778","21.55555556"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00501","","","","16","7","5","4","5","1","1","7","5","1","0.8","0.03","0.5","6","5","3","3","0.02","0.83","1.33","6","0.16","0.03","0.138333333","0.857142857","0.375","0.714285714","0.3125","0.118571429","0.051875","0.071428571","0.03125","83.33333333","62.40601504","43.75","1.666666667","1.729166667","1.041666667","2.770833333","3.80952381","3.952380952","2.380952381","6.333333333"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00502","","","","16","13","4","5","7","1","1","12","12","15","2","0.5","2.2","4","3","3","5","7.23","2.5","4.7","27","0.166666667","0.033333333","0.092592593","2.25","1.6875","1","0.75","0.208333333","0.15625","0.183333333","0.1375","44.44444444","53.19148936","75","4.166666667","5.208333333","4.583333333","9.791666667","5.555555556","6.944444444","6.111111111","13.05555556"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00503","","","","16","8","2","3","6","1","1","8","4","1","0.9","0.05","1","4","3","2","2","3.03","0.95","1.95","5","0.225","0.05","0.19","0.625","0.3125","0.5","0.25","0.11875","0.059375","0.125","0.0625","80","48.71794872","50","1.875","1.979166667","2.083333333","4.0625","3.75","3.958333333","4.166666667","8.125"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00504","","","","16","15","3","3","7","1","1","15","22","13","3.4","0.6","3","4","4","3","3","1.38","4","7","35","0.154545455","0.046153846","0.114285714","2.333333333","2.1875","1.466666667","1.375","0.266666667","0.25","0.2","0.1875","62.85714286","57.14285714","93.75","7.083333333","8.333333333","6.25","14.58333333","7.555555556","8.888888889","6.666666667","15.55555556"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00505","","","","16","13","2","4","7","1","1","13","19","7","5.5","0.4","3.8","6","2","3","3","0","5.9","9.7","26","0.289473684","0.057142857","0.226923077","2","1.625","1.461538462","1.1875","0.453846154","0.36875","0.292307692","0.2375","73.07692308","60.82474227","81.25","11.45833333","12.29166667","7.916666667","20.20833333","14.1025641","15.12820513","9.743589744","24.87179487"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00506","","","","16","10","2","3","8","1","1","10","26","30","7","1.7","14","5","2","8","4","4.41","8.7","22.7","56","0.269230769","0.056666667","0.155357143","5.6","3.5","2.6","1.625","0.87","0.54375","1.4","0.875","46.42857143","38.32599119","62.5","14.58333333","18.125","29.16666667","47.29166667","23.33333333","29","46.66666667","75.66666667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00507","","","","16","16","4","4","8","1","1","16","22","10","2","0.64","7.1","2","6","3","2","0.12","2.64","9.74","32","0.090909091","0.064","0.0825","2","2","1.375","1.375","0.165","0.165","0.44375","0.44375","68.75","27.10472279","100","4.166666667","5.5","14.79166667","20.29166667","4.166666667","5.5","14.79166667","20.29166667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00508","","","","16","14","3","5","9","1","1","12","28","12","7.1","0.45","19","7","2","8","2","12.39","7.55","26.55","40","0.253571429","0.0375","0.18875","3.333333333","2.5","2.333333333","1.75","0.629166667","0.471875","1.583333333","1.1875","70","28.43691149","75","14.79166667","15.72916667","39.58333333","55.3125","19.72222222","20.97222222","52.77777778","73.75"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00509","","","","16","16","1","3","9","1","1","15","30","20","9","0.96","22","6","2","3","4","7.76","9.96","31.96","50","0.3","0.048","0.1992","3.333333333","3.125","2","1.875","0.664","0.6225","1.466666667","1.375","60","31.16395494","93.75","18.75","20.75","45.83333333","66.58333333","20","22.13333333","48.88888889","71.02222222"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00510","","","","16","13","2","4","8","1","1","11","19","10","8","0.44","11","2","2","4","5","4.41","8.44","19.44","29","0.421052632","0.044","0.291034483","2.636363636","1.8125","1.727272727","1.1875","0.767272727","0.5275","1","0.6875","65.51724138","43.41563786","68.75","16.66666667","17.58333333","22.91666667","40.5","24.24242424","25.57575758","33.33333333","58.90909091"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00511","","","","16","12","3","4","7","1","4","11","19","4","6","0.12","7","2","2","2","3","1.38","6.12","13.12","23","0.315789474","0.03","0.266086957","2.090909091","1.4375","1.727272727","1.1875","0.556363636","0.3825","0.636363636","0.4375","82.60869565","46.64634146","68.75","12.5","12.75","14.58333333","27.33333333","18.18181818","18.54545455","21.21212121","39.75757576"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00512","","","","16","13","2","5","8","1","1","13","19","5","9","0.24","14","4","1","3","4","14.37","9.24","23.24","24","0.473684211","0.048","0.385","1.846153846","1.5","1.461538462","1.1875","0.710769231","0.5775","1.076923077","0.875","79.16666667","39.75903614","81.25","18.75","19.25","29.16666667","48.41666667","23.07692308","23.69230769","35.8974359","59.58974359"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00513","","","","16","12","4","4","6","1","1","12","27","11","6","0.45","5","6","3","5","3","4.92","6.45","11.45","38","0.222222222","0.040909091","0.169736842","3.166666667","2.375","2.25","1.6875","0.5375","0.403125","0.416666667","0.3125","71.05263158","56.33187773","75","12.5","13.4375","10.41666667","23.85416667","16.66666667","17.91666667","13.88888889","31.80555556"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00514","","","","16","15","4","4","6","1","1","14","27","13","5","0.68","4","6","3","8","2","0.15","5.68","9.68","40","0.185185185","0.052307692","0.142","2.857142857","2.5","1.928571429","1.6875","0.405714286","0.355","0.285714286","0.25","67.5","58.67768595","87.5","10.41666667","11.83333333","8.333333333","20.16666667","11.9047619","13.52380952","9.523809524","23.04761905"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00515","","","","16","16","2","3","5","1","1","15","10","9","3.1","0.36","3","7","2","2","3","0.12","3.46","6.46","19","0.31","0.04","0.182105263","1.266666667","1.1875","0.666666667","0.625","0.230666667","0.21625","0.2","0.1875","52.63157895","53.56037152","93.75","6.458333333","7.208333333","6.25","13.45833333","6.888888889","7.688888889","6.666666667","14.35555556"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00516","","","","16","11","4","6","6","1","1","11","15","7","5","0.17","7","6","3","1","3","0","5.17","12.17","22","0.333333333","0.024285714","0.235","2","1.375","1.363636364","0.9375","0.47","0.323125","0.636363636","0.4375","68.18181818","42.48151191","68.75","10.41666667","10.77083333","14.58333333","25.35416667","15.15151515","15.66666667","21.21212121","36.87878788"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00517","","","","16","16","3","5","7","1","1","16","17","9","5.1","0.4","5","7","2","1","4","1.76","5.5","10.5","26","0.3","0.044444444","0.211538462","1.625","1.625","1.0625","1.0625","0.34375","0.34375","0.3125","0.3125","65.38461538","52.38095238","100","10.625","11.45833333","10.41666667","21.875","10.625","11.45833333","10.41666667","21.875"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00518","","","","16","16","2","4","6","1","1","16","27","29","6","0.76","2.2","5","2","6","5","1.32","6.76","8.96","56","0.222222222","0.026206897","0.120714286","3.5","3.5","1.6875","1.6875","0.4225","0.4225","0.1375","0.1375","48.21428571","75.44642857","100","12.5","14.08333333","4.583333333","18.66666667","12.5","14.08333333","4.583333333","18.66666667"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00519","","","","16","15","4","4","6","1","1","15","27","11","5.1","0.36","2.3","2","3","8","5","1.38","5.46","7.76","38","0.188888889","0.032727273","0.143684211","2.533333333","2.375","1.8","1.6875","0.364","0.34125","0.153333333","0.14375","71.05263158","70.36082474","93.75","10.625","11.375","4.791666667","16.16666667","11.33333333","12.13333333","5.111111111","17.24444444"
"","","UGP2017NAM-PT04","","","","","","","","","UGP2017NAM-PT04-00520","","","","16","15","2","5","9","1","1","15","54","33","13.1","1.24","20.1","6","1","3","4","0","14.34","34.44","87","0.242592593","0.037575758","0.164827586","5.8","5.4375","3.6","3.375","0.956","0.89625","1.34","1.25625","62.06896552","41.63763066","93.75","27.29166667","29.875","41.875","71.75","29.11111111","31.86666667","44.66666667","76.53333333"
