"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00126","","","","30","10","1","2","","1","1","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00127","","","","30","23","1","2","9","1","2","23","","69","10","29","0.4","38","2","1","4","1","1","0.12","29.4","67.4","0.420289855","0.04","79","3.434782609","2.633333333","3","2.3","1.27826087","0.98","1.652173913","1.266666667","87.34177215","43.62017804","76.66666667","0.372151899","32.22222222","32.66666667","42.22222222","74.88888889","42.02898551","42.60869565","55.07246377","97.68115942"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00128","","","","30","22","1","2","9","1","1","21","","51","5","13.7","0.08","99","2","1","6","2","1","0.12","13.78","112.78","0.268627451","0.016","56","2.666666667","1.866666667","2.428571429","1.7","0.656190476","0.459333333","4.714285714","3.3","91.07142857","12.21847845","70","0.246071429","15.22222222","15.31111111","110","125.3111111","21.74603175","21.87301587","157.1428571","179.015873"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00129","","","","30","0","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00130","","","","30","0","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00131","","","","30","15","1","2","9","1","1","15","","27","0","27.5","0","23.4","2","3","4","2","1","0.02","27.5","50.9","1.018518519","","27","1.8","0.9","1.8","0.9","1.833333333","0.916666667","1.56","0.78","100","54.02750491","50","1.018518519","30.55555556","30.55555556","26","56.55555556","61.11111111","61.11111111","52","113.1111111"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00132","","","","30","23","1","2","9","1","2","23","","14","2","10.8","0.1","10.9","9","1","5","1","1","0.12","10.9","21.8","0.771428571","0.05","16","0.695652174","0.533333333","0.608695652","0.466666667","0.473913043","0.363333333","0.473913043","0.363333333","87.5","50","76.66666667","0.68125","12","12.11111111","12.11111111","24.22222222","15.65217391","15.79710145","15.79710145","31.5942029"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00133","","","","30","0","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00134","","","","30","22","1","2","9","1","2","22","","42","32","19.6","0.8","43","2","3","8","2","2","0.12","20.4","63.4","0.466666667","0.025","74","3.363636364","2.466666667","1.909090909","1.4","0.927272727","0.68","1.954545455","1.433333333","56.75675676","32.17665615","73.33333333","0.275675676","21.77777778","22.66666667","47.77777778","70.44444444","29.6969697","30.90909091","65.15151515","96.06060606"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00135","","","","30","28","3","4","8","1","2","28","","27","12","6.1","0.4","25","8","3","3","4","1","0.02","6.5","31.5","0.225925926","0.033333333","39","1.392857143","1.3","0.964285714","0.9","0.232142857","0.216666667","0.892857143","0.833333333","69.23076923","20.63492063","93.33333333","0.166666667","6.777777778","7.222222222","27.77777778","35","7.261904762","7.738095238","29.76190476","37.5"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00136","","","","30","0","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00137","","","","30","12","2","6","","1","2","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00138","","","","30","22","2","2","8","1","2","22","","58","0","23.1","0","26.4","9","1","2","2","2","0","23.1","49.5","0.398275862","","58","2.636363636","1.933333333","2.636363636","1.933333333","1.05","0.77","1.2","0.88","100","46.66666667","73.33333333","0.398275862","25.66666667","25.66666667","29.33333333","55","35","35","40","75"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00139","","","","30","19","1","1","9","1","2","19","","120","1","52.1","0.02","48.2","8","1","5","2","3","0","52.12","100.32","0.434166667","0.02","121","6.368421053","4.033333333","6.315789474","4","2.743157895","1.737333333","2.536842105","1.606666667","99.17355372","51.95374801","63.33333333","0.430743802","57.88888889","57.91111111","53.55555556","111.4666667","91.40350877","91.43859649","84.56140351","176"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00140","","","","30","0","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00141","","","","30","4","1","1","","1","2","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00142","","","","30","21","1","2","9","1","2","21","","6","0","4.1","0","53.4","8","3","4","2","2","0.12","4.1","57.5","0.683333333","","6","0.285714286","0.2","0.285714286","0.2","0.195238095","0.136666667","2.542857143","1.78","100","7.130434783","70","0.683333333","4.555555556","4.555555556","59.33333333","63.88888889","6.507936508","6.507936508","84.76190476","91.26984127"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00143","","","","30","0","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00144","","","","30","8","1","3","","1","2","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00145","","","","30","16","1","3","6","1","2","16","","10","0","8.2","0","8.7","8","1","4","3","3","0.12","8.2","16.9","0.82","","10","0.625","0.333333333","0.625","0.333333333","0.5125","0.273333333","0.54375","0.29","100","48.52071006","53.33333333","0.82","9.111111111","9.111111111","9.666666667","18.77777778","17.08333333","17.08333333","18.125","35.20833333"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00146","","","","30","6","1","2","","1","2","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00147","","","","30","8","1","3","9","1","2","8","","4","5","2","0.1","12","2","2","2","4","1","0.12","2.1","14.1","0.5","0.02","9","1.125","0.3","0.5","0.133333333","0.2625","0.07","1.5","0.4","44.44444444","14.89361702","26.66666667","0.233333333","2.222222222","2.333333333","13.33333333","15.66666667","8.333333333","8.75","50","58.75"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00148","","","","30","4","1","2","5","1","2","4","","5","3","1.5","0.08","5.2","9","2","2","5","","0","1.58","6.78","0.3","0.026666667","8","2","0.266666667","1.25","0.166666667","0.395","0.052666667","1.3","0.173333333","62.5","23.30383481","13.33333333","0.1975","1.666666667","1.755555556","5.777777778","7.533333333","12.5","13.16666667","43.33333333","56.5"
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00149","","","","30","0","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00150","","","","30","1","1","2","","1","1","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00151","","","","30","4","1","2","","1","2","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2014SER-PT01","","","","","","","","","UGP2014SER-PT01-00152","","","","30","0","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
