"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00011","","","","30","18","3","3","9","2","3","13","13","35","1.6","0.6","16.7","8","9","5","1","3","0.02","2.2","18.9","0.123076923","0.017142857","48","3.692307692","1.6","1","0.433333333","0.169230769","0.073333333","1.284615385","0.556666667","27.08333333","11.64021164","43.33333333","0.045833333","1.777777778","2.444444444","18.55555556","21","4.102564103","5.641025641","42.82051282","48.46153846"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00012","","","","30","4","3","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00014","","","","30","3","2","6","2","1","2","1","0","0","0","0","0.04","","","","","","","0","0.04","","","0","0","0","0","0","0","0","0.04","0.001333333","","0","3.333333333","","0","0","0.044444444","0.044444444","0","0","1.333333333","1.333333333"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00015","","","","30","12","2","2","9","1","2","12","36","26","5.74","0.68","11.9","8","8","3","1","1","3.96","6.42","18.32","0.159444444","0.026153846","62","5.166666667","2.066666667","3","1.2","0.535","0.214","0.991666667","0.396666667","58.06451613","35.04366812","40","0.103548387","6.377777778","7.133333333","13.22222222","20.35555556","15.94444444","17.83333333","33.05555556","50.88888889"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00016","","","","30","11","2","3","9","1","3","8","1","1","0.2","0.04","6.8","2","4","5","1","1","0","0.24","7.04","0.2","0.04","2","0.25","0.066666667","0.125","0.033333333","0.03","0.008","0.85","0.226666667","50","3.409090909","26.66666667","0.12","0.222222222","0.266666667","7.555555556","7.822222222","0.833333333","1","28.33333333","29.33333333"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00017","","","","30","10","2","3","5","3","4","4","4","3","1","0.08","0.8","8","4","3","4","3","0","1.08","1.88","0.25","0.026666667","7","1.75","0.233333333","1","0.133333333","0.27","0.036","0.2","0.026666667","57.14285714","57.44680851","13.33333333","0.154285714","1.111111111","1.2","0.888888889","2.088888889","8.333333333","9","6.666666667","15.66666667"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00018","","","","30","5","1","2","4","2","2","3","3","4","0.54","0.2","1.3","8","4","3","1","1","3.96","0.74","2.04","0.18","0.05","7","2.333333333","0.233333333","1","0.1","0.246666667","0.024666667","0.433333333","0.043333333","42.85714286","36.2745098","10","0.105714286","0.6","0.822222222","1.444444444","2.266666667","6","8.222222222","14.44444444","22.66666667"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00019","","","","30","20","1","3","9","1","2","9","4","6","0.5","0.12","6.5","2","9","5","1","1","0.15","0.62","7.12","0.125","0.02","10","1.111111111","0.333333333","0.444444444","0.133333333","0.068888889","0.020666667","0.722222222","0.216666667","40","8.707865169","30","0.062","0.555555556","0.688888889","7.222222222","7.911111111","1.851851852","2.296296296","24.07407407","26.37037037"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00020","","","","30","30","2","2","9","1","5","24","1","2","0.1","0.06","3.5","8","8","7","1","1","0.15","0.16","3.66","0.1","0.03","3","0.125","0.1","0.041666667","0.033333333","0.006666667","0.005333333","0.145833333","0.116666667","33.33333333","4.371584699","80","0.053333333","0.111111111","0.177777778","3.888888889","4.066666667","0.138888889","0.222222222","4.861111111","5.083333333"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00021","","","","30","10","3","3","6","1","7","1","20","16","3.86","0.5","1.7","8","4","3","1","1","0","4.36","6.06","0.193","0.03125","36","36","1.2","20","0.666666667","4.36","0.145333333","1.7","0.056666667","55.55555556","71.94719472","3.333333333","0.121111111","4.288888889","4.844444444","1.888888889","6.733333333","128.6666667","145.3333333","56.66666667","202"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00022","","","","30","12","2","3","7","2","6","8","3","10","0.36","0.28","2.3","8","8","5","1","1","0","0.64","2.94","0.12","0.028","13","1.625","0.433333333","0.375","0.1","0.08","0.021333333","0.2875","0.076666667","23.07692308","21.76870748","26.66666667","0.049230769","0.4","0.711111111","2.555555556","3.266666667","1.5","2.666666667","9.583333333","12.25"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00023","","","","30","5","2","3","4","3","5","5","3","2","0.32","0.08","0.2","8","3","5","1","3","0.12","0.4","0.6","0.106666667","0.04","5","1","0.166666667","0.6","0.1","0.08","0.013333333","0.04","0.006666667","60","66.66666667","16.66666667","0.08","0.355555556","0.444444444","0.222222222","0.666666667","2.133333333","2.666666667","1.333333333","4"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00024","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00025","","","","30","22","6","7","4","2","7","10","1","4","0.08","0.12","1.5","2","9","7","1","1","0.15","0.2","1.7","0.08","0.03","5","0.5","0.166666667","0.1","0.033333333","0.02","0.006666667","0.15","0.05","20","11.76470588","33.33333333","0.04","0.088888889","0.222222222","1.666666667","1.888888889","0.266666667","0.666666667","5","5.666666667"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00026","","","","30","9","2","2","4","1","4","2","0","0","0","0","0.2","","","","","","","0","0.2","","","0","0","0","0","0","0","0","0.1","0.006666667","","0","6.666666667","","0","0","0.222222222","0.222222222","0","0","3.333333333","3.333333333"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00027","","","","30","25","5","3","9","1","2","3","0","0","0","0","19.2","","","","","","","0","19.2","","","0","0","0","0","0","0","0","6.4","0.64","","0","10","","0","0","21.33333333","21.33333333","0","0","213.3333333","213.3333333"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00028","","","","30","10","2","3","2","1","4","7","6","9","0.4","0.2","0.1","5","4","5","1","1","3.96","0.6","0.7","0.066666667","0.022222222","15","2.142857143","0.5","0.857142857","0.2","0.085714286","0.02","0.014285714","0.003333333","40","85.71428571","23.33333333","0.04","0.444444444","0.666666667","0.111111111","0.777777778","1.904761905","2.857142857","0.476190476","3.333333333"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00029","","","","30","1","","3","3","","1","1","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.1","0.003333333","","0","3.333333333","","0","0","0.111111111","0.111111111","0","0","3.333333333","3.333333333"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00030","","","","30","30","2","4","8","1","8","24","8","8","1.04","0.28","4.4","8","8","5","2","1","0.12","1.32","5.72","0.13","0.035","16","0.666666667","0.533333333","0.333333333","0.266666667","0.055","0.044","0.183333333","0.146666667","50","23.07692308","80","0.0825","1.155555556","1.466666667","4.888888889","6.355555556","1.444444444","1.833333333","6.111111111","7.944444444"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00031","","","","30","27","3","3","7","2","3","17","15","17","1.54","0.4","5","2","9","5","2","4","0.12","1.94","6.94","0.102666667","0.023529412","32","1.882352941","1.066666667","0.882352941","0.5","0.114117647","0.064666667","0.294117647","0.166666667","46.875","27.95389049","56.66666667","0.060625","1.711111111","2.155555556","5.555555556","7.711111111","3.019607843","3.803921569","9.803921569","13.60784314"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00032","","","","30","6","3","3","3","2","5","2","0","4","0","0.04","0.1","6","3","9","1","1","0.02","0.04","0.14","","0.01","4","2","0.133333333","0","0","0.02","0.001333333","0.05","0.003333333","0","28.57142857","6.666666667","0.01","0","0.044444444","0.111111111","0.155555556","0","0.666666667","1.666666667","2.333333333"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00033","","","","30","3","2","2","6","1","1","2","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.05","0.003333333","","0","6.666666667","","0","0","0.111111111","0.111111111","0","0","1.666666667","1.666666667"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00034","","","","30","19","5","2","5","3","4","7","7","9","0.56","0.16","4.2","6","4","5","4","3","3.96","0.72","4.92","0.08","0.017777778","16","2.285714286","0.533333333","1","0.233333333","0.102857143","0.024","0.6","0.14","43.75","14.63414634","23.33333333","0.045","0.622222222","0.8","4.666666667","5.466666667","2.666666667","3.428571429","20","23.42857143"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00035","","","","30","7","2","1","2","1","1","1","0","1","0","0.03","0.01","8","2","9","2","4","0","0.03","0.04","","0.03","1","1","0.033333333","0","0","0.03","0.001","0.01","0.000333333","0","75","3.333333333","0.03","0","0.033333333","0.011111111","0.044444444","0","1","0.333333333","1.333333333"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00036","","","","30","22","2","4","7","1","2","10","9","5","1.6","0.12","7","2","8","3","1","3","0","1.72","8.72","0.177777778","0.024","14","1.4","0.466666667","0.9","0.3","0.172","0.057333333","0.7","0.233333333","64.28571429","19.72477064","33.33333333","0.122857143","1.777777778","1.911111111","7.777777778","9.688888889","5.333333333","5.733333333","23.33333333","29.06666667"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00037","","","","30","12","7","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00038","","","","30","29","2","2","9","1","1","24","19","16","4.86","0.4","36","8","8","3","1","1","0.12","5.26","41.26","0.255789474","0.025","35","1.458333333","1.166666667","0.791666667","0.633333333","0.219166667","0.175333333","1.5","1.2","54.28571429","12.74842462","80","0.150285714","5.4","5.844444444","40","45.84444444","6.75","7.305555556","50","57.30555556"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00039","","","","30","29","2","3","4","1","7","14","7","13","1","0.03","1.4","6","8","5","3","5","0.12","1.03","2.43","0.142857143","0.002307692","20","1.428571429","0.666666667","0.5","0.233333333","0.073571429","0.034333333","0.1","0.046666667","35","42.38683128","46.66666667","0.0515","1.111111111","1.144444444","1.555555556","2.7","2.380952381","2.452380952","3.333333333","5.785714286"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00040","","","","30","5","","3","2","1","2","1","0","1","0","0.06","0.18","2","2","9","3","1","1.38","0.06","0.24","","0.06","1","1","0.033333333","0","0","0.06","0.002","0.18","0.006","0","25","3.333333333","0.06","0","0.066666667","0.2","0.266666667","0","2","6","8"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00041","","","","30","12","7","8","3","2","1","2","1","1","0.1","0.05","0.3","8","8","7","1","1","0.15","0.15","0.45","0.1","0.05","2","1","0.066666667","0.5","0.033333333","0.075","0.005","0.15","0.01","50","33.33333333","6.666666667","0.075","0.111111111","0.166666667","0.333333333","0.5","1.666666667","2.5","5","7.5"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00042","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00043","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00044","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00045","","","","30","17","2","3","7","1","8","17","0","6","0","0.12","4.2","8","8","9","1","1","0.12","0.12","4.32","","0.02","6","0.352941176","0.2","0","0","0.007058824","0.004","0.247058824","0.14","0","2.777777778","56.66666667","0.02","0","0.133333333","4.666666667","4.8","0","0.235294118","8.235294118","8.470588235"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00046","","","","30","29","3","3","5","1","7","17","7","12","0.7","0.36","2","6","8","5","3","4","0.12","1.06","3.06","0.1","0.03","19","1.117647059","0.633333333","0.411764706","0.233333333","0.062352941","0.035333333","0.117647059","0.066666667","36.84210526","34.64052288","56.66666667","0.055789474","0.777777778","1.177777778","2.222222222","3.4","1.37254902","2.078431373","3.921568627","6"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00047","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00048","","","","30","24","2","6","9","2","3","18","19","5","6.24","0.11","12.6","8","4","3","1","4","0.12","6.35","18.95","0.328421053","0.022","24","1.333333333","0.8","1.055555556","0.633333333","0.352777778","0.211666667","0.7","0.42","79.16666667","33.50923483","60","0.264583333","6.933333333","7.055555556","14","21.05555556","11.55555556","11.75925926","23.33333333","35.09259259"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00049","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00050","","","","30","1","","2","3","","1","1","0","2","0","0.1","0.4","2","4","7","1","1","0","0.1","0.5","","0.05","2","2","0.066666667","0","0","0.1","0.003333333","0.4","0.013333333","0","20","3.333333333","0.05","0","0.111111111","0.444444444","0.555555556","0","3.333333333","13.33333333","16.66666667"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00051","","","","30","8","3","3","3","1","2","4","4","2","0.88","0.1","1.4","2","9","5","1","4","0.02","0.98","2.38","0.22","0.05","6","1.5","0.2","1","0.133333333","0.245","0.032666667","0.35","0.046666667","66.66666667","41.17647059","13.33333333","0.163333333","0.977777778","1.088888889","1.555555556","2.644444444","7.333333333","8.166666667","11.66666667","19.83333333"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00052","","","","30","12","3","4","6","1","7","10","0","9","0","0.12","3.4","2","9","9","1","1","0","0.12","3.52","","0.013333333","9","0.9","0.3","0","0","0.012","0.004","0.34","0.113333333","0","3.409090909","33.33333333","0.013333333","0","0.133333333","3.777777778","3.911111111","0","0.4","11.33333333","11.73333333"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00053","","","","30","11","4","3","5","1","1","3","0","4","0","0.12","2","2","4","7","1","1","0","0.12","2.12","","0.03","4","1.333333333","0.133333333","0","0","0.04","0.004","0.666666667","0.066666667","0","5.660377358","10","0.03","0","0.133333333","2.222222222","2.355555556","0","1.333333333","22.22222222","23.55555556"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00054","","","","30","22","2","3","9","1","1","11","10","0","1.96","0","10.6","8","9","3","1","1","0","1.96","12.56","0.196","","10","0.909090909","0.333333333","0.909090909","0.333333333","0.178181818","0.065333333","0.963636364","0.353333333","100","15.60509554","36.66666667","0.196","2.177777778","2.177777778","11.77777778","13.95555556","5.939393939","5.939393939","32.12121212","38.06060606"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00056","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00057","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00058","","","","30","4","1","1","1","1","1","2","0","1","0","0.02","0.04","6","1","9","2","1","0","0.02","0.06","","0.02","1","0.5","0.033333333","0","0","0.01","0.000666667","0.02","0.001333333","0","33.33333333","6.666666667","0.02","0","0.022222222","0.044444444","0.066666667","0","0.333333333","0.666666667","1"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00059","","","","30","13","2","3","8","1","1","11","6","9","0.94","0.28","11.7","8","8","3","1","3","0","1.22","12.92","0.156666667","0.031111111","15","1.363636364","0.5","0.545454545","0.2","0.110909091","0.040666667","1.063636364","0.39","40","9.442724458","36.66666667","0.081333333","1.044444444","1.355555556","13","14.35555556","2.848484848","3.696969697","35.45454545","39.15151515"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00060","","","","30","21","2","4","7","1","8","16","8","23","0.54","0.46","4.7","8","8","5","2","3","0.15","1","5.7","0.0675","0.02","31","1.9375","1.033333333","0.5","0.266666667","0.0625","0.033333333","0.29375","0.156666667","25.80645161","17.54385965","53.33333333","0.032258065","0.6","1.111111111","5.222222222","6.333333333","1.125","2.083333333","9.791666667","11.875"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00061","","","","30","5","2","3","4","1","1","3","1","10","0.12","0.18","2.2","5","8","5","1","1","3.96","0.3","2.5","0.12","0.018","11","3.666666667","0.366666667","0.333333333","0.033333333","0.1","0.01","0.733333333","0.073333333","9.090909091","12","10","0.027272727","0.133333333","0.333333333","2.444444444","2.777777778","1.333333333","3.333333333","24.44444444","27.77777778"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00062","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00063","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00064","","","","30","13","1","3","5","1","1","7","0","21","0","0.44","5.6","2","9","9","1","1","0.12","0.44","6.04","","0.020952381","21","3","0.7","0","0","0.062857143","0.014666667","0.8","0.186666667","0","7.284768212","23.33333333","0.020952381","0","0.488888889","6.222222222","6.711111111","0","2.095238095","26.66666667","28.76190476"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00065","","","","30","3","","5","7","","1","3","1","5","0.08","0.08","4.4","2","9","7","1","1","0.12","0.16","4.56","0.08","0.016","6","2","0.2","0.333333333","0.033333333","0.053333333","0.005333333","1.466666667","0.146666667","16.66666667","3.50877193","10","0.026666667","0.088888889","0.177777778","4.888888889","5.066666667","0.888888889","1.777777778","48.88888889","50.66666667"
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00066","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013KAC-PT01","","","","","","","","","UGP2013KAC-PT01-00067","","","","30","27","1","4","9","1","1","14","17","23","1.9","0.64","40.6","2","4","5","1","1","0.12","2.54","43.14","0.111764706","0.027826087","40","2.857142857","1.333333333","1.214285714","0.566666667","0.181428571","0.084666667","2.9","1.353333333","42.5","5.88780714","46.66666667","0.0635","2.111111111","2.822222222","45.11111111","47.93333333","4.523809524","6.047619048","96.66666667","102.7142857"
