"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00001","","","","5","5","1","2","6","2","2","5","1","2","0.06","0.01","0.24","5","1","1","3","7","0.15","0.07","0.31","0.06","0.005","3","0.6","0.6","0.2","0.2","0.014","0.014","0.048","0.048","33.33333333","22.58064516","100","0.4","0.466666667","1.6","2.066666667","0.023333333","0.4","0.466666667","1.6","2.066666667"
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00002","","","","5","4","3","2","5","1","1","3","0","1","0","0.01","0.01","5","1","1","3","9","11.03","0.01","0.02","","0.01","1","0.333333333","0.2","0","0","0.003333333","0.002","0.003333333","0.002","0","50","60","0","0.066666667","0.066666667","0.133333333","0.01","0","0.111111111","0.111111111","0.222222222"
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00003","","","","5","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00004","","","","5","2","1","","","1","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00005","","","","5","5","2","2","7","4","4","5","4","6","0.28","0.08","4","6","1","1","3","6","0","0.36","4.36","0.07","0.013333333","10","2","2","0.8","0.8","0.072","0.072","0.8","0.8","40","8.256880734","100","1.866666667","2.4","26.66666667","29.06666667","0.036","1.866666667","2.4","26.66666667","29.06666667"
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00006","","","","5","5","1","2","7","1","1","4","20","24","1.2","0.4","7.1","6","1","1","5","5","0","1.6","8.7","0.06","0.016666667","44","11","8.8","5","4","0.4","0.32","1.775","1.42","45.45454545","18.3908046","80","8","10.66666667","47.33333333","58","0.036363636","10","13.33333333","59.16666667","72.5"
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00007","","","","5","5","1","3","7","1","1","4","4","20","0.2","0.22","5.1","6","1","1","3","7","0.15","0.42","5.52","0.05","0.011","24","6","4.8","1","0.8","0.105","0.084","1.275","1.02","16.66666667","7.608695652","80","1.333333333","2.8","34","36.8","0.0175","1.666666667","3.5","42.5","46"
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00008","","","","5","5","1","2","6","1","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00009","","","","5","5","2","4","9","1","1","4","26","32","5.4","0.45","14","9","2","1","8","4","0","5.85","19.85","0.207692308","0.0140625","58","14.5","11.6","6.5","5.2","1.4625","1.17","3.5","2.8","44.82758621","29.47103275","80","36","39","93.33333333","132.3333333","0.100862069","45","48.75","116.6666667","165.4166667"
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00010","","","","5","5","1","2","5","1","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00011","","","","5","5","1","3","6","2","2","2","2","13","0.24","0.22","2.2","3","1","1","3","5","3.03","0.46","2.66","0.12","0.016923077","15","7.5","3","1","0.4","0.23","0.092","1.1","0.44","13.33333333","17.29323308","40","1.6","3.066666667","14.66666667","17.73333333","0.030666667","4","7.666666667","36.66666667","44.33333333"
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00012","","","","5","5","3","2","5","3","3","5","9","10","0.63","0.2","0.2","4","1","4","3","6","4.61","0.83","1.03","0.07","0.02","19","3.8","3.8","1.8","1.8","0.166","0.166","0.04","0.04","47.36842105","80.58252427","100","4.2","5.533333333","1.333333333","6.866666667","0.043684211","4.2","5.533333333","1.333333333","6.866666667"
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00013","","","","5","5","1","5","7","2","2","5","5","10","0.45","0.08","1.4","5","1","1","3","5","0","0.53","1.93","0.09","0.008","15","3","3","1","1","0.106","0.106","0.28","0.28","33.33333333","27.4611399","100","3","3.533333333","9.333333333","12.86666667","0.035333333","3","3.533333333","9.333333333","12.86666667"
"","","UGP2015NAM-PT06","","","","","","","","","UGP2015NAM-PT06-00014","","","","5","5","2","5","7","1","1","4","0","3","0","0.02","5","2","1","3","2","7","4.41","0.02","5.02","","0.006666667","3","0.75","0.6","0","0","0.005","0.004","1.25","1","0","0.398406375","80","0","0.133333333","33.33333333","33.46666667","0.006666667","0","0.166666667","41.66666667","41.83333333"
