"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00019","","","","2","9.81","1.43","1.49","19.09","2","50.7","2.42","2.33","1","60","48","3","34","30","45","40","5","6","3.77","2","71.83","2","37.65285996","6","8","0.94","8","3","3","13.5","3.2","21.6","16.7","38.3","108","0.225","0.066666667","0.15462963","3.6","2.4","2","1.333333333","0.556666667","0.371111111","0.72","0.48","55.55555556","43.60313316","66.66666667","6.288027613","10","15","12.37037037","18.55555556","16","24","4.657798232","6.986697348","28.37037037","42.55555556"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00002","","","","2","0","1.51","2.28","15.71","3","50.14","3.58","2.88","1","39","50","2","34","30","45","36","4","6","3.94","3","70.34","2","31.33226964","5","5","0.94","6","3","3","7.9","2.2","13.8","10.1","23.9","89","0.202564103","0.044","0.113483146","2.966666667","1.977777778","1.3","0.866666667","0.336666667","0.224444444","0.46","0.306666667","43.82022472","42.25941423","66.66666667","3.164559234","5.851851852","8.777777778","7.481481481","11.22222222","10.22222222","15.33333333","2.344117951","3.516176927","17.7037037","26.55555556"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00020","","","","2","0","1.52","0.54","20.09","2","50.44","1.35","1.71","1","31","46","3","34","30","45","30","1","9","4.69","2","76.19","3","39.8295004","6","7","0.98","8","3","4","7.5","2.4","32.6","9.9","42.5","77","0.241935484","0.052173913","0.128571429","2.566666667","1.711111111","1.033333333","0.688888889","0.33","0.22","1.086666667","0.724444444","40.25974026","23.29411765","66.66666667","3.943120539","5.555555556","8.333333333","7.333333333","11","24.14814815","36.22222222","2.920830029","4.381245044","31.48148148","47.22222222"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00021","","","","2","8.32","1.56","1.5","19.3","2","50.11","2.76","2.89","1","91","80","4","34","30","45","42","5","8","4.87","2","69.11","5","38.51526641","5","7","0.79","7","3","3","19.4","3.6","11","23","34","171","0.213186813","0.045","0.134502924","5.7","3.8","3.033333333","2.022222222","0.766666667","0.511111111","0.366666667","0.244444444","53.21637427","67.64705882","66.66666667","8.858511275","14.37037037","21.55555556","17.03703704","25.55555556","8.148148148","12.22222222","6.561860204","9.842790306","25.18518519","37.77777778"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00022","","","","4","5.51","1.71","1.41","20.23","3","50.15","2.54","3.83","1","12","28","4","24","24","45","20","5","3","5.07","3","71.49","5","40.33898305","6","5","1.08","5","6","6","2.1","1.6","6.2","3.7","9.9","40","0.175","0.057142857","0.0925","1.666666667","0.888888889","0.5","0.266666667","0.154166667","0.082222222","0.258333333","0.137777778","30","37.37373737","53.33333333","1.492542373","1.555555556","2.916666667","2.740740741","5.138888889","4.592592593","8.611111111","1.105586943","2.072975518","7.333333333","13.75"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00023","","","","2","1.36","1.2","1.77","18.02","3","50.63","2.5","4.87","1","36","65","5","34","30","45","38","6","2","2.6","2","71.35","5","35.59154651","5","6","0.75","7","1","3","9.7","2.5","10","12.2","22.2","101","0.269444444","0.038461538","0.120792079","3.366666667","2.244444444","1.2","0.8","0.406666667","0.271111111","0.333333333","0.222222222","35.64356436","54.95495495","66.66666667","4.342168675","7.185185185","10.77777778","9.037037037","13.55555556","7.407407407","11.11111111","3.216421241","4.824631861","16.44444444","24.66666667"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00024","","","","3","31.81","2.13","5.21","10.72","3","50.58","7.61","20.85","1","27","73","3","27","27","45","27","8","6","4.22","5","45.73","2","21.19414788","5","8","1.22","5","4","6","7.1","4.6","2.6","11.7","14.3","100","0.262962963","0.063013699","0.117","3.703703704","2.222222222","1","0.6","0.433333333","0.26","0.096296296","0.057777778","27","81.81818182","60","2.479715302","5.259259259","8.765432099","8.666666667","14.44444444","1.925925926","3.209876543","1.83682615","3.061376917","10.59259259","17.65432099"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00025","","","","4","","","","","","","","","1","0","24","3","33","30","45","8","5","9","","2","","2","","4","2","","4","5","5","0","2.8","0.9","2.8","3.7","24","","0.116666667","0.116666667","0.8","0.533333333","0","0","0.093333333","0.062222222","0.03","0.02","0","75.67567568","66.66666667","","0","0","2.074074074","3.111111111","0.666666667","1","","","2.740740741","4.111111111"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00026","","","","3","0","1.36","2.97","17.8","3","50.02","4","1.28","1","35","49","3","34","30","45","37","5","6","2.88","3","69.79","2","35.58576569","4","7","0.89","8","3","3","9.3","2.8","18.2","12.1","30.3","84","0.265714286","0.057142857","0.144047619","2.8","1.866666667","1.166666667","0.777777778","0.403333333","0.268888889","0.606666667","0.404444444","41.66666667","39.9339934","66.66666667","4.305877649","6.888888889","10.33333333","8.962962963","13.44444444","13.48148148","20.22222222","3.189538999","4.784308499","22.44444444","33.66666667"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00027","","","","4","0","1.41","0.71","20.54","2","50.23","1.47","3.77","1","38","73","2","34","30","45","43","1","9","3.82","2","75.86","3","40.89189727","5","6","0.9","7","4","4","7.1","3.1","16","10.2","26.2","111","0.186842105","0.042465753","0.091891892","3.7","2.466666667","1.266666667","0.844444444","0.34","0.226666667","0.533333333","0.355555556","34.23423423","38.93129771","66.66666667","4.170973522","5.259259259","7.888888889","7.555555556","11.33333333","11.85185185","17.77777778","3.089610016","4.634415024","19.40740741","29.11111111"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00028","","","","3","0","1.24","1.24","19.29","3","50.05","2.06","4.17","1","13","24","4","29","29","45","16","5","3","3.35","2","72.72","3","38.54145854","5","4","0.69","5","6","6","1.6","0.9","4.4","2.5","6.9","37","0.123076923","0.0375","0.067567568","1.275862069","0.822222222","0.448275862","0.288888889","0.086206897","0.055555556","0.151724138","0.097777778","35.13513514","36.23188406","64.44444444","0.963536464","1.185185185","1.83908046","1.851851852","2.873563218","3.259259259","5.057471264","0.713730714","1.107513176","5.111111111","7.931034483"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00029","","","","2","0","1.32","1.2","20.03","3","50.16","2.05","3.97","1","30","44","3","34","30","45","32","3","6","3.55","3","70.85","9","39.93221691","6","7","0.97","9","4","4","6.6","2.5","25.4","9.1","34.5","74","0.22","0.056818182","0.122972973","2.466666667","1.644444444","1","0.666666667","0.303333333","0.202222222","0.846666667","0.564444444","40.54054054","26.37681159","66.66666667","3.633831738","4.888888889","7.333333333","6.740740741","10.11111111","18.81481481","28.22222222","2.691727214","4.03759082","25.55555556","38.33333333"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00003","","","","3","0","1.23","1.18","20.51","2","50.85","2.1","2.66","1","42","36","2","34","30","45","37","4","6","3.63","2","72.34","9","40.33431662","5","6","0.9","7","4","4","7.3","1.6","15","8.9","23.9","78","0.173809524","0.044444444","0.114102564","2.6","1.733333333","1.4","0.933333333","0.296666667","0.197777778","0.5","0.333333333","53.84615385","37.23849372","66.66666667","3.589754179","5.407407407","8.111111111","6.592592593","9.888888889","11.11111111","16.66666667","2.65907717","3.988615754","17.7037037","26.55555556"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00030","","","","2","0","1.48","2.62","18.83","1","50.27","3.87","2.31","1","30","42","3","24","24","45","21","1","6","3.98","2","70.22","3","37.45772827","5","7","0.85","6","4","4","9.5","2.3","11.6","11.8","23.4","72","0.316666667","0.054761905","0.163888889","3","1.6","1.25","0.666666667","0.491666667","0.262222222","0.483333333","0.257777778","41.66666667","50.42735043","53.33333333","4.420011936","7.037037037","13.19444444","8.740740741","16.38888889","8.592592593","16.11111111","3.274082915","6.138905466","17.33333333","32.5"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00004","","","","4","0","1.32","1.14","20.08","2","50.91","2.13","4.58","1","12","36","4","20","20","45","18","5","3","3.53","3","72.75","3","39.44215282","5","6","0.73","4","6","6","2.4","1.5","5","3.9","8.9","48","0.2","0.041666667","0.08125","2.4","1.066666667","0.6","0.266666667","0.195","0.086666667","0.25","0.111111111","25","43.82022472","44.44444444","1.53824396","1.777777778","4","2.888888889","6.5","3.703703704","8.333333333","1.13943997","2.563739933","6.592592593","14.83333333"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00005","","","","5","9.65","1.27","1.81","18.66","3","50.71","3.09","3.98","1","67","90","3","34","30","45","41","5","8","3.68","2","71.39","5","36.79747584","4","6","0.82","7","3","4","16","5.4","10.8","21.4","32.2","157","0.23880597","0.06","0.136305732","5.233333333","3.488888889","2.233333333","1.488888889","0.713333333","0.475555556","0.36","0.24","42.67515924","66.45962733","66.66666667","7.87465983","11.85185185","17.77777778","15.85185185","23.77777778","8","12","5.833081356","8.749622034","23.85185185","35.77777778"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00006","","","","5","37.5","2.26","4.2","11.28","4","50.38","6.53","20.03","1","27","64","2","30","30","45","30","8","6","4.67","5","49.79","2","22.38983724","4","5","1.39","6","4","4","6.8","4.6","5.4","11.4","16.8","91","0.251851852","0.071875","0.125274725","3.033333333","2.022222222","0.9","0.6","0.38","0.253333333","0.18","0.12","29.67032967","67.85714286","66.66666667","2.552441445","5.037037037","7.555555556","8.444444444","12.66666667","4","6","1.890697367","2.83604605","12.44444444","18.66666667"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00007","","","","3","0","1.21","1.9","19.48","2","50.32","2.8","1.72","2","22","33","3","34","30","45","28","1","6","2.88","2","73.75","3","38.71224165","4","6","0.72","7","3","4","5.7","3.9","7.8","9.6","17.4","55","0.259090909","0.118181818","0.174545455","1.833333333","1.222222222","0.733333333","0.488888889","0.32","0.213333333","0.26","0.173333333","40","55.17241379","66.66666667","3.716375199","4.222222222","6.333333333","7.111111111","10.66666667","5.777777778","8.666666667","2.752870518","4.129305776","12.88888889","19.33333333"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00008","","","","3","2.65","1.23","1.9","17.18","2","50.43","2.65","6.94","1","25","52","4","34","30","45","36","6","2","2.18","4","68.89","5","34.0670236","4","4","0.75","5","3","3","3.1","2.4","5","5.5","10.5","77","0.124","0.046153846","0.071428571","2.566666667","1.711111111","0.833333333","0.555555556","0.183333333","0.122222222","0.166666667","0.111111111","32.46753247","52.38095238","66.66666667","1.873686298","2.296296296","3.444444444","4.074074074","6.111111111","3.703703704","5.555555556","1.387915776","2.081873664","7.777777778","11.66666667"
"","","GHP2014KMD-AT02","","","","","","","","","GHP2014KMD-AT02-00009","","","","4","7.48","1.36","1.63","19.24","3","50.72","2.74","4.8","1","14","45","3","23","23","45","18","5","3","3.69","3","71.59","5","37.93375394","5","5","0.87","4","6","6","2.8","2.1","4.4","4.9","9.3","59","0.2","0.046666667","0.083050847","2.565217391","1.311111111","0.608695652","0.311111111","0.213043478","0.108888889","0.191304348","0.097777778","23.72881356","52.68817204","51.11111111","1.858753943","2.074074074","4.057971014","3.62962963","7.101449275","3.259259259","6.376811594","1.376854773","2.693846295","6.888888889","13.47826087"
