"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00001","","","","2","0","1.1908954","0.6787895","19.8","50.5","1.1260309","2.0025084","1","5","32","19","19","30","13","5","3","2.6883013","3","72.9359131","3","39.20792079","5","4","5.1306105","5","4","4","1.3","0.8","2.8","2.1","4.9","37","0.26","0.025","0.056756757","1.947368421","1.233333333","0.263157895","0.166666667","0.110526316","0.07","0.147368421","0.093333333","13.51351351","42.85714286","63.33333333","0.823366337","1.444444444","2.280701754","2.333333333","3.684210526","3.111111111","4.912280702","0.914851485","1.444502345","5.444444444","8.596491228"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00010","","","","2","0.6231753","1.6259358","0.9754137","19.9","50.7","0.888546","2.1378531","1","22","43","20","20","30","18","5","3","3.7138031","2","72.0528488","3","39.2504931","4","5","7.4919024","5","4","4","3.6","1.4","2.8","5","7.8","65","0.163636364","0.03255814","0.076923077","3.25","2.166666667","1.1","0.733333333","0.25","0.166666667","0.14","0.093333333","33.84615385","64.1025641","66.66666667","1.962524655","4","6","5.555555556","8.333333333","3.111111111","4.666666667","2.18058295","3.270874425","8.666666667","13"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00011","","","","3","0","1.4805348","0.9426628","21","50.5","1.0901544","2.020453","1","18","52","22","22","30","19","5","3","3.6018002","2","73.0362396","3","41.58415842","5","5","3.546689","6","3","4","4.7","2.6","6","7.3","13.3","70","0.261111111","0.05","0.104285714","3.181818182","2.333333333","0.818181818","0.6","0.331818182","0.243333333","0.272727273","0.2","25.71428571","54.88721805","73.33333333","3.035643564","5.222222222","7.121212121","8.111111111","11.06060606","6.666666667","9.090909091","3.372937294","4.599459946","14.77777778","20.15151515"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00012","","","","4","0","1.2687958","0.8119195","19.5","50.4","1.1179054","2.1218035","1","22","26","28","28","30","26","5","3","2.9293082","4","72.183342","3","38.69047619","6","5","4.305315","6","5","5","4.9","1.3","8.4","6.2","14.6","48","0.222727273","0.05","0.129166667","1.714285714","1.6","0.785714286","0.733333333","0.221428571","0.206666667","0.3","0.28","45.83333333","42.46575342","93.33333333","2.398809524","5.444444444","5.833333333","6.888888889","7.380952381","9.333333333","10","2.665343915","2.855725624","16.22222222","17.38095238"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00013","","","","2","0","1.7239786","0.9965934","20.6","50.6","0.9771389","1.6872981","1","12","15","14","14","30","12","4","8","4.4882588","3","70.6773911","3","40.71146245","6","5","5.4975247","5","4","5","4.2","0.9","3.4","5.1","8.5","27","0.35","0.06","0.188888889","1.928571429","0.9","0.857142857","0.4","0.364285714","0.17","0.242857143","0.113333333","44.44444444","60","46.66666667","2.076284585","4.666666667","10","5.666666667","12.14285714","3.777777778","8.095238095","2.306982872","4.943534726","9.444444444","20.23809524"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00014","","","","2","0","1.9519479","1.2096354","18.9","50.4","1.9370494","3.6103945","1","22","26","19","19","30","19","6","6","4.6161647","3","68.3325195","2","37.5","5","5","6.0059371","5","6","4","4.7","1.6","3.2","6.3","9.5","48","0.213636364","0.061538462","0.13125","2.526315789","1.6","1.157894737","0.733333333","0.331578947","0.21","0.168421053","0.106666667","45.83333333","66.31578947","63.33333333","2.3625","5.222222222","8.245614035","7","11.05263158","3.555555556","5.614035088","2.625","4.144736842","10.55555556","16.66666667"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00015","","","","3","0","1.7424201","0.9262691","19","50.5","3.5040698","5.0372353","","35","0","6","6","30","","3","8","4.1276555","","68.0145645","5","37.62376238","","5","4.2194023","4","4","4","3.6","0","1","3.6","4.6","35","0.102857143","","0.102857143","5.833333333","1.166666667","5.833333333","1.166666667","0.6","0.12","0.166666667","0.033333333","100","78.26086957","20","1.354455446","4","20","4","20","1.111111111","5.555555556","1.504950495","7.524752475","5.111111111","25.55555556"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00016","","","","2","0.5927991","1.6007434","0.9641659","21.1","50.3","0.6469496","1.6645451","1","8","48","28","28","30","22","1","8","3.4789495","2","74.6475525","2","41.94831014","4","5","4.8718228","4","4","5","0.8","1.8","2.4","2.6","5","56","0.1","0.0375","0.046428571","2","1.866666667","0.285714286","0.266666667","0.092857143","0.086666667","0.085714286","0.08","14.28571429","52","93.33333333","1.090656064","0.888888889","0.952380952","2.888888889","3.095238095","2.666666667","2.857142857","1.211840071","1.298400076","5.555555556","5.952380952"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00017","","","","3","0","1.710745","1.0006632","18.7","50.6","0.8805674","2.2302518","1","37","40","25","25","30","22","5","3","3.5296681","2","68.9308624","3","36.95652174","5","6","9.6133995","5","2","5","5.8","2.7","2.4","8.5","10.9","77","0.156756757","0.0675","0.11038961","3.08","2.566666667","1.48","1.233333333","0.34","0.283333333","0.096","0.08","48.05194805","77.98165138","83.33333333","3.141304348","6.444444444","7.733333333","9.444444444","11.33333333","2.666666667","3.2","3.490338164","4.188405797","12.11111111","14.53333333"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00018","","","","4","","2.1334829","1.1816473","10.2","50.2","7.5022607","10.8877897","1","36","34","22","22","30","22","8","6","3.9139452","4","43.9918365","5","20.3187251","4","7","20.3249931","6","4","3","11.1","2.1","2.2","13.2","15.4","70","0.308333333","0.061764706","0.188571429","3.181818182","2.333333333","1.636363636","1.2","0.6","0.44","0.1","0.073333333","51.42857143","85.71428571","73.33333333","2.682071713","12.33333333","16.81818182","14.66666667","20","2.444444444","3.333333333","2.980079681","4.06374502","17.11111111","23.33333333"
