"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00019","","","","2","0","1.559521","0.9227459","18.4","50.1","1.1527798","1.932068","1","26","11","23","23","30","21","4","8","4.0536861","2","71.8451309","3","36.72654691","3","7","3.8069587","6","3","3","7.1","1","2.2","8.1","10.3","37","0.273076923","0.090909091","0.218918919","1.608695652","1.233333333","1.130434783","0.866666667","0.352173913","0.27","0.095652174","0.073333333","70.27027027","78.6407767","76.66666667","2.974850299","7.888888889","10.28985507","9","11.73913043","2.444444444","3.188405797","3.305389222","4.311377246","11.44444444","14.92753623"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00002","","","","3","0","1.7080864","0.9471914","19.1","50.2","1.29406","2.1577158","1","16","4","14","14","30","11","4","8","3.6775599","2","70.1717682","3","38.04780876","5","5","9.5416288","6","5","5","5.4","0.4","2.2","5.8","8","20","0.3375","0.1","0.29","1.428571429","0.666666667","1.142857143","0.533333333","0.414285714","0.193333333","0.157142857","0.073333333","80","72.5","46.66666667","2.206772908","6","12.85714286","6.444444444","13.80952381","2.444444444","5.238095238","2.451969898","5.25422121","8.888888889","19.04761905"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00020","","","","2","9.7972183","1.8859221","0.8775646","13.1","50.8","4.920177","6.4168925","1","20","21","24","24","30","19","8","6","3.6328244","3","59.5974312","5","25.78740157","4","6","9.8494568","4","6","6","4.2","1.3","1.8","5.5","7.3","41","0.21","0.061904762","0.134146341","1.708333333","1.366666667","0.833333333","0.666666667","0.229166667","0.183333333","0.075","0.06","48.7804878","75.34246575","80","1.418307087","4.666666667","5.833333333","6.111111111","7.638888889","2","2.5","1.575896763","1.969870954","8.111111111","10.13888889"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00021","","","","4","0","1.8180338","0.9531002","19.6","50.4","1.1561052","2.182409","1","22","25","21","21","30","21","5","3","3.7580962","2","68.7099533","3","38.88888889","5","7","9.1388426","5","3","4","3.3","1.3","1","4.6","5.6","47","0.15","0.052","0.09787234","2.238095238","1.566666667","1.047619048","0.733333333","0.219047619","0.153333333","0.047619048","0.033333333","46.80851064","82.14285714","70","1.788888889","3.666666667","5.238095238","5.111111111","7.301587302","1.111111111","1.587301587","1.987654321","2.839506173","6.222222222","8.888888889"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00022","","","","2","0","1.3783457","0.8404777","19.69","50.36","3.0256205","4.6185546","1","3","7","7","7","30","5","3","8","2.7185531","2","69.2769394","5","39.09849087","4","5","4.4792857","5","4","4","0.8","0.6","1.4","1.4","2.8","10","0.266666667","0.085714286","0.14","1.428571429","0.333333333","0.428571429","0.1","0.2","0.046666667","0.2","0.046666667","30","50","23.33333333","0.547378872","0.888888889","3.80952381","1.555555556","6.666666667","1.555555556","6.666666667","0.608198747","2.606566058","3.111111111","13.33333333"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00023","","","","3","9.9378824","1.8815879","0.8671691","14.46","50.71","4.8216715","6.3170476","1","12","8","16","16","30","11","8","6","3.5567446","3","59.6193085","5","28.51508578","4","6","9.7543573","5","6","6","2.7","0.6","2","3.3","5.3","20","0.225","0.075","0.165","1.25","0.666666667","0.75","0.4","0.20625","0.11","0.125","0.066666667","60","62.26415094","53.33333333","0.940997831","3","5.625","3.666666667","6.875","2.222222222","4.166666667","1.045553145","1.960412148","5.888888889","11.04166667"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00024","","","","2","0","1.5479996","0.8809627","21.24","50.33","1.1946391","2.0908976","1","13","15","14","14","30","13","4","8","3.4057477","2","71.1325455","3","42.2014703","5","7","7.9068961","7","3","4","4.4","0.8","3.4","5.2","8.6","28","0.338461538","0.053333333","0.185714286","2","0.933333333","0.928571429","0.433333333","0.371428571","0.173333333","0.242857143","0.113333333","46.42857143","60.46511628","46.66666667","2.194476455","4.888888889","10.47619048","5.777777778","12.38095238","3.777777778","8.095238095","2.438307173","5.224943941","9.555555556","20.47619048"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00025","","","","2","0","1.3886068","0.8176702","20.07","50.31","1.0284089","1.9259193","1","15","31","27","27","30","22","5","3","3.3975093","3","73.2676849","3","39.89266547","5","4","3.6825049","6","4","4","2.5","2.4","2.8","4.9","7.7","46","0.166666667","0.077419355","0.106521739","1.703703704","1.533333333","0.555555556","0.5","0.181481481","0.163333333","0.103703704","0.093333333","32.60869565","63.63636364","90","1.954740608","2.777777778","3.086419753","5.444444444","6.049382716","3.111111111","3.456790123","2.171934009","2.41326001","8.555555556","9.50617284"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00026","","","","2","0","1.8638215","1.2483521","17.92","50.38","1.7266213","3.3887281","1","20","26","21","21","30","19","6","6","4.0490966","2","70.0859604","2","35.5696705","5","5","4.9489274","6","6","4","3.6","1.5","2.7","5.1","7.8","46","0.18","0.057692308","0.110869565","2.19047619","1.533333333","0.952380952","0.666666667","0.242857143","0.17","0.128571429","0.09","43.47826087","65.38461538","70","1.814053196","4","5.714285714","5.666666667","8.095238095","3","4.285714286","2.015614662","2.879449517","8.666666667","12.38095238"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00027","","","","3","0","1.5960827","0.9788064","21.75","50.79","0.783258","1.9941239","1","26","30","23","23","30","22","5","3","3.5490019","2","72.8797302","3","42.82339043","4","5","6.0001817","7","3","3","5.3","2.2","8","7.5","15.5","56","0.203846154","0.073333333","0.133928571","2.434782609","1.866666667","1.130434783","0.866666667","0.326086957","0.25","0.347826087","0.266666667","46.42857143","48.38709677","76.66666667","3.211754282","5.888888889","7.68115942","8.333333333","10.86956522","8.888888889","11.5942029","3.568615869","4.654716351","17.22222222","22.46376812"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00028","","","","2","0","1.429233","0.7411675","18.26","50.53","1.6485153","2.4416952","1","13","18","21","21","30","16","4","8","3.3356745","2","72.2811584","3","36.13694835","3","4","5.1753764","6","4","4","2.3","1.1","1.2","3.4","4.6","31","0.176923077","0.061111111","0.109677419","1.476190476","1.033333333","0.619047619","0.433333333","0.161904762","0.113333333","0.057142857","0.04","41.93548387","73.91304348","70","1.228656244","2.555555556","3.650793651","3.777777778","5.396825397","1.333333333","1.904761905","1.365173604","1.950248006","5.111111111","7.301587302"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00029","","","","3","","1.8902214","1.0999467","10.88","50.68","8.3053913","11.7386169","1","28","17","19","19","30","19","8","6","2.8245807","4","42.7520294","5","21.46803473","3","5","20.5253868","4","4","5","6.2","1.3","1.4","7.5","8.9","45","0.221428571","0.076470588","0.166666667","2.368421053","1.5","1.473684211","0.933333333","0.394736842","0.25","0.073684211","0.046666667","62.22222222","84.26966292","63.33333333","1.610102605","6.888888889","10.87719298","8.333333333","13.15789474","1.555555556","2.456140351","1.789002894","2.824741412","9.888888889","15.61403509"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00003","","","","2","0","1.2899055","0.746232","17.6","50.2","1.5208874","2.4346983","1","6","15","19","19","30","11","4","8","2.6271603","3","72.1660614","3","35.05976096","3","6","4.5541158","5","4","4","1.5","1.1","1.6","2.6","4.2","21","0.25","0.073333333","0.123809524","1.105263158","0.7","0.315789474","0.2","0.136842105","0.086666667","0.084210526","0.053333333","28.57142857","61.9047619","63.33333333","0.911553785","1.666666667","2.631578947","2.888888889","4.561403509","1.777777778","2.807017544","1.012837539","1.599217166","4.666666667","7.368421053"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00030","","","","2","1.01796","1.6493123","1.0215292","21.33","50.3","0.7710474","1.8849968","1","10","30","22","22","30","15","1","8","3.2418301","2","73.132515","2","42.4055666","5","6","5.1161966","7","4","5","2","1.2","6.8","3.2","10","40","0.2","0.04","0.08","1.818181818","1.333333333","0.454545455","0.333333333","0.145454545","0.106666667","0.309090909","0.226666667","25","32","73.33333333","1.356978131","2.222222222","3.03030303","3.555555556","4.848484848","7.555555556","10.3030303","1.507753479","2.056027472","11.11111111","15.15151515"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00004","","","","3","9.1282034","2.0732148","1.0424985","14.6","50.5","5.1210651","6.5827188","1","18","24","24","24","30","22","8","6","4.2197909","4","56.927124","5","28.91089109","4","8","11.9519958","6","5","5","4","1.3","1","5.3","6.3","42","0.222222222","0.054166667","0.126190476","1.75","1.4","0.75","0.6","0.220833333","0.176666667","0.041666667","0.033333333","42.85714286","84.12698413","80","1.532277228","4.444444444","5.555555556","5.888888889","7.361111111","1.111111111","1.388888889","1.702530253","2.128162816","7","8.75"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00005","","","","2","0","1.3970652","0.9200285","20.3","50.4","0.5384409","1.3500805","1","14","6","14","14","30","2","1","8","3.0641336","1","73.8377991","2","40.27777778","4","6","5.9240656","5","4","5","6.2","0.2","0.1","6.4","6.5","20","0.442857143","0.033333333","0.32","1.428571429","0.666666667","1","0.466666667","0.457142857","0.213333333","0.007142857","0.003333333","70","98.46153846","46.66666667","2.577777778","6.888888889","14.76190476","7.111111111","15.23809524","0.111111111","0.238095238","2.864197531","6.137566138","7.222222222","15.47619048"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00006","","","","4","","2.2353621","1.292547","11.4","50.7","6.080286","9.0648499","1","45","27","23","23","30","23","8","6","4.1137924","5","48.925808","5","22.4852071","4","6","17.3558655","5","4","4","8.9","1.4","1.6","10.3","11.9","72","0.197777778","0.051851852","0.143055556","3.130434783","2.4","1.956521739","1.5","0.447826087","0.343333333","0.069565217","0.053333333","62.5","86.55462185","76.66666667","2.315976331","9.888888889","12.89855072","11.44444444","14.92753623","1.777777778","2.31884058","2.573307035","3.356487437","13.22222222","17.24637681"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00007","","","","2","1.1982336","2.33338","1.3031529","18.8","50.5","3.1338475","4.7023973","1","4","14","11","11","30","8","3","8","6.4991503","2","63.1676636","5","37.22772277","4","5","6.173841","6","4","5","0.7","1.1","1.3","1.8","3.1","18","0.175","0.078571429","0.1","1.636363636","0.6","0.363636364","0.133333333","0.163636364","0.06","0.118181818","0.043333333","22.22222222","58.06451613","36.66666667","0.67009901","0.777777778","2.121212121","2","5.454545455","1.444444444","3.939393939","0.744554455","2.03060306","3.444444444","9.393939394"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00008","","","","2","0","1.4137199","0.9370195","16.7","50.4","2.3919628","3.6857955","1","26","48","23","23","30","21","6","6","1.836526","4","69.9596405","2","33.13492063","5","6","5.5658789","4","5","5","9","3.2","4.8","12.2","17","74","0.346153846","0.066666667","0.164864865","3.217391304","2.466666667","1.130434783","0.866666667","0.530434783","0.406666667","0.208695652","0.16","35.13513514","71.76470588","76.66666667","4.042460317","10","13.04347826","13.55555556","17.68115942","5.333333333","6.956521739","4.491622575","5.858638141","18.88888889","24.63768116"
"","","GHP2014KMD-AT01","","","","","","","","","GHP2014KMD-AT01-00009","","","","3","0","1.4047868","0.9360648","19.4","50.9","1.1937145","2.2930942","1","24","45","24","24","30","23","5","3","2.6804748","3","72.6843643","3","38.11394892","5","6","4.5751219","7","2","3","4.7","2.5","6.2","7.2","13.4","69","0.195833333","0.055555556","0.104347826","2.875","2.3","1","0.8","0.3","0.24","0.258333333","0.206666667","34.7826087","53.73134328","80","2.744204322","5.222222222","6.527777778","8","10","6.888888889","8.611111111","3.049115914","3.811394892","14.88888889","18.61111111"
