"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00213","","","","","","6","10","9","9","10","9","2","1","1","","","2","7","8","1","4","3.2","0.6","13.7","3.8","17.5","16","0.533333333","0.06","0.2375","1.777777778","1.6","0.666666667","0.6","0.422222222","0.38","1.522222222","1.37","37.5","21.71428571","90","","","10.66666667","11.85185185","12.66666667","14.07407407","45.66666667","50.74074074","","","58.33333333","64.81481481"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00214","","","","","","0","4","8","8","10","2","1","1","1","","","2","3","5","6","6","0","0.4","3.5","0.4","3.9","4","","0.1","0.1","0.5","0.4","0","0","0.05","0.04","0.4375","0.35","0","10.25641026","80","","","0","0","1.333333333","1.666666667","11.66666667","14.58333333","","","13","16.25"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00215","","","","17.1","5.61","6","14","6","6","10","6","1","1","1","6","6","4","5","3","6","7","1.1","1","1.3","2.1","3.4","20","0.183333333","0.071428571","0.105","3.333333333","2","1","0.6","0.35","0.21","0.216666667","0.13","30","61.76470588","60","32.80701754","0.688947368","3.666666667","6.111111111","7","11.66666667","4.333333333","7.222222222","2.296491228","3.82748538","11.33333333","18.88888889"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00216","","","","","","5","12","7","7","10","5","1","1","1","","","3","4","4","3","7","0.8","0.6","1.4","1.4","2.8","17","0.16","0.05","0.082352941","2.428571429","1.7","0.714285714","0.5","0.2","0.14","0.2","0.14","29.41176471","50","70","","","2.666666667","3.80952381","4.666666667","6.666666667","4.666666667","6.666666667","","","9.333333333","13.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00217","","","","","","2","3","3","3","10","2","1","1","1","","","3","3","3","7","8","0.3","0.1","0.7","0.4","1.1","5","0.15","0.033333333","0.08","1.666666667","0.5","0.666666667","0.2","0.133333333","0.04","0.233333333","0.07","40","36.36363636","30","","","1","3.333333333","1.333333333","4.444444444","2.333333333","7.777777778","","","3.666666667","12.22222222"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00218","","","","14.3","5.99","6","13","6","6","10","6","1","2","2","8","6","6","6","3","5","8","1.3","0.8","1.7","2.1","3.8","19","0.216666667","0.061538462","0.110526316","3.166666667","1.9","1","0.6","0.35","0.21","0.283333333","0.17","31.57894737","55.26315789","60","41.88811189","0.87965035","4.333333333","7.222222222","7","11.66666667","5.666666667","9.444444444","2.932167832","4.886946387","12.66666667","21.11111111"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00219","","","","","","14","9","7","7","10","7","1","1","1","","","6","7","5","3","6","4","0.4","3.6","4.4","8","23","0.285714286","0.044444444","0.191304348","3.285714286","2.3","2","1.4","0.628571429","0.44","0.514285714","0.36","60.86956522","55","70","","","13.33333333","19.04761905","14.66666667","20.95238095","12","17.14285714","","","26.66666667","38.0952381"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00022","","","","","","0","9","6","6","10","5","1","1","1","8","6","2","2","2","7","8","0","0.2","0.1","0.2","0.3","9","","0.022222222","0.022222222","1.5","0.9","0","0","0.033333333","0.02","0.016666667","0.01","0","66.66666667","60","","","0","0","0.666666667","1.111111111","0.333333333","0.555555556","","","1","1.666666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00220","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00221","","","","14.45","5.52","10","14","9","9","10","7","1","1","1","","6","7","8","3","5","7","3","0.7","3.1","3.7","6.8","24","0.3","0.05","0.154166667","2.666666667","2.4","1.111111111","1","0.411111111","0.37","0.344444444","0.31","41.66666667","54.41176471","90","38.20069204","1.413425606","10","11.11111111","12.33333333","13.7037037","10.33333333","11.48148148","4.711418685","5.23490965","22.66666667","25.18518519"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00222","","","","16.31","5.16","10","14","9","9","10","7","1","1","1","1","9","7","8","7","1","4","3","0.7","8.4","3.7","12.1","24","0.3","0.05","0.154166667","2.666666667","2.4","1.111111111","1","0.411111111","0.37","0.933333333","0.84","41.66666667","30.5785124","90","31.6370325","1.170570202","10","11.11111111","12.33333333","13.7037037","28","31.11111111","3.901900674","4.335445194","40.33333333","44.81481481"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00223","","","","","","3","21","8","8","10","8","1","1","1","","","4","5","5","3","5","0.7","1.1","6.2","1.8","8","24","0.233333333","0.052380952","0.075","3","2.4","0.375","0.3","0.225","0.18","0.775","0.62","12.5","22.5","80","","","2.333333333","2.916666667","6","7.5","20.66666667","25.83333333","","","26.66666667","33.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00224","","","","16.38","5.49","11","21","10","10","10","9","1","1","1","7","6","5","6","5","4","5","3.5","1.5","3.8","5","8.8","32","0.318181818","0.071428571","0.15625","3.2","3.2","1.1","1.1","0.5","0.5","0.38","0.38","34.375","56.81818182","100","33.51648352","1.675824176","11.66666667","11.66666667","16.66666667","16.66666667","12.66666667","12.66666667","5.586080586","5.586080586","29.33333333","29.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00225","","","","","","0","12","7","7","10","2","5","1","1","","","3","3","3","5","8","0","0.6","2.2","0.6","2.8","12","","0.05","0.05","1.714285714","1.2","0","0","0.085714286","0.06","0.314285714","0.22","0","21.42857143","70","","","0","0","2","2.857142857","7.333333333","10.47619048","","","9.333333333","13.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00226","","","","","","4","7","7","7","10","4","1","1","2","","","5","5","5","5","6","0.7","0.4","4.2","1.1","5.3","11","0.175","0.057142857","0.1","1.571428571","1.1","0.571428571","0.4","0.157142857","0.11","0.6","0.42","36.36363636","20.75471698","70","","","2.333333333","3.333333333","3.666666667","5.238095238","14","20","","","17.66666667","25.23809524"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00227","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00228","","","","","","6","22","6","6","10","6","2","1","1","","","4","5","5","4","6","1.2","0.8","5.2","2","7.2","28","0.2","0.036363636","0.071428571","4.666666667","2.8","1","0.6","0.333333333","0.2","0.866666667","0.52","21.42857143","27.77777778","60","","","4","6.666666667","6.666666667","11.11111111","17.33333333","28.88888889","","","24","40"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00229","","","","","","6","23","9","9","10","9","2","1","1","","","5","4","3","4","7","0.9","1","2","1.9","3.9","29","0.15","0.043478261","0.065517241","3.222222222","2.9","0.666666667","0.6","0.211111111","0.19","0.222222222","0.2","20.68965517","48.71794872","90","","","3","3.333333333","6.333333333","7.037037037","6.666666667","7.407407407","","","13","14.44444444"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00023","","","","16.9","5.43","11","20","10","10","10","10","1","1","1","3","8","6","6","5","6","7","1.7","0.7","1","2.4","3.4","31","0.154545455","0.035","0.077419355","3.1","3.1","1.1","1.1","0.24","0.24","0.1","0.1","35.48387097","70.58823529","100","32.13017751","0.77112426","5.666666667","5.666666667","8","8","3.333333333","3.333333333","2.570414201","2.570414201","11.33333333","11.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00230","","","","","","0","6","6","6","10","6","5","1","1","","","2","3","3","8","7","0","0.5","1.4","0.5","1.9","6","","0.083333333","0.083333333","1","0.6","0","0","0.083333333","0.05","0.233333333","0.14","0","26.31578947","60","","","0","0","1.666666667","2.777777778","4.666666667","7.777777778","","","6.333333333","10.55555556"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00231","","","","14.54","5.87","4","8","4","4","10","4","1","1","3","3","3","4","6","6","5","5","1.4","0.6","6.2","2","8.2","12","0.35","0.075","0.166666667","3","1.2","1","0.4","0.5","0.2","1.55","0.62","33.33333333","24.3902439","40","40.37138927","0.807427785","4.666666667","11.66666667","6.666666667","16.66666667","20.66666667","51.66666667","2.691425951","6.728564878","27.33333333","68.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00232","","","","17.54","5.56","9","7","9","9","10","9","1","1","1","8","6","5","6","7","2","5","2.5","0.5","9.4","3","12.4","16","0.277777778","0.071428571","0.1875","1.777777778","1.6","1","0.9","0.333333333","0.3","1.044444444","0.94","56.25","24.19354839","90","31.69897377","0.950969213","8.333333333","9.259259259","10","11.11111111","31.33333333","34.81481481","3.169897377","3.522108197","41.33333333","45.92592593"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00233","","","","","","","","1","1","10","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00234","","","","","","9","21","10","10","10","10","3","1","4","","","5","5","5","3","6","1.6","1.3","3.5","2.9","6.4","30","0.177777778","0.061904762","0.096666667","3","3","0.9","0.9","0.29","0.29","0.35","0.35","30","45.3125","100","","","5.333333333","5.333333333","9.666666667","9.666666667","11.66666667","11.66666667","","","21.33333333","21.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00235","","","","","","7","5","6","6","10","6","1","1","1","","6","6","8","7","3","4","3.6","0.2","3.1","3.8","6.9","12","0.514285714","0.04","0.316666667","2","1.2","1.166666667","0.7","0.633333333","0.38","0.516666667","0.31","58.33333333","55.07246377","60","","","12","20","12.66666667","21.11111111","10.33333333","17.22222222","","","23","38.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00236","","","","","","0","10","10","10","10","6","2","1","1","","","2","3","1","8","9","0","0.6","0.6","0.6","1.2","10","","0.06","0.06","1","1","0","0","0.06","0.06","0.06","0.06","0","50","100","","","0","0","2","2","2","2","","","4","4"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00237","","","","19.54","5.37","0","10","7","7","10","7","1","1","1","5","3","2","3","6","5","5","0","0.5","4.4","0.5","4.9","10","","0.05","0.05","1.428571429","1","0","0","0.071428571","0.05","0.628571429","0.44","0","10.20408163","70","27.48208802","0.13741044","0","0","1.666666667","2.380952381","14.66666667","20.95238095","0.4580348","0.654335429","16.33333333","23.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00238","","","","","","9","22","10","10","10","10","1","1","1","","","6","6","5","5","5","2","1.2","4.3","3.2","7.5","31","0.222222222","0.054545455","0.103225806","3.1","3.1","0.9","0.9","0.32","0.32","0.43","0.43","29.03225806","42.66666667","100","","","6.666666667","6.666666667","10.66666667","10.66666667","14.33333333","14.33333333","","","25","25"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00239","","","","15.58","5.54","4","9","3","3","10","3","1","1","3","5","5","5","6","4","6","7","1","0.6","2.7","1.6","4.3","13","0.25","0.066666667","0.123076923","4.333333333","1.3","1.333333333","0.4","0.533333333","0.16","0.9","0.27","30.76923077","37.20930233","30","35.55840822","0.568934531","3.333333333","11.11111111","5.333333333","17.77777778","9","30","1.896448438","6.321494794","14.33333333","47.77777778"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00024","","","","","","0","6","8","8","10","6","1","1","1","","","2","2","6","4","4","0","0.2","2.5","0.2","2.7","6","","0.033333333","0.033333333","0.75","0.6","0","0","0.025","0.02","0.3125","0.25","0","7.407407407","80","","","0","0","0.666666667","0.833333333","8.333333333","10.41666667","","","9","11.25"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00240","","","","18.4","5.66","7","12","4","4","10","4","3","1","1","5","3","6","6","4","5","7","1.3","0.9","1.5","2.2","3.7","19","0.185714286","0.075","0.115789474","4.75","1.9","1.75","0.7","0.55","0.22","0.375","0.15","36.84210526","59.45945946","40","30.76086957","0.67673913","4.333333333","10.83333333","7.333333333","18.33333333","5","12.5","2.255797101","5.639492754","12.33333333","30.83333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00025","","","","","","0","7","4","4","10","4","1","1","1","","","3","3","4","7","6","0","0.6","1.1","0.6","1.7","7","","0.085714286","0.085714286","1.75","0.7","0","0","0.15","0.06","0.275","0.11","0","35.29411765","40","","","0","0","2","5","3.666666667","9.166666667","","","5.666666667","14.16666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00026","","","","","","2","12","10","10","10","10","1","1","4","","","4","4","5","7","6","0.4","0.5","1.5","0.9","2.4","14","0.2","0.041666667","0.064285714","1.4","1.4","0.2","0.2","0.09","0.09","0.15","0.15","14.28571429","37.5","100","","","1.333333333","1.333333333","3","3","5","5","","","8","8"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00027","","","","","","9","20","9","9","10","9","2","1","1","","","6","5","5","6","7","1.6","0.9","1.2","2.5","3.7","29","0.177777778","0.045","0.086206897","3.222222222","2.9","1","0.9","0.277777778","0.25","0.133333333","0.12","31.03448276","67.56756757","90","","","5.333333333","5.925925926","8.333333333","9.259259259","4","4.444444444","","","12.33333333","13.7037037"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00028","","","","19.4","5.79","10","8","8","8","10","8","1","1","1","1","9","6","8","8","5","4","3.8","0.5","4.1","4.3","8.4","18","0.38","0.0625","0.238888889","2.25","1.8","1.25","1","0.5375","0.43","0.5125","0.41","55.55555556","51.19047619","80","29.84536082","1.283350515","12.66666667","15.83333333","14.33333333","17.91666667","13.66666667","17.08333333","4.277835052","5.347293814","28","35"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00029","","","","","","0","6","6","6","10","4","3","1","1","","","3","3","2","6","8","0","0.4","0.5","0.4","0.9","6","","0.066666667","0.066666667","1","0.6","0","0","0.066666667","0.04","0.083333333","0.05","0","44.44444444","60","","","0","0","1.333333333","2.222222222","1.666666667","2.777777778","","","3","5"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00003","","","","","","0","8","8","8","10","6","1","1","1","","","3","3","5","3","5","0","0.5","1.7","0.5","2.2","8","","0.0625","0.0625","1","0.8","0","0","0.0625","0.05","0.2125","0.17","0","22.72727273","80","","","0","0","1.666666667","2.083333333","5.666666667","7.083333333","","","7.333333333","9.166666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00030","","","","","","2","3","5","5","10","5","1","1","3","","","5","5","6","5","5","0.9","0.1","2.1","1","3.1","5","0.45","0.033333333","0.2","1","0.5","0.4","0.2","0.2","0.1","0.42","0.21","40","32.25806452","50","","","3","6","3.333333333","6.666666667","7","14","","","10.33333333","20.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00031","","","","","","2","12","9","9","10","9","3","3","3","","","5","4","6","4","5","0.3","0.4","1.7","0.7","2.4","14","0.15","0.033333333","0.05","1.555555556","1.4","0.222222222","0.2","0.077777778","0.07","0.188888889","0.17","14.28571429","29.16666667","90","","","1","1.111111111","2.333333333","2.592592593","5.666666667","6.296296296","","","8","8.888888889"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00032","","","","","","6","14","10","10","10","10","1","1","1","","","5","5","7","4","4","1.3","0.8","1.7","2.1","3.8","20","0.216666667","0.057142857","0.105","2","2","0.6","0.6","0.21","0.21","0.17","0.17","30","55.26315789","100","","","4.333333333","4.333333333","7","7","5.666666667","5.666666667","","","12.66666667","12.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00033","","","","","","","","4","4","10","5","1","","","","","","","1","9","9","","","0.1","","","","","","","","","","","","","0.025","0.01","","","40","","","","","","","0.333333333","0.833333333","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00034","","","","","","6","13","6","6","10","6","3","1","3","","","6","4","4","4","7","1","0.7","0.5","1.7","2.2","19","0.166666667","0.053846154","0.089473684","3.166666667","1.9","1","0.6","0.283333333","0.17","0.083333333","0.05","31.57894737","77.27272727","60","","","3.333333333","5.555555556","5.666666667","9.444444444","1.666666667","2.777777778","","","7.333333333","12.22222222"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00035","","","","","","2","9","6","6","10","6","1","1","1","","","5","4","6","6","5","0.5","0.5","3.1","1","4.1","11","0.25","0.055555556","0.090909091","1.833333333","1.1","0.333333333","0.2","0.166666667","0.1","0.516666667","0.31","18.18181818","24.3902439","60","","","1.666666667","2.777777778","3.333333333","5.555555556","10.33333333","17.22222222","","","13.66666667","22.77777778"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00036","","","","","","0","11","5","5","10","4","3","1","1","","","3","3","3","8","8","0","0.4","0.3","0.4","0.7","11","","0.036363636","0.036363636","2.2","1.1","0","0","0.08","0.04","0.06","0.03","0","57.14285714","50","","","0","0","1.333333333","2.666666667","1","2","","","2.333333333","4.666666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00037","","","","","","0","4","4","4","10","4","1","1","1","","","3","2","1","9","9","0","0.2","0.1","0.2","0.3","4","","0.05","0.05","1","0.4","0","0","0.05","0.02","0.025","0.01","0","66.66666667","40","","","0","0","0.666666667","1.666666667","0.333333333","0.833333333","","","1","2.5"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00038","","","","","","0","2","2","2","10","1","1","1","1","","","2","2","1","9","9","0","0.1","0.1","0.1","0.2","2","","0.05","0.05","1","0.2","0","0","0.05","0.01","0.05","0.01","0","50","20","","","0","0","0.333333333","1.666666667","0.333333333","1.666666667","","","0.666666667","3.333333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00039","","","","","","12","11","10","10","10","8","1","1","1","","","4","7","7","4","5","3.3","1","2.7","4.3","7","23","0.275","0.090909091","0.186956522","2.3","2.3","1.2","1.2","0.43","0.43","0.27","0.27","52.17391304","61.42857143","100","","","11","11","14.33333333","14.33333333","9","9","","","23.33333333","23.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00004","","","","","","8","10","7","7","10","7","1","1","1","","","4","4","7","4","4","1.1","0.5","2","1.6","3.6","18","0.1375","0.05","0.088888889","2.571428571","1.8","1.142857143","0.8","0.228571429","0.16","0.285714286","0.2","44.44444444","44.44444444","70","","","3.666666667","5.238095238","5.333333333","7.619047619","6.666666667","9.523809524","","","12","17.14285714"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00040","","","","","","10","22","6","6","10","6","1","1","1","","","5","4","6","5","5","1.3","0.9","4.4","2.2","6.6","32","0.13","0.040909091","0.06875","5.333333333","3.2","1.666666667","1","0.366666667","0.22","0.733333333","0.44","31.25","33.33333333","60","","","4.333333333","7.222222222","7.333333333","12.22222222","14.66666667","24.44444444","","","22","36.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00041","","","","","","3","9","7","7","10","7","1","1","1","","","5","4","6","5","5","0.6","0.7","3","1.3","4.3","12","0.2","0.077777778","0.108333333","1.714285714","1.2","0.428571429","0.3","0.185714286","0.13","0.428571429","0.3","25","30.23255814","70","","","2","2.857142857","4.333333333","6.19047619","10","14.28571429","","","14.33333333","20.47619048"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00042","","","","","","6","20","10","10","10","10","1","1","4","","","5","7","7","5","4","2.2","1.2","6.1","3.4","9.5","26","0.366666667","0.06","0.130769231","2.6","2.6","0.6","0.6","0.34","0.34","0.61","0.61","23.07692308","35.78947368","100","","","7.333333333","7.333333333","11.33333333","11.33333333","20.33333333","20.33333333","","","31.66666667","31.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00043","","","","","","0","4","9","9","10","4","3","1","1","","","2","2","1","9","9","0","0.2","0.8","0.2","1","4","","0.05","0.05","0.444444444","0.4","0","0","0.022222222","0.02","0.088888889","0.08","0","20","90","","","0","0","0.666666667","0.740740741","2.666666667","2.962962963","","","3.333333333","3.703703704"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00044","","","","15.53","5.39","30","32","10","10","10","10","1","2","1","5","5","5","6","6","1","5","5.2","1.8","4.8","7","11.8","62","0.173333333","0.05625","0.112903226","6.2","6.2","3","3","0.7","0.7","0.48","0.48","48.38709677","59.3220339","100","34.70701867","2.429491307","17.33333333","17.33333333","23.33333333","23.33333333","16","16","8.098304357","8.098304357","39.33333333","39.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00045","","","","13.78","5.74","20","12","10","10","10","10","1","1","1","3","3","7","7","7","4","5","5.8","0.6","2.6","6.4","9","32","0.29","0.05","0.2","3.2","3.2","2","2","0.64","0.64","0.26","0.26","62.5","71.11111111","100","41.65457184","2.665892598","19.33333333","19.33333333","21.33333333","21.33333333","8.666666667","8.666666667","8.88630866","8.88630866","30","30"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00046","","","","","","0","7","6","6","10","4","1","1","1","","","3","3","2","7","8","0","0.4","1.8","0.4","2.2","7","","0.057142857","0.057142857","1.166666667","0.7","0","0","0.066666667","0.04","0.3","0.18","0","18.18181818","60","","","0","0","1.333333333","2.222222222","6","10","","","7.333333333","12.22222222"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00047","","","","","","0","3","4","4","10","4","1","1","1","","","2","2","3","9","8","0","0.1","0.6","0.1","0.7","3","","0.033333333","0.033333333","0.75","0.3","0","0","0.025","0.01","0.15","0.06","0","14.28571429","40","","","0","0","0.333333333","0.833333333","2","5","","","2.333333333","5.833333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00048","","","","18.48","5.13","9","9","8","8","10","8","1","1","3","5","3","5","5","4","5","6","1.9","0.9","1.5","2.8","4.3","18","0.211111111","0.1","0.155555556","2.25","1.8","1.125","0.9","0.35","0.28","0.1875","0.15","50","65.11627907","80","27.75974026","0.777272727","6.333333333","7.916666667","9.333333333","11.66666667","5","6.25","2.590909091","3.238636364","14.33333333","17.91666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00049","","","","","","3","11","5","5","10","5","2","1","1","","","3","4","5","5","6","0.4","0.5","1","0.9","1.9","14","0.133333333","0.045454545","0.064285714","2.8","1.4","0.6","0.3","0.18","0.09","0.2","0.1","21.42857143","47.36842105","50","","","1.333333333","2.666666667","3","6","3.333333333","6.666666667","","","6.333333333","12.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00005","","","","21.4","5.5","9","10","8","8","10","8","1","1","1","9","8","5","5","7","4","5","1.7","0.5","5.5","2.2","7.7","19","0.188888889","0.05","0.115789474","2.375","1.9","1.125","0.9","0.275","0.22","0.6875","0.55","47.36842105","28.57142857","80","25.70093458","0.565420561","5.666666667","7.083333333","7.333333333","9.166666667","18.33333333","22.91666667","1.884735202","2.355919003","25.66666667","32.08333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00050","","","","19.12","5.91","17","7","7","7","10","7","1","1","1","8","9","6","5","5","4","5","3.5","0.6","3","4.1","7.1","24","0.205882353","0.085714286","0.170833333","3.428571429","2.4","2.428571429","1.7","0.585714286","0.41","0.428571429","0.3","70.83333333","57.74647887","70","30.91004184","1.267311715","11.66666667","16.66666667","13.66666667","19.52380952","10","14.28571429","4.224372385","6.034817693","23.66666667","33.80952381"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00051","","","","","","0","1","5","5","10","2","1","1","1","","","2","2","6","5","5","0","0.1","2.3","0.1","2.4","1","","0.1","0.1","0.2","0.1","0","0","0.02","0.01","0.46","0.23","0","4.166666667","50","","","0","0","0.333333333","0.666666667","7.666666667","15.33333333","","","8","16"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00052","","","","","","0","1","3","3","10","2","1","1","1","","","1","1","5","7","5","0","0.1","0.6","0.1","0.7","1","","0.1","0.1","0.333333333","0.1","0","0","0.033333333","0.01","0.2","0.06","0","14.28571429","30","","","0","0","0.333333333","1.111111111","2","6.666666667","","","2.333333333","7.777777778"
