"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00047","","","","1","1","37","18","9","14","9","3","4","9","9","2","13.3","2.2","4.6","15.5","20.1","55","0.359459459","0.122222222","0.281818182","6.111111111","3.928571429","4.111111111","2.642857143","1.722222222","1.107142857","0.511111111","0.328571429","67.27272727","77.11442786","64.28571429","31.66666667","49.25925926","36.9047619","57.40740741","10.95238095","17.03703704","47.85714286","74.44444444"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00048","","","","1","1","9","16","10","14","10","1","4","6","7","3","2.3","1.8","4.1","4.1","8.2","25","0.255555556","0.1125","0.164","2.5","1.785714286","0.9","0.642857143","0.41","0.292857143","0.41","0.292857143","36","50","71.42857143","5.476190476","7.666666667","9.761904762","13.66666667","9.761904762","13.66666667","19.52380952","27.33333333"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00049","","","","1","1","7","12","10","14","7","1","4","4","8","3","1.1","0.7","3","1.8","4.8","19","0.157142857","0.058333333","0.094736842","1.9","1.357142857","0.7","0.5","0.18","0.128571429","0.3","0.214285714","36.84210526","37.5","71.42857143","2.619047619","3.666666667","4.285714286","6","7.142857143","10","11.42857143","16"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00005","","","","1","1","23","33","10","14","10","2","7","7","7","5","4.7","1.3","2.9","6","8.9","56","0.204347826","0.039393939","0.107142857","5.6","4","2.3","1.642857143","0.6","0.428571429","0.29","0.207142857","41.07142857","67.41573034","71.42857143","11.19047619","15.66666667","14.28571429","20","6.904761905","9.666666667","21.19047619","29.66666667"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00050","","","","3","1","15","25","10","14","10","3","5","7","6","4","3.1","2.5","3.6","5.6","9.2","40","0.206666667","0.1","0.14","4","2.857142857","1.5","1.071428571","0.56","0.4","0.36","0.257142857","37.5","60.86956522","71.42857143","7.380952381","10.33333333","13.33333333","18.66666667","8.571428571","12","21.9047619","30.66666667"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00051","","","","3","1","6","36","10","14","10","5","4","5","7","3","0.9","2.9","3.4","3.8","7.2","42","0.15","0.080555556","0.09047619","4.2","3","0.6","0.428571429","0.38","0.271428571","0.34","0.242857143","14.28571429","52.77777778","71.42857143","2.142857143","3","9.047619048","12.66666667","8.095238095","11.33333333","17.14285714","24"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00052","","","","1","2","19","46","10","14","10","5","5","6","6","4","3.4","2.1","2.3","5.5","7.8","65","0.178947368","0.045652174","0.084615385","6.5","4.642857143","1.9","1.357142857","0.55","0.392857143","0.23","0.164285714","29.23076923","70.51282051","71.42857143","8.095238095","11.33333333","13.0952381","18.33333333","5.476190476","7.666666667","18.57142857","26"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00053","","","","1","1","18","26","9","14","9","4","4","8","6","3","4.5","1.7","4.4","6.2","10.6","44","0.25","0.065384615","0.140909091","4.888888889","3.142857143","2","1.285714286","0.688888889","0.442857143","0.488888889","0.314285714","40.90909091","58.49056604","64.28571429","10.71428571","16.66666667","14.76190476","22.96296296","10.47619048","16.2962963","25.23809524","39.25925926"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00054","","","","2","2","9","18","10","14","8","2","4","5","6","4","1.3","1","5.5","2.3","7.8","27","0.144444444","0.055555556","0.085185185","2.7","1.928571429","0.9","0.642857143","0.23","0.164285714","0.55","0.392857143","33.33333333","29.48717949","71.42857143","3.095238095","4.333333333","5.476190476","7.666666667","13.0952381","18.33333333","18.57142857","26"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00055","","","","4","1","12","40","10","14","10","4","4","7","6","3","3.1","2.9","9.4","6","15.4","52","0.258333333","0.0725","0.115384615","5.2","3.714285714","1.2","0.857142857","0.6","0.428571429","0.94","0.671428571","23.07692308","38.96103896","71.42857143","7.380952381","10.33333333","14.28571429","20","22.38095238","31.33333333","36.66666667","51.33333333"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00056","","","","1","1","10","29","9","14","7","1","4","4","7","2","1.5","1.3","2.7","2.8","5.5","39","0.15","0.044827586","0.071794872","4.333333333","2.785714286","1.111111111","0.714285714","0.311111111","0.2","0.3","0.192857143","25.64102564","50.90909091","64.28571429","3.571428571","5.555555556","6.666666667","10.37037037","6.428571429","10","13.0952381","20.37037037"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00057","","","","1","1","19","10","10","14","9","5","7","9","8","2","9","1.9","3","10.9","13.9","29","0.473684211","0.19","0.375862069","2.9","2.071428571","1.9","1.357142857","1.09","0.778571429","0.3","0.214285714","65.51724138","78.41726619","71.42857143","21.42857143","30","25.95238095","36.33333333","7.142857143","10","33.0952381","46.33333333"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00058","","","","1","1","6","9","7","14","7","2","5","6","7","3","1.1","0.9","2.4","2","4.4","15","0.183333333","0.1","0.133333333","2.142857143","1.071428571","0.857142857","0.428571429","0.285714286","0.142857143","0.342857143","0.171428571","40","45.45454545","50","2.619047619","5.238095238","4.761904762","9.523809524","5.714285714","11.42857143","10.47619048","20.95238095"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00059","","","","1","1","10","31","10","14","10","1","5","6","6","4","2.5","3.9","3","6.4","9.4","41","0.25","0.125806452","0.156097561","4.1","2.928571429","1","0.714285714","0.64","0.457142857","0.3","0.214285714","24.3902439","68.08510638","71.42857143","5.952380952","8.333333333","15.23809524","21.33333333","7.142857143","10","22.38095238","31.33333333"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00006","","","","1","1","18","6","10","14","10","1","6","8","7","2","8.5","0.7","4","9.2","13.2","24","0.472222222","0.116666667","0.383333333","2.4","1.714285714","1.8","1.285714286","0.92","0.657142857","0.4","0.285714286","75","69.6969697","71.42857143","20.23809524","28.33333333","21.9047619","30.66666667","9.523809524","13.33333333","31.42857143","44"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00060","","","","1","1","9","14","10","14","10","1","3","4","5","2","1.1","0.6","8.5","1.7","10.2","23","0.122222222","0.042857143","0.073913043","2.3","1.642857143","0.9","0.642857143","0.17","0.121428571","0.85","0.607142857","39.13043478","16.66666667","71.42857143","2.619047619","3.666666667","4.047619048","5.666666667","20.23809524","28.33333333","24.28571429","34"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00061","","","","1","1","3","3","3","14","2","1","2","2","7","3","0.4","0.1","2.5","0.5","3","6","0.133333333","0.033333333","0.083333333","2","0.428571429","1","0.214285714","0.166666667","0.035714286","0.833333333","0.178571429","50","16.66666667","21.42857143","0.952380952","4.444444444","1.19047619","5.555555556","5.952380952","27.77777778","7.142857143","33.33333333"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00062","","","","1","2","18","30","10","14","10","3","6","9","8","2","7.9","3.7","4.2","11.6","15.8","48","0.438888889","0.123333333","0.241666667","4.8","3.428571429","1.8","1.285714286","1.16","0.828571429","0.42","0.3","37.5","73.41772152","71.42857143","18.80952381","26.33333333","27.61904762","38.66666667","10","14","37.61904762","52.66666667"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00007","","","","1","1","10","13","10","14","8","1","5","5","8","3","2","0.8","2.8","2.8","5.6","23","0.2","0.061538462","0.12173913","2.3","1.642857143","1","0.714285714","0.28","0.2","0.28","0.2","43.47826087","50","71.42857143","4.761904762","6.666666667","6.666666667","9.333333333","6.666666667","9.333333333","13.33333333","18.66666667"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00008","","","","1","1","16","14","10","14","8","4","4","6","8","2","3.9","0.9","1.9","4.8","6.7","30","0.24375","0.064285714","0.16","3","2.142857143","1.6","1.142857143","0.48","0.342857143","0.19","0.135714286","53.33333333","71.64179104","71.42857143","9.285714286","13","11.42857143","16","4.523809524","6.333333333","15.95238095","22.33333333"
"","","GHP2013TON-PT03","","","","","","","","","GHP2013TON-PT03-00009","","","","1","1","0","9","9","14","1","1","2","3","7","4","0","0.5","3.4","0.5","3.9","9","","0.055555556","0.055555556","1","0.642857143","0","0","0.055555556","0.035714286","0.377777778","0.242857143","0","12.82051282","64.28571429","0","0","1.19047619","1.851851852","8.095238095","12.59259259","9.285714286","14.44444444"
