"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00001","","","","2","31.69","2.12","1.27","12.52","50.96","4.89","7.14","1","40","29","24","24","30","22","8","6","3.64","4","46.58","5","24.56828885","4","5","23.64","6","3","7.2","1.3","2","8.5","10.5","69","0.18","0.044827586","0.123188406","2.875","2.3","1.666666667","1.333333333","0.354166667","0.283333333","0.083333333","0.066666667","57.97101449","80.95238095","80","2.088304553","8","10","9.444444444","11.80555556","2.222222222","2.777777778","2.320338392","2.90042299","11.66666667","14.58333333"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00010","","","","3","0","1.7","0.68","17.28","50.24","2.96","4.1","1","46","15","24","24","30","22","9","9","3.69","3","63.71","3","34.39490446","5","5","10.38","5","3","5.2","5.1","0.2","10.3","10.5","61","0.113043478","0.34","0.168852459","2.541666667","2.033333333","1.916666667","1.533333333","0.429166667","0.343333333","0.008333333","0.006666667","75.40983607","98.0952381","80","3.542675159","5.777777778","7.222222222","11.44444444","14.30555556","0.222222222","0.277777778","3.936305732","4.920382166","11.66666667","14.58333333"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00011","","","","2","0","1.38","0.78","18.97","50.5","1.76","2.55","1","34","22","25","25","30","21","5","6","3.58","4","71.5","5","37.56435644","5","8","6.36","6","4","23.8","3.2","4.2","27","31.2","56","0.7","0.145454545","0.482142857","2.24","1.866666667","1.36","1.133333333","1.08","0.9","0.168","0.14","60.71428571","86.53846154","83.33333333","10.14237624","26.44444444","31.73333333","30","36","4.666666667","5.6","11.26930693","13.52316832","34.66666667","41.6"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00012","","","","2","29.17","2.31","1.34","11.92","50.03","4.44","7.1","1","26","17","20","20","30","20","8","6","4.33","5","52.56","5","23.82570458","5","6","18.73","5","4","12.5","3.1","2","15.6","17.6","43","0.480769231","0.182352941","0.362790698","2.15","1.433333333","1.3","0.866666667","0.78","0.52","0.1","0.066666667","60.46511628","88.63636364","66.66666667","3.716809914","13.88888889","20.83333333","17.33333333","26","2.222222222","3.333333333","4.129788793","6.19468319","19.55555556","29.33333333"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00013","","","","3","0","1.23","0.75","20.09","50.12","0.82","1.04","1","25","23","24","24","30","21","5","3","3.07","4","73.55","3","40.08379888","4","7","8.58","7","4","13.4","3.2","10","16.6","26.6","48","0.536","0.139130435","0.345833333","2","1.6","1.041666667","0.833333333","0.691666667","0.553333333","0.416666667","0.333333333","52.08333333","62.40601504","80","6.653910615","14.88888889","18.61111111","18.44444444","23.05555556","11.11111111","13.88888889","7.393234016","9.24154252","29.55555556","36.94444444"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00014","","","","2","16.11","2.07","1.04","16.29","50.72","1.43","2.3","1","34","59","28","28","30","27","8","7","4.45","2","59","3","32.11750789","5","6","16.65","7","3","12.1","6.1","1.8","18.2","20","93","0.355882353","0.103389831","0.195698925","3.321428571","3.1","1.214285714","1.133333333","0.65","0.606666667","0.064285714","0.06","36.55913978","91","93.33333333","5.845386435","13.44444444","14.4047619","20.22222222","21.66666667","2","2.142857143","6.494873817","6.958793375","22.22222222","23.80952381"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00015","","","","2","0","1.37","0.71","21.58","50.65","1.35","2.17","1","27","19","29","29","30","28","1","8","3.82","2","73.02","8","42.60612043","5","7","5.82","6","4","15.2","3.1","4.2","18.3","22.5","46","0.562962963","0.163157895","0.397826087","1.586206897","1.533333333","0.931034483","0.9","0.631034483","0.61","0.144827586","0.14","58.69565217","81.33333333","96.66666667","7.796920039","16.88888889","17.47126437","20.33333333","21.03448276","4.666666667","4.827586207","8.663244488","8.961977057","25","25.86206897"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00016","","","","2","19.63","1.88","0.86","14.64","50.58","3.45","5.36","1","17","20","21","21","30","19","8","3","3.2","2","60.36","2","28.94424674","5","4","15.5","6","6","6.1","2.1","1.8","8.2","10","37","0.358823529","0.105","0.221621622","1.761904762","1.233333333","0.80952381","0.566666667","0.39047619","0.273333333","0.085714286","0.06","45.94594595","82","70","2.373428233","6.777777778","9.682539683","9.111111111","13.01587302","2","2.857142857","2.637142481","3.767346401","11.11111111","15.87301587"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00017","","","","1","17.5","1.85","0.77","15.19","50.33","3.26","4.6","1","38","60","26","26","30","24","8","3","3.17","4","62.75","2","30.18080668","5","6","11.72","7","6","16.1","6.1","6","22.2","28.2","98","0.423684211","0.101666667","0.226530612","3.769230769","3.266666667","1.461538462","1.266666667","0.853846154","0.74","0.230769231","0.2","38.7755102","78.72340426","86.66666667","6.700139082","17.88888889","20.64102564","24.66666667","28.46153846","6.666666667","7.692307692","7.44459898","8.5899219","31.33333333","36.15384615"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00018","","","","3","0","1.49","0.8","18.86","50.21","0.7","1.24","1","23","17","23","23","30","21","5","3","4.01","2","73.87","3","37.5622386","5","6","6.2","7","5","8.5","1.1","6.2","9.6","15.8","40","0.369565217","0.064705882","0.24","1.739130435","1.333333333","1","0.766666667","0.417391304","0.32","0.269565217","0.206666667","57.5","60.75949367","76.66666667","3.605974905","9.444444444","12.31884058","10.66666667","13.91304348","6.888888889","8.985507246","4.006638784","5.226050588","17.55555556","22.89855072"
