"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00019","","","","2","0","","","","","","","1","0","3","8","8","30","1","5","3","","1","","3","","4","2","","4","8","0","0.1","1","0.1","1.1","3","","0.033333333","0.033333333","0.375","0.1","0","0","0.0125","0.003333333","0.125","0.033333333","0","9.090909091","26.66666667","","0","0","0.111111111","0.416666667","1.111111111","4.166666667","","","1.222222222","4.583333333"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00002","","","","3","0","1.28","0.74","19.89","50.34","0.96","1.46","1","24","26","23","23","30","18","5","3","2.94","3","74.19","3","39.511323","5","6","5.67","6","4","4","1.2","4.2","5.2","9.4","50","0.166666667","0.046153846","0.104","2.173913043","1.666666667","1.043478261","0.8","0.226086957","0.173333333","0.182608696","0.14","48","55.31914894","76.66666667","2.054588796","4.444444444","5.797101449","5.777777778","7.536231884","4.666666667","6.086956522","2.28287644","2.977664922","10.44444444","13.62318841"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00020","","","","2","0","1.7","0.73","19.69","50.48","1.96","3.14","1","48","50","28","28","30","27","9","9","3.8","3","66.94","3","39.00554675","5","7","8.97","6","4","19.9","7.2","1.8","27.1","28.9","98","0.414583333","0.144","0.276530612","3.5","3.266666667","1.714285714","1.6","0.967857143","0.903333333","0.064285714","0.06","48.97959184","93.7716263","93.33333333","10.57050317","22.11111111","23.69047619","30.11111111","32.26190476","2","2.142857143","11.74500352","12.58393234","32.11111111","34.4047619"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00021","","","","3","0","1.68","0.87","20.41","50.04","1.07","2.17","1","32","29","29","29","30","26","1","8","3.79","2","71.99","8","40.7873701","5","7","6.32","6","4","14.1","2.1","8","16.2","24.2","61","0.440625","0.072413793","0.26557377","2.103448276","2.033333333","1.103448276","1.066666667","0.55862069","0.54","0.275862069","0.266666667","52.45901639","66.94214876","96.66666667","6.607553957","15.66666667","16.20689655","18","18.62068966","8.888888889","9.195402299","7.341726619","7.594889606","26.88888889","27.81609195"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00022","","","","2","13.82","2.04","0.93","17.02","50.52","1.26","1.99","1","40","68","25","25","30","25","8","7","3.93","2","61.84","3","33.68962787","5","6","16.85","8","3","13.7","8.1","4","21.8","25.8","108","0.3425","0.119117647","0.201851852","4.32","3.6","1.6","1.333333333","0.872","0.726666667","0.16","0.133333333","37.03703704","84.49612403","83.33333333","7.344338876","15.22222222","18.26666667","24.22222222","29.06666667","4.444444444","5.333333333","8.160376529","9.792451834","28.66666667","34.4"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00023","","","","3","31.6","2.5","1.51","9.57","50.62","5.46","9.01","1","33","48","27","27","30","26","8","6","3.61","4","43.73","5","18.90557092","4","7","26.94","6","3","17.1","10.2","2.8","27.3","30.1","81","0.518181818","0.2125","0.337037037","3","2.7","1.222222222","1.1","1.011111111","0.91","0.103703704","0.093333333","40.74074074","90.69767442","90","5.161220861","19","21.11111111","30.33333333","33.7037037","3.111111111","3.456790123","5.734689846","6.371877607","33.44444444","37.16049383"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00024","","","","2","0","1.55","0.67","19.61","50.2","1.84","2.54","1","6","14","17","17","30","14","5","6","2.56","2","72.73","5","39.06374502","4","5","8.13","6","4","3.1","0.4","2.6","3.5","6.1","20","0.516666667","0.028571429","0.175","1.176470588","0.666666667","0.352941176","0.2","0.205882353","0.116666667","0.152941176","0.086666667","30","57.37704918","56.66666667","1.367231076","3.444444444","6.078431373","3.888888889","6.862745098","2.888888889","5.098039216","1.51914564","2.680845246","6.777777778","11.96078431"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00003","","","","2","0","1.65","0.63","18.78","50.28","2.68","3.72","2","35","44","26","26","30","25","9","9","3.24","4","65.43","3","37.35083532","5","5","10.84","5","3","6","2.4","1.2","8.4","9.6","79","0.171428571","0.054545455","0.106329114","3.038461538","2.633333333","1.346153846","1.166666667","0.323076923","0.28","0.046153846","0.04","44.30379747","87.5","86.66666667","3.137470167","6.666666667","7.692307692","9.333333333","10.76923077","1.333333333","1.538461538","3.486077963","4.02239765","10.66666667","12.30769231"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00004","","","","3","0","1.31","0.64","20.32","50.65","1.65","2.45","1","25","24","28","28","30","26","1","8","3.34","2","72.38","8","40.11846002","5","7","5.99","8","3","7.5","1.5","7.2","9","16.2","49","0.3","0.0625","0.183673469","1.75","1.633333333","0.892857143","0.833333333","0.321428571","0.3","0.257142857","0.24","51.02040816","55.55555556","93.33333333","3.610661402","8.333333333","8.928571429","10","10.71428571","8","8.571428571","4.011846002","4.298406431","18","19.28571429"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00005","","","","2","0","1.51","0.72","20.17","50.28","1.78","2.7","1","9","4","10","10","30","6","5","3","3.85","3","71.26","3","40.11535402","6","7","5.75","5","7","3.6","0.4","1.2","4","5.2","13","0.4","0.1","0.307692308","1.3","0.433333333","0.9","0.3","0.4","0.133333333","0.12","0.04","69.23076923","76.92307692","33.33333333","1.604614161","4","12","4.444444444","13.33333333","1.333333333","4","1.782904623","5.348713869","5.777777778","17.33333333"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00006","","","","2","0","1.73","0.88","18.05","50.36","1.76","2.59","1","26","17","23","23","30","21","5","6","4.15","4","70.38","5","35.84193805","5","8","7.26","6","4","7.9","1.3","2.2","9.2","11.4","43","0.303846154","0.076470588","0.213953488","1.869565217","1.433333333","1.130434783","0.866666667","0.4","0.306666667","0.095652174","0.073333333","60.46511628","80.70175439","76.66666667","3.2974583","8.777777778","11.44927536","10.22222222","13.33333333","2.444444444","3.188405797","3.663842556","4.778925073","12.66666667","16.52173913"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00007","","","","3","13.74","1.88","0.79","14.94","50.41","3.25","4.67","1","37","17","24","24","30","24","8","3","4.01","4","65.36","2","29.63697679","4","7","9.27","5","7","6.6","1","2.8","7.6","10.4","54","0.178378378","0.058823529","0.140740741","2.25","1.8","1.541666667","1.233333333","0.316666667","0.253333333","0.116666667","0.093333333","68.51851852","73.07692308","80","2.252410236","7.333333333","9.166666667","8.444444444","10.55555556","3.111111111","3.888888889","2.50267804","3.12834755","11.55555556","14.44444444"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00008","","","","3","18.17","1.88","0.99","15.69","50.1","1.75","3.03","1","35","40","18","18","30","18","8","7","3.42","3","60.57","3","31.31736527","6","7","15.61","8","4","19.1","5.3","3","24.4","27.4","75","0.545714286","0.1325","0.325333333","4.166666667","2.5","1.944444444","1.166666667","1.355555556","0.813333333","0.166666667","0.1","46.66666667","89.05109489","60","7.641437126","21.22222222","35.37037037","27.11111111","45.18518519","3.333333333","5.555555556","8.490485695","14.15080949","30.44444444","50.74074074"
"","","GHP2014KMD-AT05","","","","","","","","","GHP2014KMD-AT05-00009","","","","2","0","1.71","0.92","19.39","50.05","0.91","1.83","1","6","7","13","13","30","8","5","3","4.4","4","70.27","3","38.74125874","5","6","7.62","5","7","4","1.2","2","5.2","7.2","13","0.666666667","0.171428571","0.4","1","0.433333333","0.461538462","0.2","0.4","0.173333333","0.153846154","0.066666667","46.15384615","72.22222222","43.33333333","2.014545455","4.444444444","10.25641026","5.777777778","13.33333333","2.222222222","5.128205128","2.238383838","5.165501166","8","18.46153846"
