"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00019","","","","1","0","1.78","0.91","16.08","3","50.84","2.22","3.27","1","4","8","28","28","30","4","5","3","2.77","1","64.84","3","31.62863887","5","4","9.3","4","2","0.7","0.3","10","1","11","12","0.175","0.0375","0.083333333","0.428571429","0.4","0.142857143","0.133333333","0.035714286","0.033333333","0.357142857","0.333333333","33.33333333","9.090909091","93.33333333","0.316286389","0.777777778","0.833333333","1.111111111","1.19047619","11.11111111","11.9047619","0.351429321","0.376531415","12.22222222","13.0952381"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00002","","","","2","0","1.7","0.66","16.9","3","50.26","2.56","3.6","1","36","87","29","29","30","28","9","9","3.03","2","64.62","2","33.62514922","6","7","8.83","3","2","9.7","6.2","27","15.9","42.9","123","0.269444444","0.071264368","0.129268293","4.24137931","4.1","1.24137931","1.2","0.548275862","0.53","0.931034483","0.9","29.26829268","37.06293706","96.66666667","5.346398727","10.77777778","11.14942529","17.66666667","18.27586207","30","31.03448276","5.94044303","6.145285893","47.66666667","49.31034483"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00020","","","","2","34.11","2.51","1.34","9.43","3","50.37","6.84","9.81","2","21","79","24","24","30","24","8","6","2.78","4","42.49","3","18.72146119","4","5","19.39","4","3","3.3","4.7","5.2","8","13.2","100","0.157142857","0.059493671","0.08","4.166666667","3.333333333","0.875","0.7","0.333333333","0.266666667","0.216666667","0.173333333","21","60.60606061","80","1.497716895","3.666666667","4.583333333","8.888888889","11.11111111","5.777777778","7.222222222","1.664129883","2.080162354","14.66666667","18.33333333"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00021","","","","1","0","","","","3","","","","","0","0","23","23","30","0","","","","","","","","","","","3","1","0","0","11","0","11","0","","","","0","0","0","0","0","0","0.47826087","0.366666667","","0","76.66666667","","0","0","0","0","12.22222222","15.94202899","","","12.22222222","15.94202899"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00022","","","","1","19.08","1.76","0.78","13.34","2","50.06","2.23","2.69","1","48","89","30","30","30","29","8","6","2.51","2","59.3","2","26.64802237","5","5","13.36","2","1","8.8","5.8","9","14.6","23.6","137","0.183333333","0.065168539","0.106569343","4.566666667","4.566666667","1.6","1.6","0.486666667","0.486666667","0.3","0.3","35.03649635","61.86440678","100","3.890611266","9.777777778","9.777777778","16.22222222","16.22222222","10","10","4.322901407","4.322901407","26.22222222","26.22222222"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00023","","","","1","0","1.62","0.84","17.24","2","50.51","1.28","1.83","1","10","21","30","30","30","10","1","8","2.54","1","71.15","5","34.13185508","4","4","6.31","2","1","1.6","0.7","12","2.3","14.3","31","0.16","0.033333333","0.074193548","1.033333333","1.033333333","0.333333333","0.333333333","0.076666667","0.076666667","0.4","0.4","32.25806452","16.08391608","100","0.785032667","1.777777778","1.777777778","2.555555556","2.555555556","13.33333333","13.33333333","0.872258519","0.872258519","15.88888889","15.88888889"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00024","","","","1","16.67","1.89","0.84","12.78","2","50.78","4.21","5.72","1","30","89","30","30","30","26","8","3","2.31","2","59.4","3","25.16738874","5","5","10.34","3","2","4.6","4.3","9","8.9","17.9","119","0.153333333","0.048314607","0.074789916","3.966666667","3.966666667","1","1","0.296666667","0.296666667","0.3","0.3","25.21008403","49.72067039","100","2.239897597","5.111111111","5.111111111","9.888888889","9.888888889","10","10","2.488775108","2.488775108","19.88888889","19.88888889"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00003","","","","2","0","1.57","0.76","16.88","3","50.83","2.22","3.06","1","46","39","22","22","30","21","4","6","2.12","3","67.66","4","33.208735","4","9","8.07","3","2","15.9","3.4","26","19.3","45.3","85","0.345652174","0.087179487","0.227058824","3.863636364","2.833333333","2.090909091","1.533333333","0.877272727","0.643333333","1.181818182","0.866666667","54.11764706","42.60485651","73.33333333","6.409285855","17.66666667","24.09090909","21.44444444","29.24242424","28.88888889","39.39393939","7.121428728","9.711039174","50.33333333","68.63636364"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00004","","","","1","0","1.72","0.8","18.41","4","50.15","1.01","1.39","1","30","66","29","29","30","26","1","8","3.29","1","70.94","5","36.70987039","4","8","6.69","2","2","6.5","4.1","41","10.6","51.6","96","0.216666667","0.062121212","0.110416667","3.310344828","3.2","1.034482759","1","0.365517241","0.353333333","1.413793103","1.366666667","31.25","20.54263566","96.66666667","3.891246261","7.222222222","7.471264368","11.77777778","12.18390805","45.55555556","47.12643678","4.323606957","4.472696852","57.33333333","59.31034483"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00005","","","","1","0","1.85","0.97","16.69","3","50.44","1.68","2.43","1","11","22","24","24","30","17","5","3","4.04","1","66.08","3","33.0888184","6","6","9.78","3","3","3.2","1.4","23","4.6","27.6","33","0.290909091","0.063636364","0.139393939","1.375","1.1","0.458333333","0.366666667","0.191666667","0.153333333","0.958333333","0.766666667","33.33333333","16.66666667","80","1.522085646","3.555555556","4.444444444","5.111111111","6.388888889","25.55555556","31.94444444","1.691206274","2.114007842","30.66666667","38.33333333"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00006","","","","1","18.44","1.99","0.75","13.01","2","50.88","5.48","7.23","1","49","141","26","26","30","26","8","3","2.63","1","59.11","2","25.56996855","8","7","7","3","3","11.1","10.7","21","21.8","42.8","190","0.226530612","0.075886525","0.114736842","7.307692308","6.333333333","1.884615385","1.633333333","0.838461538","0.726666667","0.807692308","0.7","25.78947368","50.93457944","86.66666667","5.574253145","12.33333333","14.23076923","24.22222222","27.94871795","23.33333333","26.92307692","6.193614605","7.146478391","47.55555556","54.87179487"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00007","","","","1","0","1.8","0.98","14.22","2","47.78","2.62","3.53","","18","0","11","11","30","10","5","3","2.96","5","63.73","3","29.76140645","4","6","6.8","4","4","3.5","0","20","3.5","23.5","18","0.194444444","","0.194444444","1.636363636","0.6","1.636363636","0.6","0.318181818","0.116666667","1.818181818","0.666666667","100","14.89361702","36.66666667","1.041649226","3.888888889","10.60606061","3.888888889","10.60606061","22.22222222","60.60606061","1.157388028","3.156512805","26.11111111","71.21212121"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00008","","","","3","31.02","2.24","1.23","11.11","4","50.8","4.27","6.34","3","38","60","19","19","30","17","8","6","3.12","5","50.48","3","21.87007874","4","8","18.79","3","3","10.6","4.1","11","14.7","25.7","98","0.278947368","0.068333333","0.15","5.157894737","3.266666667","2","1.266666667","0.773684211","0.49","0.578947368","0.366666667","38.7755102","57.19844358","63.33333333","3.214901575","11.77777778","18.59649123","16.33333333","25.78947368","12.22222222","19.29824561","3.572112861","5.640178201","28.55555556","45.0877193"
"","","GHP2014TON-AT04","","","","","","","","","GHP2014TON-AT04-00009","","","","2","0","1.66","0.73","16.33","3","50.71","2.48","3.55","1","38","71","30","30","30","28","9","9","2.89","1","64.27","2","32.20272136","6","7","8.49","4","3","9.8","4","15.2","13.8","29","109","0.257894737","0.056338028","0.126605505","3.633333333","3.633333333","1.266666667","1.266666667","0.46","0.46","0.506666667","0.506666667","34.86238532","47.5862069","100","4.443975547","10.88888889","10.88888889","15.33333333","15.33333333","16.88888889","16.88888889","4.937750608","4.937750608","32.22222222","32.22222222"
