"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00001","","","","8","1","5","1","10","8","10","8","2","3","3","7","1","2","1","0.1","1.6","1.1","2.7","6","0.2","0.1","0.183333333","0.75","0.6","0.625","0.5","0.1375","0.11","0.2","0.16","83.33333333","40.74074074","80","3.333333333","4.166666667","3.666666667","4.583333333","5.333333333","6.666666667","9","11.25"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00010","","","","5","1","16","16","10","10","10","10","3","2","3","7","1","2","3.1","1.4","2.9","4.5","7.4","32","0.19375","0.0875","0.140625","3.2","3.2","1.6","1.6","0.45","0.45","0.29","0.29","50","60.81081081","100","10.33333333","10.33333333","15","15","9.666666667","9.666666667","24.66666667","24.66666667"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00100","","","","8","1","6","10","9","8","10","8","5","2","3","6","3","2","1","0.7","2","1.7","3.7","16","0.166666667","0.07","0.10625","2","1.6","0.75","0.6","0.2125","0.17","0.25","0.2","37.5","45.94594595","80","3.333333333","4.166666667","5.666666667","7.083333333","6.666666667","8.333333333","12.33333333","15.41666667"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00101","","","","3","1","6","3","8","7","10","7","3","2","3","7","2","2","1","0.3","1.3","1.3","2.6","9","0.166666667","0.1","0.144444444","1.285714286","0.9","0.857142857","0.6","0.185714286","0.13","0.185714286","0.13","66.66666667","50","70","3.333333333","4.761904762","4.333333333","6.19047619","4.333333333","6.19047619","8.666666667","12.38095238"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00102","","","","2","1","1","24","9","7","10","7","2","3","4","7","2","1","0.3","1","3.4","1.3","4.7","25","0.3","0.041666667","0.052","3.571428571","2.5","0.142857143","0.1","0.185714286","0.13","0.485714286","0.34","4","27.65957447","70","1","1.428571429","4.333333333","6.19047619","11.33333333","16.19047619","15.66666667","22.38095238"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00103","","","","8","1","15","27","10","8","10","8","3","3","3","6","3","2","2.2","0.7","1.8","2.9","4.7","42","0.146666667","0.025925926","0.069047619","5.25","4.2","1.875","1.5","0.3625","0.29","0.225","0.18","35.71428571","61.70212766","80","7.333333333","9.166666667","9.666666667","12.08333333","6","7.5","15.66666667","19.58333333"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00104","","","","","1","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00105","","","","9","1","11","14","10","10","10","10","3","4","4","6","2","2","1","0.4","1.4","1.4","2.8","25","0.090909091","0.028571429","0.056","2.5","2.5","1.1","1.1","0.14","0.14","0.14","0.14","44","50","100","3.333333333","3.333333333","4.666666667","4.666666667","4.666666667","4.666666667","9.333333333","9.333333333"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00106","","","","7","1","9","9","10","9","10","9","3","4","3","7","2","2","1.4","0.5","1.9","1.9","3.8","18","0.155555556","0.055555556","0.105555556","2","1.8","1","0.9","0.211111111","0.19","0.211111111","0.19","50","50","90","4.666666667","5.185185185","6.333333333","7.037037037","6.333333333","7.037037037","12.66666667","14.07407407"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00107","","","","8","1","11","2","10","8","10","8","2","3","3","6","2","2","2","0.1","1.7","2.1","3.8","13","0.181818182","0.05","0.161538462","1.625","1.3","1.375","1.1","0.2625","0.21","0.2125","0.17","84.61538462","55.26315789","80","6.666666667","8.333333333","7","8.75","5.666666667","7.083333333","12.66666667","15.83333333"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00108","","","","6","1","11","11","7","7","10","7","3","2","4","8","1","1","1.7","0.3","1.1","2","3.1","22","0.154545455","0.027272727","0.090909091","3.142857143","2.2","1.571428571","1.1","0.285714286","0.2","0.157142857","0.11","50","64.51612903","70","5.666666667","8.095238095","6.666666667","9.523809524","3.666666667","5.238095238","10.33333333","14.76190476"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00109","","","","5","1","0","3","10","6","10","6","1","3","8","5","2","2","0","0.1","1.6","0.1","1.7","3","","0.033333333","0.033333333","0.5","0.3","0","0","0.016666667","0.01","0.266666667","0.16","0","5.882352941","60","0","0","0.333333333","0.555555556","5.333333333","8.888888889","5.666666667","9.444444444"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00011","","","","1","1","13","11","10","9","10","9","1","2","2","7","4","3","4.6","0.8","2.2","5.4","7.6","24","0.353846154","0.072727273","0.225","2.666666667","2.4","1.444444444","1.3","0.6","0.54","0.244444444","0.22","54.16666667","71.05263158","90","15.33333333","17.03703704","18","20","7.333333333","8.148148148","25.33333333","28.14814815"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00110","","","","","","","","10","","10","","","","","6","2","2","","","1.2","","","","","","","","","","","","","","0.12","","","","","","","","4","","",""
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00111","","","","7","1","0","10","10","7","10","7","3","2","5","8","2","2","0","0.4","2.1","0.4","2.5","10","","0.04","0.04","1.428571429","1","0","0","0.057142857","0.04","0.3","0.21","0","16","70","0","0","1.333333333","1.904761905","7","10","8.333333333","11.9047619"
"","","GHP2016BWK-PT01","","","","","","","","","GHP2016BWK-PT01-00112","","","","6","1","0","12","10","6","10","6","4","2","4","6","1","1","0","0.6","0.9","0.6","1.5","12","","0.05","0.05","2","1.2","0","0","0.1","0.06","0.15","0.09","0","40","60","0","0","2","3.333333333","3","5","5","8.333333333"
