"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KPV-AT01","","","","","","","","","GHP2014KPV-AT01-00001","","","","4","25.350832","3.2832024","1.8781966","12.5","3","50.5","2.7806489","4.8543816","1","14","39","4","18","18","30","18","8","6","6.0930409","3","49.2911987","3","24.75247525","5","5","18.6267185","4","3","3","2.7","1.7","6.5","4.4","10.9","53","0.192857143","0.043589744","0.083018868","2.944444444","1.766666667","0.777777778","0.466666667","0.244444444","0.146666667","0.361111111","0.216666667","26.41509434","40.36697248","60","1.089108911","3","5","4.888888889","8.148148148","7.222222222","12.03703704","1.210121012","2.016868354","12.11111111","20.18518519"
"","","GHP2014KPV-AT01","","","","","","","","","GHP2014KPV-AT01-00010","","","","3","0","2.2209141","1.0937804","20.8","","50.6","0.7719694","1.2233003","2","11","40","","28","28","30","19","","","5.4313469","3","67.0141296","3","41.10671937","4","5","7.1759896","3","3","5","2.3","1.1","5","3.4","8.4","51","0.209090909","0.0275","0.066666667","1.821428571","1.7","0.392857143","0.366666667","0.121428571","0.113333333","0.178571429","0.166666667","21.56862745","40.47619048","93.33333333","1.397628458","2.555555556","2.738095238","3.777777778","4.047619048","5.555555556","5.952380952","1.552920509","1.663843403","9.333333333","10"
"","","GHP2014KPV-AT01","","","","","","","","","GHP2014KPV-AT01-00011","","","","2","5.7571478","2.8191967","1.6084464","18.3","4","50.9","0.4240953","1.2469654","2","39","34","3","26","26","30","24","4","6","7.0684814","3","61.4566154","3","35.95284872","5","6","8.3374624","4","3","4","6.7","2","10.5","8.7","19.2","73","0.171794872","0.058823529","0.119178082","2.807692308","2.433333333","1.5","1.3","0.334615385","0.29","0.403846154","0.35","53.42465753","45.3125","86.66666667","3.127897839","7.444444444","8.58974359","9.666666667","11.15384615","11.66666667","13.46153846","3.475442043","4.010125434","21.33333333","24.61538462"
"","","GHP2014KPV-AT01","","","","","","","","","GHP2014KPV-AT01-00012","","","","3","26.4513302","3.20908","1.688161","11","1","50.3","3.9046497","6.3909707","3","16","40","4","13","13","30","13","8","6","4.9237905","3","44.911808","3","21.86878728","5","5","17.7229233","3","3","3","2.8","1.9","8","4.7","12.7","56","0.175","0.0475","0.083928571","4.307692308","1.866666667","1.230769231","0.533333333","0.361538462","0.156666667","0.615384615","0.266666667","28.57142857","37.00787402","43.33333333","1.027833002","3.111111111","7.179487179","5.222222222","12.05128205","8.888888889","20.51282051","1.142036669","2.635469236","14.11111111","32.56410256"
"","","GHP2014KPV-AT01","","","","","","","","","GHP2014KPV-AT01-00013","","","","2","0.0342933","2.0570822","1.1327462","18.6","2","50.3","1.6936899","2.9193952","1","16","30","2","19","19","30","17","5","8","4.4568157","2","66.6785507","3","36.97813121","4","6","5.6599274","7","1","3","3.5","1.6","14","5.1","19.1","46","0.21875","0.053333333","0.110869565","2.421052632","1.533333333","0.842105263","0.533333333","0.268421053","0.17","0.736842105","0.466666667","34.7826087","26.70157068","63.33333333","1.885884692","3.888888889","6.140350877","5.666666667","8.947368421","15.55555556","24.56140351","2.095427435","3.308569635","21.22222222","33.50877193"
"","","GHP2014KPV-AT01","","","","","","","","","GHP2014KPV-AT01-00014","","","","2","0","2.3425541","1.160228","21","3","50.1","0.898216","1.4839488","1","42","45","4","28","28","30","27","6","5","5.8776445","3","66.8607025","2","41.91616766","5","7","6.6542177","6","1","4","13.2","2.1","15","15.3","30.3","87","0.314285714","0.046666667","0.175862069","3.107142857","2.9","1.5","1.4","0.546428571","0.51","0.535714286","0.5","48.27586207","50.4950495","93.33333333","6.413173653","14.66666667","15.71428571","17","18.21428571","16.66666667","17.85714286","7.125748503","7.634730539","33.66666667","36.07142857"
"","","GHP2014KPV-AT01","","","","","","","","","GHP2014KPV-AT01-00015","","","","2","0","1.908989","1.0279317","21.1","1","50.3","1.1641561","2.0885904","1","37","36","3","28","28","30","25","4","8","4.7984419","2","67.1869278","3","41.94831014","6","6","4.6161733","8","1","3","5.5","2.3","13.5","7.8","21.3","73","0.148648649","0.063888889","0.106849315","2.607142857","2.433333333","1.321428571","1.233333333","0.278571429","0.26","0.482142857","0.45","50.68493151","36.61971831","93.33333333","3.271968191","6.111111111","6.547619048","8.666666667","9.285714286","15","16.07142857","3.635520212","3.895200227","23.66666667","25.35714286"
"","","GHP2014KPV-AT01","","","","","","","","","GHP2014KPV-AT01-00016","","","","3","0","2.0879531","1.0894347","17.9","2","50.1","1.0812653","1.5484108","1","46","44","3","29","29","30","29","5","3","5.2292862","2","64.674614","2","35.72854291","5","7","8.1768856","6","1","4","11.2","2.9","11","14.1","25.1","90","0.243478261","0.065909091","0.156666667","3.103448276","3","1.586206897","1.533333333","0.486206897","0.47","0.379310345","0.366666667","51.11111111","56.1752988","96.66666667","5.037724551","12.44444444","12.87356322","15.66666667","16.20689655","12.22222222","12.64367816","5.597471723","5.79048799","27.88888889","28.85057471"
"","","GHP2014KPV-AT01","","","","","","","","","GHP2014KPV-AT01-00017","","","","2","0.1793286","2.3135254","1.049732","20.3","2","50.1","2.3635271","3.2145205","1","31","54","4","29","29","30","29","5","3","5.5697818","2","62.7947311","3","40.51896208","4","6","8.2020578","8","3","3","5.5","3.6","24","9.1","33.1","85","0.177419355","0.066666667","0.107058824","2.931034483","2.833333333","1.068965517","1.033333333","0.313793103","0.303333333","0.827586207","0.8","36.47058824","27.49244713","96.66666667","3.687225549","6.111111111","6.32183908","10.11111111","10.45977011","26.66666667","27.5862069","4.096917277","4.238190286","36.77777778","38.04597701"
"","","GHP2014KPV-AT01","","","","","","","","","GHP2014KPV-AT01-00018","","","","2","0","2.3023131","1.2006086","20.2","","50.9","0.8397399","1.5734292","1","13","50","","17","17","30","15","","","5.7537794","2","66.4355316","3","39.68565815","5","7","7.0071034","7","4","3","3.3","3.1","15","6.4","21.4","63","0.253846154","0.062","0.101587302","3.705882353","2.1","0.764705882","0.433333333","0.376470588","0.213333333","0.882352941","0.5","20.63492063","29.90654206","56.66666667","2.539882122","3.666666667","6.470588235","7.111111111","12.54901961","16.66666667","29.41176471","2.822091246","4.980161023","23.77777778","41.96078431"
